Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
Jake Elliott,K,Eagles,"$645,000","$645,000",$0,$0,0.00%,jake-elliott/5739/
Jesse Davis,RG,Dolphins,"$645,000","$645,000",$0,$0,0.00%,jesse-davis/4512/
Daeshon Hall,43DE,Eagles,"$1,935,000","$645,000",$0,$0,0.00%,daeshon-hall/5663/
Zach Sterup,LT,Dolphins,"$645,000","$645,000",$0,$0,0.00%,zach-sterup/5532/
Jonathan Woodard,43DE,Dolphins,"$645,000","$645,000",$0,$0,0.00%,jonathan-woodard/4939/
Jon Halapio,C,Giants,"$645,000","$645,000",$0,$0,0.00%,jon-halapio/3118/
Harold Jones-Quartey,S,Chiefs,"$645,000","$645,000",$0,$0,0.00%,harold-jones-quartey/4287/
Elijhaa Penny,RB,Giants,"$645,000","$645,000",$0,$0,0.00%,elijhaa-penny/5530/
Aldrick Rosas,K,Giants,"$645,000","$645,000",$0,$0,0.00%,aldrick-rosas/5379/
Charles Washington,S,Lions,"$645,000","$645,000",$0,$0,0.00%,charles-washington/5322/
James Burgess,ILB,Jets,"$645,000","$645,000",$0,$0,0.00%,james-burgess/5230/
Devante Bond,43OLB,Buccaneers,"$645,000","$645,000",$0,$0,0.00%,devante-bond/4896/
Donald Payne,ILB,Ravens,"$645,000","$645,000",$0,$0,0.00%,donald-payne/6433/
Elijah Wilkinson,LT,Broncos,"$645,000","$645,000",$0,$0,0.00%,elijah-wilkinson/6434/
Joseph Jones,ILB,Broncos,"$645,000","$645,000",$0,$0,0.00%,joseph-jones/6231/
Dymonte Thomas,S,Broncos,"$645,000","$645,000",$0,$0,0.00%,dymonte-thomas/6273/
Matt Dayes,RB,Saints,"$645,000","$645,000",$0,$0,0.00%,matt-dayes/5838/
Elijah Lee,ILB,49ers,"$645,000","$645,000",$0,$0,0.00%,elijah-lee/5818/
Greg Mabin,CB,49ers,"$645,000","$645,000",$0,$0,0.00%,greg-mabin/5952/
Davis Webb,QB,Jets,"$645,000","$645,000",$0,$0,0.00%,davis-webb/5673/
Jalen Collins,CB,Colts,"$645,000","$645,000",$0,$0,0.00%,jalen-collins/3890/
Jake Rudock,QB,Dolphins,"$645,000","$645,000",$0,$0,0.00%,jake-rudock/4904/
Derrick Jones,CB,Texans,"$645,000","$645,000",$0,$0,0.00%,derrick-jones/5790/
Jeremy Clark,CB,Jets,"$645,000","$645,000",$0,$0,0.00%,jeremy-clark/5783/
Cardale Jones,QB,Chargers,"$645,000","$645,000",$0,$0,0.00%,cardale-jones/4852/
Bronson Kaufusi,34DE,Jets,"$645,000","$645,000",$0,$0,0.00%,bronson-kaufusi/4783/
Vince Mayle,TE,Chargers,"$645,000","$645,000",$0,$0,0.00%,vince-mayle/3971/
C.J. Ham,RB,Vikings,"$645,000","$645,000",$0,$0,0.00%,c-j-ham/5533/
Spencer Drango,RT,Chargers,"$645,000","$645,000",$0,$0,0.00%,spencer-drango/4881/
Matt Wile,P,Vikings,"$645,000","$645,000",$0,$0,0.00%,matt-wile/4603/
Troymaine Pope,RB,Chargers,"$645,000","$645,000",$0,$0,0.00%,troymaine-pope/5503/
Bryan Cox Jr.,43DE,Panthers,"$645,000","$645,000",$0,$0,0.00%,bryan-cox-jr/5877/
Ricardo Louis,WR,Dolphins,"$645,000","$645,000",$0,$0,0.00%,ricardo-louis/4827/
Eddie Yarbrough,43DE,Bills,"$645,000","$645,000",$0,$0,0.00%,eddie-yarbrough/5132/
Brandon Bell,43OLB,Panthers,"$645,000","$645,000",$0,$0,0.00%,brandon-bell/6012/
Isaiah Johnson,S,Buccaneers,"$645,000","$645,000",$0,$0,0.00%,isaiah-johnson/5031/
Tyler Catalina,LG,Panthers,"$645,000","$645,000",$0,$0,0.00%,tyler-catalina/5958/
Michael Liedtke,LT,Buccaneers,"$645,000","$645,000",$0,$0,0.00%,michael-liedtke/4173/
Trevon Coley,43DT,Browns,"$645,000","$645,000",$0,$0,0.00%,trevon-coley/5241/
Jermaine Whitehead,S,Browns,"$645,000","$645,000",$0,$0,0.00%,jermaine-whitehead/4206/
Erik Magnuson,C,Bills,"$645,000","$645,000",$0,$0,0.00%,erik-magnuson/6005/
Tony McRae,CB,Bengals,"$645,000","$645,000",$0,$0,0.00%,tony-mcrae/5400/
Alex Redmond,RG,Bengals,"$645,000","$645,000",$0,$0,0.00%,alex-redmond/5261/
Josh Tupou,43DT,Bengals,"$645,000","$645,000",$0,$0,0.00%,josh-tupou/6022/
Brandon Wilson,S,Bengals,"$645,000","$645,000",$0,$0,0.00%,brandon-wilson/5793/
Ricky Seals-Jones,TE,Cardinals,"$645,000","$645,000",$0,$0,0.00%,ricky-seals-jones/5938/
Darrell Daniels,TE,Cardinals,"$645,000","$645,000",$0,$0,0.00%,darrell-daniels/5978/
Michael Bennett,43DT,Falcons,"$645,000","$645,000",$0,$0,0.00%,michael-bennett/4028/
Jermaine Eluemunor,LG,Ravens,"$645,000","$645,000",$0,$0,0.00%,jermaine-eluemunor/5745/
Matt Skura,C,Ravens,"$645,000","$645,000",$0,$0,0.00%,matt-skura/5250/
Roger Lewis,WR,Colts,"$645,000","$645,000",$0,$0,0.00%,roger-lewis/5292/
Paxton Lynch,QB,Seahawks,"$645,000","$645,000",$0,$0,0.00%,paxton-lynch/4744/
DeAndrew White,WR,Panthers,"$645,000","$645,000",$0,$0,0.00%,deandrew-white/4201/
Shalom Luani,S,Seahawks,"$645,000","$645,000",$0,$0,0.00%,shalom-luani/5807/
David Moore,WR,Seahawks,"$645,000","$645,000",$0,$0,0.00%,david-moore/5812/
Marvin Hall,WR,Bears,"$645,000","$645,000",$0,$0,0.00%,marvin-hall/5460/
Marcus Johnson,WR,Colts,"$645,000","$645,000",$0,$0,0.00%,marcus-johnson/5178/
Joe Callahan,QB,Ravens,"$645,000","$645,000",$0,$0,0.00%,joe-callahan/5329/
Cameron Tom,C,Saints,"$645,000","$645,000",$0,$0,0.00%,cameron-tom/5890/
Justin Hardee,WR,Saints,"$645,000","$645,000",$0,$0,0.00%,justin-hardee/6246/
Vince Biegel,ILB,Saints,"$645,000","$645,000",$0,$0,0.00%,vince-biegel/5694/
Michael Hunter,CB,Chiefs,"$645,000","$645,000",$0,$0,0.00%,michael-hunter/5289/
Daniel Ross,43DT,Cowboys,"$645,000","$645,000",$0,$0,0.00%,daniel-ross/6253/
Rashaad Coward,RT,Bears,"$645,000","$645,000",$0,$0,0.00%,rashaad-coward/6177/
Malcolm Johnson,TE,Packers,"$645,000","$645,000",$0,$0,0.00%,malcolm-johnson/4043/
Brandon Allen,QB,Rams,"$645,000","$645,000",$0,$0,0.00%,brandon-allen/4914/
Isaiah Irving,34OLB,Bears,"$645,000","$645,000",$0,$0,0.00%,isaiah-irving/6181/
Donte Deayon,CB,Rams,"$645,000","$645,000",$0,$0,0.00%,donte-deayon/5288/
Roy Robertson-Harris,34DE,Bears,"$645,000","$645,000",$0,$0,0.00%,roy-robertson-harris/5389/
Deon Simon,34DT,Packers,"$645,000","$645,000",$0,$0,0.00%,deon-simon/4071/
Justin McCray,RG,Packers,"$645,000","$645,000",$0,$0,0.00%,justin-mccray/3604/
Lucas Patrick,C,Packers,"$645,000","$645,000",$0,$0,0.00%,lucas-patrick/5441/
Jeremy McNichols,RB,Titans,"$1,935,000","$645,000",$0,$0,0.00%,jeremy-mcnichols/5748/
Mike Purcell,34DE,Broncos,"$645,000","$645,000",$0,$0,0.00%,mike-purcell/2835/
Zach Wood,LS,Saints,"$645,000","$645,000",$0,$0,0.00%,zach-wood/5447/
JoJo Natson,WR,Rams,"$645,000","$645,000",$0,$0,0.00%,jojo-natson/5986/
Darius Jackson,RB,Cowboys,"$1,935,000","$645,000",$0,$0,0.00%,darius-jackson/4929/
Dominique Hatfield,CB,Rams,"$645,000","$645,000",$0,$0,0.00%,dominique-hatfield/6301/
Xavier Woodson-Luster,ILB,Texans,"$645,000","$645,000",$0,$0,0.00%,xavier-woodson-luster/6091/
Morgan Fox,34DE,Rams,"$645,000","$645,000",$0,$0,0.00%,morgan-fox/5191/
Equanimeous St. Brown,WR,Packers,"$2,578,408","$644,602","$118,408","$29,602",4.60%,equanimeous-st-brown/7092/
Cedrick Wilson,WR,Cowboys,"$2,578,408","$644,602","$118,408","$29,602",4.60%,cedrick-wilson/7093/
Cornell Armstrong,CB,Dolphins,"$2,578,408","$644,602","$118,408","$29,602",4.60%,cornell-armstrong/7094/
Braxton Berrios,WR,Patriots,"$2,578,408","$644,602","$118,408","$29,602",4.60%,braxton-berrios/7095/
Jordan Thomas,TE,Texans,"$2,578,408","$644,602","$118,408","$29,602",4.60%,jordan-thomas/7096/
Greg Senat,LT,Ravens,"$2,578,408","$644,602","$118,408","$29,602",4.60%,greg-senat/7097/
Peter Kalambayi,34OLB,Texans,"$2,578,408","$644,602","$118,408","$29,602",4.60%,peter-kalambayi/7099/
Bradley Bozeman,C,Ravens,"$2,578,408","$644,602","$118,408","$29,602",4.60%,bradley-bozeman/7100/
Keishawn Bierria,ILB,Broncos,"$2,578,408","$644,602","$118,408","$29,602",4.60%,keishawn-bierria/7102/
Ade Aruna,43DE,Vikings,"$2,578,408","$644,602","$118,408","$29,602",4.60%,ade-aruna/7103/
LeShaun Sims,CB,Titans,"$2,578,184","$644,546","$238,184","$59,546",9.20%,leshaun-sims/4870/
Brandon Shell,RT,Jets,"$2,575,968","$643,992","$235,968","$58,992",9.20%,brandon-shell/4871/
Chuck Clark,S,Ravens,"$2,574,820","$643,705","$174,820","$43,705",6.80%,chuck-clark/5772/
Kentrell Brothers,ILB,Vikings,"$2,572,680","$643,170","$232,680","$58,170",9.00%,kentrell-brothers/4873/
Christian Westerman,LG,Bengals,"$2,571,696","$642,924","$231,696","$57,924",9.00%,christian-westerman/4874/
Elijah McGuire,RB,Jets,"$2,568,516","$642,129","$168,516","$42,129",6.60%,elijah-mcguire/5774/
Trevor Davis,WR,Packers,"$2,567,176","$641,794","$227,176","$56,794",8.80%,trevor-davis/4876/
Halapoulivaati Vaitai,LT,Eagles,"$2,565,124","$641,281","$225,124","$56,281",8.80%,halapoulivaati-vaitai/4877/
Tanzel Smart,34DE,Rams,"$2,564,792","$641,198","$164,792","$41,198",6.40%,tanzel-smart/5775/
Sam Tevi,RT,Chargers,"$2,561,804","$640,451","$161,804","$40,451",6.30%,sam-tevi/5776/
Matthew Adams,ILB,Colts,"$2,561,584","$640,396","$101,584","$25,396",4.00%,matthew-adams/7106/
Jermaine Kelly,CB,Texans,"$2,560,776","$640,194","$100,776","$25,194",3.90%,jermaine-kelly/7107/
Alex McGough,QB,Jaguars,"$1,280,000","$640,000","$75,000","$37,500",5.90%,alex-mcgough/7105/
Xavier Woods,S,Cowboys,"$2,559,620","$639,905","$159,620","$39,905",6.20%,xavier-woods/5777/
Jullian Taylor,43DE,49ers,"$2,558,044","$639,511","$98,044","$24,511",3.80%,jullian-taylor/7108/
Jordan Evans,43OLB,Bengals,"$2,556,520","$639,130","$156,520","$39,130",6.10%,jordan-evans/5779/
Javon Wims,WR,Bears,"$2,555,912","$638,978","$95,912","$23,978",3.80%,javon-wims/7109/
Vincent Taylor,43DT,Dolphins,"$2,554,428","$638,607","$154,428","$38,607",6.00%,vincent-taylor/5780/
Devante Downs,ILB,Vikings,"$2,554,400","$638,600","$94,400","$23,600",3.70%,devante-downs/7110/
Tanner Vallejo,ILB,Cardinals,"$2,553,812","$638,453","$153,812","$38,453",6.00%,tanner-vallejo/5781/
Jason Sanders,K,Dolphins,"$2,551,200","$637,800","$91,200","$22,800",3.60%,jason-sanders/7114/
Leon Jacobs,43OLB,Jaguars,"$2,550,680","$637,670","$90,680","$22,670",3.60%,leon-jacobs/7115/
Marqui Christian,CB,Rams,"$2,550,200","$637,550","$210,200","$52,550",8.20%,marqui-christian/4880/
Stephen Anderson,TE,Patriots,"$1,275,000","$637,500",$0,$0,0.00%,stephen-anderson/5264/
Jordan Mailata,LT,Eagles,"$2,549,392","$637,348","$89,392","$22,348",3.50%,jordan-mailata/7118/
Andre Smith,ILB,Panthers,"$2,549,048","$637,262","$89,048","$22,262",3.50%,andre-smith/7119/
D.J. Jones,43DT,49ers,"$2,547,868","$636,967","$147,868","$36,967",5.80%,d-j-jones/5784/
Chase Roullier,C,Redskins,"$2,547,180","$636,795","$147,180","$36,795",5.80%,chase-roullier/5785/
Zaire Franklin,43OLB,Colts,"$2,547,056","$636,764","$87,056","$21,764",3.40%,zaire-franklin/7120/
Nick Bawden,FB,Lions,"$2,544,204","$636,051","$84,204","$21,051",3.30%,nick-bawden/7122/
Zach Sieler,34DE,Ravens,"$2,540,680","$635,170","$80,680","$20,170",3.20%,zach-sieler/7123/
Rudy Ford,S,Cardinals,"$2,540,192","$635,048","$140,192","$35,048",5.50%,rudy-ford/5794/
Hunter Bradley,LS,Packers,"$2,537,344","$634,336","$77,344","$19,336",3.00%,hunter-bradley/7124/
Richie James,WR,49ers,"$2,536,572","$634,143","$76,572","$19,143",3.00%,richie-james/7125/
Greg Stroman,CB,Redskins,"$2,535,776","$633,944","$75,776","$18,944",3.00%,greg-stroman/7126/
Conor McDermott,RT,Bills,"$2,535,028","$633,757","$135,028","$33,757",5.30%,conor-mcdermott/5797/
Keion Crossen,CB,Patriots,"$2,534,392","$633,598","$74,392","$18,598",2.90%,keion-crossen/7128/
Marlon Mack,RB,Colts,"$2,534,348","$633,587",$0,$0,0.00%,marlon-mack/5729/
Grover Stewart,43DT,Colts,"$2,534,348","$633,587",$0,$0,0.00%,grover-stewart/5730/
Justin Lawler,34OLB,Rams,"$2,533,740","$633,435","$73,740","$18,435",2.90%,justin-lawler/7129/
Will Clapp,C,Saints,"$2,533,136","$633,284","$73,136","$18,284",2.90%,will-clapp/7130/
Logan Cooke,P,Jaguars,"$2,531,624","$632,906","$71,624","$17,906",2.80%,logan-cooke/7132/
Ryan Izzo,TE,Patriots,"$2,529,072","$632,268","$69,072","$17,268",2.70%,ryan-izzo/7135/
Korey Cunningham,LT,Cardinals,"$2,529,072","$632,268","$69,072","$17,268",2.70%,korey-cunningham/7139/
Trey Quinn,WR,Redskins,"$2,529,072","$632,268","$69,072","$17,268",2.70%,trey-quinn/7141/
Jatavis Brown,43OLB,Chargers,"$2,524,384","$631,096","$184,384","$46,096",7.30%,jatavis-brown/4888/
Ted Karras,LG,Patriots,"$1,890,000","$630,000",$0,$0,0.00%,ted-karras/4934/
Darren Waller,TE,Raiders,"$630,000","$630,000",$0,$0,0.00%,darren-waller/4052/
Corey Levin,C,Titans,"$2,510,024","$627,506","$110,024","$27,506",4.40%,corey-levin/5803/
Andy Janovich,FB,Broncos,"$2,504,308","$626,077","$164,308","$41,077",6.60%,andy-janovich/4889/
Adrian Colbert,S,49ers,"$2,484,800","$621,200","$84,800","$21,200",3.40%,adrian-colbert/5815/
Josh Harvey-Clemons,ILB,Redskins,"$2,484,320","$621,080","$84,320","$21,080",3.40%,josh-harvey-clemons/5816/
Jakeem Grant,WR,Dolphins,"$2,480,380","$620,095","$140,380","$35,095",5.70%,jakeem-grant/4899/
Tim White,WR,Jets,"$1,240,000","$620,000","$10,000","$5,000",0.80%,tim-white/6039/
David Morgan,TE,Vikings,"$2,475,456","$618,864","$135,456","$33,864",5.50%,david-morgan/4901/
Anthony Brown,CB,Cowboys,"$2,474,948","$618,737","$134,948","$33,737",5.50%,anthony-brown/4902/
Wes Schweitzer,RG,Falcons,"$2,472,380","$618,095","$132,380","$33,095",5.40%,wes-schweitzer/4908/
Noah Brown,WR,Cowboys,"$2,471,952","$617,988","$71,952","$17,988",2.90%,noah-brown/5825/
Derek Watt,FB,Chargers,"$2,469,680","$617,420","$129,680","$32,420",5.30%,derek-watt/4911/
Cody Core,WR,Bengals,"$2,467,932","$616,983","$127,932","$31,983",5.20%,cody-core/4912/
Chris Carson,RB,Seahawks,"$2,465,140","$616,285","$65,140","$16,285",2.60%,chris-carson/5835/
Mason Schreck,TE,Bengals,"$2,464,284","$616,071","$64,284","$16,071",2.60%,mason-schreck/5837/
Anthony Zettel,43DE,Browns,"$2,463,724","$615,931","$123,724","$30,931",5.00%,anthony-zettel/4915/
De'Ondre Wesley,LT,Bills,"$1,230,000","$615,000",$0,$0,0.00%,deondre-wesley/4399/
Chris Odom,43DE,Falcons,"$1,230,000","$615,000",$0,$0,0.00%,chris-odom/5920/
Taybor Pepper,LS,Giants,"$1,230,000","$615,000",$0,$0,0.00%,taybor-pepper/5567/
Harvey Langi,34OLB,Jets,"$1,230,000","$615,000",$0,$0,0.00%,harvey-langi/6131/
Nick DeLuca,43OLB,Dolphins,"$1,230,000","$615,000",$0,$0,0.00%,nick-deluca/7190/
Carlton Agudosi,WR,Eagles,"$1,230,000","$615,000",$0,$0,0.00%,carlton-agudosi/5926/
Justin Jackson,RB,Chargers,"$2,460,000","$615,000",$0,$0,0.00%,justin-jackson/7136/
Gimel President,34OLB,Texans,"$1,230,000","$615,000",$0,$0,0.00%,gimel-president/6252/
Roc Thomas,RB,Jaguars,"$1,230,000","$615,000",$0,$0,0.00%,roc-thomas/7468/
Cam Phillips,WR,Bills,"$1,230,000","$615,000",$0,$0,0.00%,cam-phillips/7216/
Najee Toran,RG,49ers,"$1,230,000","$615,000",$0,$0,0.00%,najee-toran/7570/
K.J. Brent,WR,Buccaneers,"$1,230,000","$615,000",$0,$0,0.00%,k-j-brent/5391/
Demone Harris,43DE,Buccaneers,"$1,230,000","$615,000",$0,$0,0.00%,demone-harris/7518/
Pat O'Connor,43DE,Buccaneers,"$1,230,000","$615,000",$0,$0,0.00%,pat-oconnor/5836/
Casey Dunn,C,Redskins,"$1,230,000","$615,000",$0,$0,0.00%,casey-dunn/7619/
Dalyn Dawkins,RB,Titans,"$1,230,000","$615,000",$0,$0,0.00%,dalyn-dawkins/7189/
Jamil Douglas,RG,Titans,"$1,230,000","$615,000",$0,$0,0.00%,jamil-douglas/3962/
Garrett Griffin,TE,Saints,"$1,230,000","$615,000",$0,$0,0.00%,garrett-griffin/5459/
Treston Decoud,CB,Cowboys,"$1,230,000","$615,000",$0,$0,0.00%,treston-decoud/5755/
Maurquice Shakir,RG,Texans,"$1,230,000","$615,000",$0,$0,0.00%,maurquice-shakir/6037/
Isaac Whitney,WR,Texans,"$1,230,000","$615,000",$0,$0,0.00%,isaac-whitney/6090/
Dieugot Joseph,LT,Falcons,"$1,230,000","$615,000",$0,$0,0.00%,dieugot-joseph/6182/
Avery Moss,34OLB,Giants,"$1,230,000","$615,000",$0,$0,0.00%,avery-moss/5753/
Sean Harlow,LG,Falcons,"$1,230,000","$615,000",$0,$0,0.00%,sean-harlow/5722/
David Rivers,CB,Dolphins,"$1,230,000","$615,000",$0,$0,0.00%,david-rivers/6053/
Kenneth Farrow,RB,Dolphins,"$1,230,000","$615,000",$0,$0,0.00%,kenneth-farrow/4979/
Tanner Gentry,WR,Bears,"$1,230,000","$615,000",$0,$0,0.00%,tanner-gentry/6179/
Demetrious Cox,S,Bengals,"$1,230,000","$615,000",$0,$0,0.00%,demetrious-cox/6014/
Devaroe Lawrence,43DT,Browns,"$1,230,000","$615,000",$0,$0,0.00%,devaroe-lawrence/5884/
A.J. Johnson,ILB,Broncos,"$1,230,000","$615,000",$0,$0,0.00%,a-j-johnson/7710/
Willie Beavers,RT,49ers,"$1,230,000","$615,000",$0,$0,0.00%,willie-beavers/4834/
William Poehls,RT,Buccaneers,"$1,230,000","$615,000",$0,$0,0.00%,william-poehls/3765/
Jamiyus Pittman,43DT,Dolphins,"$1,230,000","$615,000",$0,$0,0.00%,jamiyus-pittman/7230/
Jordan Williams,34DE,Titans,"$1,230,000","$615,000",$0,$0,0.00%,jordan-williams/4350/
Lyndon Johnson,43DE,Jaguars,"$1,230,000","$615,000",$0,$0,0.00%,lyndon-johnson/7166/
Cornelius Edison,C,Vikings,"$1,230,000","$615,000",$0,$0,0.00%,cornelius-edison/4687/
Auden Tate,WR,Bengals,"$2,460,000","$615,000",$0,$0,0.00%,auden-tate/7138/
Cole Hikutini,TE,Vikings,"$1,230,000","$615,000",$0,$0,0.00%,cole-hikutini/6003/
Ifeadi Odenigbo,43DT,Vikings,"$1,230,000","$615,000",$0,$0,0.00%,ifeadi-odenigbo/5806/
Mike Thomas,WR,Rams,"$2,456,068","$614,017","$116,068","$29,017",4.70%,mike-thomas/4919/
Devontae Booker,RB,Broncos,"$2,453,392","$613,348","$383,392","$95,848",15.60%,devontae-booker/4849/
Seth DeValve,TE,Browns,"$2,453,392","$613,348","$383,392","$95,848",15.60%,seth-devalve/4851/
Blake Martinez,ILB,Packers,"$2,453,388","$613,347","$383,392","$95,848",15.60%,blake-martinez/4844/
Jeff Driskel,QB,Bengals,"$2,452,540","$613,135","$112,540","$28,135",4.60%,jeff-driskel/4920/
Kamu Grugier-Hill,43OLB,Eagles,"$2,440,356","$610,089","$100,356","$25,089",4.10%,kamu-grugier-hill/4921/
Maurice Canady,CB,Ravens,"$2,440,356","$610,089","$100,356","$25,089",4.10%,maurice-canady/4922/
Elandon Roberts,ILB,Patriots,"$2,440,356","$610,089","$100,356","$25,089",4.10%,elandon-roberts/4927/
Will Parks,S,Broncos,"$2,440,356","$610,089","$100,356","$25,089",4.10%,will-parks/4932/
Kevon Seymour,CB,Panthers,"$2,440,356","$610,089","$100,356","$25,089",4.10%,kevon-seymour/4931/
Riley Dixon,P,Giants,"$2,420,008","$605,002","$80,008","$20,002",3.30%,riley-dixon/4941/
Jalen Mills,CB,Eagles,"$2,416,856","$604,214","$76,856","$19,214",3.20%,jalen-mills/4946/
Lachlan Edwards,P,Jets,"$2,415,796","$603,949","$75,796","$18,949",3.10%,lachlan-edwards/4948/
Adam Redmond,C,Cowboys,"$1,206,000","$603,000","$6,000","$3,000",0.50%,adam-redmond/5085/
Charone Peake,WR,Jets,"$2,408,380","$602,095","$68,380","$17,095",2.80%,charone-peake/4954/
Jayron Kearse,S,Vikings,"$2,404,224","$601,056","$64,224","$16,056",2.70%,jayron-kearse/4957/
Clayton Fejedelem,S,Bengals,"$2,403,552","$600,888","$63,552","$15,888",2.60%,clayton-fejedelem/4958/
Tyler Matakevich,ILB,Steelers,"$2,403,052","$600,763","$63,052","$15,763",2.60%,tyler-matakevich/4959/
Austin Blythe,RG,Rams,"$2,401,988","$600,497","$61,988","$15,497",2.60%,austin-blythe/4961/
Eric Lee,43DE,Lions,"$1,200,000","$600,000",$0,$0,0.00%,eric-lee/5269/
Kenny Ladler,S,Giants,"$1,200,000","$600,000",$0,$0,0.00%,kenny-ladler/3271/
Adam Pankey,RG,Packers,"$1,200,000","$600,000",$0,$0,0.00%,adam-pankey/6049/
Giorgio Tavecchio,K,Falcons,"$1,200,000","$600,000",$0,$0,0.00%,giorgio-tavecchio/2057/
Jehu Chesson,WR,Redskins,"$1,200,000","$600,000",$0,$0,0.00%,jehu-chesson/5725/
Vincent Valentine,34DT,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,vincent-valentine/4809/
Jerome Cunningham,TE,Lions,"$1,200,000","$600,000",$0,$0,0.00%,jerome-cunningham/3729/
Denver Kirkland,LG,Raiders,"$1,200,000","$600,000",$0,$0,0.00%,denver-kirkland/5523/
Dean Marlowe,S,Bills,"$1,200,000","$600,000",$0,$0,0.00%,dean-marlowe/4601/
Pita Taumoepenu,34OLB,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,pita-taumoepenu/5788/
Andy Jones,WR,Lions,"$1,200,000","$600,000",$0,$0,0.00%,andy-jones/5450/
Carroll Phillips,43DE,Colts,"$1,200,000","$600,000",$0,$0,0.00%,carroll-phillips/6151/
Brian Allen,CB,Steelers,"$1,200,000","$600,000",$0,$0,0.00%,brian-allen/5759/
Brendan Langley,CB,Broncos,"$1,200,000","$600,000",$0,$0,0.00%,brendan-langley/5687/
Brian Hill,RB,Falcons,"$1,200,000","$600,000",$0,$0,0.00%,brian-hill/5742/
Victor Bolden,WR,Bills,"$1,200,000","$600,000",$0,$0,0.00%,victor-bolden/5994/
Treyvon Hester,43DT,Eagles,"$1,200,000","$600,000",$0,$0,0.00%,treyvon-hester/5830/
Zane Gonzalez,K,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,zane-gonzalez/5810/
Alex Armah,FB,Panthers,"$2,400,000","$600,000",$0,$0,0.00%,alex-armah/5778/
Cameron Malveaux,34OLB,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,cameron-malveaux/6097/
Bobo Wilson,WR,Buccaneers,"$1,200,000","$600,000",$0,$0,0.00%,bobo-wilson/5956/
David Sharpe,RT,Raiders,"$1,200,000","$600,000",$0,$0,0.00%,david-sharpe/5715/
Kyle Kalis,RG,Browns,"$1,200,000","$600,000",$0,$0,0.00%,kyle-kalis/5960/
Taquan Mizzell,RB,Bears,"$1,200,000","$600,000",$0,$0,0.00%,taquan-mizzell/6033/
Will Holden,RT,Dolphins,"$1,200,000","$600,000",$0,$0,0.00%,will-holden/5743/
Tyler Marz,RT,Titans,"$1,200,000","$600,000",$0,$0,0.00%,tyler-marz/5377/
Joshua Perkins,TE,Eagles,"$1,200,000","$600,000",$0,$0,0.00%,joshua-perkins/5154/
Michael Tyson,S,Packers,"$1,200,000","$600,000",$0,$0,0.00%,michael-tyson/5773/
Temarrick Hemingway,TE,Panthers,"$1,200,000","$600,000",$0,$0,0.00%,temarrick-hemingway/4890/
Nate Gerry,43OLB,Eagles,"$2,400,000","$600,000",$0,$0,0.00%,nate-gerry/5770/
Dillon Gordon,TE,Panthers,"$1,200,000","$600,000",$0,$0,0.00%,dillon-gordon/5175/
Isaiah McKenzie,WR,Bills,"$1,200,000","$600,000",$0,$0,0.00%,isaiah-mckenzie/5758/
Maurice Smith,S,Dolphins,"$1,200,000","$600,000",$0,$0,0.00%,maurice-smith/6105/
Vontarrius Dora,34OLB,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,vontarrius-dora/5113/
Joe Walker,ILB,Cardinals,"$1,200,000","$600,000",$0,$0,0.00%,joe-walker/4964/
Caleb Brantley,34DE,Redskins,"$1,200,000","$600,000",$0,$0,0.00%,caleb-brantley/5771/
James Onwualu,43OLB,Jaguars,"$1,200,000","$600,000",$0,$0,0.00%,james-onwualu/5870/
Riley Bullough,ILB,Titans,"$1,200,000","$600,000",$0,$0,0.00%,riley-bullough/5946/
Trey Edmunds,RB,Steelers,"$1,200,000","$600,000",$0,$0,0.00%,trey-edmunds/6326/
David Sills,WR,Bills,"$1,790,000","$596,667","$35,000","$11,667",2.00%,david-sills/8401/
LaTroy Lewis,ILB,Titans,"$1,785,000","$595,000",$0,$0,0.00%,latroy-lewis/6292/
Nigel Harris,ILB,Titans,"$1,785,000","$595,000",$0,$0,0.00%,nigel-harris/5866/
Hunter Sharp,WR,Bengals,"$1,785,000","$595,000",$0,$0,0.00%,hunter-sharp/5182/
Tyrel Dodson,ILB,Bills,"$1,780,000","$593,333","$75,000","$25,000",4.20%,tyrel-dodson/8394/
Keelan Doss,WR,Raiders,"$1,777,500","$592,500","$52,500","$17,500",3.00%,keelan-doss/8146/
