"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"Alize Mack","NOS","TE",,,,,30,50.5,10.7,72,,,52,72.8,7.3,79,,,55,80.6,20.9,106,,,,,,,,,2019-09-05
"Malcom Brown","NOS","DL",,,,,,,,,,,,,,,,,87,89,2,91,,,,,,,,,2019-09-05
"AJ Klein","NOS","LB",,,,,,,,,,,,,,,,,70,85,13.1,102,,,,,,,,,2019-09-05
"Taquan Mizzell","NOS","RB",,,,,,,,,,,,,,,,,112,136.7,17.5,150,,,,,,,,,2019-09-05
"Mario Edwards","NOS","DL",,,,,,,,,,,,,,,,,117,162,45,207,,,,,,,,,2019-09-05
"Sheldon Rankins","NOS","DL",,,,,,,,,,,,,,,,,47,61.7,14.1,92,,,,,47,56.2,10.8,77,2019-09-05
"Eli Apple","NOS","DB",,,,,,,,,,,,,,,,,41,57.2,13.7,85,,,,,49,61,10.7,75,2019-09-05
"Dan Arnold","NOS","TE",320,358,38,396,45,54.7,5.7,63,,,,,,,,,56,71.4,9.8,90,248,250.5,2.5,253,40,60.8,12.7,73,2019-09-05
"Bruce Anderson",,"RB",,,,,,,,,,,29,59.7,12.8,86,,,,,,,,,,,,,,,2019-09-05
"Markus Golden","NYG","DL",,,,,,,,,,,,,,,,,40,107,67,174,,,,,,,,,2019-09-05
"CJ Conrad","NYG","TE",,,,,62,62,0,62,,,93,95.7,1.9,97,,,58,104,32.6,129,,,,,,,,,2019-09-05
"Lorenzo Carter","NYG","LB",,,,,,,,,,,,,,,,,82,83.5,1.5,85,,,,,,,,,2019-09-05
"Janoris Jenkins","NYG","DB",,,,,,,,,,,,,,,,,39,56.3,12.5,68,,,,,,,,,2019-09-05
"Kareem Martin","NYG","LB",,,,,,,,,,,,,,,,,101,112.5,11.5,124,,,,,,,,,2019-09-05
"Deandre Baker","NYG","DB",,,,,,,,,,,,,,,,,45,89.3,31.6,116,,,,,45,65,20,85,2019-09-05
"Scott Simonson","NYG","TE",,,,,,,,,,,,,,,,,83,101.8,14.2,116,,,,,,,,,2019-09-05
"Corey Coleman","NYG","WR",267,314,29,352,109,126.7,15,157,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Garrett Dickerson","NYG","TE",,,,,,,,,,,,,,,,,82,101.6,14.4,119,,,,,,,,,2019-09-05
"David Sills","NYG","WR",294,316.7,16.8,334,90,143.8,17.7,166,,,36,61,8.7,79,,,174,202.7,20.3,217,,,,,,,,,2019-09-05
"Oshane Ximines","NYG","DL",,,,,,,,,,,,,,,,,72,117,45,162,,,,,,,,,2019-09-05
"Dalvin Tomlinson","NYG","DL",,,,,,,,,,,,,,,,,78,86.3,11.1,102,,,,,,,,,2019-09-05
"Tae Davis","NYG","LB",,,,,,,,,,,,,,,,,57,78,25.6,114,,,,,49,66.7,24.3,101,2019-09-05
"BJ Hill","NYG","DL",,,,,,,,,,,,,,,,,17,50.3,9.3,65,,,,,54,66,12,78,2019-09-05
"Markus Golden","NYG","LB",,,,,,,,,,,,,,,,,71,116.5,45.5,162,,,,,,,,,2019-09-05
"Eric Tomlinson","NYG","TE",,,,,,,,,,,,,,,,,57,82.4,20.4,108,,,,,70,72,2,74,2019-09-05
"Dexter Lawrence","NYG","DL",,,,,,,,,,,,,,,,,82,101.5,19.5,121,,,,,,,,,2019-09-05
"Frankie Luvu","NYJ","LB",,,,,,,,,,,,,,,,,123,160,37,197,,,,,,,,,2019-09-05
"Jalin Moore","NYJ","RB",,,,,89,98,9,107,,,72,87,9.7,99,,,,,,,,,,,,,,,2019-09-05
"Blake Cashman","NYJ","LB",,,,,,,,,,,,,,,,,52,84.2,31.1,146,,,,,49,50.5,1.5,52,2019-09-05
"Luke Falk","NYJ","QB",,,,,48,54.3,4.5,58,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Daniel Brown","NYJ","TE",,,,,,,,,,,,,,,,,41,90.8,19.6,104,210,236,15.3,248,56,64,9.4,80,2019-09-05
"Quinnen Williams","NYJ","DL",,,,,,,,,,,,,,,,,31,63.2,47.6,197,,,,,44,54.2,13.7,84,2019-09-05
"Braxton Berrios","NYJ","WR",281,302.5,21.5,324,125,136.6,6.1,144,,,,,,,,,138,161.3,10.2,183,,,,,152,152.7,0.5,153,2019-09-05
"Trevon Wesco","NYJ","TE",,,,,47,62.3,11.3,74,,,78,86,6.2,93,,,49,77.4,8.7,90,242,248,4.5,253,58,65,6.7,76,2019-09-05
"Brian Poole","NYJ","DB",,,,,,,,,,,,,,,,,55,75.5,20.5,96,,,,,,,,,2019-09-05
"Trumaine Johnson","NYJ","DB",,,,,,,,,,,,,,,,,55,71.7,17,95,,,,,37,61.5,24.5,86,2019-09-05
"Henry Anderson","NYJ","DL",,,,,,,,,,,,,,,,,46,64.6,12.7,83,,,,,,,,,2019-09-05
"Greg Dortch","NYJ","WR",,,,,107,158.3,38.1,198,,,40,65.6,13.4,90,,,117,164.8,18.5,185,,,,,,,,,2019-09-05
"Marcus Maye","NYJ","DB",,,,,,,,,,,,,,,,,32,38,7.8,49,,,,,15,30,4.4,37,2019-09-05
"Neville Hewitt","NYJ","LB",,,,,,,,,,,,,,,,,38,62.6,14.9,80,,,,,38,67,29,96,2019-09-05
"Jordan Jenkins","NYJ","LB",,,,,,,,,,,,,,,,,88,98.7,10,112,,,,,,,,,2019-09-05
"Arden Key","OAK","DL",,,,,,,,,,,,,,,,,93,108,15,123,,,,,,,,,2019-09-05
"Benson Mayowa","OAK","DL",,,,,,,,,,,,,,,,,92,113,21,134,,,,,,,,,2019-09-05
"Nathan Peterman","OAK","QB",,,,,57,61,3.3,65,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Marcell Ateman","OAK","WR",,,,,124,143.4,12.3,161,,,,,,,,,133,164.3,19.8,196,,,,,152,157.7,6,166,2019-09-05
"Clelin Ferrell","OAK","DL",,,,,,,,,,,,,,,,,27,41.6,28.2,137,,,,,33,37.3,2.1,47,2019-09-05
"Johnathan Hankins","OAK","DL",,,,,,,,,,,,,,,,,60,87.5,27.5,115,,,,,60,80,20,100,2019-09-05
"Marquel Lee","OAK","LB",,,,,,,,,,,,,,,,,106,128,22,150,,,,,,,,,2019-09-05
"Eric Saubert","OAK","TE",,,,,65,72.5,7.5,80,,,,,,,,,50,74.3,20.3,114,,,,,,,,,2019-09-05
"Mike Glennon","OAK","QB",,,,,,,,,,,,,,,,,47,57,3.4,61,,,,,,,,,2019-09-05
"Isaiah Crowell","OAK","RB",237,303.9,37.6,383,71,89.7,9.3,106,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Nicholas Morrow","OAK","LB",,,,,,,,,,,,,,,,,87,92.5,5.5,98,,,,,,,,,2019-09-05
"Alec Ingold","OAK","RB",,,,,,,,,,,,,,,,,115,129,14,143,,,,,,,,,2019-09-05
"Derek Carrier","OAK","TE",,,,,,,,,,,,,,,,,57,77.1,8.7,86,,,,,65,69.5,4.5,74,2019-09-05
"Daryl Worley","OAK","DB",,,,,,,,,,,,,,,,,68,88,20,108,,,,,,,,,2019-09-05
"Kyle Wilber","OAK","LB",,,,,,,,,,,,,,,,,94,144.5,50.5,195,,,,,,,,,2019-09-05
"Dwayne Harris","OAK","WR",,,,,,,,,,,,,,,,,141,182.2,12.6,194,,,,,,,,,2019-09-05
"Vinny Curry","PHI","DL",,,,,,,,,,,,,,,,,49,116,56.4,187,,,,,,,,,2019-09-05
"Marcus Green","PHI","RB",,,,,,,,,,,,,,,,,82,139.3,33.7,169,,,,,,,,,2019-09-05
"Malik Jackson","PHI","DL",,,,,,,,,,,,,,,,,55,68,13,90,,,,,,,,,2019-09-05
"Johnathan Cyprien","PHI","DB",,,,,,,,,,,,,,,,,31,131,100,231,,,,,,,,,2019-09-05
"Ronald Darby","PHI","DB",,,,,,,,,,,,,,,,,18,56,7.7,70,,,,,58,58.5,0.5,59,2019-09-05
"Jalen Mills","PHI","DB",,,,,,,,,,,,,,,,,56,75,20.3,104,,,,,,,,,2019-09-05
"Marcus Green","PHI","WR",,,,,,,,,,,,,,,,,169,208.5,24.9,238,,,,,,,,,2019-09-05
"Richard Rodgers","PHI","TE",,,,,76,81.5,5.5,87,,,,,,,,,65,99.5,21.5,119,,,,,,,,,2019-09-05
"LJ Fort","PHI","LB",,,,,,,,,,,,,,,,,108,115.5,7.5,123,,,,,,,,,2019-09-05
"Rodney McLeod","PHI","DB",,,,,,,,,,,,,,,,,61,70.3,13.2,89,,,,,,,,,2019-09-05
"Kamu Grugier-Hill","PHI","LB",,,,,,,,,,,,,,,,,93,101,8,109,,,,,,,,,2019-09-05
"Kyle Lauletta","PHI","QB",,,,,49,58,7.3,67,,,,,,,,,47,68.8,11.6,79,,,,,,,,,2019-09-05
"Joshua Perkins","PHI","TE",,,,,,,,,,,,,,,,,69,86,17,103,,,,,,,,,2019-09-05
"Nigel Bradham","PHI","LB",,,,,,,,,,,,,,,,,30,48.3,7.4,58,48,69.5,12.6,79,37,42,5.5,54,2019-09-05
"Charles Johnson","PHI","WR",,,,,,,,,,,,,,,,,145,191.5,34.7,234,,,,,,,,,2019-09-05
"Zach Gentry","PIT","TE",,,,,,,,,,,,,,,,,52,75.2,11.4,95,,,,,60,64.5,4.5,69,2019-09-05
"Stephon Tuitt","PIT","DL",,,,,,,,,,,,,,,,,40,45.8,5,58,,,,,35,42.1,1.7,46,2019-09-05
"Joe Haden","PIT","DB",,,,,,,,,,,,,,,,,73,93,20,113,,,,,,,,,2019-09-05
"Steven Nelson","PIT","DB",,,,,,,,,,,,,,,,,71,81.5,10.5,92,,,,,,,,,2019-09-05
"Xavier Grimble","PIT","TE",,,,,,,,,,,,,,,,,41,60.5,6.7,72,210,238.5,5.7,252,50,57,6.5,75,2019-09-05
"Mike Hilton","PIT","DB",,,,,,,,,,,,,,,,,77,84,7,91,,,,,,,,,2019-09-05
"Joshua Dobbs","PIT","QB",,,,,42,53.5,11.5,65,,,,,,,,,51,68.1,7.6,76,,,,,,,,,2019-09-05
"Bud Dupree","PIT","LB",,,,,,,,,,,,,,,,,84,92,5.1,98,,,,,,,,,2019-09-05
"Javon Hargrave","PIT","DL",,,,,,,,,,,,,,,,,39,58.2,9.9,67,,,,,,,,,2019-09-05
"Marquise Blair","SEA","DB",,,,,,,,,,,,,,,,,62,139.5,77.5,217,,,,,48,103.5,55.5,159,2019-09-05
"Jarran Reed","SEA","DL",,,,,,,,,,,,,,,,,29,54,29.3,136,,,,,,,,,2019-09-05
"Tre Flowers","SEA","DB",,,,,,,,,,,,,,,,,50,62.5,7.5,70,,,,,,,,,2019-09-05
"Tedric Thompson","SEA","DB",,,,,,,,,,,,,,,,,38,57.3,18.4,82,,,,,48,54.3,5.8,62,2019-09-05
"Ed Dickson","SEA","TE",,,,,50,57.6,6,68,,,,,,,,,56,76.2,22.4,141,,,,,,,,,2019-09-05
"Malik Turner","SEA","WR",,,,,,,,,,,,,,,,,142,172.4,10.9,182,,,,,,,,,2019-09-05
"Quinton Jefferson","SEA","DL",,,,,,,,,,,,,,,,,105,151.5,46.5,198,,,,,,,,,2019-09-05
"Shaquill Griffin","SEA","DB",,,,,,,,,,,,,,,,,69,78.5,9.5,88,,,,,,,,,2019-09-05
"Geno Smith","SEA","QB",,,,,,,,,,,,,,,,,53,63.9,6.4,73,,,,,,,,,2019-09-05
"Cody Barton","SEA","LB",,,,,,,,,,,,,,,,,121,139,18,157,,,,,,,,,2019-09-05
"Jazz Ferguson","SEA","WR",,,,,119,139.8,18.4,171,,,47,63.8,14.5,83,,,135,180.5,23.9,213,,,,,,,,,2019-09-05
"Mychal Kendricks","SEA","LB",,,,,,,,,,,,,,,,,55,65,10.8,80,,,,,,,,,2019-09-05
"Poona Ford","SEA","DL",,,,,,,,,,,,,,,,,55,84.5,29.5,114,,,,,,,,,2019-09-05
"LJ Collier","SEA","DL",,,,,,,,,,,,,,,,,66,145,79,224,,,,,,,,,2019-09-05
"CJ Beathard","SFO","QB",,,,,41,50.9,4.5,62,,,,,,,,,35,56.5,9.3,74,,,,,,,,,2019-09-05
"Kaden Smith","SFO","TE",,,,,48,58,10.8,73,,,54,77.2,12.4,98,,,46,81.1,11,93,,,,,,,,,2019-09-05
"Richard Sherman","SFO","DB",,,,,,,,,,,,,,,,,121,128,7,135,,,,,56,73.5,17.5,91,2019-09-05
"Solomon Thomas","SFO","DL",,,,,,,,,,,,,,,,,42,103.3,60.2,203,,,,,,,,,2019-09-05
"Jimmie Ward","SFO","DB",,,,,,,,,,,,,,,,,117,148.5,31.5,180,,,,,,,,,2019-09-05
"Ross Dwelley","SFO","TE",,,,,,,,,,,,,,,,,69,92.2,9.1,106,240,244.5,4.5,249,56,67.4,7.9,78,2019-09-05
"Arik Armstead","SFO","DL",,,,,,,,,,,,,,,,,63,73.4,13.3,98,,,,,,,,,2019-09-05
"Jerick McKinnon","SFO","RB",78,152.7,37.8,228,34,56.9,12.4,80,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Ronald Blair","SFO","DL",,,,,,,,,,,,,,,,,83,122,39,161,,,,,,,,,2019-09-05
"Levine Toilolo","SFO","TE",,,,,,,,,,,,,,,,,67,87.3,9.4,99,,,,,,,,,2019-09-05
"Andrew Jacas","SFO","K",,,,,22,25,3.3,30,,,,,,,,,26,31.3,3.3,34,,,,,,,,,2019-09-05
"Wes Hills",,"RB",,,,,,,,,,,54,82.8,17.2,99,,,,,,,,,,,,,,,2019-09-05
"Jordan Whitehead","TBB","DB",,,,,,,,,,,,,,,,,32,50.9,21.5,114,,,,,34,45.2,3.5,49,2019-09-05
"Emanuel Hall","TBB","WR",204,307.2,20.8,342,90,120.4,15.4,151,,,37,50.5,6.6,65,,,130,172,21.7,199,,,,,,,,,2019-09-05
"Tanner Hudson","TBB","TE",,,,,,,,,,,,,,,,,65,96.6,24.2,122,,,,,,,,,2019-09-05
"Antony Auclair","TBB","TE",,,,,,,,,,,,,,,,,72,86.6,7.3,96,,,,,,,,,2019-09-05
"Tony Brooks-James","TBB","RB",,,,,,,,,,,,,,,,,120,148,20.6,169,,,,,,,,,2019-09-05
"Carl Nassib","TBB","DL",,,,,,,,,,,,,,,,,40,54.8,9,73,,,,,43,46.3,2.2,49,2019-09-05
"Ryan Griffin","TBB","QB",,,,,,,,,,,,,,,,,47,62.8,8.6,74,,,,,,,,,2019-09-05
"Blaine Gabbert","TBB","QB",,,,,47,53.8,4.8,60,,,,,,,,,38,52.3,6.9,65,,,,,,,,,2019-09-05
"Vernon Hargreaves","TBB","DB",,,,,,,,,,,,,,,,,19,69.3,40.4,118,,,,,,,,,2019-09-05
"Vita Vea","TBB","DL",,,,,,,,,,,,,,,,,28,72.2,11.4,89,,,,,29,57,28,85,2019-09-05
"Bobo Wilson","TBB","WR",,,,,,,,,,,,,,,,,153,167.2,6.8,174,,,,,122,132.3,10.7,147,2019-09-05
"Jordan Leggett","TBB","TE",,,,,50,61.3,8,67,,,,,,,,,57,90.6,21.2,116,,,,,,,,,2019-09-05
"Cameron Wake","TEN","LB",,,,,,,,,,,,,,,,,93,96.5,3.5,100,,,,,,,,,2019-09-05
"MyCole Pruitt","TEN","TE",,,,,,,,,,,,,,,,,82,94.7,10.1,109,,,,,,,,,2019-09-05
"Logan Ryan","TEN","DB",,,,,,,,,,,,,,,,,31,63.8,24.2,99,,,,,,,,,2019-09-05
"Daquan Jones","TEN","DL",,,,,,,,,,,,,,,,,76,98,22,120,,,,,,,,,2019-09-05
"Darius Jennings","TEN","WR",,,,,,,,,,,,,,,,,123,157.9,16,185,,,,,,,,,2019-09-05
"Kalif Raymond","TEN","WR",,,,,,,,,,,,,,,,,176,195.3,17.2,219,,,,,,,,,2019-09-05
"Adoree Jackson","TEN","DB",,,,,,,,,,,,,,,,,24,51,11.9,67,,,,,54,76.5,22.5,99,2019-09-05
"Malcolm Butler","TEN","DB",,,,,,,,,,,,,,,,,47,57.1,5,62,,,,,,,,,2019-09-05
"Harold Landry","TEN","LB",,,,,,,,,,,,,,,,,88,92,2.9,95,,,,,,,,,2019-09-05
"Anthony Firkser","TEN","TE",,,,,49,63.2,9.6,78,,,,,,,,,58,72.9,10,94,246,251.3,4.1,256,59,65.6,4.2,70,2019-09-05
"Montez Sweat","WAS","DL",,,,,,,,,,,,,,,,,60,114,54,168,,,,,,,,,2019-09-05
"DaRon Payne","WAS","DL",,,,,,,,,,,,,,,,,35,48.2,6.5,58,,,,,36,44.9,5.9,58,2019-09-05
"Robert Davis","WAS","WR",,,,,,,,,,,,,,,,,124,182.4,14,200,,,,,133,149.7,18.8,176,2019-09-05
"Josh Norman","WAS","DB",,,,,,,,,,,,,,,,,35,73.3,29.3,106,,,,,,,,,2019-09-05
"Steven Sims","WAS","WR",,,,,,,,,,,,,,,,,162,185.8,20.1,214,,,,,,,,,2019-09-05
"Quinton Dunbar","WAS","DB",,,,,,,,,,,,,,,,,10,37.5,27.5,65,,,,,,,,,2019-09-05
"Matt Ioannidis","WAS","DL",,,,,,,,,,,,,,,,,56,64.5,6.7,74,,,,,43,61.5,18.5,80,2019-09-05
"Alex Smith","WAS","QB",234,293.5,36.3,332,33,47,6.7,64,,,,,,,,,,,,,,,,,,,,,2019-09-05
"Jeremy Sprinkle","WAS","TE",,,,,61,66,3.7,70,,,,,,,,,65,79.1,8.5,99,231,240.3,8.2,253,51,66,8.8,77,2019-09-05
"Ryan Kerrigan","WAS","LB",,,,,,,,,,,,,,,,,45,61.2,10.7,75,,,,,45,55,10,65,2019-09-05
"Jon Bostic","WAS","LB",,,,,,,,,,,,,,,,,39,56.5,7.6,69,57,105,47.9,184,31,47.3,14.7,81,2019-09-05
"James Williams",,"RB",,,,,,,,,,,38,61.5,9.2,78,,,,,,,,,,,,,,,2019-09-05
