Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,,1,4,1.4,0.7
2,,Davante AdamsD. Adams GB,,1,6,2.3,0.7
3,,Julio JonesJ. Jones ATL,,1,5,3.1,1.0
4,,Michael ThomasM. Thomas NO,,2,9,4.0,1.3
Tier 2,
5,,Antonio BrownA. Brown PIT,,2,12,5.4,1.4
6,,Odell Beckham Jr.O. Beckham NYG,,4,9,5.9,0.8
7,,Tyreek HillT. Hill KC,,5,9,6.5,0.8
8,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,1,13,7.9,1.6
Tier 3,
9,,Mike EvansM. Evans TB,,6,14,9.3,1.0
10,,A.J. GreenA. Green CIN,,8,17,9.5,1.0
11,,T.Y. HiltonT. Hilton IND,,9,14,11.5,1.0
12,,Amari CooperA. Cooper DAL,,9,18,12.1,1.7
13,,Keenan AllenK. Allen LAC,,11,16,12.9,1.0
14,,Stefon DiggsS. Diggs MIN,,10,17,14.6,1.3
15,,Adam ThielenA. Thielen MIN,,10,20,14.8,1.7
16,,Brandin CooksB. Cooks LAR,,12,20,15.8,1.4
17,,Robert WoodsR. Woods LAR,,13,25,16.6,1.3
18,,Kenny GolladayK. Golladay DET,,13,21,17.7,0.9
Tier 4,
19,,Alshon JefferyA. Jeffery PHI,,17,28,21.5,1.7
20,,Julian EdelmanJ. Edelman NE,,16,37,24.5,4.2
21,,Allen RobinsonA. Robinson CHI,,19,36,20.2,1.2
22,,Cooper KuppC. Kupp LAR,,16,31,20.8,1.9
23,,Corey DavisC. Davis TEN,,19,32,21.9,2.1
Tier 5,
24,,Doug BaldwinD. Baldwin SEA,,21,30,23.4,1.5
25,,Jarvis LandryJ. Landry CLE,,12,31,23.7,1.4
26,,D.J. MooreD. Moore CAR,,23,32,26.5,1.7
27,,Calvin RidleyC. Ridley ATL,,22,37,26.6,2.7
28,,Tyler BoydT. Boyd CIN,,20,34,28.6,2.0
29,,Tyler LockettT. Lockett SEA,,25,33,28.8,1.4
30,,Sammy WatkinsS. Watkins KC,,26,38,29.8,3.3
31,,Chris GodwinC. Godwin TB,,24,39,31.3,2.0
32,,Marvin JonesM. Jones DET,,29,43,31.3,1.1
33,,Mike WilliamsM. Williams LAC,,25,37,33.1,1.8
34,,Robby AndersonR. Anderson NYJ,,24,43,33.6,2.8
35,,Will FullerW. Fuller HOU,,31,58,33.9,1.8
36,,Courtland SuttonC. Sutton DEN,,34,41,36.6,1.2
37,,Dante PettisD. Pettis SF,,30,41,37.1,1.3
Tier 6,
38,,Golden TateG. Tate PHI,,26,42,38.1,1.7
39,,Christian KirkC. Kirk ARI,,35,44,39.7,1.8
40,,Sterling ShepardS. Shepard NYG,,36,49,40.4,2.7
41,,Curtis SamuelC. Samuel CAR,,35,46,42.2,1.9
42,,Keke CouteeK. Coutee HOU,,38,56,43.6,3.0
43,,Anthony MillerA. Miller CHI,,39,53,43.6,1.9
44,,Dede WestbrookD. Westbrook JAC,,40,51,44.8,2.5
45,,Michael GallupM. Gallup DAL,,42,49,45.8,1.6
46,,Emmanuel SandersE. Sanders DEN,,22,66,46.6,8.0
47,,Marquise GoodwinM. Goodwin SF,,43,59,47.6,2.5
48,,Robert FosterR. Foster BUF,,38,59,48.4,3.6
49,,Adam HumphriesA. Humphries TB,,38,89,49.9,5.3
50,,Geronimo AllisonG. Allison GB,,27,70,51.9,4.6
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,John BrownJ. Brown BAL,,45,64,52.3,3.5
