Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Todd GurleyT. Gurley LAR,,1,6,1.6,0.8
2,,Saquon BarkleyS. Barkley NYG,,1,4,1.9,0.8
3,,Ezekiel ElliottE. Elliott DAL,,1,4,2.5,0.6
4,,Christian McCaffreyC. McCaffrey CAR,,2,6,3.9,0.5
Tier 2,
5,,Alvin KamaraA. Kamara NO,,3,6,4.9,0.3
6,,Melvin GordonM. Gordon LAC,,5,7,5.9,0.3
7,,James ConnerJ. Conner PIT,,7,13,8.5,1.3
8,,Nick ChubbN. Chubb CLE,,7,12,8.5,1.7
Tier 3,
9,,Joe MixonJ. Mixon CIN,,8,12,9.4,0.8
10,,Le'Veon BellL. Bell PIT,,7,14,9.5,1.3
11,,David JohnsonD. Johnson ARI,,7,15,11.3,1.5
12,,Dalvin CookD. Cook MIN,,7,15,11.4,1.4
13,,Aaron JonesA. Jones GB,,9,20,13.1,1.5
14,,Leonard FournetteL. Fournette JAC,,9,22,15.2,2.1
15,,Sony MichelS. Michel NE,,13,21,15.3,1.4
Tier 4,
16,,Marlon MackM. Mack IND,,13,23,16.5,1.6
17,,Chris CarsonC. Carson SEA,,14,24,18.2,2.3
18,,Phillip LindsayP. Lindsay DEN,,12,23,18.6,1.2
19,,Kerryon JohnsonK. Johnson DET,,14,31,19.8,2.1
20,,Derrick HenryD. Henry TEN,,16,26,20.5,2.1
21,,Devonta FreemanD. Freeman ATL,,16,31,21.2,2.5
22,,Damien WilliamsD. Williams KC,,6,37,21.6,6.6
23,,Derrius GuiceD. Guice WAS,,17,34,21.8,3.4
24,,Jerick McKinnonJ. McKinnon SF,,22,34,25.6,1.9
Tier 5,
25,,Tarik CohenT. Cohen CHI,,16,28,23.8,1.9
26,,Tevin ColemanT. Coleman ATL,,20,42,30.2,3.2
27,,Lamar MillerL. Miller HOU,,23,35,26.0,2.8
28,,Jordan HowardJ. Howard CHI,,21,36,27.5,1.8
