PLAYERID,DRAFTYEAR,POSITION,NAME,COLLEGE,ROUND,PICK,TEAM,NOTES,ATRAS,RAS,,"NOTE: RAS WILL BE INCORRECT FOR MOST 2019 PROSPECTS DUE TO RECENT UPDATES, THIS WILL EVEN OUT OVER TIME"
15556,2018,WR,Christian Kirk,Texas A&M,2,47,Cardinals,,6.24,6.27,,
15557,2018,DT,Christian LaCouture,Louisiana State,,,Ravens,,6.16,6.25,,
15558,2019,LB,Christian Miller,Alabama,,,,2019COMBINE,,,,
15559,2018,OT,Christian Morris,Tennessee State,,,,,3.56,3.63,,
15560,2018,FB,Christian Payne,Georgia,,,,,,,,
15561,2018,LB,Christian Sam,Arizona State,6,178,Patriots,,7.48,7.53,,
15562,2018,RB,Christian Sanford,Troy,,,,UNOFFICIAL PD,,,,
15563,2018,CB,Christian Searles,Dayton,,,,,4.51,4.57,,
15564,2018,CB,Christian Slaughter,Memphis,,,,,6.63,6.62,,
15565,2018,QB,Christian Strong,Seton Hill,,,,CFL Combine,0.39,0.39,,
15566,2018,RB,Christopher Amoah,Laval,,,,CFL Combine,1.72,1.73,,
15567,2018,TE,Christopher Herndon,Miami,4,107,Jets,,4.94,4.97,,
15568,2018,FS,Chucky Williams,Louisville,,,,,2.21,2.29,,
15569,2018,OT,Chukwuma Okorafor,Western Michigan,3,92,Steelers,,4.05,4.14,,
15570,2018,DE,Clarence Smith,Northern Arizona,,,,,3.93,4.01,,
15571,2018,DT,Cleon Aloese,Ohio,,,,,2.41,2.46,,
15572,2018,LB,Cody Lindsay,Missouri Western,,,,,3.23,3.26,,
15573,2018,OT,Cody O'Connell,Washington State,,,,,2.1,2.13,,
15574,2018,LB,Cody Poock,Minnesota,,,,,,,,
15575,2018,LB,Colbert Calhoun,Massachusetts,,,,,0.75,0.75,,
15576,2018,OG,Colby Gossett,Appalachian State,6,213,Vikings,,7.38,7.41,,
15577,2018,OT,Cole Boozer,Temple,,,,,8.42,8.44,,
15578,2018,TE,Cole Cook,North Carolina State,,,,,2.1,2.1,,
15579,2018,TE,Cole Hunt,Texas Christian,,,,,7.52,7.49,,
15580,2018,OT,Cole Madison,Washington State,5,138,Packers,,4.56,4.59,,
15581,2018,P,Cole Moos,Kansas,,,,,3.33,5,,
15582,2018,OG,Cole Mosier,Kentucky,,,,,1.13,1.14,,
15583,2018,DE,Cole Ormsby,Connecticut,,,,,1.8,1.79,,
15584,2018,FS,Cole Reyes,North Dakota,,,,,6.15,6.2,,
15585,2018,OC,Coleman Shelton,Washington,,,,,7.67,7.69,,
15586,2018,OG,Coleman Thomas,Tennessee,,,,,6.23,6.31,,
15587,2018,DE,Colin Castanaga,Penn State,,,,UNOFFICIAL PD,8.8,8.8,,
15588,2018,LB,Colton Jumper,Tennessee,,,Saints,,8.44,8.47,,
15589,2018,LS,Colton Oliver,East Carolina,,,,,,,,
15590,2018,LS,Colton Taylor,Virginia Tech,,,,,6.98,7.21,,
15591,2018,TE,Connor Davis,Stony Brook,,,,,4.07,4.12,,
15592,2018,OG,Connor Hilland,William & Mary,,,Dolphins,,9.04,9.1,,
15593,2018,QB,Connor Jessop,Shepherd,,,,,6.78,6.82,,
15594,2018,OG,Connor McDaniel,Suny Maritime,,,,,,,,
15595,2018,QB,Connor Mitch,James Madison,,,,,,,,
15596,2018,LB,Connor O'Brien,Washington,,,,,2.94,2.95,,
15597,2018,OG,Connor Wagner,Concordia-Wisc,,,,,,,,
15598,2018,OT,Connor Williams,Texas,2,50,Cowboys,,9.17,9.14,,
15599,2018,DT,Conor Sheehy,Wisconsin,,,,,6.01,6.08,,
15600,2018,OT,Corbin Campitelli,Mary Hardin-Baylor,,,,,,,,
15601,2018,RB,Corey Acker,Northwestern,,,,,7.81,7.87,,
15602,2018,RB,Corey Avery,Sam Houston State,,,,,1.17,1.2,,
15603,2018,WR,Corey Davis,Western Alabama,,,,,,,,
15604,2018,FS,Corey Griffin,Georgia Tech,,,,,6.67,6.73,,
15605,2018,LS,Corey Lerch,Temple,,,,,0.95,0.98,,
15606,2019,TE,Kendall Blanton,Missouri,,,,2019COMBINE,4.66,4.66,,
15607,2018,OG,Corey Madlock,Tennessee-Martin,,,,,0.36,0.36,,
15608,2018,LB,Corey Thompson,Louisiana State,,,,,6.84,6.88,,
15609,2018,WR,Corey Willis,Central Michigan,,,Cardinals,,3.8,3.81,,
15610,2018,CB,Corey Winfield,West Virginia,,,,,4.45,4.55,,
15611,2018,CB,Cornell Armstrong,Southern Mississippi,6,209,Dolphins,,9.1,9.15,,
15612,2018,RB,Cornell Brown,Baker,,,,,,,,
15613,2018,LB,Cortez McDowell,Tennessee,,,,,,,,
15614,2018,OG,Cory Helms,South Carolina,,,Saints,,,,,
15615,2018,DT,Courtel Jenkins,Miami,,,,,0.33,0.34,,
15616,2018,WR,Courtland Sutton,Southern Methodist,2,40,Broncos,,9.8,9.81,,
15617,2018,LB,Courtney Love,Kentucky,,,,,3.94,4,,
15618,2018,CB,Craig James,Southern Illinois,,,,,,,,
15619,2018,LB,Craig Suits,Tulsa,,,,,1.47,1.48,,
15620,2018,DT,Curtis Cothran,Penn State,,,,,8.58,8.61,,
15621,2018,CB,Curtis Mikell,Southern Mississippi,,,,,7.18,7.21,,
15622,2018,XX,Custom Card,College University,,,,,,,,
15623,2018,WR,D.J. Chark,Louisiana State,2,61,Jaguars,,9.94,9.94,,
15624,2018,FB,D.J. Greenlee,Clemson,,,,,1.09,1.08,,
15625,2018,WR,D.J. Moore,Maryland,1,24,Panthers,|750REC-2018|,9.65,9.65,,
15626,2018,LB,D.J. Palmore,Navy,,,,,,,,
15627,2018,OG,D.J. Park,South Carolina,,,,,0.49,0.49,,
15628,2018,CB,D.J. Reed,Kansas State,5,142,49ers,,6.59,6.61,,
15629,2018,SS,D.J. Smith,South Carolina,,,,,0.57,0.38,,
15630,2018,DE,D.J. Ward,Oklahoma,,,,,3.51,3.56,,
15631,2018,WR,DaeSean Hamilton,Penn State,4,113,Broncos,,8.05,8.09,,
15632,2018,SS,DaeShaun Hurley,Grand Valley State,,,,,3.7,3.26,,
15633,2018,CB,Dagogo Maxwell,UBC,,,,CFL Combine,1.05,1.06,,
15634,2018,DE,Dajaun Drennon,North Carolina,,,,,2.82,2.84,,
15635,2018,OT,Dakoda Shepley,UBC,,,,CFL Combine,5.51,5.6,,
15636,2018,TE,Dallas Goedert,South Dakota State,2,49,Eagles,,9.55,9.52,,
15637,2018,FS,Dallas Hart,New Mexico State,,,,,5.33,5.34,,
15638,2018,FB,Dallas Rivers,Vanderbilt,,,,,1.58,1.63,,
15639,2018,DT,Dalton Keene,Illinois State,,,,,4.52,4.53,,
15640,2018,WR,Dalton Ponchillia,Western Kentucky,,,,,2.27,2.25,,
15641,2018,TE,Dalton Schultz,Stanford,4,137,Cowboys,,7.17,7.16,,
15642,2018,QB,Dalton Sturm,UTSA,,,Cowboys,,5.14,5.19,,
15643,2018,RB,Dalyn Dawkins,Colorado State,,,,,1.24,1.25,,
15644,2018,WR,Da'mari Scott,Fresno State,,,Browns,,5.31,5.35,,
15645,2018,SS,Damarion King,Louisiana Tech,,,,,4.41,4.03,,
15646,2018,TE,Damion Hobbs,Utah State,,,,,1.46,1.48,,
15647,2018,WR,Damion Ratley,Texas A&M,6,175,Browns,,8.99,9.03,,
15648,2018,TE,Damon Gibson,Moorehead,,,,,5.56,5.56,,
15649,2019,TE,Ravian Pierce,Syracuse,,,,UNOFFICIAL,,,,
15650,2018,WR,Damon Mitchell,Rutgers,,,,,6.61,6.63,,
15651,2018,SS,Damon Webb,Ohio State,,,,,5.22,4.99,,
15652,2018,WR,Damoun Patterson,Youngstown State,,,,,4.83,4.85,,
15653,2018,CB,Dane Cruikshank,Arizona,5,152,Titans,,9.7,9.72,,
15654,2018,CB,Daneil Wyche,Troy,,,,UNOFFICIAL PD,1.48,1.49,,
15655,2018,RB,D'Angelo Brewer,Tulsa,,,,,0.03,0.03,,
15656,2018,DT,Daniel Cage,Notre Dame,,,,,,,,
15657,2018,K,Daniel Carlson,Auburn,5,167,Vikings,,,,,
15658,2018,DT,Daniel Ekuale,Washington State,,,,,4.93,4.95,,
15659,2018,RB,Daniel Hamm,Virginia,,,,,2.12,2.11,,
15660,2018,FB,Daniel Marx,Stanford,,,,,3.17,3.1,,
15661,2018,DT,Daniel McGhie,Alabama State,,,,UNOFFICIAL PD,5.02,4.99,,
15662,2018,WR,Daniel Petermann,McMaster,,,,CFL Combine,7.72,7.74,,
15663,2018,LS,Daniel Ziegler,Georgia State,,,,,,,,
15664,2018,WR,Dannon Cavil,UTSA,,,,,5.87,5.92,,
15665,2018,QB,Danny Etling,Louisiana State,7,219,Patriots,,8.28,8.32,,
15666,2018,LB,Danny Ezechukwu,Purdue,,,,,3.28,3.31,,
15667,2018,TE,Danny Friend,Indiana,,,,,,,,
15668,2018,CB,Danny Johnson,Southern,,,,,5.11,5.14,,
15669,2018,LB,Dante Booker,Ohio State,,,,,,,,
15670,2018,LB,Dante Lovilotte,UTEP,,,,,0.04,0.04,,
15671,2018,WR,Dante Pettis,Washington,2,44,49ers,"No workout, Ankle injury/UNOFFICIAL PD",7.9,7.95,,
15672,2018,DE,Dante Sawyer,South Carolina,,,,,2.11,2.06,,
15673,2018,OT,D'Aquin Withrow,Louisiana-Lafayette,,,,,,,,
15674,2018,QB,Darell Garretson,Oregon State,,,,,4.05,4.14,,
15675,2018,LB,Darian Bass,Missouri Western,,,,,7.09,7.13,,
15676,2018,WR,Darious Crawley,McNeese State,,,,UNOFFICIAL PD,1.1,1.1,,
15677,2018,CB,Darious Williams,UAB,,,,,7.25,7.28,,
15678,2018,CB,Darius Allensworth,California,,,,,4.8,4.86,,
15679,2018,OG,Darius Ciraco,Calgary,,,,CFL Combine,0.88,0.88,,
15680,2018,CB,Darius Curry,Oklahoma State,,,,,1.23,1.28,,
15681,2018,DE,Darius Jackson,Jacksonville State,,,,,1.05,1.06,,
15682,2018,OG,Darius James,Auburn,,,,,3.63,3.67,,
15683,2018,LB,Darius Leonard,South Carolina State,2,36,Colts,,4.87,4.9,,
15684,2018,CB,Darius Phillips,Western Michigan,5,170,Bengals,,3.56,3.6,,
15685,2018,RB,Darius Tice,South Florida,,,,,3.33,3.34,,
15686,2018,WR,Darnell Adams,Portland State,,,,,7.02,7.06,,
15687,2018,LB,Darnell Davis,Rutgers,,,,,0.19,0.18,,
15688,2018,DE,Darnell Thompson,Colorado State,,,,,1.33,1.31,,
15689,2018,DT,Da'Ron Payne,Alabama,1,13,Redskins,,8.56,8.55,,
