PLAYERID,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,ARMLENGTH,HANDSIZE
19776,,,,,,,,,33.25,9.625
19777,,,,,,,,,,
19778,,,,,,,,,,
19779,,,,,,,,,,
19780,,,,,20,,,,,
19781,,,,,,,,,,
19782,,,,,,,,,,
19783,,,,,,,,,,
19784,,,,,,,,,,
19785,,,,,,,,,34.25,9.25
19786,,,,,,,,,31.75,9.125
19787,,,,,,,,,,
19788,,,,,,,,,,
19789,,,,,,,,,32.25,10
19790,,,,,,,,,,
19791,,,,,,,,,,
19792,,,,,,,,,,
19793,,,,,,,,,,
19794,,,,,,,,,31.25,10.25
19795,,,,,33.5,1000,4.4,,,
19796,,,,,,,,,,
19797,,,,,,,,,,
19798,,,,,,,,,,
19799,,,,,,,,,,
19800,4.78,2.78,1.66,21,34,1003,4.22,6.96,,
19801,,,,,,,,,,
19802,,,,,,,,,,
19803,,,,,,,,,31.5,9.25
19804,4.48,2.51,1.65,,,,,,30.5,8.625
19805,4.66,2.73,1.61,,,,,,33.25,9.5
19806,4.39,,,,,,,,32.625,9.125
19807,,,,,,,,,32,9.875
19808,,,,,,,,,30.5,9.625
19809,,,,,,,,,30.625,9
19810,,,,,,,,,,
19811,,,,,,,,,,
19812,4.42,2.44,1.54,4,35.5,1002,4.24,6.85,,
19813,,,,,,,,,30.875,9.25
19814,4.54,2.63,1.59,19,38,1009,,,31,9
19815,,,,,,,,,30.75,8.25
19816,,,,,,,,,30.625,9.25
19817,,,,,,,,,,
19818,,,,,,,,,,
19819,,,,,,,,,,
19820,,,,,,,,,,
19821,,,,,,,,,,
19822,,,,,36.5,1002,4.21,7.15,,
19823,,,,,,,,,,
19824,,,,,,,,,,
19825,,,,,,,,,,
19826,,,,,,,,,,
19827,,,,,,,,,,
19828,,,,,,,,,,
19829,,,,,,,,,32.625,10.25
19830,,,,,,,,,33.375,9.75
19831,,,,,,,,,31.75,10
19832,,,,,,,,,33.875,9.625
19833,,,,,,,,,33,9
19834,,,,,,,,,32.375,9.5
19835,4.68,2.67,1.63,11,35.5,1005,4.33,7.03,33.625,9.75
19836,,,,,,,,,31.25,9.25
19837,,,,,,,,,32.5,9.75
19838,,,,,,,,,32.25,9.5
19839,4.74,2.74,1.64,23,29.5,909,4.28,6.77,33,9.25
19840,,,,,,,,,35.375,10
19841,,2.81,1.57,19,35,902,4.48,7.23,30.625,9.75
19842,,,,,,,,,31,9.125
19843,4.44,2.56,1.58,9,34,1008,4.39,6.77,30.5,9.25
19844,,,,,,,,,30,8.75
19845,,,,,,,,,33.375,9.5
19846,,,,,,,,,32.375,8.875
19847,,,,,,,,,34,10.625
19848,,,,,,,,,30.5,10
19849,,,,,,,,,33.5,10.75
19850,,,,,,,,,29.75,9.125
19851,,,,,,,,,34.75,9.5
19852,,,,,,,,,34,10
19853,,,,,,,,,33.5,9.625
19854,,,,,,,,,33.375,9
19855,,,,,,,,,33,10.125
19856,,,,,,,,,31.375,8.875
19857,,,,,,,,,32,9.5
19858,,,,,,,,,36.125,10.5
19859,,,,,,,,,30,9.5
19860,,,,,,,,,30.375,8.875
19861,,,,,,,4.39,7.69,31.25,9
19862,,,,,,,,,31.25,9.25
19863,,,,,,,,,,
19864,,,,,,,,,,
19865,,,,,,,,,33.25,9.5
19866,,,,,,,,,30.5,9
19867,,,,,,,,,34,9.75
19868,,,,,,,,,31.125,8.75
19869,,,,,,,,,30.25,9
19870,,,,,,,,,32.75,9.5
19871,,,,,,,,,,
19872,,,,,,,,,33.875,9.5
19873,,,,,,,,,,
19874,4.39,2.54,1.52,16,30,908,4.4,7.07,,
19875,,,,,,,4.39,6.93,31.5,9
19876,,,,,,,,,30.75,9
19877,,,,,,,,,,
19878,,,,,,,,,35.25,10.75
19879,4.52,2.6,1.56,,,,4,6.96,29.25,9.25
19880,4.43,2.6,1.52,7,37.5,1007,4.36,6.69,,
19881,,,,,,,,,,
19882,4.42,2.56,1.52,15,37.5,1000,4.38,7.09,,
19883,,,,16,,,,8,,
19884,5.36,3.13,1.82,,29.5,804,4.95,8.03,,
19885,,,,,,,,,,
19886,,,,,,,,,,
19887,,,,,,,,,,
19888,,,,,,,,,,
19889,,,,,,,,,,
19890,,,,,,,,,,
19891,,,,,,,,,,
19892,,,,,,,,,32.125,9.625
19893,,,,,,,,,32.25,9.125
19894,5.1,3,1.83,31,29,810,4.83,7.99,,9.5
19895,,,,,,,,,,
19896,,,,,,,,,32.75,9.75
19897,,,,,,,,,30.5,9
19898,,,,,,,,,35.25,9.5
19899,,,,,,,,,34.75,10.375
19900,,,,,,,,,32.125,9.75
19901,,,,,,,,,31.75,9.25
19902,,,,,,,,,35.625,10.75
19903,5,2.89,1.74,12,30,811,,,,
19904,5.02,2.89,1.75,23,31,904,,,,
19905,,,,,,,,,33.875,10.25
19906,4.69,2.74,1.65,1,30.5,903,,,,
19907,4.75,2.75,1.65,18,30,908,4.5,7.27,,
19908,,,,,,,,,,
19909,,,,22,27.5,806,4.9,7.94,,
19910,5.48,3.11,1.89,29,29.5,804,4.75,7.95,,
19911,5.68,3.31,2.03,15,22.5,,5.29,,,
19912,5.13,2.96,1.78,24,30,903,4.77,7.88,,
19913,4.97,2.89,1.81,13,31.5,905,4.48,7.52,,
19914,5.43,3.07,1.86,16,25.5,801,5.06,8.14,,
19915,4.73,2.71,1.75,15,35,1000,4.63,7.63,,
19916,4.65,2.63,1.75,19,42,1005,4.23,7.1,,
19917,4.56,2.65,1.6,14,34.5,908,,,,
19918,4.8,2.79,1.69,9,28,900,,,,
19919,5.57,3.14,1.92,17,23.5,706,,,,
19920,5.57,3.08,1.85,27,26,801,4.94,8.16,,
19921,5.17,2.89,1.75,21,27.5,808,4.68,7.71,,
19922,4.87,2.79,1.63,,31.5,1003,4.77,7.53,,
19923,4.8,2.79,1.68,22,28.5,904,,,,
19924,4.75,2.69,1.64,11,33.5,906,4.29,7.08,,
19925,,,,18,28,,,,,
19926,4.65,2.69,1.58,22,33.5,908,4.4,7.38,,
19927,5.29,3,1.84,21,28.5,806,4.84,7.88,,
19928,5.19,2.98,1.75,22,30,811,4.78,7.85,,
19929,4.77,2.77,1.69,13,33.5,911,4.65,7.59,,
19930,4.5,2.64,1.57,14,33.5,1005,4.53,7.5,,
19931,4.59,2.67,1.61,4,32,1001,,,,
19932,4.79,2.75,1.64,16,35.5,1000,4.47,7.25,,
19933,4.98,2.87,1.76,16,30.5,901,4.53,7.52,,
19934,,,,,,,,,,
19935,4.54,2.63,1.53,11,41.5,1101,4.39,7,,9.25
19936,4.51,2.67,1.58,26,36.5,911,4.21,6.88,,9.875
19937,4.71,2.74,1.66,12,28.5,905,4.51,7.38,,9.25
19938,5,2.86,1.73,26,25,806,4.76,7.8,,9
19939,4.68,2.7,1.64,12,35,909,4.49,7.2,,
19940,5.69,3.15,1.9,16,24.5,802,,9.1,,
19941,4.76,2.72,1.64,11,33,908,4.49,7.46,,
19942,4.81,2.79,1.67,13,30.5,904,4.66,7.87,,
19943,,,,,,,,,,
19944,,,,,,,4.19,,,
19945,,,,30,,,,,,
19946,,,,,,,,,,
19947,4.75,2.75,1.65,16,30.5,901,4.28,7.18,,
19948,4.69,2.7,1.64,,33,,,,,
19949,,,,,,,,,,
19950,4.51,2.61,1.56,16,36.5,1000,4.3,6.86,,
19951,5.83,3.15,1.9,,26,704,5.05,8.57,,
19952,5.24,3.02,1.82,22,34.5,808,4.83,8.4,,
19953,4.8,2.78,1.68,15,37,901,4.81,7.53,,
19954,4.96,2.86,1.73,18,34,905,4.7,7.96,,
19955,4.72,2.72,1.64,11,40.5,906,4.55,7.22,,
19956,4.75,2.74,1.66,,32,904,4.3,7.25,,
19957,,,,25,28,802,,,,
19958,4.94,2.87,1.74,15,33,900,4.75,7.73,,
19959,4.97,2.86,1.73,,30.5,903,4.86,7.59,,
19960,5.27,3.02,1.82,35,30.5,802,4.75,8.04,,
19961,4.93,2.86,1.73,29,33.5,711,,,,
19962,5.06,2.94,1.77,21,25.5,902,4.8,7.99,,
19963,4.66,2.7,1.64,,29.5,909,4.55,7.28,,
19964,5.49,3.15,1.9,17,22,806,4.93,8.27,,
19965,4.67,2.72,1.64,11,29,907,4.52,7.19,,
19966,4.96,2.87,1.74,12,28.5,905,4.69,7.57,,
19967,4.65,2.7,1.64,,29,911,4.35,7.13,,
19968,4.53,2.62,1.58,1,35,1002,4.4,7.06,,
19969,4.75,2.72,1.64,15,32,910,4.31,7.07,,
19970,4.78,2.77,1.67,6,29.5,901,4.3,6.88,,
19971,5.12,2.9,1.75,14,26.5,810,,,,
19972,5.38,3.15,1.9,26,28.5,803,,,,
19973,4.99,2.9,1.75,,27,810,,7.65,,
19974,4.84,2.79,1.67,20,,,,,,
19975,5.39,3.15,1.9,17,23.5,709,,,,
19976,5.2,3.02,1.82,28,28,808,,8.09,,
19977,4.9,2.78,1.68,,29.5,907,,7.8,,
19978,,,,29,35,806,,,,
19979,4.52,2.6,1.56,,32,,,,,
19980,4.68,2.72,1.64,,29,,,,,
19981,4.78,2.77,1.67,15,32,,,,,
19982,4.9,2.9,1.75,26,27,,,,,
19983,4.75,2.75,1.75,17,39,1005,4.29,6.75,,
19984,4.74,2.75,1.65,24,30,901,4.24,7.02,,
19985,,,,18,30.5,907,4.53,7.18,,
19986,4.8,2.82,1.7,22,36,1002,4.6,7.9,,
19987,6,3,2,,19,611,,,,
19988,4.77,2.8,1.7,33,30.5,907,4.5,7.1,,
19989,4.45,2.58,1.55,,41.5,1011,,,,
19990,5.4,3.15,1.88,20,27,804,5.13,7.99,,
19991,4.35,2.52,1.5,,40.5,1004,,6.87,,
19992,5,2.9,1.73,26,30.5,811,,7.76,,
19993,4.4,2.57,1.53,16,33.5,909,,7.43,,
19994,4.47,2.58,1.55,15,35,902,,,,
19995,4.71,2.75,1.71,22,34.5,910,4.55,7.08,,
19996,4.52,2.65,1.56,12,38.5,1101,4.08,7.34,,
19997,5.12,2.87,1.75,10,25.5,811,4.56,,,
19998,4.54,2.64,1.59,8,32,,4.75,7.12,,
19999,,,,8,31.5,910,4.41,7.15,,
20000,4.87,2.82,1.7,14,28.5,900,4.57,,,
20001,5.97,3.25,1.96,12,22.5,611,,8.69,,
20002,5.81,3.25,1.96,23,19.5,707,,8.28,,
20003,4.97,2.88,1.74,15,31.5,906,,7.75,,
20004,4.79,2.75,1.69,16,35.5,,4.46,7.25,,
20005,5.11,2.87,1.75,18,30,,4.47,,,
20006,5.06,2.83,1.75,5,28.5,,4.62,7.31,,
20007,5.93,3.25,1.96,16,22,803,,8.38,,
20008,5.58,3.25,1.96,10,22.5,703,,8.31,,
20009,5.01,2.9,1.76,14,30.5,902,4.52,,,
20010,4.91,2.85,1.73,16,30,901,4.76,,,
20011,,,,13,35.5,1005,4.38,7.09,,
20012,4.89,2.83,1.75,14,32.5,,4.59,7.31,,
20013,4.65,2.7,1.63,21,36,1001,4.49,,,
20014,,,,29,,,,,,
20015,4.65,2.69,1.63,12,33.5,,4.53,7,,
20016,5.09,2.94,1.77,22,29.5,901,,7.88,,
20017,4.99,2.88,1.75,10,29.5,901,4.59,,,
20018,4.81,2.75,1.69,19,37.5,,4.46,7.19,,
20019,5.05,2.87,1.75,24,29.5,804,4.88,,,
20020,,,,9,29.5,905,4.96,7.81,,
20021,5.79,3.25,1.96,19,23,710,,8.44,,
20022,4.68,2.71,1.63,18,38,1006,4.28,,,
20023,5.38,3.15,1.86,26,27.5,900,,7.9,,
20024,4.69,2.69,1.63,7,32,,4.38,7.03,,
20025,4.83,2.82,1.7,18,29,906,4.38,,,
20026,,,,11,25.5,900,4.59,7.31,,
20027,4.7,2.75,1.65,,36,1000,4.61,,,
20028,,,,13,37.5,1008,4.62,7.31,,
20029,4.94,2.87,1.75,14,31,911,4.47,,,
20030,6.02,3.3,2,11,22.5,708,,8.5,,
20031,4.76,2.75,1.69,7,30.5,,4.28,7,,
20032,5.4,3.15,1.86,,23.5,711,5.19,,,
20033,4.99,2.88,1.74,,33,810,,8.16,,
20034,5.09,2.9,1.76,27,30.5,806,4.88,,,
20035,5.19,2.87,1.75,17,26,805,4.73,,,
20036,4.93,2.89,1.73,,27,809,,7.6,,
20037,5.05,2.88,1.75,11,28.5,905,4.62,,,
20038,4.78,2.82,1.7,12,30,,,7.31,,
20039,5.17,2.94,1.77,24,27.5,811,,7.96,,
20040,4.99,2.87,1.75,16,29,811,4.57,,,
20041,,,,6,31,907,4.6,7.12,,
20042,5.71,3.25,1.96,18,22,707,,8.5,,
20043,4.95,2.88,1.74,23,30,811,4.78,7.44,,
20044,5,2.88,1.75,,29,805,4.69,7.64,,
20045,5.07,3.03,1.77,11,,,,,,
20046,4.7,2.7,1.63,,32.5,905,4.76,7.82,,
20047,5.25,3.02,1.82,22,27,900,4.9,7.95,,
20048,4.76,2.77,1.67,9,30.5,900,4.34,7.4,,
20049,4.52,2.6,1.56,14,36,909,4.07,6.67,,
20050,4.52,2.63,1.57,,,905,,7.06,,
20051,,,,,35,,,,,
20052,,,,,36,,,,,
20053,4.63,2.7,1.63,,,,4.25,7.06,,
20054,4.63,2.7,1.63,,,,,,,
20055,5.25,3.02,1.82,28,25.5,808,5.1,8.8,,
20056,4.46,2.58,1.55,21,36.5,,,6.96,,
20057,4.83,2.77,1.68,23,33,1003,4.44,7.43,,
20058,5.06,3.03,1.77,22,24.5,900,5.12,8.09,,
20059,4.87,2.8,1.66,13,26,804,4.62,7.08,,
20060,4.56,2.59,1.66,19,34,1006,4.57,7.1,,
20061,4.4,2.58,1.55,,,1007,,,,
20062,4.75,2.78,1.66,22,33,1000,,,,
20063,4.45,2.58,1.55,14,36,1003,,6.79,,
20064,4.66,2.7,1.63,29,32.5,910,,7.05,,
20065,4.68,2.7,1.63,23,40.5,1009,4.19,6.8,,
20066,4.5,2.58,1.55,12,33.5,911,3.93,6.96,,
20067,5.23,3.02,1.82,16,25,803,4.73,7.66,,
20068,,,,25,,,,,,
20069,,,,27,34.5,,4.31,7.06,,
20070,4.57,2.68,1.56,,37,1002,4.13,7.01,31.5,
20071,4.52,2.6,1.51,19,31,906,3.94,,,
20072,4.61,2.7,1.63,23,32,904,,,,
20073,4.53,2.65,1.56,12,31,809,,,,
20074,4.89,2.83,1.75,,33.5,906,,,34,10.125
20075,5.34,3.02,1.82,24,25,709,,,32.875,10.375
20076,4.76,2.78,1.66,15,28.5,900,,,30.875,9.125
20077,4.65,2.71,1.63,17,30.5,909,4.27,7.07,,
20078,4.69,2.69,1.63,,35.5,1003,4.44,7.09,,
20079,5.02,2.91,1.8,27,27.5,810,4.72,7.58,,
20080,4.53,2.6,1.56,,39,1001,,,,
20081,5.09,2.97,1.8,31,28,806,,,,
20082,5.7,3.21,2.01,22,26,708,5.01,8.18,,
20083,5.56,3.23,1.94,20,23.5,709,5.02,8.08,,
20084,4.88,2.81,1.69,5,28,904,4.56,7.18,,
20085,5.26,2.94,1.82,,27,807,4.5,7.63,,
20086,4.92,2.86,1.78,24,28.5,709,4.62,8.28,,
20087,4.72,2.78,1.67,,33.5,906,4.46,7.33,,
20088,4.51,2.6,1.56,16,33.5,1001,4.44,,,
20089,4.34,2.52,1.5,15,37.5,1007,,,,
20090,4.98,2.88,1.74,28,32.5,811,4.6,,,
20091,4.48,2.5,1.51,10,33,906,4.16,6.82,,
20092,4.44,2.56,1.53,12,40,1100,4.22,7.03,,
20093,5.22,2.83,1.71,,,,4.68,,,
20094,4.62,2.64,1.62,11,30.5,908,4.82,7.45,,
20095,,2.63,1.66,18,32.5,910,4.26,7,,
20096,5.05,2.97,1.82,14,26.5,810,4.76,7.45,,
20097,4.48,2.56,1.47,6,37.5,1005,4.22,7.06,,
20098,4.62,2.71,1.62,8,35,1006,4.7,7.06,,
20099,5.65,3.32,2.01,23,31,711,4.87,8.39,,
20100,5.47,3.14,1.84,24,28,810,4.98,8.28,,
20101,5.89,3.4,2.06,26,23,801,5.06,8.23,,
20102,5.01,2.79,1.79,13,31,902,4.74,7.07,,
20103,4.93,2.84,1.76,24,29,904,4.56,,,
20104,4.57,2.63,1.51,23,33,1003,4.65,7.48,,
20105,,,,,32.5,909,4.57,7.27,,
20106,4.65,2.63,1.61,14,34.5,908,4.45,7.16,,
20107,4.63,2.7,1.62,14,34,1007,4.44,6.93,,
20108,4.69,2.66,1.64,,30.5,906,4.39,7.03,,
20109,,,,,,,,,,
20110,,,,,,,,,,
20111,,,,,,,,,,
20112,,,,,,,,,,
20113,,,,,,,,,,
20114,,,,,,,,,,
20115,,,,,,,,,,
20116,,,,,,,,,,
20117,,,,,,,,,,
20118,,,,,,,,,,
20119,,,,,,,,,,
20120,,,,,,,,,,
20121,,,,,,,,,,
20122,,,,,,,,,,
20123,,,,,,,,,,
20124,,,,,,,,,,
20125,,,,,,,,,,
20126,,,,,,,,,,
20127,,,,,,,,,,
20128,,,,,,,,,,
20129,,,,,,,,,,
20130,,,,,,,,,,
20131,,,,,,,,,,
20132,,,,,,,,,,
20133,,,,,,,,,,
20134,,,,,,,,,,
20135,,,,,,,,,,
20136,,,,,,,,,,
20137,,,,,,,,,,
20138,,,,,,,,,,
20139,,,,,,,,,,
20140,,,,,,,,,,
20141,,,,,,,,,,
20142,,,,,,,,,,
20143,,,,,,,,,,
20144,,,,,,,,,,
20145,,,,,,,,,,
20146,,,,,,,,,,
20147,,,,,,,,,,
20148,,,,,,,,,,
20149,,,,,,,,,,
20150,,,,,,,,,,
20151,,,,,,,,,,
20152,,,,,,,,,,
20153,,,,,,,,,,
20154,,,,,,,,,,
20155,,,,,,,,,,
20156,,,,,,,,,,
20157,,,,,,,,,,
20158,,,,,,,,,,
20159,,,,,,,,,,
20160,,,,,,,,,,
20161,,,,,,,,,,
20162,,,,,,,,,,
20163,,,,,,,,,,
20164,,,,,,,,,,
20165,,,,,,,,,,
20166,,,,,,,,,,
20167,,,,,,,,,,
20168,,,,,,,,,,
20169,,,,,,,,,,
20170,,,,,,,,,,
20171,,,,,,,,,,
20172,,,,,,,,,,
20173,,,,,,,,,,
20174,,,,,,,,,,
20175,,,,,,,,,,
20176,,,,,,,,,,
20177,,,,,,,,,,
20178,,,,,,,,,,
20179,,,,,,,,,,
20180,,,,,,,,,,
20181,,,,,,,,,,
20182,,,,,,,,,,
20183,,,,,,,,,,
20184,,,,,,,,,,
20185,,,,,,,,,,
20186,,,,,,,,,,
20187,,,,,,,,,,
20188,,,,,,,,,,
20189,,,,,,,,,,
20190,,,,,,,,,,
20191,,,,,,,,,,
20192,,,,,,,,,,
20193,,,,,,,,,,
20194,,,,,,,,,,
20195,,,,,,,,,,
20196,,,,,,,,,,
20197,,,,,,,,,,
20198,,,,,,,,,,
20199,,,,,,,,,,
20200,,,,,,,,,,
20201,,,,,,,,,,
20202,,,,,,,,,,
20203,,,,,,,,,,
20204,,,,,,,,,,
20205,,,,,,,,,,
20206,,,,,,,,,,
20207,,,,,,,,,,
20208,,,,,,,,,,
20209,,,,,,,,,,
20210,,,,,,,,,,
20211,,,,,,,,,,
20212,,,,,,,,,,
20213,,,,,,,,,,
20214,,,,,,,,,,
20215,,,,,,,,,,
20216,,,,,,,,,,
20217,,,,,,,,,,
20218,,,,,,,,,,
20219,,,,,,,,,,
20220,,,,,,,,,,
20221,,,,,,,,,,
20222,,,,,,,,,,
20223,,,,,,,,,,
20224,,,,,,,,,,
20225,,,,,,,,,,
20226,,,,,,,,,,
20227,,,,,,,,,,
20228,,,,,,,,,,
20229,,,,,,,,,,
20230,,,,,,,,,,
20231,,,,,,,,,,
20232,,,,,,,,,,
20233,,,,,,,,,,
20234,,,,,,,,,,
20235,,,,,,,,,,
20236,,,,,,,,,,
20237,,,,,,,,,,
20238,,,,,,,,,,
20239,,,,,,,,,,
20240,,,,,,,,,,
20241,,,,,,,,,,
20242,,,,,,,,,,
20243,,,,,,,,,,
20244,,,,,,,,,,
20245,,,,,,,,,,
20246,,,,,,,,,,
20247,,,,,,,,,,
20248,,,,,,,,,,
20249,,,,,,,,,,
20250,,,,,,,,,,
20251,,,,,,,,,,
20252,,,,,,,,,,
20253,,,,,,,,,,
20254,,,,,,,,,,
20255,,,,,,,,,,
20256,,,,,,,,,,
20257,,,,,,,,,,
20258,,,,,,,,,,
20259,,,,,,,,,,
20260,,,,,,,,,,
20261,,,,,,,,,,
20262,,,,,,,,,,
20263,,,,,,,,,,
20264,,,,,,,,,,
20265,,,,,,,,,,
20266,,,,,,,,,,
20267,,,,,,,,,,
20268,,,,,,,,,,
20269,,,,,,,,,,
20270,,,,,,,,,,
20271,,,,,,,,,,
20272,,,,,,,,,,
20273,,,,,,,,,,
20274,,,,,,,,,,
20275,,,,,,,,,,
20276,,,,,,,,,,
20277,,,,,,,,,,
20278,,,,,,,,,,
20279,,,,,,,,,,
20280,,,,,,,,,,
20281,,,,,,,,,,
20282,,,,,,,,,,
20283,,,,,,,,,,
20284,,,,,,,,,,
20285,,,,,,,,,,
20286,,,,,,,,,,
20287,,,,,,,,,,
20288,,,,,,,,,,
20289,,,,,,,,,,
20290,,,,,,,,,,
20291,,,,,,,,,,
20292,,,,,,,,,,
20293,,,,,,,,,,
20294,,,,,,,,,,
20295,,,,,,,,,,
20296,,,,,,,,,,
20297,,,,,,,,,,
20298,,,,,,,,,,
20299,,,,,,,,,,
20300,,,,,,,,,,
20301,,,,,,,,,,
20302,,,,,,,,,,
20303,,,,,,,,,,
20304,,,,,,,,,,
20305,,,,,,,,,,
20306,,,,,,,,,,
20307,,,,,,,,,,
20308,,,,,,,,,,
20309,,,,,,,,,,
20310,,,,,,,,,,
20311,,,,,,,,,,
20312,,,,,,,,,,
20313,,,,,,,,,,
20314,,,,,,,,,,
20315,,,,,,,,,,
20316,,,,,,,,,,
20317,,,,,,,,,,
20318,,,,,,,,,,
20319,,,,,,,,,,
20320,,,,,,,,,,
20321,,,,,,,,,,
20322,,,,,,,,,,
20323,,,,,,,,,,
20324,,,,,,,,,,
20325,,,,,,,,,,
20326,,,,,,,,,,
20327,,,,,,,,,,
20328,,,,,,,,,,
20329,,,,,,,,,,
20330,,,,,,,,,,
20331,,,,,,,,,,
20332,,,,,,,,,,
20333,,,,,,,,,,
20334,,,,,,,,,,
20335,,,,,,,,,,
20336,,,,,,,,,,
20337,,,,,,,,,,
20338,,,,,,,,,,
20339,,,,,,,,,,
20340,,,,,,,,,,
20341,,,,,,,,,,
20342,,,,,,,,,,
20343,,,,,,,,,,
20344,,,,,,,,,,
20345,,,,,,,,,,
20346,,,,,,,,,,
20347,,,,,,,,,,
20348,,,,,,,,,,
20349,,,,,,,,,,
20350,,,,,,,,,,
20351,,,,,,,,,,
20352,,,,,,,,,,
20353,,,,,,,,,,
20354,,,,,,,,,,
20355,,,,,,,,,,
20356,,,,,,,,,,
20357,,,,,,,,,,
20358,,,,,,,,,,
20359,,,,,,,,,,
20360,,,,,,,,,,
20361,,,,,,,,,,
20362,,,,,,,,,,
20363,,,,,,,,,,
20364,,,,,,,,,,
20365,,,,,,,,,,
20366,,,,,,,,,,
20367,,,,,,,,,,
20368,,,,,,,,,,
20369,,,,,,,,,,
20370,,,,,,,,,,
20371,,,,,,,,,,
20372,,,,,,,,,,
20373,,,,,,,,,,
20374,,,,,,,,,,
20375,,,,,,,,,,
20376,,,,,,,,,,
20377,,,,,,,,,,
20378,,,,,,,,,,
20379,,,,,,,,,,
20380,,,,,,,,,,
20381,,,,,,,,,,
20382,,,,,,,,,,
20383,,,,,,,,,,
20384,,,,,,,,,,
20385,,,,,,,,,,
20386,,,,,,,,,,
20387,,,,,,,,,,
20388,,,,,,,,,,
20389,,,,,,,,,,
20390,,,,,,,,,,
20391,,,,,,,,,,
20392,,,,,,,,,,
20393,,,,,,,,,,
20394,,,,,,,,,,
20395,,,,,,,,,,
20396,,,,,,,,,,
20397,,,,,,,,,,
20398,,,,,,,,,,
20399,,,,,,,,,,
20400,,,,,,,,,,
20401,,,,,,,,,,
20402,,,,,,,,,,
20403,,,,,,,,,,
20404,,,,,,,,,,
20405,,,,,,,,,,
20406,,,,,,,,,,
20407,,,,,,,,,,
20408,,,,,,,,,,
20409,,,,,,,,,,
20410,,,,,,,,,,
20411,,,,,,,,,,
20412,,,,,,,,,,
20413,,,,,,,,,,
20414,,,,,,,,,,
20415,,,,,,,,,,
20416,,,,,,,,,,
20417,,,,,,,,,,
20418,,,,,,,,,,
20419,,,,,,,,,,
20420,,,,,,,,,,
20421,,,,,,,,,,
20422,,,,,,,,,,
20423,,,,,,,,,,
20424,,,,,,,,,,
20425,,,,,,,,,,
20426,,,,,,,,,,
20427,,,,,,,,,,
20428,,,,,,,,,,
20429,,,,,,,,,,
20430,,,,,,,,,,
20431,,,,,,,,,,
20432,,,,,,,,,,
20433,,,,,,,,,,
20434,,,,,,,,,,
20435,,,,,,,,,,
20436,,,,,,,,,,
20437,,,,,,,,,,
20438,,,,,,,,,,
20439,,,,,,,,,,
20440,,,,,,,,,,
20441,,,,,,,,,,
20442,,,,,,,,,,
20443,,,,,,,,,,
20444,,,,,,,,,,
20445,,,,,,,,,,
20446,,,,,,,,,,
20447,,,,,,,,,,
20448,,,,,,,,,,
20449,,,,,,,,,,
20450,,,,,,,,,,
20451,,,,,,,,,,
20452,,,,,,,,,,
20453,,,,,,,,,,
20454,,,,,,,,,,
20455,,,,,,,,,,
20456,,,,,,,,,,
20457,,,,,,,,,,
20458,,,,,,,,,,
20459,,,,,,,,,,
20460,,,,,,,,,,
20461,,,,,,,,,,
20462,,,,,,,,,,
20463,,,,,,,,,,
20464,,,,,,,,,,
20465,,,,,,,,,,
20466,,,,,,,,,,
20467,,,,,,,,,,
20468,,,,,,,,,,
20469,,,,,,,,,,
20470,,,,,,,,,,
20471,,,,,,,,,,
20472,,,,,,,,,,
20473,,,,,,,,,,
20474,,,,,,,,,,
20475,,,,,,,,,,
20476,,,,,,,,,,
20477,,,,,,,,,,
20478,,,,,,,,,,
20479,,,,,,,,,,
20480,,,,,,,,,,
20481,,,,,,,,,,
20482,,,,,,,,,,
20483,,,,,,,,,,
20484,,,,,,,,,,
20485,,,,,,,,,,
20486,,,,,,,,,,
20487,,,,,,,,,,
20488,,,,,,,,,,
20489,,,,,,,,,,
20490,,,,,,,,,,
20491,,,,,,,,,,
20492,,,,,,,,,,
20493,,,,,,,,,,
20494,,,,,,,,,,
20495,,,,,,,,,,
20496,,,,,,,,,,
20497,,,,,,,,,,
20498,,,,,,,,,,
20499,,,,,,,,,,
20500,,,,,,,,,,
20501,,,,,,,,,,
20502,,,,,,,,,,
20503,,,,,,,,,,
20504,,,,,,,,,,
20505,,,,,,,,,,
20506,,,,,,,,,,
20507,,,,,,,,,,
20508,,,,,,,,,,
20509,,,,,,,,,,
20510,,,,,,,,,,
20511,,,,,,,,,,
20512,,,,,,,,,,
20513,,,,,,,,,,
20514,,,,,,,,,,
20515,,,,,,,,,,
20516,,,,,,,,,,
20517,,,,,,,,,,
20518,,,,,,,,,,
20519,,,,,,,,,,
20520,,,,,,,,,,
20521,,,,,,,,,,
20522,,,,,,,,,,
20523,,,,,,,,,,
20524,,,,,,,,,,
20525,,,,,,,,,,
20526,,,,,,,,,,
20527,,,,,,,,,,
20528,,,,,,,,,,
20529,,,,,,,,,,
20530,,,,,,,,,,
20531,,,,,,,,,,
20532,,,,,,,,,,
20533,,,,,,,,,,
20534,,,,,,,,,,
20535,,,,,,,,,,
20536,,,,,,,,,,
20537,,,,,,,,,,
20538,,,,,,,,,,
20539,,,,,,,,,,
20540,,,,,,,,,,
20541,,,,,,,,,,
20542,,,,,,,,,,
20543,,,,,,,,,,
20544,,,,,,,,,,
20545,,,,,,,,,,
20546,,,,,,,,,,
20547,,,,,,,,,,
20548,,,,,,,,,,
20549,,,,,,,,,,
20550,,,,,,,,,,
