Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.0,1.0,0.0
2,,George KittleG. Kittle SF,4,2,5,2.3,0.5,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,4,2.8,0.6,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,2,7,4.8,0.9,4.0,0.0
5,,Evan EngramE. Engram NYG,11,2,11,4.9,1.3,5.0,0.0
6,,Hunter HenryH. Henry LAC,12,3,12,5.9,1.2,6.0,0.0
7,,Jared CookJ. Cook NO,9,1,13,7.9,1.8,7.0,0.0
8,,Vance McDonaldV. McDonald PIT,7,6,21,8.9,2.1,9.0,+1.0
9,,David NjokuD. Njoku CLE,7,4,18,9.3,2.4,10.0,+1.0
Tier 3,
10,,Austin HooperA. Hooper ATL,9,6,20,10.3,2.2,11.0,+1.0
11,,Delanie WalkerD. Walker TEN,11,6,33,12.5,2.8,12.0,+1.0
12,,Trey BurtonT. Burton CHI,6,8,23,14.0,3.1,17.0,+5.0
13,,Mark AndrewsM. Andrews BAL,8,7,32,15.5,4.8,15.0,+2.0
14,,Jordan ReedJ. Reed WAS,10,8,34,16.5,4.7,18.0,+4.0
15,,Kyle RudolphK. Rudolph MIN,12,9,26,17.1,3.1,13.0,-2.0
Tier 4,
16,,Eric EbronE. Ebron IND,6,16,23,17.9,1.9,8.0,-8.0
17,,Jimmy GrahamJ. Graham GB,11,5,34,18.0,3.9,19.0,+2.0
18,,Greg OlsenG. Olsen CAR,7,10,48,19.1,4.8,14.0,-4.0
19,,T.J. HockensonT. Hockenson DET,5,6,29,19.6,4.7,16.0,-3.0
20,,Dallas GoedertD. Goedert PHI,10,12,33,21.5,3.8,23.0,+3.0
21,,Noah FantN. Fant DEN,10,7,35,22.5,4.2,22.0,+1.0
22,,Chris Herndon IVC. Herndon NYJ,4,13,45,21.4,4.4,20.0,-2.0
23,,Jack DoyleJ. Doyle IND,6,21,40,24.8,5.6,21.0,-2.0
24,,Tyler EifertT. Eifert CIN,9,11,36,24.7,4.4,25.0,+1.0
25,,Mike GesickiM. Gesicki MIA,5,13,47,25.5,5.5,29.0,+4.0
Tier 5,
26,,Gerald EverettG. Everett LAR,9,15,40,26.9,3.9,32.0,+6.0
27,,Jason WittenJ. Witten DAL,8,15,86,29.9,7.6,24.0,-3.0
28,,Cameron BrateC. Brate TB,7,19,47,30.7,4.6,34.0,+6.0
29,,Darren WallerD. Waller OAK,6,10,38,22.5,5.6,26.0,-3.0
30,,Ian ThomasI. Thomas CAR,7,20,48,31.4,5.2,31.0,+1.0
31,,Ricky Seals-JonesR. Seals-Jones ARI,12,19,50,33.8,5.7,47.0,+16.0
32,,Hayden HurstH. Hurst BAL,8,25,46,32.9,4.3,35.0,+3.0
33,,Will DisslyW. Dissly SEA,11,22,50,33.8,6.9,38.0,+5.0
34,,Nick VannettN. Vannett SEA,11,27,57,37.5,6.7,57.0,+23.0
35,,Charles ClayC. Clay ARI,12,26,66,39.0,6.5,52.0,+17.0
Tier 6,
36,,Irv Smith Jr.I. Smith MIN,12,22,58,37.7,5.7,27.0,-9.0
37,,Matt LaCosseM. LaCosse NE,10,18,68,35.5,7.9,30.0,-7.0
38,,Benjamin WatsonB. Watson NE,10,22,62,36.6,7.8,28.0,-10.0
39,,Jonnu SmithJ. Smith TEN,11,28,60,40.2,6.3,54.0,+15.0
40,,Jordan ThomasJ. Thomas HOU,10,19,85,36.6,10.8,37.0,-3.0
41,,Vernon DavisV. Davis WAS,10,25,55,40.0,7.1,49.0,+8.0
42,,Geoff SwaimG. Swaim JAC,10,19,55,34.6,8.0,36.0,-6.0
43,,Jake ButtJ. Butt DEN,10,27,73,43.6,9.5,44.0,+1.0
44,,Blake JarwinB. Jarwin DAL,8,24,59,39.9,7.9,39.0,-5.0
45,,C.J. UzomahC. Uzomah CIN,9,29,57,40.8,5.8,40.0,-5.0
46,,Jesse JamesJ. James DET,5,25,54,43.1,6.9,33.0,-13.0
47,,Jace SternbergerJ. Sternberger GB,11,22,61,43.6,8.4,42.0,-5.0
48,,Dawson KnoxD. Knox BUF,6,24,69,42.0,9.7,50.0,+2.0
49,,Josh OliverJ. Oliver JAC,10,19,59,43.4,8.5,60.0,+11.0
50,,Tyler HigbeeT. Higbee LAR,9,28,51,45.0,4.3,55.0,+5.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Adam ShaheenA. Shaheen CHI,6,24,61,45.2,7.0,66.0,+15.0
52,,Luke WillsonL. Willson OAK,6,35,78,48.9,12.2,142.0,+90.0
Tier 7,
53,,Tyler KroftT. Kroft BUF,6,28,67,46.1,8.4,187.0,+134.0
54,,Kahale WarringK. Warring HOU,10,31,77,52.3,12.9,114.0,+60.0
55,,Josh HillJ. Hill NO,9,44,72,58.7,6.8,48.0,-7.0
56,,Jeff HeuermanJ. Heuerman DEN,10,28,62,52.5,4.6,126.0,+70.0
57,,Mo Alie-CoxM. Alie-Cox IND,6,31,96,57.3,13.1,149.0,+92.0
58,,Demetrius HarrisD. Harris CLE,7,42,71,54.7,7.2,51.0,-7.0
59,,Jason CroomJ. Croom BUF,6,44,94,63.8,12.6,158.0,+99.0
60,,Rhett EllisonR. Ellison NYG,11,40,82,61.1,8.1,71.0,+11.0
61,,Jordan AkinsJ. Akins HOU,10,29,71,59.0,7.3,85.0,+24.0
62,,Foster MoreauF. Moreau OAK,6,35,86,63.3,13.7,92.0,+30.0
63,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,52,78,65.1,7.1,62.0,-1.0
64,,Ed DicksonE. Dickson SEA,11,54,83,65.0,8.2,76.0,+12.0
65,,Virgil GreenV. Green LAC,12,49,78,65.5,6.1,65.0,0.0
Tier 8,
66,,Dan ArnoldD. Arnold NO,9,44,87,68.4,10.2,80.0,+14.0
67,,Nick BoyleN. Boyle BAL,8,39,80,63.9,9.4,87.0,+20.0
68,,Xavier GrimbleX. Grimble PIT,7,40,79,64.5,7.7,59.0,-9.0
69,,Jacob HollisterJ. Hollister SEA,11,40,96,61.6,16.9,78.0,+9.0
70,,Blake BellB. Bell KC,12,52,70,57.5,5.1,45.0,-25.0
71,,Maxx WilliamsM. Williams ARI,12,34,93,65.3,10.2,77.0,+6.0
72,,Garrett CelekG. Celek SF,4,50,90,67.9,8.9,99.0,+27.0
73,,Nick O'LearyN. O'Leary MIA,5,37,94,70.6,13.2,125.0,+52.0
74,,Dwayne AllenD. Allen MIA,5,28,108,74.3,17.0,98.0,+24.0
75,,Anthony FirkserA. Firkser TEN,11,58,81,73.7,7.6,116.0,+41.0
76,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,26,144,54.0,37.5,93.0,+17.0
77,,Luke StockerL. Stocker ATL,9,43,88,77.3,9.9,141.0,+64.0
78,,Drew SampleD. Sample CIN,9,56,97,78.2,10.4,115.0,+37.0
79,,Ryan GriffinR. Griffin NYJ,4,49,128,70.1,22.8,67.0,-12.0
80,,Logan PaulsenL. Paulsen ATL,9,53,95,80.0,12.9,96.0,+16.0
81,,Dalton SchultzD. Schultz DAL,8,65,78,73.9,2.5,72.0,-9.0
82,,Jeremy SprinkleJ. Sprinkle WAS,10,70,96,82.3,9.2,63.0,-19.0
83,,Seth DeValveS. DeValve CLE,7,63,104,80.9,10.6,91.0,+8.0
Tier 9,
84,,Zach GentryZ. Gentry PIT,7,55,123,95.2,14.3,61.0,-23.0
85,,Tyler ConklinT. Conklin NE,10,57,99,79.7,9.7,102.0,+17.0
86,,Troy FumagalliT. Fumagalli DEN,10,54,94,83.6,11.1,119.0,+33.0
87,,Stephen AndersonS. Anderson NE,10,60,95,77.2,9.0,104.0,+17.0
88,,Jordan LeggettJ. Leggett TB,7,65,98,77.3,10.5,121.0,+33.0
89,,Trevon WescoT. Wesco NYJ,4,38,109,77.7,24.6,94.0,+5.0
90,,Levine ToiloloL. Toilolo SF,4,58,104,79.0,14.3,82.0,-8.0
