Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,,1,3,1.6,0.6
2,,Todd GurleyT. Gurley LAR,,1,9,2.1,1.2
3,,Ezekiel ElliottE. Elliott DAL,,1,6,2.8,1.1
4,,Christian McCaffreyC. McCaffrey CAR,,2,10,4.2,0.8
5,,Alvin KamaraA. Kamara NO,,2,9,4.7,0.7
Tier 2,
6,,Melvin GordonM. Gordon LAC,,4,8,5.8,0.6
7,,James ConnerJ. Conner PIT,,3,13,8.1,1.5
8,,Le'Veon BellL. Bell PIT,,5,14,8.9,1.6
Tier 3,
9,,Joe MixonJ. Mixon CIN,,7,14,9.7,1.2
10,,Nick ChubbN. Chubb CLE,,7,18,10.0,2.6
11,,David JohnsonD. Johnson ARI,,7,14,10.8,1.9
12,,Dalvin CookD. Cook MIN,,6,15,11.2,2.0
13,,Aaron JonesA. Jones GB,,8,20,12.8,1.6
14,,Leonard FournetteL. Fournette JAC,,10,22,15.2,2.7
15,,Sony MichelS. Michel NE,,13,23,15.5,1.8
Tier 4,
16,,Marlon MackM. Mack IND,,13,26,16.8,2.2
17,,Chris CarsonC. Carson SEA,,14,29,18.1,2.5
18,,Phillip LindsayP. Lindsay DEN,,12,28,18.5,1.4
19,,Kerryon JohnsonK. Johnson DET,,8,30,19.6,2.4
20,,Derrick HenryD. Henry TEN,,16,26,20.0,2.1
21,,Damien WilliamsD. Williams KC,,6,37,21.2,6.2
22,,Devonta FreemanD. Freeman ATL,,16,31,21.3,2.3
23,,Derrius GuiceD. Guice WAS,,16,34,22.0,2.9
24,,Tarik CohenT. Cohen CHI,,16,29,23.9,2.5
Tier 5,
25,,Jerick McKinnonJ. McKinnon SF,,22,37,26.6,3.5
26,,Lamar MillerL. Miller HOU,,20,35,26.8,3.6
27,,Jordan HowardJ. Howard CHI,,25,36,28.2,2.7
28,,Mark IngramM. Ingram NO,,23,39,28.5,3.5
29,,James WhiteJ. White NE,,17,38,28.9,2.6
30,,Tevin ColemanT. Coleman ATL,,20,40,30.3,3.4
31,,Kenyan DrakeK. Drake MIA,,23,39,31.0,2.8
32,,LeSean McCoyL. McCoy BUF,,23,41,31.7,3.6
33,,Rashaad PennyR. Penny SEA,,31,42,34.7,3.3
34,,Matt BreidaM. Breida SF,,24,43,35.6,3.1
35,,Royce FreemanR. Freeman DEN,,28,50,37.5,3.8
36,,Elijah McGuireE. McGuire NYJ,,30,46,37.5,3.5
37,,Kenneth DixonK. Dixon BAL,,30,53,39.1,4.5
38,,Jay AjayiJ. Ajayi PHI,,22,49,39.6,4.3
Tier 6,
39,,Gus EdwardsG. Edwards BAL,,31,59,40.2,5.7
40,,Dion LewisD. Lewis TEN,,39,55,42.6,3.6
41,,Kareem HuntK. Hunt CLE,,31,58,41.7,5.8
42,,Rex BurkheadR. Burkhead NE,,33,57,45.3,4.8
43,,Nyheim HinesN. Hines IND,,34,53,45.3,3.4
44,,Duke JohnsonD. Johnson CLE,,39,59,47.8,4.4
45,,Ronald Jones IIR. Jones TB,,36,71,48.6,6.7
46,,Josh AdamsJ. Adams PHI,,34,57,45.5,4.6
47,,Latavius MurrayL. Murray MIN,,38,59,50.3,4.3
48,,D'Onta ForemanD. Foreman HOU,,44,64,50.7,5.6
49,,Isaiah CrowellI. Crowell NYJ,,39,60,50.7,5.0
50,,Austin EkelerA. Ekeler LAC,,33,62,51.0,6.1
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Ito SmithI. Smith ATL,,33,62,52.7,4.6
52,,Chris ThompsonC. Thompson WAS,,34,64,53.7,5.8
Tier 7,
53,,Jamaal WilliamsJ. Williams GB,,44,67,55.5,4.8
54,,C.J. AndersonC. Anderson LAR,,37,67,57.6,5.9
55,,T.J. YeldonT. Yeldon JAC,,42,76,58.2,6.6
56,,Doug MartinD. Martin OAK,,41,73,55.4,6.5
57,,Alex CollinsA. Collins FA,,42,74,56.0,6.5
58,,Peyton BarberP. Barber TB,,47,69,59.0,5.3
59,,Spencer WareS. Ware KC,,39,66,57.2,4.8
60,,Kalen BallageK. Ballage MIA,,45,71,62.5,4.8
61,,Jaylen SamuelsJ. Samuels PIT,,31,72,57.4,7.7
62,,Adrian PetersonA. Peterson WAS,,38,72,60.6,3.9
63,,Carlos HydeC. Hyde JAC,,44,70,62.1,3.7
64,,Jalen RichardJ. Richard OAK,,48,74,65.2,4.9
65,,Giovani BernardG. Bernard CIN,,48,73,64.5,4.4
66,,Mike DavisM. Davis SEA,,49,77,67.9,5.6
67,,Frank GoreF. Gore MIA,,48,86,69.2,6.8
68,,Chase EdmondsC. Edmonds ARI,,59,79,69.7,3.8
69,,Jordan WilkinsJ. Wilkins IND,,65,79,71.4,3.2
70,,Malcolm BrownM. Brown LAR,,64,92,71.4,5.5
Tier 8,
71,,Corey ClementC. Clement PHI,,66,82,72.0,3.9
72,,Justin JacksonJ. Jackson LAC,,66,80,72.8,2.6
73,,Theo RiddickT. Riddick DET,,55,84,76.0,4.1
74,,John KellyJ. Kelly LAR,,64,82,73.9,2.7
75,,Wendell SmallwoodW. Smallwood PHI,,58,87,76.7,5.3
76,,Bilal PowellB. Powell NYJ,,52,89,76.4,6.4
77,,Rod SmithR. Smith DAL,,69,94,79.9,4.5
