Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins ARI,,2,16,3.2,1.4
3,,Davante AdamsD. Adams GB,,2,7,3.3,1.1
4,,Tyreek HillT. Hill KC,,2,12,4.0,1.3
Tier 2,
5,,Julio JonesJ. Jones ATL,,2,10,4.6,1.4
6,,Chris GodwinC. Godwin TB,,3,9,5.3,1.1
7,,Mike EvansM. Evans TB,,4,9,7.0,0.8
Tier 3,
8,,Amari CooperA. Cooper DAL,,7,16,9.4,1.9
9,,Kenny GolladayK. Golladay DET,,6,17,9.6,2.0
10,,D.J. MooreD. Moore CAR,,7,23,10.8,1.7
11,,Odell Beckham Jr.O. Beckham CLE,,6,18,11.8,2.3
12,,Allen RobinsonA. Robinson CHI,,7,25,12.7,1.9
13,,Keenan AllenK. Allen LAC,,7,22,14.1,3.1
14,,Courtland SuttonC. Sutton DEN,,10,28,14.9,2.9
15,,A.J. BrownA. Brown TEN,,7,23,15.3,2.6
Tier 4,
16,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,7,31,16.7,4.3
17,,DeVante ParkerD. Parker MIA,,9,28,16.7,4.0
18,,Stefon DiggsS. Diggs MIN,,11,35,17.8,3.2
19,,Cooper KuppC. Kupp LAR,,6,35,18.2,4.0
20,,Calvin RidleyC. Ridley ATL,,10,34,21.4,3.8
21,,Robert WoodsR. Woods LAR,,15,35,22.1,2.7
22,,D.J. CharkD. Chark JAC,,16,33,22.8,3.3
23,,Tyler LockettT. Lockett SEA,,12,33,24.1,4.1
24,,Adam ThielenA. Thielen MIN,,17,36,24.7,3.9
Tier 5,
25,,Julian EdelmanJ. Edelman NE,,17,42,25.4,3.9
26,,D.K. MetcalfD. Metcalf SEA,,19,42,25.5,3.0
27,,T.Y. HiltonT. Hilton IND,,16,34,25.9,4.2
28,,Jarvis LandryJ. Landry CLE,,13,46,27.6,4.4
29,,Terry McLaurinT. McLaurin WAS,,15,33,27.7,2.7
30,,A.J. GreenA. Green CIN,,10,44,29.3,6.3
31,,Michael GallupM. Gallup DAL,,23,38,30.7,3.7
32,,Deebo SamuelD. Samuel SF,,21,44,30.8,2.8
33,,Tyler BoydT. Boyd CIN,,24,42,32.8,3.5
34,,John BrownJ. Brown BUF,,24,51,33.1,3.0
35,,Christian KirkC. Kirk ARI,,22,45,34.2,4.3
Tier 6,
36,,Marquise BrownM. Brown BAL,,29,47,37.4,3.4
37,,Sterling ShepardS. Shepard NYG,,34,50,38.9,3.7
38,,Mike WilliamsM. Williams LAC,,35,59,39.0,1.9
39,,Robby AndersonR. Anderson NYJ,,35,50,40.8,3.3
40,,Marvin JonesM. Jones DET,,30,58,42.9,4.1
41,,Alshon JefferyA. Jeffery PHI,,36,70,43.0,4.7
42,,Will FullerW. Fuller HOU,,28,80,43.3,6.9
43,,Emmanuel SandersE. Sanders SF,,36,62,43.5,4.2
44,,Anthony MillerA. Miller CHI,,34,70,44.4,4.4
45,,Darius SlaytonD. Slayton NYG,,37,61,45.9,5.6
46,,Curtis SamuelC. Samuel CAR,,36,56,46.9,3.5
47,,Brandin CooksB. Cooks LAR,,38,61,47.7,5.3
48,,Jamison CrowderJ. Crowder NYJ,,33,60,48.3,5.5
49,,Preston WilliamsP. Williams MIA,,28,64,48.6,4.3
50,,Diontae JohnsonD. Johnson PIT,,40,61,49.6,4.2
51,,Golden TateG. Tate NYG,,34,60,50.2,4.2
Tier 7,
52,,Sammy WatkinsS. Watkins KC,,44,69,55.6,4.5
53,,John RossJ. Ross CIN,,41,68,55.8,4.0
54,,Tyrell WilliamsT. Williams LV,,46,72,56.3,3.8
55,,DeSean JacksonD. Jackson PHI,,38,79,56.5,8.0
56,,Dede WestbrookD. Westbrook JAC,,41,73,56.7,3.9
57,,N'Keal HarryN. Harry NE,,43,73,57.1,5.4
58,,Mecole HardmanM. Hardman KC,,40,75,58.4,5.3
59,,Corey DavisC. Davis TEN,,48,68,60.2,4.4
60,,Breshad PerrimanB. Perriman TB,,43,110,61.0,6.0
61,,Cole BeasleyC. Beasley BUF,,36,92,61.7,7.6
62,,Hunter RenfrowH. Renfrow LV,,45,82,61.9,5.5
63,,James WashingtonJ. Washington PIT,,47,73,62.4,4.1
64,,Larry FitzgeraldL. Fitzgerald ARI,,43,74,63.1,4.9
65,,Parris CampbellP. Campbell IND,,57,77,65.9,4.4
66,,Kenny StillsK. Stills HOU,,34,75,66.3,6.4
67,,Randall CobbR. Cobb DAL,,61,82,68.5,4.1
68,,Andy IsabellaA. Isabella ARI,,48,77,70.7,2.7
69,,Mohamed SanuM. Sanu NE,,59,116,71.8,10.3
Tier 8,
70,,Chris ConleyC. Conley JAC,,57,81,70.7,4.3
71,,Albert WilsonA. Wilson MIA,,64,101,75.7,6.6
72,,Allen LazardA. Lazard GB,,62,85,73.0,4.9
73,,Tre'Quan SmithT. Smith NO,,54,87,75.8,4.4
74,,Danny AmendolaD. Amendola DET,,60,113,76.4,10.3
75,,Taylor GabrielT. Gabriel FA,,63,115,76.0,8.7
76,,Devin FunchessD. Funchess FA,,71,107,81.5,8.0
77,,Nelson AgholorN. Agholor PHI,,69,106,82.2,8.4
78,,Auden TateA. Tate CIN,,66,93,80.7,5.0
79,,Kelvin HarmonK. Harmon WAS,,64,127,85.0,11.0
80,,DaeSean HamiltonD. Hamilton DEN,,70,129,86.6,12.4
81,,David MooreD. Moore SEA,,77,105,87.6,8.1
82,,Miles BoykinM. Boykin BAL,,69,104,88.0,8.5
83,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,76,108,88.1,8.3
84,,Demarcus RobinsonD. Robinson KC,,71,127,92.3,10.1
85,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,80,137,89.7,11.1
Tier 9,
86,,Willie SneadW. Snead BAL,,82,141,92.1,11.9
87,,Jalen HurdJ. Hurd SF,,61,109,92.6,6.6
88,,Keke CouteeK. Coutee HOU,,51,113,89.0,8.7
89,,Jakobi MeyersJ. Meyers NE,,67,96,85.4,4.2
90,,Adam HumphriesA. Humphries TEN,,75,103,89.7,5.6
91,,Phillip DorsettP. Dorsett NE,,78,105,89.7,5.3
92,,Zach PascalZ. Pascal IND,,69,99,90.7,6.8
93,,Steven SimsS. Sims WAS,,68,109,90.9,12.0
94,,Antonio BrownA. Brown FA,,21,130,69.8,27.2
95,,Demaryius ThomasD. Thomas NYJ,,82,106,91.8,6.6
96,,Keelan ColeK. Cole JAC,,77,109,97.6,4.2
97,,Josh ReynoldsJ. Reynolds LAR,,83,118,96.6,7.6
98,,Russell GageR. Gage ATL,,76,114,97.6,8.3
99,,Greg WardG. Ward PHI,,71,134,93.9,13.6
100,,Geronimo AllisonG. Allison GB,,85,182,102.2,17.1
101,,Ted GinnT. Ginn NO,,94,131,103.4,9.3
102,,Kendrick BourneK. Bourne SF,,90,130,104.2,6.9
103,,Justin WatsonJ. Watson TB,,81,126,105.5,7.1
104,,Dante PettisD. Pettis SF,,59,133,104.1,9.3
105,,Paul Richardson Jr.P. Richardson FA,,94,141,107.3,10.9
106,,Marquise GoodwinM. Goodwin SF,,90,124,108.9,5.2
107,,Zay JonesZ. Jones LV,,93,148,110.3,11.1
108,,Quincy EnunwaQ. Enunwa NYJ,,71,119,108.0,7.4
109,,KeeSean JohnsonK. Johnson ARI,,80,129,105.3,10.5
110,,Josh GordonJ. Gordon SEA,,61,120,105.9,11.4
Tier 10,
111,,CeeDee LambC. Lamb FA,,32,53,41.8,7.6
112,,Jerry JeudyJ. Jeudy FA,,35,53,42.8,6.2
113,,Allen HurnsA. Hurns MIA,,95,117,105.6,6.1
114,,Damiere ByrdD. Byrd ARI,,81,187,117.1,26.2
115,,Justin JeffersonJ. Jefferson FA,,36,78,56.2,15.4
116,,Tee HigginsT. Higgins FA,,44,80,60.4,12.0
