Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,6,1.5,0.6,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,5,2.3,1.1,2.0,0.0
3,,Christian McCaffreyC. McCaffrey CAR,7,2,10,3.7,1.2,3.0,0.0
4,,Alvin KamaraA. Kamara NO,9,2,7,3.7,1.0,4.0,0.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,4,9,5.8,0.8,5.0,0.0
6,,Todd GurleyT. Gurley LAR,9,1,16,7.0,3.9,6.0,0.0
7,,David JohnsonD. Johnson ARI,12,3,19,7.5,2.3,9.0,+2.0
8,,Le'Veon BellL. Bell NYJ,4,1,16,7.8,1.9,7.0,-1.0
9,,James ConnerJ. Conner PIT,7,5,76,9.0,2.0,8.0,-1.0
10,,Joe MixonJ. Mixon CIN,9,5,15,9.5,1.9,10.0,0.0
Tier 3,
11,,Dalvin CookD. Cook MIN,12,8,19,11.4,2.0,12.0,+1.0
12,,Nick ChubbN. Chubb CLE,7,5,54,11.7,2.6,11.0,-1.0
13,,Leonard FournetteL. Fournette JAC,10,9,26,14.4,2.8,13.0,0.0
14,,Marlon MackM. Mack IND,6,9,29,15.6,3.3,19.0,+5.0
15,,Aaron JonesA. Jones GB,11,10,63,16.2,2.9,16.0,+1.0
Tier 4,
16,,Sony MichelS. Michel NE,10,11,30,17.2,3.8,15.0,-1.0
17,,Damien WilliamsD. Williams KC,12,9,40,17.8,6.1,14.0,-3.0
18,,Devonta FreemanD. Freeman ATL,9,12,32,19.6,3.6,20.0,+2.0
19,,Phillip LindsayP. Lindsay DEN,10,10,28,20.7,2.9,21.0,+2.0
20,,Derrick HenryD. Henry TEN,11,14,29,20.9,3.4,17.0,-3.0
21,,Chris CarsonC. Carson SEA,11,14,38,21.9,4.7,25.0,+4.0
22,,Kerryon JohnsonK. Johnson DET,5,16,36,22.3,3.5,18.0,-4.0
23,,Tarik CohenT. Cohen CHI,6,11,32,22.6,3.8,23.0,0.0
24,,Mark IngramM. Ingram BAL,8,12,32,24.4,4.1,24.0,0.0
25,,James WhiteJ. White NE,10,15,42,26.1,4.3,27.0,+2.0
26,,Kenyan DrakeK. Drake MIA,5,16,34,26.4,4.6,28.0,+2.0
Tier 5,
27,,Derrius GuiceD. Guice WAS,10,16,44,27.3,6.0,22.0,-5.0
28,,Lamar MillerL. Miller HOU,10,18,37,27.9,2.5,32.0,+4.0
29,,Tevin ColemanT. Coleman SF,4,25,41,31.1,2.7,29.0,0.0
30,,Jerick McKinnonJ. McKinnon SF,4,14,57,33.0,6.4,35.0,+5.0
31,,LeSean McCoyL. McCoy BUF,6,15,51,34.9,4.4,36.0,+5.0
32,,Rashaad PennyR. Penny SEA,11,24,45,35.4,3.2,34.0,+2.0
33,,Jordan HowardJ. Howard PHI,10,16,55,35.7,6.9,30.0,-3.0
34,,Latavius MurrayL. Murray NO,9,21,53,36.9,6.6,39.0,+5.0
35,,Royce FreemanR. Freeman DEN,10,23,51,38.7,3.5,37.0,+2.0
Tier 6,
36,,Dion LewisD. Lewis TEN,11,26,62,39.6,6.3,46.0,+10.0
37,,Josh JacobsJ. Jacobs OAK,6,11,100,29.4,18.5,26.0,-11.0
38,,Nyheim HinesN. Hines IND,6,24,72,41.6,7.8,41.0,+3.0
39,,Matt BreidaM. Breida SF,4,20,59,42.8,8.7,44.0,+5.0
40,,Ronald Jones IIR. Jones TB,7,27,57,42.8,6.6,45.0,+5.0
41,,Austin EkelerA. Ekeler LAC,12,35,61,45.9,6.3,38.0,-3.0
42,,Carlos HydeC. Hyde KC,12,26,68,48.1,10.0,43.0,+1.0
43,,Ito SmithI. Smith ATL,9,29,59,46.3,5.7,48.0,+5.0
44,,David MontgomeryD. Montgomery CHI,6,16,101,36.3,17.6,33.0,-11.0
45,,Duke JohnsonD. Johnson CLE,7,33,64,46.9,5.5,51.0,+6.0
46,,Kareem HuntK. Hunt CLE,7,8,72,47.8,8.9,31.0,-15.0
47,,D'Onta ForemanD. Foreman HOU,10,37,70,50.6,7.1,47.0,0.0
48,,Peyton BarberP. Barber TB,7,31,82,52.8,10.2,56.0,+8.0
49,,Kenneth DixonK. Dixon BAL,8,34,96,52.5,14.2,72.0,+23.0
Tier 7,
50,,Jamaal WilliamsJ. Williams GB,11,27,74,53.3,6.9,57.0,+7.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Chris ThompsonC. Thompson WAS,10,21,74,53.5,6.3,59.0,+8.0
52,,Rex BurkheadR. Burkhead NE,10,25,66,49.6,8.1,65.0,+13.0
53,,Adrian PetersonA. Peterson WAS,10,33,70,55.3,8.0,55.0,+2.0
54,,C.J. AndersonC. Anderson DET,5,42,66,56.3,6.4,60.0,+6.0
55,,Miles SandersM. Sanders PHI,10,22,59,37.7,10.2,40.0,-15.0
56,,Elijah McGuireE. McGuire NYJ,4,34,82,55.1,11.0,76.0,+20.0
57,,Kalen BallageK. Ballage MIA,5,47,76,59.9,6.7,53.0,-4.0
58,,Mike DavisM. Davis CHI,6,29,73,57.2,9.5,52.0,-6.0
59,,Gus EdwardsG. Edwards BAL,8,39,81,58.4,13.3,69.0,+10.0
60,,Giovani BernardG. Bernard CIN,9,42,77,59.2,7.1,73.0,+13.0
61,,Jaylen SamuelsJ. Samuels PIT,7,34,81,58.3,7.5,42.0,-19.0
62,,Jalen RichardJ. Richard OAK,6,36,78,60.8,10.1,64.0,+2.0
63,,Frank GoreF. Gore BUF,6,46,94,67.4,8.5,88.0,+25.0
Tier 8,
64,,Theo RiddickT. Riddick DET,5,46,88,67.8,9.5,80.0,+16.0
65,,Darrell HendersonD. Henderson LAR,9,28,103,59.1,19.3,49.0,-16.0
66,,T.J. YeldonT. Yeldon BUF,6,50,80,62.5,6.5,67.0,+1.0
67,,Jay AjayiJ. Ajayi FA,,19,117,61.6,18.0,77.0,+10.0
68,,Josh AdamsJ. Adams PHI,10,41,99,67.5,13.2,89.0,+21.0
69,,Chase EdmondsC. Edmonds ARI,12,48,80,67.4,6.0,84.0,+15.0
