Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Davante AdamsD. Adams GB,11,1,10,2.0,1.5,2.0,+1.0
2,,DeAndre HopkinsD. Hopkins HOU,10,1,8,2.1,1.0,1.0,-1.0
3,,Julio JonesJ. Jones ATL,9,1,9,3.8,1.6,3.0,0.0
4,,Michael ThomasM. Thomas NO,9,1,9,4.3,1.4,4.0,0.0
Tier 2,
5,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,11,5.0,2.0,6.0,+1.0
6,,Odell Beckham Jr.O. Beckham CLE,7,1,12,5.1,1.8,5.0,-1.0
7,,Tyreek HillT. Hill KC,12,2,16,7.2,2.1,7.0,0.0
8,,Mike EvansM. Evans TB,7,4,16,8.3,1.5,9.0,+1.0
9,,Keenan AllenK. Allen LAC,12,5,16,8.8,1.9,11.0,+2.0
Tier 3,
10,,Adam ThielenA. Thielen MIN,12,6,22,11.1,2.3,10.0,0.0
11,,Stefon DiggsS. Diggs MIN,12,7,23,12.2,2.6,12.0,+1.0
12,,Amari CooperA. Cooper DAL,8,7,24,13.1,2.9,13.0,+1.0
13,,Julian EdelmanJ. Edelman NE,10,8,29,15.0,3.8,14.0,+1.0
14,,Brandin CooksB. Cooks LAR,9,9,29,15.4,2.9,15.0,+1.0
15,,Robert WoodsR. Woods LAR,9,8,26,15.8,2.9,16.0,+1.0
16,,Chris GodwinC. Godwin TB,7,7,32,16.4,3.8,20.0,+4.0
Tier 4,
17,,Tyler LockettT. Lockett SEA,11,10,36,19.0,4.7,19.0,+2.0
18,,Kenny GolladayK. Golladay DET,5,10,39,19.2,4.1,18.0,0.0
19,,Antonio BrownA. Brown FA,,5,82,19.4,10.8,8.0,-11.0
20,,T.Y. HiltonT. Hilton IND,6,4,43,20.5,5.7,17.0,-3.0
21,,Tyler BoydT. Boyd CIN,9,11,44,22.0,4.3,22.0,+1.0
22,,Cooper KuppC. Kupp LAR,9,12,39,22.1,4.3,21.0,-1.0
23,,Calvin RidleyC. Ridley ATL,9,13,41,24.9,4.3,23.0,0.0
24,,D.J. MooreD. Moore CAR,7,13,55,25.1,5.6,24.0,0.0
25,,Allen RobinsonA. Robinson CHI,6,15,43,25.4,5.2,29.0,+4.0
26,,Alshon JefferyA. Jeffery PHI,10,17,43,26.4,4.6,30.0,+4.0
Tier 5,
27,,Mike WilliamsM. Williams LAC,12,13,41,28.0,5.3,25.0,-2.0
28,,Jarvis LandryJ. Landry CLE,7,11,50,28.1,5.6,26.0,-2.0
29,,Dede WestbrookD. Westbrook JAC,10,12,52,30.8,7.6,37.0,+8.0
30,,Robby AndersonR. Anderson NYJ,4,19,52,30.8,4.8,31.0,+1.0
31,,Christian KirkC. Kirk ARI,12,20,54,33.0,5.8,35.0,+4.0
32,,A.J. GreenA. Green CIN,9,12,57,33.2,7.9,28.0,-4.0
33,,Curtis SamuelC. Samuel CAR,7,24,68,34.9,6.4,38.0,+5.0
34,,Sammy WatkinsS. Watkins KC,12,19,57,35.2,5.9,33.0,-1.0
35,,Corey DavisC. Davis TEN,11,20,64,36.0,6.1,34.0,-1.0
36,,Sterling ShepardS. Shepard NYG,11,23,56,36.5,5.2,36.0,0.0
37,,Will FullerW. Fuller HOU,10,22,66,36.9,6.1,32.0,-5.0
38,,Marvin JonesM. Jones DET,5,28,62,38.6,5.4,40.0,+2.0
39,,Larry FitzgeraldL. Fitzgerald ARI,12,22,58,39.6,6.4,41.0,+2.0
Tier 6,
40,,Dante PettisD. Pettis SF,4,19,62,39.8,6.7,43.0,+3.0
41,,Josh GordonJ. Gordon NE,10,15,106,31.7,11.4,27.0,-14.0
42,,Emmanuel SandersE. Sanders SF,4,21,71,43.4,8.5,39.0,-3.0
43,,Geronimo AllisonG. Allison GB,11,22,62,45.9,6.3,44.0,+1.0
44,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,29,79,46.6,6.9,45.0,+1.0
45,,Courtland SuttonC. Sutton DEN,10,28,67,45.8,6.4,42.0,-3.0
46,,Michael GallupM. Gallup DAL,8,34,90,49.4,7.8,47.0,+1.0
47,,Tyrell WilliamsT. Williams OAK,6,26,86,49.4,10.4,53.0,+6.0
48,,Jamison CrowderJ. Crowder NYJ,4,33,75,50.3,7.4,52.0,+4.0
49,,DeSean JacksonD. Jackson PHI,10,29,77,50.4,7.1,48.0,-1.0
50,,Anthony MillerA. Miller CHI,6,28,75,48.7,6.7,55.0,+5.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,John BrownJ. Brown BUF,6,28,73,52.1,6.5,54.0,+3.0
52,,Donte MoncriefD. Moncrief PIT,7,25,93,51.1,9.1,49.0,-3.0
53,,Golden TateG. Tate NYG,11,30,92,52.5,7.7,50.0,-3.0
54,,Keke CouteeK. Coutee HOU,10,38,75,51.8,7.2,56.0,+2.0
Tier 7,
55,,James WashingtonJ. Washington PIT,7,31,94,56.8,8.1,46.0,-9.0
56,,Albert WilsonA. Wilson MIA,5,31,94,59.4,11.4,72.0,+16.0
57,,Mohamed SanuM. Sanu NE,10,43,89,61.3,9.2,59.0,+2.0
58,,D.K. MetcalfD. Metcalf SEA,11,38,91,61.4,7.8,51.0,-7.0
59,,Kenny StillsK. Stills HOU,10,38,108,62.6,10.1,64.0,+5.0
60,,DaeSean HamiltonD. Hamilton DEN,10,43,89,60.6,8.2,73.0,+13.0
61,,Marquise GoodwinM. Goodwin SF,4,43,97,64.7,9.5,63.0,+2.0
62,,Adam HumphriesA. Humphries TEN,11,33,89,63.3,8.3,60.0,-2.0
63,,Devin FunchessD. Funchess IND,6,35,99,63.0,9.6,70.0,+7.0
64,,Devante ParkerD. Parker MIA,5,39,93,66.0,9.9,78.0,+14.0
65,,Deebo SamuelD. Samuel SF,4,34,93,65.0,10.2,66.0,+1.0
66,,Tre'Quan SmithT. Smith NO,9,33,95,67.1,8.3,65.0,-1.0
67,,Quincy EnunwaQ. Enunwa NYJ,4,42,104,68.8,8.7,83.0,+16.0
68,,Trey QuinnT. Quinn WAS,10,43,108,69.7,13.3,92.0,+24.0
69,,Marquise BrownM. Brown BAL,8,32,108,72.6,11.7,61.0,-8.0
Tier 8,
70,,Zay JonesZ. Jones OAK,6,45,110,73.7,11.4,82.0,+12.0
71,,Mecole HardmanM. Hardman KC,12,42,113,75.6,13.3,58.0,-13.0
72,,Parris CampbellP. Campbell IND,6,42,108,74.2,12.0,71.0,-1.0
73,,Randall CobbR. Cobb DAL,8,46,110,78.1,10.7,68.0,-5.0
74,,Ted GinnT. Ginn NO,9,57,114,79.1,10.3,69.0,-5.0
75,,Taylor GabrielT. Gabriel CHI,6,52,110,77.8,10.4,75.0,0.0
76,,Cole BeasleyC. Beasley BUF,6,46,113,76.6,14.0,62.0,-14.0
77,,Marqise LeeM. Lee JAC,10,46,124,82.1,13.2,87.0,+10.0
78,,D.J. CharkD. Chark JAC,10,51,134,81.1,11.1,103.0,+25.0
79,,Rashard HigginsR. Higgins CLE,7,42,132,80.4,14.4,88.0,+9.0
80,,Robert FosterR. Foster BUF,6,46,118,79.8,16.3,93.0,+13.0
81,,A.J. BrownA. Brown TEN,11,33,105,80.7,10.6,80.0,-1.0
82,,Paul RichardsonP. Richardson WAS,10,52,113,82.8,12.1,76.0,-6.0
83,,Nelson AgholorN. Agholor PHI,10,46,109,82.7,8.4,74.0,-9.0
