Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,5,1.7,0.9,1.0,0.0
2,,Christian McCaffreyC. McCaffrey CAR,7,1,5,2.2,0.9,2.0,0.0
3,,Alvin KamaraA. Kamara NO,9,1,6,2.6,1.0,3.0,0.0
Tier 2,
4,,Ezekiel ElliottE. Elliott DAL,8,1,22,5.0,2.4,4.0,0.0
5,,David JohnsonD. Johnson ARI,12,1,13,5.3,1.9,5.0,0.0
6,,James ConnerJ. Conner PIT,7,3,22,7.1,2.2,7.0,+1.0
7,,Le'Veon BellL. Bell NYJ,4,2,17,7.6,2.3,6.0,-1.0
8,,Nick ChubbN. Chubb CLE,7,3,17,8.3,2.2,10.0,+2.0
9,,Dalvin CookD. Cook MIN,12,4,17,9.1,2.0,11.0,+2.0
Tier 3,
10,,Joe MixonJ. Mixon CIN,9,5,18,9.8,2.3,9.0,-1.0
11,,Todd GurleyT. Gurley LAR,9,4,20,11.1,3.2,8.0,-3.0
12,,Kerryon JohnsonK. Johnson DET,5,7,26,13.5,2.8,14.0,+2.0
13,,Damien WilliamsD. Williams KC,12,6,40,13.9,3.7,12.0,-1.0
14,,Leonard FournetteL. Fournette JAC,10,5,26,15.1,3.1,13.0,-1.0
15,,Aaron JonesA. Jones GB,11,6,30,15.3,3.1,16.0,+1.0
16,,Devonta FreemanD. Freeman ATL,9,7,25,15.9,3.0,15.0,-1.0
Tier 4,
17,,Chris CarsonC. Carson SEA,11,11,30,19.0,3.9,21.0,+4.0
18,,Josh JacobsJ. Jacobs OAK,6,11,30,19.0,3.7,18.0,0.0
19,,Melvin GordonM. Gordon LAC,12,5,52,20.2,7.3,17.0,-2.0
20,,David MontgomeryD. Montgomery CHI,6,8,37,21.9,5.0,24.0,+4.0
21,,Marlon MackM. Mack IND,6,16,33,22.3,4.1,19.0,-2.0
22,,Derrick HenryD. Henry TEN,11,10,34,22.5,3.6,20.0,-2.0
23,,Mark IngramM. Ingram BAL,8,11,33,22.8,3.9,22.0,-1.0
24,,James WhiteJ. White NE,10,11,37,23.8,4.4,25.0,+1.0
25,,Sony MichelS. Michel NE,10,14,35,24.5,3.5,23.0,-2.0
26,,Duke JohnsonD. Johnson HOU,10,14,43,25.3,6.1,35.0,+9.0
Tier 5,
27,,Phillip LindsayP. Lindsay DEN,10,18,41,25.9,3.8,26.0,-1.0
28,,Tevin ColemanT. Coleman SF,4,19,42,27.5,3.7,27.0,-1.0
29,,Tarik CohenT. Cohen CHI,6,10,46,28.6,4.4,28.0,-1.0
30,,Miles SandersM. Sanders PHI,10,20,66,30.6,6.5,30.0,0.0
31,,Kenyan DrakeK. Drake MIA,5,9,59,30.9,6.6,29.0,-2.0
32,,Austin EkelerA. Ekeler LAC,12,21,53,32.0,5.5,31.0,-1.0
33,,Latavius MurrayL. Murray NO,9,12,52,32.4,3.7,34.0,+1.0
34,,Derrius GuiceD. Guice WAS,10,12,56,35.0,5.3,32.0,-2.0
35,,Rashaad PennyR. Penny SEA,11,26,55,36.6,4.9,33.0,-2.0
36,,Royce FreemanR. Freeman DEN,10,27,48,37.8,4.0,40.0,+4.0
Tier 6,
37,,Matt BreidaM. Breida SF,4,26,72,39.2,7.3,43.0,+6.0
38,,Jordan HowardJ. Howard PHI,10,25,67,41.1,6.5,37.0,-1.0
39,,Darrell HendersonD. Henderson LAR,9,17,64,41.4,6.6,36.0,-3.0
40,,LeSean McCoyL. McCoy BUF,6,25,64,42.2,7.1,39.0,-1.0
41,,Kalen BallageK. Ballage MIA,5,29,69,42.7,6.1,44.0,+3.0
42,,Dion LewisD. Lewis TEN,11,33,61,42.9,5.4,49.0,+7.0
43,,Peyton BarberP. Barber TB,7,27,69,45.0,6.5,41.0,-2.0
44,,Ronald Jones IIR. Jones TB,7,28,66,48.1,8.3,46.0,+2.0
45,,Jaylen SamuelsJ. Samuels PIT,7,30,69,49.0,7.8,42.0,-3.0
46,,Adrian PetersonA. Peterson WAS,10,28,69,48.1,7.0,48.0,+2.0
47,,Devin SingletaryD. Singletary BUF,6,15,76,51.3,9.2,47.0,0.0
48,,Justice HillJ. Hill BAL,8,27,84,52.5,10.0,56.0,+8.0
49,,Justin JacksonJ. Jackson LAC,12,31,86,52.8,10.1,53.0,+4.0
Tier 7,
50,,Ito SmithI. Smith ATL,9,36,82,54.4,8.8,51.0,+1.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Chris ThompsonC. Thompson WAS,10,35,104,52.6,9.6,58.0,+7.0
52,,Damien HarrisD. Harris NE,10,35,84,55.2,9.5,57.0,+5.0
53,,Darwin ThompsonD. Thompson KC,12,28,96,51.8,14.5,52.0,-1.0
54,,Nyheim HinesN. Hines IND,6,56,78,59.7,5.1,45.0,-9.0
55,,Tony PollardT. Pollard DAL,8,31,109,53.3,13.6,50.0,-5.0
56,,Kareem HuntK. Hunt CLE,7,37,81,58.1,9.0,38.0,-18.0
57,,C.J. AndersonC. Anderson DET,5,44,82,58.9,7.0,61.0,+4.0
58,,Alexander MattisonA. Mattison MIN,12,38,99,59.9,10.2,55.0,-3.0
59,,Giovani BernardG. Bernard CIN,9,42,98,57.6,7.6,62.0,+3.0
60,,Jalen RichardJ. Richard OAK,6,37,79,59.8,9.2,60.0,0.0
61,,Mike DavisM. Davis CHI,6,38,78,60.9,6.7,71.0,+10.0
62,,Jamaal WilliamsJ. Williams GB,11,36,82,60.2,8.2,64.0,+2.0
63,,Carlos HydeC. Hyde KC,12,29,144,62.3,14.6,54.0,-9.0
64,,Chase EdmondsC. Edmonds ARI,12,43,89,63.8,8.5,72.0,+8.0
65,,Jerick McKinnonJ. McKinnon SF,4,29,115,63.6,13.4,59.0,-6.0
66,,Malcolm BrownM. Brown LAR,9,41,93,65.1,10.0,74.0,+8.0
67,,Rex BurkheadR. Burkhead NE,10,40,89,65.7,8.0,67.0,0.0
68,,Ty MontgomeryT. Montgomery NYJ,4,44,96,66.8,11.8,63.0,-5.0
Tier 8,
69,,Gus EdwardsG. Edwards BAL,8,53,105,71.6,9.0,68.0,-1.0
70,,Frank GoreF. Gore BUF,6,46,102,70.3,8.4,70.0,0.0
71,,Ryquell ArmsteadR. Armstead JAC,10,49,97,70.3,8.6,73.0,+2.0
72,,T.J. YeldonT. Yeldon BUF,6,44,96,72.8,9.4,69.0,-3.0
73,,Elijah McGuireE. McGuire NYJ,4,46,153,76.1,17.3,81.0,+8.0
74,,Kenneth DixonK. Dixon BAL,8,50,113,75.9,11.3,99.0,+25.0
75,,Theo RiddickT. Riddick DEN,10,53,118,75.4,11.9,96.0,+21.0
76,,Benny Snell Jr.B. Snell PIT,7,37,110,79.8,9.9,76.0,0.0
77,,Corey ClementC. Clement PHI,10,63,111,79.8,8.8,98.0,+21.0
78,,Doug MartinD. Martin OAK,6,52,103,77.4,8.1,84.0,+6.0
79,,Dexter WilliamsD. Williams GB,11,50,111,81.0,12.1,78.0,-1.0
80,,Alfred BlueA. Blue JAC,10,61,131,83.5,10.9,82.0,+2.0
81,,Jordan WilkinsJ. Wilkins IND,6,66,114,86.1,8.1,153.0,+72.0
82,,Devontae BookerD. Booker DEN,10,69,121,84.4,9.2,87.0,+5.0
83,,Wayne GallmanW. Gallman NYG,11,70,116,87.6,9.2,85.0,+2.0
84,,Dontrell HilliardD. Hilliard CLE,7,42,102,74.3,12.9,80.0,-4.0
85,,Brian HillB. Hill ATL,9,55,115,79.2,13.5,79.0,-6.0
Tier 9,
86,,Wendell SmallwoodW. Smallwood PHI,10,70,121,88.7,10.4,109.0,+23.0
87,,Josh AdamsJ. Adams PHI,10,36,152,88.8,16.0,123.0,+36.0
88,,Cameron Artis-PayneC. Artis-Payne CAR,7,63,128,94.6,10.9,93.0,+5.0
89,,Qadree OllisonQ. Ollison ATL,9,56,108,85.5,10.0,83.0,-6.0
90,,Bilal PowellB. Powell NYJ,4,65,119,91.4,12.0,132.0,+42.0
91,,John KellyJ. Kelly LAR,9,76,129,96.5,11.6,175.0,+84.0
92,,Zach ZennerZ. Zenner DET,5,70,125,97.4,9.3,145.0,+53.0
93,,Damarea CrockettD. Crockett HOU,10,60,119,82.4,16.3,117.0,+24.0
