Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,6,1.5,0.7,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,5,2.3,1.0,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,7,1,10,3.2,1.0,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,9,1,7,3.6,1.0,4.0,0.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,4,14,5.8,1.1,6.0,+1.0
6,,David JohnsonD. Johnson ARI,12,3,19,6.9,2.0,7.0,+1.0
7,,Le'Veon BellL. Bell NYJ,4,1,15,7.9,1.9,8.0,+1.0
8,,Todd GurleyT. Gurley LAR,9,1,24,8.7,3.8,5.0,-3.0
9,,James ConnerJ. Conner PIT,7,5,76,8.8,2.2,9.0,0.0
10,,Joe MixonJ. Mixon CIN,9,6,18,9.5,1.7,10.0,0.0
Tier 3,
11,,Dalvin CookD. Cook MIN,12,6,19,10.9,1.7,11.0,0.0
12,,Nick ChubbN. Chubb CLE,7,7,54,12.4,3.5,12.0,0.0
13,,Leonard FournetteL. Fournette JAC,10,9,24,14.5,3.1,13.0,0.0
14,,Marlon MackM. Mack IND,6,10,29,16.6,3.3,17.0,+3.0
15,,Damien WilliamsD. Williams KC,12,8,44,16.8,6.2,14.0,-1.0
16,,Aaron JonesA. Jones GB,11,11,63,17.0,3.8,19.0,+3.0
Tier 4,
17,,Devonta FreemanD. Freeman ATL,9,10,35,18.4,3.6,15.0,-2.0
18,,Derrick HenryD. Henry TEN,11,13,29,19.8,3.3,18.0,0.0
19,,Sony MichelS. Michel NE,10,5,35,20.6,4.8,20.0,+1.0
20,,Kerryon JohnsonK. Johnson DET,5,13,38,21.2,3.8,16.0,-4.0
21,,Phillip LindsayP. Lindsay DEN,10,10,31,21.4,3.9,22.0,+1.0
22,,Chris CarsonC. Carson SEA,11,12,38,23.9,4.6,26.0,+4.0
23,,Tarik CohenT. Cohen CHI,6,15,33,24.1,3.9,23.0,0.0
24,,Mark IngramM. Ingram BAL,8,11,34,24.3,4.7,24.0,0.0
25,,Kenyan DrakeK. Drake MIA,5,11,38,24.5,5.6,27.0,+2.0
26,,James WhiteJ. White NE,10,13,43,24.7,5.5,28.0,+2.0
27,,Josh JacobsJ. Jacobs OAK,6,8,97,23.3,12.6,21.0,-6.0
28,,Lamar MillerL. Miller HOU,10,18,39,28.2,3.1,30.0,+2.0
Tier 5,
29,,Derrius GuiceD. Guice WAS,10,16,46,29.9,5.2,25.0,-4.0
30,,Tevin ColemanT. Coleman SF,4,23,61,32.4,4.9,29.0,-1.0
31,,Jerick McKinnonJ. McKinnon SF,4,14,62,33.8,5.6,35.0,+4.0
32,,David MontgomeryD. Montgomery CHI,6,10,46,27.7,7.3,46.0,+14.0
33,,LeSean McCoyL. McCoy BUF,6,15,51,35.4,5.0,38.0,+5.0
34,,Latavius MurrayL. Murray NO,9,21,55,35.5,6.1,37.0,+3.0
35,,Rashaad PennyR. Penny SEA,11,24,47,37.0,4.0,33.0,-2.0
36,,Jordan HowardJ. Howard PHI,10,16,60,38.4,6.8,31.0,-5.0
37,,Dion LewisD. Lewis TEN,11,26,56,38.9,5.8,44.0,+7.0
38,,Royce FreemanR. Freeman DEN,10,23,49,39.7,3.4,36.0,-2.0
39,,Nyheim HinesN. Hines IND,6,24,72,41.3,6.0,41.0,+2.0
40,,Ronald Jones IIR. Jones TB,7,27,64,42.1,7.7,40.0,0.0
Tier 6,
41,,Austin EkelerA. Ekeler LAC,12,31,66,44.3,5.8,39.0,-2.0
42,,Matt BreidaM. Breida SF,4,20,61,43.7,7.3,47.0,+5.0
43,,Miles SandersM. Sanders PHI,10,14,59,36.1,9.1,34.0,-9.0
44,,Ito SmithI. Smith ATL,9,29,68,47.0,6.6,48.0,+4.0
45,,Duke JohnsonD. Johnson CLE,7,29,65,47.7,6.2,63.0,+18.0
46,,D'Onta ForemanD. Foreman HOU,10,38,70,49.4,6.2,49.0,+3.0
47,,Carlos HydeC. Hyde KC,12,26,71,49.5,9.1,42.0,-5.0
48,,Peyton BarberP. Barber TB,7,30,86,50.3,10.1,50.0,+2.0
49,,Kareem HuntK. Hunt CLE,7,8,65,49.1,7.3,32.0,-17.0
50,,Adrian PetersonA. Peterson WAS,10,33,72,52.2,7.9,52.0,+2.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Jamaal WilliamsJ. Williams GB,11,27,70,54.0,6.2,57.0,+6.0
52,,Chris ThompsonC. Thompson WAS,10,21,73,51.5,5.8,60.0,+8.0
53,,C.J. AndersonC. Anderson DET,5,41,68,56.7,6.5,61.0,+8.0
54,,Kalen BallageK. Ballage MIA,5,39,73,58.6,6.3,51.0,-3.0
55,,Darrell HendersonD. Henderson LAR,9,19,102,50.0,13.9,53.0,-2.0
Tier 7,
56,,Rex BurkheadR. Burkhead NE,10,25,87,55.5,10.9,75.0,+19.0
57,,Kenneth DixonK. Dixon BAL,8,33,95,57.4,13.5,74.0,+17.0
58,,Giovani BernardG. Bernard CIN,9,42,76,58.8,6.0,69.0,+11.0
59,,Elijah McGuireE. McGuire NYJ,4,35,82,59.7,10.7,73.0,+14.0
60,,Mike DavisM. Davis CHI,6,37,75,61.2,7.3,56.0,-4.0
61,,Jalen RichardJ. Richard OAK,6,32,81,60.9,10.5,64.0,+3.0
62,,Theo RiddickT. Riddick DET,5,30,89,63.7,10.0,76.0,+14.0
63,,Jaylen SamuelsJ. Samuels PIT,7,37,81,58.4,8.4,43.0,-20.0
64,,Gus EdwardsG. Edwards BAL,8,39,86,63.5,11.1,66.0,+2.0
65,,Devin SingletaryD. Singletary BUF,6,28,95,62.0,10.4,45.0,-20.0
66,,Frank GoreF. Gore BUF,6,46,98,68.8,8.1,91.0,+25.0
67,,Damien HarrisD. Harris NE,10,29,106,62.7,13.5,55.0,-12.0
68,,T.J. YeldonT. Yeldon BUF,6,42,83,65.1,7.8,65.0,-3.0
69,,Justice HillJ. Hill BAL,8,28,104,67.3,13.8,54.0,-15.0
70,,Chase EdmondsC. Edmonds ARI,12,51,85,69.6,5.0,77.0,+7.0
71,,Malcolm BrownM. Brown LAR,9,50,104,71.7,8.5,78.0,+7.0
72,,Doug MartinD. Martin OAK,6,49,128,73.6,12.5,81.0,+9.0
73,,Justin JacksonJ. Jackson LAC,12,58,94,75.1,6.5,83.0,+10.0
74,,Alexander MattisonA. Mattison MIN,12,47,88,68.8,12.2,59.0,-15.0
75,,Spencer WareS. Ware IND,6,51,129,74.7,12.4,79.0,+4.0
Tier 8,
76,,Corey ClementC. Clement PHI,10,56,88,76.1,6.2,106.0,+30.0
77,,Jordan WilkinsJ. Wilkins IND,6,57,101,76.3,6.8,100.0,+23.0
78,,Jay AjayiJ. Ajayi FA,,19,126,71.1,20.6,80.0,+2.0
79,,Josh AdamsJ. Adams PHI,10,48,121,75.0,13.1,104.0,+25.0
80,,Devontae BookerD. Booker DEN,10,45,109,77.2,9.5,98.0,+18.0
81,,Ryquell ArmsteadR. Armstead JAC,10,41,107,74.5,12.6,62.0,-19.0
82,,John KellyJ. Kelly LAR,9,66,122,85.9,11.4,124.0,+42.0
83,,Benny Snell Jr.B. Snell PIT,7,33,114,83.6,10.1,67.0,-16.0
84,,Alfred BlueA. Blue JAC,10,59,116,86.0,10.9,82.0,-2.0
85,,Wayne GallmanW. Gallman NYG,11,67,112,85.3,8.4,96.0,+11.0
86,,Ty MontgomeryT. Montgomery NYJ,4,58,115,86.3,8.7,99.0,+13.0
87,,Wendell SmallwoodW. Smallwood PHI,10,71,97,83.0,6.2,94.0,+7.0
88,,Cameron Artis-PayneC. Artis-Payne CAR,7,69,116,92.9,8.4,119.0,+31.0
89,,Jeff WilsonJ. Wilson SF,4,78,134,92.4,12.9,118.0,+29.0
90,,Ameer AbdullahA. Abdullah MIN,12,77,135,95.4,13.0,122.0,+32.0
91,,Rod SmithR. Smith NYG,11,60,131,92.0,12.6,110.0,+19.0
92,,Zach ZennerZ. Zenner DET,5,70,126,96.9,7.7,112.0,+20.0
93,,Trenton CannonT. Cannon NYJ,4,84,130,95.3,8.7,,
94,,Mike WeberM. Weber DAL,8,62,109,89.0,9.7,87.0,-7.0
Tier 9,
95,,Alex CollinsA. Collins FA,,50,127,88.6,18.3,97.0,+2.0
96,,Marcus MurphyM. Murphy BUF,6,86,134,100.7,10.5,,
97,,Mark WaltonM. Walton MIA,5,79,133,99.2,14.3,,
98,,Bilal PowellB. Powell FA,,41,133,96.1,16.1,105.0,+7.0
99,,LeGarrette BlountL. Blount FA,,68,137,100.2,13.4,,
100,,Myles GaskinM. Gaskin MIA,5,58,121,91.9,13.0,85.0,-15.0
101,,Darwin ThompsonD. Thompson KC,12,50,94,72.3,12.7,58.0,-43.0
102,,Trayveon WilliamsT. Williams CIN,9,71,123,94.7,12.0,72.0,-30.0
103,,Dexter WilliamsD. Williams GB,11,66,114,86.0,13.6,86.0,-17.0
104,,Bryce LoveB. Love WAS,10,37,117,93.9,12.9,70.0,-34.0
105,,Rodney AndersonR. Anderson CIN,9,62,117,91.5,13.0,71.0,-34.0
106,,Bruce AndersonB. Anderson TB,7,42,98,75.2,14.6,84.0,-22.0
107,,Tony PollardT. Pollard DAL,8,60,99,83.6,11.3,89.0,-18.0
108,,Boston ScottB. Scott PHI,10,94,144,111.6,17.0,,
109,,Darren SprolesD. Sproles FA,,52,139,104.2,20.7,,
110,,Darrel WilliamsD. Williams KC,12,71,125,102.1,9.6,107.0,-3.0
111,,Cordarrelle PattersonC. Patterson CHI,6,40,86,79.8,5.5,,
112,,Corey GrantC. Grant FA,,80,138,106.4,18.2,,
113,,Chris IvoryC. Ivory FA,,55,136,102.7,18.8,117.0,+4.0
114,,Javorius AllenJ. Allen NO,9,48,138,102.8,20.4,102.0,-12.0
115,,Andre EllingtonA. Ellington TB,7,65,111,86.7,14.9,123.0,+8.0
116,,Travis HomerT. Homer SEA,11,64,123,102.6,11.4,111.0,-5.0
Tier 10,
117,,Mike BooneM. Boone MIN,12,55,111,90.7,10.5,,
118,,Jordan ScarlettJ. Scarlett CAR,7,50,122,98.9,14.6,103.0,-15.0
119,,DeAndre WashingtonD. Washington OAK,6,66,114,99.3,10.1,,
120,,Kyle JuszczykK. Juszczyk SF,4,64,110,96.0,12.3,115.0,-5.0
121,,Alfred MorrisA. Morris FA,,91,143,112.4,18.3,,
122,,Isaiah CrowellI. Crowell OAK,6,37,84,57.7,19.6,68.0,-54.0
123,,James WilliamsJ. Williams KC,12,73,112,92.2,15.1,95.0,-28.0
124,,Jeremy HillJ. Hill FA,,90,140,112.6,18.4,120.0,-4.0
