Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,George KittleG. Kittle SF,,1,5,1.4,0.7
2,,Travis KelceT. Kelce KC,,1,2,1.7,0.5
3,,Zach ErtzZ. Ertz PHI,,3,8,3.5,0.9
Tier 2,
4,,Mark AndrewsM. Andrews BAL,,2,8,4.2,0.6
5,,Austin HooperA. Hooper ATL,,2,11,5.1,1.4
6,,Darren WallerD. Waller OAK,,3,7,5.7,1.0
7,,Evan EngramE. Engram NYG,,3,10,7.2,1.3
8,,Hunter HenryH. Henry LAC,,6,11,7.8,1.0
Tier 3,
9,,Jared CookJ. Cook NO,,7,15,9.8,1.3
10,,Tyler HigbeeT. Higbee LAR,,7,18,10.1,1.8
11,,Noah FantN. Fant DEN,,7,17,11.2,1.4
12,,Dallas GoedertD. Goedert PHI,,10,28,12.1,1.5
13,,T.J. HockensonT. Hockenson DET,,12,18,13.7,1.1
14,,Mike GesickiM. Gesicki MIA,,9,23,13.8,2.3
15,,O.J. HowardO. Howard TB,,5,22,17.5,2.4
16,,David NjokuD. Njoku CLE,,11,30,17.5,2.4
17,,Jack DoyleJ. Doyle IND,,14,27,17.7,1.9
Tier 4,
18,,Will DisslyW. Dissly SEA,,10,30,18.2,5.2
19,,Jonnu SmithJ. Smith TEN,,13,32,18.5,2.2
20,,Eric EbronE. Ebron IND,,16,32,20.4,1.9
21,,Ian ThomasI. Thomas CAR,,13,27,21.7,2.9
22,,Kyle RudolphK. Rudolph MIN,,16,27,22.0,2.1
23,,Irv Smith Jr.I. Smith MIN,,15,31,23.0,1.5
24,,Chris Herndon IVC. Herndon NYJ,,13,34,24.0,2.8
25,,Vance McDonaldV. McDonald PIT,,14,38,27.3,3.1
26,,Dawson KnoxD. Knox BUF,,12,34,24.8,4.0
27,,Jacob HollisterJ. Hollister SEA,,15,41,27.5,4.6
28,,Blake JarwinB. Jarwin DAL,,14,36,27.7,4.2
