Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
73,,Drew BreesD. Brees NO,QB8,9,54,117,76.0,13.2,78.0,+5.0
74,,Marvin JonesM. Jones DET,WR32,5,58,102,76.3,9.9,99.0,+25.0
75,,Eric EbronE. Ebron IND,TE7,6,63,121,77.9,9.1,61.0,-14.0
76,,Golden TateG. Tate NYG,WR33,11,48,128,80.0,9.7,93.0,+17.0
77,,Dante PettisD. Pettis SF,WR34,4,35,109,80.1,13.5,81.0,+4.0
78,,Will FullerW. Fuller HOU,WR35,10,55,169,80.2,8.6,86.0,+8.0
79,,Tevin ColemanT. Coleman SF,RB29,4,57,115,83.1,7.6,69.0,-10.0
80,,David NjokuD. Njoku CLE,TE8,7,15,121,83.8,13.3,75.0,-5.0
81,,Jared CookJ. Cook NO,TE9,9,22,127,83.8,19.4,85.0,+4.0
82,,Courtland SuttonC. Sutton DEN,WR36,10,41,109,83.9,8.5,90.0,+8.0
83,,Cam NewtonC. Newton CAR,QB9,7,56,118,84.3,13.2,87.0,+4.0
84,,Sterling ShepardS. Shepard NYG,WR37,11,62,107,86.0,9.5,97.0,+13.0
Tier 7,
85,,Christian KirkC. Kirk ARI,WR38,12,49,148,88.9,9.8,91.0,+6.0
86,,Jerick McKinnonJ. McKinnon SF,RB30,4,60,182,90.1,21.1,88.0,+2.0
87,,Latavius MurrayL. Murray NO,RB31,9,52,143,93.6,19.1,101.0,+14.0
88,,Jordan HowardJ. Howard PHI,RB32,10,57,177,93.7,18.7,72.0,-16.0
89,,Doug BaldwinD. Baldwin SEA,WR39,11,41,206,95.0,49.4,96.0,+7.0
90,,Jameis WinstonJ. Winston TB,QB10,7,54,118,95.8,16.5,89.0,-1.0
91,,Keke CouteeK. Coutee HOU,WR40,10,74,128,96.2,9.4,120.0,+29.0
92,,LeSean McCoyL. McCoy BUF,RB33,6,76,149,97.8,15.5,98.0,+6.0
93,,Rashaad PennyR. Penny SEA,RB34,11,59,130,98.2,13.1,80.0,-13.0
94,,Curtis SamuelC. Samuel CAR,WR41,7,65,148,101.8,12.6,143.0,+49.0
95,,Jared GoffJ. Goff LAR,QB11,9,87,150,102.6,10.8,79.0,-16.0
96,,Larry FitzgeraldL. Fitzgerald ARI,WR42,12,55,151,103.7,25.6,119.0,+23.0
97,,Dede WestbrookD. Westbrook JAC,WR43,10,73,155,104.2,12.5,122.0,+25.0
98,,Carson WentzC. Wentz PHI,QB12,10,77,150,104.7,14.0,83.0,-15.0
99,,Anthony MillerA. Miller CHI,WR44,6,74,155,106.4,17.7,132.0,+33.0
100,,Ben RoethlisbergerB. Roethlisberger PIT,QB13,7,70,154,106.8,9.8,102.0,+2.0
101,,Royce FreemanR. Freeman DEN,RB35,10,85,132,108.8,10.2,94.0,-7.0
102,,Delanie WalkerD. Walker TEN,TE10,11,72,246,110.4,13.7,139.0,+37.0
103,,Philip RiversP. Rivers LAC,QB14,12,91,154,112.4,13.1,106.0,+3.0
104,,Michael GallupM. Gallup DAL,WR45,8,88,220,113.3,25.4,197.0,+93.0
105,,Matt BreidaM. Breida SF,RB36,4,51,186,117.2,32.8,130.0,+25.0
106,,Nyheim HinesN. Hines IND,RB37,6,83,170,117.4,18.6,117.0,+11.0
107,,Chris Herndon IVC. Herndon NYJ,TE11,4,92,161,118.7,19.5,133.0,+26.0
108,,Dion LewisD. Lewis TEN,RB38,11,85,190,118.9,19.0,137.0,+29.0
109,,Trey BurtonT. Burton CHI,TE12,6,72,161,119.3,19.4,110.0,+1.0
Tier 8,
110,,Emmanuel SandersE. Sanders DEN,WR46,10,73,206,121.4,30.7,103.0,-7.0
111,,Mitch TrubiskyM. Trubisky CHI,QB15,6,103,167,121.6,14.2,112.0,+1.0
112,,Austin HooperA. Hooper ATL,TE13,9,69,173,122.2,19.2,95.0,-17.0
113,,Dak PrescottD. Prescott DAL,QB16,8,103,167,124.8,14.5,118.0,+5.0
114,,Lamar JacksonL. Jackson BAL,QB17,8,91,197,126.1,22.6,128.0,+14.0
115,,Vance McDonaldV. McDonald PIT,TE14,7,69,173,128.1,20.6,92.0,-23.0
116,,John BrownJ. Brown BUF,WR47,6,81,184,128.8,18.3,184.0,+68.0
117,,Ronald Jones IIR. Jones TB,RB39,7,83,177,130.3,25.7,144.0,+27.0
118,,Adam HumphriesA. Humphries TEN,WR48,11,75,189,131.7,28.3,157.0,+39.0
119,,Marquise GoodwinM. Goodwin SF,WR49,4,90,194,133.8,25.4,168.0,+49.0
120,,Ito SmithI. Smith ATL,RB40,9,80,186,134.7,21.7,125.0,+5.0
121,,Tom BradyT. Brady NE,QB18,10,105,159,135.0,15.4,116.0,-5.0
122,,DeSean JacksonD. Jackson PHI,WR50,10,90,231,135.8,27.5,160.0,+38.0
123,,Jimmy GaroppoloJ. Garoppolo SF,QB19,4,103,162,135.9,15.3,104.0,-19.0
124,,Geronimo AllisonG. Allison GB,WR51,11,48,226,136.0,38.2,148.0,+24.0
125,,Josh AllenJ. Allen BUF,QB20,6,91,167,137.2,21.1,115.0,-10.0
126,,Jack DoyleJ. Doyle IND,TE15,6,78,216,128.5,24.8,151.0,+25.0
127,,James WashingtonJ. Washington PIT,WR52,7,65,198,139.1,32.9,105.0,-22.0
128,,Greg OlsenG. Olsen CAR,TE16,7,106,180,139.6,18.6,181.0,+53.0
129,,Kirk CousinsK. Cousins MIN,QB21,12,103,162,139.8,17.6,107.0,-22.0
130,,Austin EkelerA. Ekeler LAC,RB41,12,93,188,140.7,25.9,111.0,-19.0
131,,Devin FunchessD. Funchess IND,WR53,6,64,206,130.7,35.6,123.0,-8.0
132,,Jordan ReedJ. Reed WAS,TE17,10,94,232,141.2,21.4,152.0,+20.0
133,,Kenny StillsK. Stills MIA,WR54,5,79,241,145.2,31.0,190.0,+57.0
134,,Kyle RudolphK. Rudolph MIN,TE18,12,106,236,145.9,23.5,127.0,-7.0
135,,Duke JohnsonD. Johnson CLE,RB42,7,112,195,136.6,21.3,150.0,+15.0
136,,Kareem HuntK. Hunt CLE,RB43,7,98,257,137.5,38.0,76.0,-60.0
137,,Carlos HydeC. Hyde KC,RB44,12,66,235,148.3,38.5,121.0,-16.0
138,,Josh JacobsJ. Jacobs OAK,RB45,6,19,333,103.5,93.6,60.0,-78.0
139,,DaeSean HamiltonD. Hamilton DEN,WR55,10,88,209,152.1,38.5,163.0,+24.0
140,,Jimmy GrahamJ. Graham GB,TE19,11,121,253,153.8,28.1,172.0,+32.0
141,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR56,11,102,240,155.4,27.9,176.0,+35.0
Tier 9,
142,,D'Onta ForemanD. Foreman HOU,RB46,10,110,199,157.7,26.6,126.0,-16.0
143,,Sam DarnoldS. Darnold NYJ,QB22,4,117,197,158.7,16.3,129.0,-14.0
144,,Chicago (CHI)CHI DST,DST1,6,122,152,140.7,2.6,108.0,-36.0
145,,Kenneth DixonK. Dixon BAL,RB47,8,98,351,151.5,57.9,261.0,+116.0
146,,Robert FosterR. Foster BUF,WR57,6,58,260,161.3,42.6,187.0,+41.0
147,,Rex BurkheadR. Burkhead NE,RB48,10,100,227,143.3,30.7,202.0,+55.0
148,,Jamison CrowderJ. Crowder NYJ,WR58,4,88,205,143.8,27.6,180.0,+32.0
149,,Tyrell WilliamsT. Williams OAK,WR59,6,86,262,165.5,46.0,136.0,-13.0
150,,Kyler MurrayK. Murray ARI,QB23,12,68,305,137.6,51.4,131.0,-19.0
151,,Derek CarrD. Carr OAK,QB24,6,125,241,167.4,15.2,146.0,-5.0
152,,Matthew StaffordM. Stafford DET,QB25,5,137,202,167.9,11.4,142.0,-10.0
153,,Jacksonville (JAC)JAC DST,DST2,10,125,165,152.0,7.4,161.0,+8.0
154,,Chris ThompsonC. Thompson WAS,RB49,10,83,246,163.1,25.5,174.0,+20.0
155,,Donte MoncriefD. Moncrief PIT,WR60,7,73,222,172.0,37.0,165.0,+10.0
156,,Peyton BarberP. Barber TB,RB50,7,75,295,173.6,39.5,159.0,+3.0
157,,Mike DavisM. Davis CHI,RB51,6,76,256,165.6,45.6,113.0,-44.0
158,,Mike GesickiM. Gesicki MIA,TE20,5,121,236,175.8,28.1,223.0,+65.0
159,,Adrian PetersonA. Peterson WAS,RB52,10,100,237,177.0,31.9,156.0,-3.0
160,,Jamaal WilliamsJ. Williams GB,RB53,11,115,258,168.4,29.8,154.0,-6.0
161,,Los Angeles (LAR)LAR DST,DST3,9,123,176,159.3,8.3,140.0,-21.0
162,,Baltimore (BAL)BAL DST,DST4,8,140,213,160.3,20.8,145.0,-17.0
163,,Minnesota (MIN)MIN DST,DST5,12,128,200,161.8,9.1,179.0,+16.0
164,,Andy DaltonA. Dalton CIN,QB26,9,127,229,181.9,18.6,194.0,+30.0
165,,Gus EdwardsG. Edwards BAL,RB54,8,104,277,167.0,50.1,224.0,+59.0
166,,C.J. AndersonC. Anderson DET,RB55,5,120,235,176.5,26.9,192.0,+26.0
167,,Elijah McGuireE. McGuire NYJ,RB56,4,93,275,157.7,37.0,259.0,+92.0
168,,Devante ParkerD. Parker MIA,WR61,5,82,216,168.8,24.2,191.0,+23.0
169,,Houston (HOU)HOU DST,DST6,10,130,211,168.8,12.2,166.0,-3.0
170,,Tyreek HillT. Hill KC,WR62,12,11,262,74.9,72.5,37.0,-133.0
171,,Dallas GoedertD. Goedert PHI,TE21,10,108,232,169.6,26.6,186.0,+15.0
172,,Marcus MariotaM. Mariota TEN,QB27,11,141,275,189.2,20.1,198.0,+26.0
173,,Mohamed SanuM. Sanu ATL,WR63,9,107,265,181.7,32.5,265.0,+92.0
174,,Tre'Quan SmithT. Smith NO,WR64,9,99,211,181.7,24.2,173.0,-1.0
175,,Quincy EnunwaQ. Enunwa NYJ,WR65,4,102,242,174.0,29.7,204.0,+29.0
176,,Marqise LeeM. Lee JAC,WR66,10,111,243,183.8,32.8,251.0,+75.0
177,,Cleveland (CLE)CLE DST,DST7,7,146,219,177.5,16.8,195.0,+18.0
178,,Antonio CallawayA. Callaway CLE,WR67,7,124,222,177.7,22.2,243.0,+65.0
179,,David MontgomeryD. Montgomery CHI,RB57,6,44,346,123.2,82.7,100.0,-79.0
180,,Taylor GabrielT. Gabriel CHI,WR68,6,129,226,188.6,20.6,268.0,+88.0
181,,Greg ZuerleinG. Zuerlein LAR,K1,9,134,179,171.7,2.3,149.0,-32.0
182,,Gerald EverettG. Everett LAR,TE22,9,127,273,184.4,34.6,245.0,+63.0
183,,Kalen BallageK. Ballage MIA,RB58,5,143,251,184.7,25.1,158.0,-25.0
184,,Los Angeles (LAC)LAC DST,DST8,12,131,342,184.7,49.3,169.0,-15.0
185,,Giovani BernardG. Bernard CIN,RB59,9,130,260,185.4,29.9,246.0,+61.0
Tier 10,
186,,Jaylen SamuelsJ. Samuels PIT,RB60,7,93,293,178.0,47.6,114.0,-72.0
187,,Stephen GostkowskiS. Gostkowski NE,K2,10,145,215,187.9,9.3,193.0,+6.0
188,,Albert WilsonA. Wilson MIA,WR69,5,107,268,188.7,40.2,208.0,+20.0
189,,John RossJ. Ross CIN,WR70,9,128,212,181.8,23.9,289.0,+100.0
190,,Justin TuckerJ. Tucker BAL,K3,8,139,204,183.6,9.4,175.0,-15.0
191,,New Orleans (NO)NO DST,DST9,9,136,213,194.4,12.7,188.0,-3.0
192,,Harrison ButkerH. Butker KC,K4,12,138,204,187.6,7.1,178.0,-14.0
193,,David MooreD. Moore SEA,WR71,11,124,240,205.8,21.2,299.0,+106.0
194,,Mark AndrewsM. Andrews BAL,TE23,8,133,281,198.8,38.0,218.0,+24.0
195,,Zay JonesZ. Jones BUF,WR72,6,113,263,199.8,26.6,201.0,+6.0
196,,Nick FolesN. Foles JAC,QB28,10,162,334,214.8,38.2,162.0,-34.0
197,,Denver (DEN)DEN DST,DST10,10,132,240,203.5,12.8,196.0,-1.0
198,,Buffalo (BUF)BUF DST,DST11,6,164,248,208.5,13.2,240.0,+42.0
199,,Tyler EifertT. Eifert CIN,TE24,9,136,260,204.5,39.6,228.0,+29.0
200,,New England (NE)NE DST,DST12,10,148,238,214.3,16.3,200.0,0.0
201,,Miles SandersM. Sanders PHI,RB61,10,61,144,105.6,22.8,124.0,-77.0
202,,Wil LutzW. Lutz NO,K5,9,140,249,207.8,15.3,183.0,-19.0
203,,Dallas (DAL)DAL DST,DST13,8,163,250,217.0,12.6,206.0,+3.0
204,,Hayden HurstH. Hurst BAL,TE25,8,139,305,217.2,37.7,252.0,+48.0
205,,Cameron BrateC. Brate TB,TE26,7,180,299,217.3,32.6,262.0,+57.0
206,,Frank GoreF. Gore BUF,RB62,6,115,356,219.3,46.6,302.0,+96.0
207,,Pittsburgh (PIT)PIT DST,DST14,7,143,279,232.6,24.9,287.0,+80.0
208,,Ka'imi FairbairnK. Fairbairn FA,K6,,149,287,211.8,21.4,182.0,-26.0
209,,Seattle (SEA)SEA DST,DST15,11,158,248,219.6,14.0,264.0,+55.0
210,,Jay AjayiJ. Ajayi FA,RB63,,100,280,176.8,52.6,253.0,+43.0
211,,Randall CobbR. Cobb DAL,WR73,8,137,285,215.4,34.2,230.0,+19.0
212,,Josh AdamsJ. Adams PHI,RB64,10,119,322,202.1,52.3,311.0,+99.0
213,,N'Keal HarryN. Harry NE,WR74,10,81,333,157.3,62.7,135.0,-78.0
214,,Jalen RichardJ. Richard OAK,RB65,6,93,271,202.9,37.1,207.0,-7.0
215,,Taywan TaylorT. Taylor TEN,WR75,11,196,311,226.6,29.0,342.0,+127.0
216,,Philadelphia (PHI)PHI DST,DST16,10,152,266,227.3,23.0,227.0,+11.0
217,,Mason CrosbyM. Crosby GB,K7,11,159,252,222.0,8.9,217.0,0.0
218,,Tennessee (TEN)TEN DST,DST17,11,156,306,230.1,23.1,269.0,+51.0
219,,Kansas City (KC)KC DST,DST18,12,142,344,243.1,38.6,219.0,0.0
220,,Nelson AgholorN. Agholor PHI,WR76,10,196,295,224.0,23.6,237.0,+17.0
221,,Josh ReynoldsJ. Reynolds LAR,WR77,9,203,290,224.1,19.4,306.0,+85.0
222,,Equanimeous St. BrownE. St. GB,WR78,11,113,298,225.3,29.3,300.0,+78.0
223,,Josh RosenJ. Rosen MIA,QB29,5,144,338,245.8,41.1,209.0,-14.0
224,,Jake ElliottJ. Elliott PHI,K8,10,153,235,227.3,5.2,225.0,+1.0
225,,Matt PraterM. Prater DET,K9,5,157,291,227.5,16.1,274.0,+49.0
226,,Brett MaherB. Maher DAL,K10,8,164,251,228.0,12.9,244.0,+18.0
227,,Josh DoctsonJ. Doctson WAS,WR79,10,175,285,229.6,21.8,273.0,+46.0
228,,Joe FlaccoJ. Flacco DEN,QB30,10,160,320,248.9,34.7,211.0,-17.0
229,,Eli ManningE. Manning NYG,QB31,11,169,333,243.4,32.8,233.0,+4.0
230,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,TE27,10,108,324,223.7,52.9,189.0,-41.0
Tier 11,
231,,Chase EdmondsC. Edmonds ARI,RB66,12,143,282,216.5,33.4,292.0,+61.0
232,,Ian ThomasI. Thomas CAR,TE28,7,173,270,234.7,27.0,203.0,-29.0
233,,Robbie GouldR. Gould SF,K11,4,152,299,236.8,18.1,214.0,-19.0
234,,Malcolm BrownM. Brown LAR,RB67,9,183,331,231.0,35.5,185.0,-49.0
235,,Indianapolis (IND)IND DST,DST19,6,180,279,244.4,21.7,215.0,-20.0
236,,Carolina (CAR)CAR DST,DST20,7,179,279,250.5,18.2,347.0,+111.0
237,,Demaryius ThomasD. Thomas NE,WR80,10,113,366,225.3,46.8,199.0,-38.0
238,,D.J. CharkD. Chark JAC,WR81,10,155,269,233.8,21.9,280.0,+42.0
239,,Ricky Seals-JonesR. Seals-Jones ARI,TE29,12,139,267,241.2,18.9,291.0,+52.0
240,,T.J. YeldonT. Yeldon BUF,RB68,6,149,282,200.0,33.1,177.0,-63.0
241,,Adam VinatieriA. Vinatieri IND,K12,6,165,308,244.6,17.2,255.0,+14.0
242,,Ted GinnT. Ginn NO,WR82,9,138,374,238.1,39.0,272.0,+30.0
243,,Aldrick RosasA. Rosas NYG,K13,11,166,296,251.0,26.0,275.0,+32.0
244,,Paul RichardsonP. Richardson WAS,WR83,10,194,285,238.4,20.6,349.0,+105.0
245,,Parris CampbellP. Campbell IND,WR84,6,107,349,193.1,60.9,212.0,-33.0
246,,Michael BadgleyM. Badgley LAC,K14,12,155,281,239.0,17.4,322.0,+76.0
247,,Theo RiddickT. Riddick DET,RB69,5,168,312,240.7,35.9,308.0,+61.0
248,,Willie SneadW. Snead BAL,WR85,8,181,285,243.3,25.2,307.0,+59.0
249,,Jason MyersJ. Myers SEA,K15,11,162,352,256.9,31.4,232.0,-17.0
250,,Graham GanoG. Gano CAR,K16,7,214,299,247.5,17.0,,
251,,Darrell HendersonD. Henderson LAR,RB70,9,76,378,202.3,93.5,138.0,-113.0
252,,A.J. BrownA. Brown TEN,WR86,11,128,301,203.1,44.1,153.0,-99.0
253,,Chris BoswellC. Boswell PIT,K17,7,174,300,267.3,28.6,,
254,,D.K. MetcalfD. Metcalf SEA,WR87,11,97,304,204.9,53.0,109.0,-145.0
255,,Atlanta (ATL)ATL DST,DST21,9,176,308,259.1,30.3,290.0,+35.0
256,,Noah FantN. Fant DEN,TE30,10,121,290,196.3,52.2,147.0,-109.0
257,,Danny AmendolaD. Amendola DET,WR88,5,174,341,259.8,43.1,328.0,+71.0
258,,Ryan SuccopR. Succop TEN,K18,11,170,300,266.5,27.5,357.0,+99.0
259,,Spencer WareS. Ware IND,RB71,6,134,283,212.0,45.8,338.0,+79.0
260,,Corey ClementC. Clement PHI,RB72,10,188,293,255.3,27.3,388.0,+128.0
261,,Jordan WilkinsJ. Wilkins IND,RB73,6,177,315,248.9,26.3,352.0,+91.0
262,,Keelan ColeK. Cole JAC,WR89,10,212,274,257.3,13.7,353.0,+91.0
263,,T.J. HockensonT. Hockenson DET,TE31,5,78,319,189.8,56.4,134.0,-129.0
264,,Chris ConleyC. Conley JAC,WR90,10,203,305,258.5,20.5,393.0,+129.0
265,,Dwayne HaskinsD. Haskins WAS,QB32,10,172,333,245.9,48.9,210.0,-55.0
266,,Justin JacksonJ. Jackson LAC,RB74,12,199,326,253.8,23.5,314.0,+48.0
267,,Isaiah CrowellI. Crowell OAK,RB75,6,98,244,177.7,28.0,155.0,-112.0
268,,Marquise BrownM. Brown BAL,WR91,8,148,356,222.7,60.1,164.0,-104.0
269,,Arizona (ARI)ARI DST,DST22,12,154,346,269.6,41.8,397.0,+128.0
270,,Mecole HardmanM. Hardman KC,WR92,12,65,262,185.6,40.1,229.0,-41.0
271,,Green Bay (GB)GB DST,DST23,11,157,307,271.5,39.6,266.0,-5.0
272,,Dan BaileyD. Bailey MIN,K19,12,233,302,271.8,20.9,271.0,-1.0
273,,Cole BeasleyC. Beasley BUF,WR93,6,141,345,266.3,30.1,298.0,+25.0
274,,Trey QuinnT. Quinn WAS,WR94,10,113,293,221.9,42.9,294.0,+20.0
275,,Doug MartinD. Martin FA,RB76,,149,328,227.4,54.0,331.0,+56.0
Tier 12,
276,,Michael CrabtreeM. Crabtree FA,WR95,,197,302,241.1,26.9,332.0,+56.0
277,,Devin SingletaryD. Singletary BUF,RB77,6,130,364,231.2,74.5,171.0,-106.0
278,,Case KeenumC. Keenum WAS,QB33,10,175,329,277.9,34.1,258.0,-20.0
279,,Chris HoganC. Hogan CAR,WR96,7,234,296,266.8,20.1,312.0,+33.0
280,,Nick VannettN. Vannett SEA,TE32,11,225,347,268.3,26.4,376.0,+96.0
281,,Jake ButtJ. Butt DEN,TE33,10,236,344,268.8,23.5,411.0,+130.0
282,,Phillip DorsettP. Dorsett NE,WR97,10,155,371,275.7,44.1,304.0,+22.0
283,,Josh LamboJ. Lambo JAC,K20,10,176,324,283.2,29.5,,
284,,Matt BryantM. Bryant FA,K21,,215,308,249.7,29.3,297.0,+13.0
285,,Damien HarrisD. Harris NE,RB78,10,132,381,250.6,63.3,141.0,-144.0
286,,Deebo SamuelD. Samuel SF,WR98,4,113,332,203.5,58.5,170.0,-116.0
287,,Greg JosephG. Joseph CLE,K22,7,150,320,274.3,42.2,263.0,-24.0
288,,Brandon McManusB. McManus DEN,K23,10,186,298,280.2,16.9,,
289,,Washington (WAS)WAS DST,DST24,10,145,318,285.5,49.4,446.0,+157.0
290,,Andy IsabellaA. Isabella ARI,WR99,12,99,348,221.3,68.6,234.0,-56.0
291,,Cordarrelle PattersonC. Patterson CHI,WR100,6,100,335,276.6,34.3,407.0,+116.0
