Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,Davante AdamsD. Adams GB,,2,6,2.5,0.7
3,,DeAndre HopkinsD. Hopkins ARI,,2,15,3.3,1.2
4,,Julio JonesJ. Jones ATL,,2,7,4.0,0.9
Tier 2,
5,,Tyreek HillT. Hill KC,,2,8,4.9,1.0
6,,Chris GodwinC. Godwin TB,,3,7,5.4,0.9
7,,Mike EvansM. Evans TB,,6,19,9.0,2.3
8,,Amari CooperA. Cooper DAL,,7,17,9.5,2.5
Tier 3,
9,,Kenny GolladayK. Golladay DET,,6,22,10.3,3.9
10,,Allen RobinsonA. Robinson CHI,,8,18,11.6,2.5
11,,D.J. MooreD. Moore CAR,,8,18,12.0,2.9
12,,Odell Beckham Jr.O. Beckham CLE,,6,21,12.3,3.0
13,,Keenan AllenK. Allen LAC,,10,31,14.8,4.1
14,,Courtland SuttonC. Sutton DEN,,8,24,15.0,3.3
15,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,7,31,15.2,4.4
16,,Cooper KuppC. Kupp LAR,,6,26,16.2,4.7
Tier 4,
17,,Adam ThielenA. Thielen MIN,,7,31,16.9,4.8
18,,A.J. BrownA. Brown TEN,,8,26,17.5,4.1
19,,DeVante ParkerD. Parker MIA,,13,29,20.1,3.7
20,,Calvin RidleyC. Ridley ATL,,12,27,20.2,3.7
21,,Robert WoodsR. Woods LAR,,13,29,20.6,3.6
22,,Stefon DiggsS. Diggs BUF,,10,33,21.4,3.8
23,,Tyler LockettT. Lockett SEA,,11,35,22.6,4.2
24,,T.Y. HiltonT. Hilton IND,,14,33,23.4,4.2
Tier 5,
25,,D.J. CharkD. Chark JAC,,16,31,25.0,3.6
26,,A.J. GreenA. Green CIN,,12,36,25.3,6.1
27,,D.K. MetcalfD. Metcalf SEA,,20,34,26.0,2.6
28,,Terry McLaurinT. McLaurin WAS,,19,34,26.7,3.2
29,,Michael GallupM. Gallup DAL,,21,36,29.9,3.6
30,,Jarvis LandryJ. Landry CLE,,18,40,30.0,2.9
31,,Julian EdelmanJ. Edelman NE,,20,46,30.8,4.0
32,,Deebo SamuelD. Samuel SF,,20,35,31.2,2.9
33,,Tyler BoydT. Boyd CIN,,23,39,32.0,2.8
34,,Will FullerW. Fuller HOU,,25,61,35.7,5.5
Tier 6,
35,,John BrownJ. Brown BUF,,31,45,37.2,4.0
36,,Marquise BrownM. Brown BAL,,30,47,38.0,3.2
37,,Christian KirkC. Kirk ARI,,26,56,38.9,4.3
38,,Sterling ShepardS. Shepard NYG,,31,53,40.2,3.3
39,,Marvin JonesM. Jones DET,,32,59,40.9,4.4
40,,Emmanuel SandersE. Sanders NO,,30,54,42.6,4.0
41,,Mike WilliamsM. Williams LAC,,34,57,42.7,4.5
42,,Jamison CrowderJ. Crowder NYJ,,30,55,42.9,6.2
43,,Brandin CooksB. Cooks HOU,,17,60,43.4,7.7
44,,Anthony MillerA. Miller CHI,,31,56,44.2,4.8
45,,Alshon JefferyA. Jeffery PHI,,32,69,44.7,6.0
46,,Darius SlaytonD. Slayton NYG,,30,58,45.0,5.5
47,,Robby AndersonR. Anderson CAR,,36,55,45.1,4.5
48,,Diontae JohnsonD. Johnson PIT,,37,62,48.0,5.9
49,,Preston WilliamsP. Williams MIA,,40,62,51.0,4.1

50,,Curtis SamuelC. Samuel CAR,,40,74,51.1,5.1
51,,Golden TateG. Tate NYG,,34,65,51.8,3.9
Tier 7,
52,,Sammy WatkinsS. Watkins KC,,43,60,54.3,3.8
53,,Breshad PerrimanB. Perriman NYJ,,28,82,56.2,7.5
54,,Mecole HardmanM. Hardman KC,,44,66,56.9,5.9
55,,Dede WestbrookD. Westbrook JAC,,46,76,57.2,6.3
56,,John RossJ. Ross CIN,,43,77,58.9,6.3
57,,Tyrell WilliamsT. Williams LV,,51,79,59.0,5.2
58,,Hunter RenfrowH. Renfrow LV,,41,74,59.6,8.1
59,,Kenny StillsK. Stills HOU,,42,77,62.4,7.6
60,,N'Keal HarryN. Harry NE,,46,75,60.3,6.2
61,,James WashingtonJ. Washington PIT,,51,70,63.4,4.0
62,,DeSean JacksonD. Jackson PHI,,43,70,58.8,6.7
63,,Larry FitzgeraldL. Fitzgerald ARI,,48,74,63.4,5.5
64,,Cole BeasleyC. Beasley BUF,,45,76,63.9,6.9
65,,Parris CampbellP. Campbell IND,,51,72,64.2,4.8
66,,Corey DavisC. Davis TEN,,43,74,62.9,5.6
67,,Allen LazardA. Lazard GB,,50,81,70.9,5.7
68,,Randall CobbR. Cobb HOU,,42,76,65.5,7.3
Tier 8,
69,,Mohamed SanuM. Sanu NE,,56,114,73.2,10.3
70,,Danny AmendolaD. Amendola DET,,62,111,76.1,8.6
71,,Albert WilsonA. Wilson MIA,,52,110,75.7,8.6
72,,Andy IsabellaA. Isabella ARI,,68,87,74.0,4.6
73,,Chris ConleyC. Conley JAC,,59,82,74.1,3.5
74,,Devin FunchessD. Funchess GB,,53,97,79.2,8.5

75,,Tre'Quan SmithT. Smith NO,,63,99,78.0,5.8
76,,Zach PascalZ. Pascal IND,,68,105,86.6,10.0
77,,Miles BoykinM. Boykin BAL,,65,102,86.2,8.9
78,,Nelson AgholorN. Agholor LV,,68,103,81.5,6.9
79,,Auden TateA. Tate CIN,,71,93,81.7,5.8
80,,Kelvin HarmonK. Harmon WAS,,68,99,82.3,7.7
81,,DaeSean HamiltonD. Hamilton DEN,,71,113,85.4,8.3
82,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,73,101,86.5,6.7
Tier 9,
83,,Jalen HurdJ. Hurd SF,,66,105,89.2,7.0
84,,Josh ReynoldsJ. Reynolds LAR,,57,122,91.8,15.1
85,,Jakobi MeyersJ. Meyers NE,,67,102,89.6,6.8
86,,Adam HumphriesA. Humphries TEN,,76,104,89.9,6.2
87,,Taylor GabrielT. Gabriel FA,,67,115,85.0,12.1
88,,David MooreD. Moore SEA,,78,121,90.3,9.2
89,,Demarcus RobinsonD. Robinson KC,,72,110,91.1,8.1
90,,Willie SneadW. Snead BAL,,76,141,94.7,13.0
91,,Phillip DorsettP. Dorsett SEA,,76,110,92.6,7.7
92,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,78,139,92.6,12.9
93,,Antonio BrownA. Brown FA,,38,112,83.8,16.8
94,,Steven SimsS. Sims WAS,,69,112,90.9,12.2
95,,Russell GageR. Gage ATL,,72,114,97.3,10.2
96,,Keke CouteeK. Coutee HOU,,70,144,93.9,13.2
97,,CeeDee LambC. Lamb FA,,30,116,58.8,27.1
98,,Greg WardG. Ward PHI,,78,126,99.2,10.3
99,,Jerry JeudyJ. Jeudy FA,,31,117,60.7,27.2

100,,Keelan ColeK. Cole JAC,,92,120,100.6,6.4
101,,Kendrick BourneK. Bourne SF,,85,116,104.9,6.0
102,,Geronimo AllisonG. Allison DET,,89,128,102.7,8.1
103,,Demaryius ThomasD. Thomas FA,,83,131,103.5,11.9
104,,Ted GinnT. Ginn NO,,82,133,107.2,9.7
105,,Dante PettisD. Pettis SF,,78,120,106.2,5.9
106,,Henry Ruggs IIIH. Ruggs FA,,51,120,76.4,21.1
107,,Justin WatsonJ. Watson TB,,93,115,105.6,5.6
108,,Marquise GoodwinM. Goodwin SF,,84,121,109.9,5.0
109,,Tee HigginsT. Higgins FA,,57,118,77.6,22.2
110,,Justin JeffersonJ. Jefferson FA,,37,119,79.2,23.2
111,,Zay JonesZ. Jones LV,,83,152,111.7,11.3
Tier 10,
112,,KeeSean JohnsonK. Johnson ARI,,80,140,109.8,11.5
113,,Quincy EnunwaQ. Enunwa NYJ,,82,123,112.1,5.4
114,,Josh GordonJ. Gordon FA,,61,134,110.7,14.2
115,,Paul Richardson Jr.P. Richardson FA,,100,148,115.0,11.2
