"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"Jared Cook","NOS","TE",121,152.3,18.5,192,11,17,2.4,26,48,90.7,,,,,19.3,142,4,8.5,2.1,14,62,75.5,3.9,79,6,8.6,0.9,10,2019-08-18
"LilJordan Humphrey","NOS","WR",,,,,115,156.8,22.7,183,,,32,61,11.5,80,,,69,163.5,58.3,224,,,,,,,,,2019-08-18
"Demario Davis","NOS","LB",,,,,,,,,32,48.4,,,,,19.5,87,13,23.1,3.2,45,,,,,,,,,2019-08-18
"Chauncey Gardner-Johnson","NOS","DB",,,,,,,,,,,,,,,,,34,88.5,82.7,231,,,,,,,,,2019-08-18
"Keith Kirkwood","NOS","WR",227,274.7,22.2,316,90,116.3,15.4,156,212,317.1,,,,,39.7,390,87,112.9,15.1,179,198,212.7,15.4,247,101,106.4,5.2,119,2019-08-18
"Malcom Brown","NOS","DL",,,,,,,,,,,,,,,,,78,82,4,86,,,,,,,,,2019-08-18
"Dan Arnold","NOS","TE",305,342.7,41.8,401,40,53.7,7.1,64,336,373.5,,,,,37.5,411,52,67.4,10.4,89,,,,,39,44.5,5.5,50,2019-08-18
"Alvin Kamara","NOS","RB",2,4.8,1.3,8,2,3.1,0.5,4,1,3,,,,,1.1,8,1,2.8,0.9,6,1,4.5,1.1,11,1,3.7,0.7,7,2019-08-18
"New Orleans","NOS","DST",197,246.6,41.9,296,8,10.6,0.8,12,140,183.7,,,,,14.8,249,1,9.8,2.3,16,,,,,7,8.7,1.2,10,2019-08-18
"AJ Klein","NOS","LB",,,,,,,,,,,,,,,,,70,77.7,5.4,82,,,,,,,,,2019-08-18
"Wil Lutz","NOS","K",210,275.4,26.1,315,4,5.2,1,11,173,189.6,,,,,11.4,253,2,4.7,0.9,7,,,,,2,5.5,3.8,12,2019-08-18
"TreQuan Smith","NOS","WR",84,120.4,21.2,176,41,56.7,7.5,80,74,180.7,,,,,35.3,277,33,68,8.8,95,115,120.2,3.7,138,60,64.1,3.4,72,2019-08-18
"Vonn Bell","NOS","DB",,,,,,,,,75,507.5,,,,,432.5,940,23,38.3,10.6,64,,,,,,,,,2019-08-18
"Eli Apple","NOS","DB",,,,,,,,,,,,,,,,,35,57.5,18.7,87,,,,,,,,,2019-08-18
"Michael Thomas","NOS","WR",3,8.2,1.1,11,2,3.9,0.8,6,4,10.5,,,,,2.6,20,1,4.2,1.3,9,6,8.5,1.5,10,1,3.3,0.7,4,2019-08-18
"Cameron Jordan","NOS","DL",,,,,,,,,2,20.5,,,,,8.4,145,2,6.8,1.5,9,,,,,,,,,2019-08-18
"Teddy Bridgewater","NOS","QB",221,272.4,38.7,350,31,35.9,2.5,40,268,330.7,,,,,31.2,397,35,41.4,4.8,56,,,,,44,44.5,0.5,45,2019-08-18
"Zach Line","NOS","RB",,,,,,,,,289,320.5,,,,,31.5,352,96,110.5,14.5,125,,,,,,,,,2019-08-18
"Latavius Murray","NOS","RB",71,124.8,22.4,186,27,41.3,5.2,69,27,76.4,,,,,12.3,138,14,31.9,3.6,52,60,96.3,14.9,122,21,33.9,5.3,54,2019-08-18
"Josh Hill","NOS","TE",,,,,46,69.3,13.9,82,310,333.8,,,,,15.8,353,42,57.7,6.8,72,,,,,,,,,2019-08-18
"Simmie Cobbs","NOS","WR",,,,,150,169.8,15,192,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Marcus Davenport","NOS","DL",,,,,,,,,35,138.8,,,,,114.2,332,18,33.6,8.3,71,,,,,,,,,2019-08-18
"Drew Brees","NOS","QB",112,150.5,18.7,200,13,20.4,2.4,24,62,106.8,,,,,26.9,285,3,11.1,3.5,23,,,,,1,6.9,4.3,17,2019-08-18
"Ted Ginn","NOS","WR",234,265.4,13.8,285,97,108.7,9.2,134,136,236.3,,,,,43.9,379,56,84.3,11.6,123,127,165.3,3.8,172,67,82.6,6.8,90,2019-08-18
"Sheldon Rankins","NOS","DL",,,,,,,,,,,,,,,,,47,81.8,51.9,185,,,,,,,,,2019-08-18
"Marshon Lattimore","NOS","DB",,,,,,,,,,,,,,,,,35,43,6.6,85,,,,,,,,,2019-08-18
"Dwayne Washington","NOS","RB",,,,,104,118.4,9.9,131,327,346,,,,,23.3,376,105,117.4,10.5,137,,,,,,,,,2019-08-18
"Jacquizz Rodgers","NOS","RB",,,,,115,121.5,6.5,128,327,328,,,,,1,329,106,128,11.6,140,,,,,,,,,2019-08-18
"Emmanuel Butler","NOS","WR",,,,,112,138.7,24.9,172,253,295,39,62,15.2,81,42,337,114,156.6,34.4,222,,,,,,,,,2019-08-18
"Austin Carr","NOS","WR",,,,,,,,,343,355.5,,,,,12.5,368,114,156.3,19.2,190,,,,,,,,,2019-08-18
"Alex Anzalone","NOS","LB",,,,,,,,,,,,,,,,,46,63.2,10.3,76,,,,,,,,,2019-08-18
"Taysom Hill","NOS","QB",267,309,42,351,45,50.2,4.1,57,248,308.4,,,,,33.7,408,33,39.2,6.6,72,,,,,37,40,3,43,2019-08-18
"Alize Mack","NOS","TE",298,306,8,314,31,53.8,12.1,76,,,51,70.7,17,94,,,49,88.4,28,115,,,,,,,,,2019-08-18
"Devine Ozigbo","NOS","RB",205,290.3,62.3,379,71,89.3,10.5,102,232,350.4,38,49.3,9.9,69,36.1,393,77,114.2,19.8,163,,,,,,,,,2019-08-18
"Cody Latimer","NYG","WR",206,279,51.6,316,86,128.3,27.7,162,156,278,,,,,29.8,340,64,122.5,21.4,158,,,,,,,,,2019-08-18
"Janoris Jenkins","NYG","DB",,,,,,,,,,,,,,,,,36,53.3,13.9,70,,,,,,,,,2019-08-18
"Saquon Barkley","NYG","RB",1,1.4,0.8,5,1,1.2,0.4,3,1,1.6,,,,,0.9,5,1,1.6,0.8,4,1,2.3,0.5,9,1,2.1,0.6,6,2019-08-18
"Evan Engram","NYG","TE",27,58.8,9.4,90,2,4.7,0.8,8,22,55.9,,,,,11.8,106,2,5.1,1.2,11,55,56.7,0.7,57,2,5.7,0.5,6,2019-08-18
"Dalvin Tomlinson","NYG","DL",,,,,,,,,,,,,,,,,75,82.7,10.1,97,,,,,,,,,2019-08-18
"Tae Davis","NYG","LB",,,,,,,,,,,,,,,,,64,91.7,21,115,,,,,,,,,2019-08-18
"Dexter Lawrence","NYG","DL",,,,,,,,,,,,,,,,,79,98.5,19.5,118,,,,,,,,,2019-08-18
"Kyle Lauletta","NYG","QB",,,,,56,62,6,68,,,,,,,,,46,62.5,12.1,75,,,,,,,,,2019-08-18
"Scott Simonson","NYG","TE",,,,,,,,,,,,,,,,,77,84,5.6,95,,,,,,,,,2019-08-18
"Oshane Ximines","NYG","DL",,,,,,,,,,,,,,,,,69,117.5,48.5,166,,,,,,,,,2019-08-18
"Corey Coleman","NYG","WR",271,313.2,34.6,355,105,130.9,17.5,159,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Paul Perkins","NYG","RB",,,,,96,111.3,12.1,125,209,339.4,,,,,27.4,393,69,114.9,14.6,144,,,,,,,,,2019-08-18
"BJ Goodson","NYG","LB",,,,,,,,,,,,,,,,,65,97.3,22.4,127,,,,,,,,,2019-08-18
"Elijhaa Penny","NYG","RB",,,,,116,121.5,5.5,127,278,334,,,,,37.3,381,91,126.4,11.4,139,,,,,,,,,2019-08-18
"Markus Golden","NYG","DL",,,,,,,,,,,,,,,,,40,113.5,73.5,187,,,,,,,,,2019-08-18
"Rod Smith","NYG","RB",181,251.2,40.8,290,87,107.8,15.8,137,214,299.6,,,,,32,362,70,96.7,11.8,154,,,,,90,93,2.2,96,2019-08-18
"New York","NYG","DST",314,340,26,366,20,26,1.3,28,171,315.9,,,,,26.8,355,16,27.4,2.1,32,,,,,29,29.5,0.5,30,2019-08-18
"Alec Ogletree","NYG","LB",,,,,,,,,10,42.5,,,,,10.9,82,6,21.3,4,30,,,,,,,,,2019-08-18
"Golden Tate","NYG","WR",108,122.9,13,157,32,53.5,5.6,68,74,121.5,,,,,28.7,231,32,49.8,9.4,92,,,,,,,,,2019-08-18
"Markus Golden","NYG","LB",,,,,,,,,,,,,,,,,69,121.5,52.5,174,,,,,,,,,2019-08-18
"Sterling Shepard","NYG","WR",64,88.8,11.5,137,25,41.7,6.2,55,55,87.7,,,,,15,139,25,37.1,5.6,58,53,59.3,4.5,65,31,34.3,1.8,37,2019-08-18
"Deandre Baker","NYG","DB",,,,,,,,,,,,,,,,,43,86,30.4,108,,,,,,,,,2019-08-18
"BJ Hill","NYG","DL",,,,,,,,,,,,,,,,,20,46.8,14.3,63,,,,,,,,,2019-08-18
"Russell Shepard","NYG","WR",,,,,160,170,10,180,356,364,,,,,8,375,118,157.7,24.2,196,,,,,,,,,2019-08-18
"TJ Jones","NYG","WR",,,,,,,,,,,,,,,,,148,172,24,196,,,,,,,,,2019-08-18
"Daniel Jones","NYG","QB",184,220.5,27.9,298,22,30.3,3,39,165,280.7,26,36.9,5.8,51,40,404,28,34.8,3.2,55,,,,,36,36,0,36,2019-08-18
"Darius Slayton","NYG","WR",251,289.3,36.4,337,106,131.6,26.3,180,250,337.5,32,51.2,12.2,81,34.9,375,95,134.3,18.8,170,,,,,,,,,2019-08-18
"Jabrill Peppers","NYG","DB",,,,,,,,,33,92.3,,,,,49.4,154,14,26.2,7.5,92,,,,,,,,,2019-08-18
"Bennie Fowler","NYG","WR",,,,,,,,,318,350.5,,,,,32.5,383,123,154.3,14.6,172,,,,,,,,,2019-08-18
"Aldrick Rosas","NYG","K",,,,,16,24,8,32,153,276,,,,,28,332,13,18.6,3.8,32,,,,,15,21.3,5.5,30,2019-08-18
"Rhett Ellison","NYG","TE",,,,,,,,,287,342.5,,,,,45.8,394,39,59.5,9.7,81,,,,,,,,,2019-08-18
"Lorenzo Carter","NYG","LB",,,,,,,,,,,,,,,,,77,84,7,91,,,,,,,,,2019-08-18
"CJ Conrad","NYG","TE",,,,,,,,,,,69,85,10.3,95,,,44,93,35.5,127,,,,,,,,,2019-08-18
"Antoine Bethea","NYG","DB",,,,,,,,,18,55.1,,,,,14.3,79,5,13.9,3,31,,,,,,,,,2019-08-18
"Eli Manning","NYG","QB",238,300.9,20.3,341,33,37.6,3,45,160,242.4,,,,,19.3,315,26,30.6,1.5,35,,,,,27,28,1,31,2019-08-18
"Wayne Gallman","NYG","RB",247,303,44.6,376,77,91.3,6.2,99,223,275,,,,,31.4,361,74,88,8.6,116,,,,,71,79.3,4.4,85,2019-08-18
"Jamison Crowder","NYJ","WR",100,169.7,22.6,216,46,68.7,9.7,87,88,134.5,,,,,26.2,234,36,54.3,8.3,87,81,92.8,10.8,135,43,51.3,6.2,71,2019-08-18
"Sam Darnold","NYJ","QB",105,128.5,10.9,162,12,16.8,2.4,23,113,174.7,,,,,24.2,295,13,23.4,2.2,30,,,,,24,26.9,1.6,30,2019-08-18
"Henry Anderson","NYJ","DL",,,,,,,,,,,,,,,,,45,60.5,9.4,70,,,,,,,,,2019-08-18
"New York","NYJ","DST",175,269,94,363,15,19.8,2.9,22,178,299.2,,,,,33.3,355,10,23.4,3.6,31,,,,,4,7,2.4,10,2019-08-18
"Bilal Powell","NYJ","RB",,,,,86,105.2,12.7,122,226,287.4,,,,,41.5,373,68,93.1,12.5,131,,,,,59,94.8,1.7,97,2019-08-18
"Jalin Moore","NYJ","RB",,,,,,,,,,,75,85,9.1,98,,,,,,,,,,,,,,,2019-08-18
"Deontay Burnett","NYJ","WR",,,,,153,168,10.7,177,,,,,,,,,140,167.3,15.8,189,,,,,,,,,2019-08-18
"Avery Williamson","NYJ","LB",,,,,,,,,12,56.6,,,,,10.5,76,9,34.9,6.9,49,,,,,,,,,2019-08-18
"Leonard Williams","NYJ","DL",,,,,,,,,41,177.5,,,,,136.5,314,17,46.6,6.7,61,,,,,,,,,2019-08-18
"Josh Bellamy","NYJ","WR",,,,,147,166,13.6,178,,,,,,,,,133,156.5,15.1,182,,,,,,,,,2019-08-18
"Davis Webb","NYJ","QB",,,,,57,59.5,2.5,62,,,,,,,,,58,69.3,8.1,77,,,,,,,,,2019-08-18
"Trevor Siemian","NYJ","QB",,,,,53,58,3.6,61,,,,,,,,,44,55.2,4.6,62,,,,,,,,,2019-08-18
"Ryan Griffin","NYJ","TE",,,,,60,67.3,7.7,78,348,352,,,,,4,356,47,58.5,6.1,68,,,,,,,,,2019-08-18
"Quincy Enunwa","NYJ","WR",118,171.6,21.4,276,47,75.4,10.9,100,108,181.8,,,,,37.8,300,45,68.2,10.1,100,125,131.3,4.7,160,66,71,4.5,82,2019-08-18
"Trenton Cannon","NYJ","RB",226,293,42.7,334,73,106.6,14.3,126,245,313.6,,,,,35,368,81,100.5,11.7,131,,,,,82,88.3,4.1,95,2019-08-18
"Jamal Adams","NYJ","DB",,,,,,,,,11,13.3,,,,,1.6,27,1,1.6,1.2,4,,,,,,,,,2019-08-18
"Deonte Thompson","NYJ","WR",,,,,,,,,,,,,,,,,119,142,23,165,,,,,,,,,2019-08-18
"Blake Cashman","NYJ","LB",,,,,,,,,,,,,,,,,50,124.3,97.4,262,,,,,,,,,2019-08-18
"Daniel Brown","NYJ","TE",,,,,,,,,,,,,,,,,42,50.5,8.5,59,,,,,,,,,2019-08-18
"Elijah McGuire","NYJ","RB",131,203.9,42,317,50,74.3,11.7,99,114,208.2,,,,,44.2,295,44,71.5,13.6,114,153,182.2,4.8,192,48,62.7,8,82,2019-08-18
"CJ Mosley","NYJ","LB",,,,,,,,,3,11.3,,,,,3,18,2,7.2,2.1,11,,,,,,,,,2019-08-18
"Neville Hewitt","NYJ","LB",,,,,,,,,,,,,,,,,31,70.7,39.8,125,,,,,,,,,2019-08-18
"Brian Poole","NYJ","DB",,,,,,,,,,,,,,,,,56,160.5,104.5,265,,,,,,,,,2019-08-18
"Ty Montgomery","NYJ","RB",186,278.5,48.9,371,60,80.1,11.2,96,102,229,,,,,54.7,349,42,74.4,12.8,101,,,,,71,84.8,3.3,90,2019-08-18
"Greg Dortch","NYJ","WR",,,,,166,168,2,170,266,295,40,70,12.8,87,22.9,322,90,117.8,16.1,135,,,,,,,,,2019-08-18
"Luke Falk","NYJ","QB",,,,,49,52.5,3.5,56,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Eric Tomlinson","NYJ","TE",,,,,,,,,,,,,,,,,57,79.3,18.7,111,,,,,,,,,2019-08-18
"Trevon Wesco","NYJ","TE",,,,,65,68,4.2,74,293,334.5,76,84.8,7.9,94,41.5,376,43,75.4,24,109,,,,,,,,,2019-08-18
"Quinnen Williams","NYJ","DL",,,,,,,,,,,,,,,,,30,70.2,57.9,198,,,,,,,,,2019-08-18
"Charone Peake","NYJ","WR",,,,,,,,,,,,,,,,,143,166.2,18.2,188,,,,,,,,,2019-08-18
"LeVeon Bell","NYJ","RB",18,23.4,4.2,37,7,11.8,1.9,16,5,14.4,,,,,5.7,40,5,7.6,2.3,17,8,14.2,9.1,37,5,7.6,2.5,14,2019-08-18
"Robby Anderson","NYJ","WR",52,83.9,16.5,108,22,37.1,7,67,35,70.5,,,,,12.5,110,17,30.1,4.8,45,46,53.2,5,80,26,32.1,4.7,43,2019-08-18
"Trumaine Johnson","NYJ","DB",,,,,,,,,,,,,,,,,58,68,9.6,81,,,,,,,,,2019-08-18
"Taylor Bertolet","NYJ","K",,,,,,,,,,,,,,,,,18,31.1,3,37,,,,,,,,,2019-08-18
"Jordan Jenkins","NYJ","LB",,,,,,,,,,,,,,,,,86,99,12,115,,,,,,,,,2019-08-18
"Chris Herndon","NYJ","TE",120,142.6,15.8,181,8,14.2,2.4,19,116,201.8,,,,,50.3,352,11,20.9,3.8,36,,,,,,,,,2019-08-18
"Marcus Maye","NYJ","DB",,,,,,,,,,,,,,,,,31,91,80,204,,,,,,,,,2019-08-18
"Antonio Brown","OAK","WR",14,25.1,4.6,38,7,13.2,3.3,20,11,23.3,,,,,6.2,45,5,10.3,3,23,10,17.2,1.9,26,4,7.4,1.4,14,2019-08-18
"Ryan Grant","OAK","WR",273,317.3,31.5,343,106,138,13.8,154,217,313,,,,,35,384,74,112.1,15,158,180,199.5,2.7,203,94,101.2,1.3,103,2019-08-18
"Hunter Renfrow","OAK","WR",236,289.2,10.4,307,91,112.4,11.2,133,97,268.1,26,46.1,5.4,55,65.4,382,42,100.2,20.6,144,,,,,,,,,2019-08-18
"Karl Joseph","OAK","DB",,,,,,,,,28,167,,,,,139,306,5,69.7,65.2,159,,,,,,,,,2019-08-18
"Doug Martin","OAK","RB",224,281.1,19.8,325,67,85,7.7,97,140,234.8,,,,,34.6,351,53,75.9,8.5,104,211,211.5,0.5,212,70,80.3,6.3,87,2019-08-18
"Daniel Carlson","OAK","K",,,,,21,22.2,1.9,28,157,310.5,,,,,37.1,353,13,25.3,2.9,31,,,,,18,22.5,2.7,25,2019-08-18
"Jalen Richard","OAK","RB",125,214.7,38.3,282,49,67,9.8,82,102,177.3,,,,,32.9,261,42,61.4,8.1,78,157,200.2,9.7,210,51,66.7,3.8,72,2019-08-18
"Derek Carr","OAK","QB",127,182.9,24.8,222,18,26.1,2.5,30,113,190.5,,,,,24.5,298,19,24.9,1.8,30,,,,,23,24.9,1.2,28,2019-08-18
"Marcell Ateman","OAK","WR",,,,,127,143,10.2,154,,,,,,,,,129,147.4,12.2,171,,,,,,,,,2019-08-18
"Dwayne Harris","OAK","WR",,,,,,,,,,,,,,,,,173,180.8,9.1,196,,,,,,,,,2019-08-18
"Derek Carrier","OAK","TE",,,,,,,,,,,,,,,,,69,93.8,6.3,101,,,,,,,,,2019-08-18
"Luke Willson","OAK","TE",,,,,52,67.4,6.1,73,294,344.2,,,,,23.1,389,32,47.2,11.4,73,191,206.3,21.7,237,33,40,9.9,54,2019-08-18
"Daryl Worley","OAK","DB",,,,,,,,,,,,,,,,,72,91.5,19.5,111,,,,,,,,,2019-08-18
"Darren Waller","OAK","TE",125,237.2,24.5,264,15,33.3,6.1,45,120,235.3,,,,,57.3,366,12,24.7,6.8,54,,,,,21,25.5,4.5,30,2019-08-18
"Mike Glennon","OAK","QB",,,,,,,,,,,,,,,,,51,58.7,4.4,69,,,,,,,,,2019-08-18
"Oakland","OAK","DST",303,337.5,34.5,372,29,30,0.8,31,295,333.5,,,,,13.7,355,26,31.3,1.2,33,,,,,11,16.3,6.2,25,2019-08-18
"Keelan Doss","OAK","WR",,,,,,,,,,,76,80,4,84,,,136,184,41.9,238,,,,,,,,,2019-08-18
"Clelin Ferrell","OAK","DL",,,,,,,,,,,,,,,,,27,46.2,36.4,148,,,,,,,,,2019-08-18
"Tevon Coney","OAK","LB",,,,,,,,,,,,,,,,,68,169.5,101.5,271,,,,,,,,,2019-08-18
"Johnathan Abram","OAK","DB",,,,,,,,,,,,,,,,,4,29,11.3,208,,,,,,,,,2019-08-18
"Keith Smith","OAK","RB",,,,,,,,,,,,,,,,,101,112.5,11.5,124,,,,,,,,,2019-08-18
"Johnathan Hankins","OAK","DL",,,,,,,,,,,,,,,,,62,93.5,31.5,125,,,,,,,,,2019-08-18
"Foster Moreau","OAK","TE",188,288.2,52.8,335,24,43,4.3,50,274,322.8,30,54.6,1.9,57,52.4,402,36,61.4,14.4,89,,,,,,,,,2019-08-18
"Brandon Marshall","OAK","LB",,,,,,,,,,,,,,,,,59,71.3,12.2,88,,,,,,,,,2019-08-18
"Vontaze Burfict","OAK","LB",,,,,,,,,94,128.5,,,,,34.5,163,24,49.4,12.5,81,,,,,,,,,2019-08-18
"Benson Mayowa","OAK","DL",,,,,,,,,,,,,,,,,87,118.5,31.5,150,,,,,,,,,2019-08-18
"DeAndre Washington","OAK","RB",,,,,84,108.7,11.9,128,263,340.5,,,,,21.6,368,88,109.4,9.7,130,,,,,,,,,2019-08-18
"Tyrell Williams","OAK","WR",71,136.6,18.8,205,30,63.3,7.6,88,41,137.7,,,,,36.2,264,21,54.8,11,88,72,102.2,14.4,138,41,55.9,7.2,72,2019-08-18
"Nathan Peterman","OAK","QB",,,,,59,62.7,2.9,66,,,,,,,,,,,,,,,,,,,,,2019-08-18
"JJ Nelson","OAK","WR",,,,,128,153,12,169,250,324.2,,,,,19.5,346,102,135.2,16.1,164,,,,,,,,,2019-08-18
"Lamarcus Joyner","OAK","DB",,,,,,,,,37,56.5,,,,,19.5,76,15,55.4,18.6,79,,,,,,,,,2019-08-18
"Isaiah Crowell","OAK","RB",178,299.4,42.7,373,64,88.9,7.4,99,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Tahir Whitehead","OAK","LB",,,,,,,,,,,,,,,,,19,40.9,10,58,,,,,,,,,2019-08-18
"Josh Jacobs","OAK","RB",22,38.1,6.2,53,10,16.1,2.7,28,21,44.7,1,1.6,0.9,4,10.8,201,11,19.8,3.7,36,74,79.8,4,103,21,27.1,1.6,35,2019-08-18
"Arden Key","OAK","DL",,,,,,,,,,,,,,,,,67,128.7,72.9,231,,,,,,,,,2019-08-18
"Zach Brown","PHI","LB",,,,,,,,,21,63.8,,,,,23.7,115,13,32.2,6.6,46,,,,,,,,,2019-08-18
"Miles Sanders","PHI","RB",36,58.4,13.1,116,13,22.1,5.3,44,41,80.8,1,3.8,1.6,17,29.8,250,20,32.6,8.4,68,88,134.2,16.6,155,31,42.7,2.4,50,2019-08-18
"Nate Sudfeld","PHI","QB",,,,,,,,,,,,,,,,,43,54.7,6.4,64,,,,,,,,,2019-08-18
"Charles Johnson","PHI","WR",,,,,,,,,,,,,,,,,150,176.5,19.5,203,,,,,,,,,2019-08-18
"Philadelphia","PHI","DST",220,282.2,43.5,358,8,11.2,3.7,24,140,214.8,,,,,26.2,314,3,13.7,3.5,23,,,,,2,5,2.9,9,2019-08-18
"Carson Wentz","PHI","QB",49,79.5,13.8,109,4,7,1.6,11,54,96.6,,,,,28.9,279,4,8.7,3.5,25,,,,,4,14.5,4.4,20,2019-08-18
"Nelson Agholor","PHI","WR",148,193.7,21.6,237,62,81.9,9.6,101,132,229.1,,,,,36,322,58,81.8,10.3,107,117,150.3,1.5,169,61,78.9,0.8,88,2019-08-18
"Richard Rodgers","PHI","TE",,,,,76,82,6,88,,,,,,,,,92,96.8,4.5,104,,,,,,,,,2019-08-18
"Nigel Bradham","PHI","LB",,,,,,,,,46,64.5,,,,,18.5,83,7,45.3,6.4,54,,,,,,,,,2019-08-18
"Vinny Curry","PHI","DL",,,,,,,,,,,,,,,,,49,107.5,54.1,194,,,,,,,,,2019-08-18
"Jalen Mills","PHI","DB",,,,,,,,,,,,,,,,,56,82.3,20.5,106,,,,,,,,,2019-08-18
"Malcolm Jenkins","PHI","DB",,,,,,,,,41,61.1,,,,,5.1,66,8,17.4,3.1,32,,,,,,,,,2019-08-18
"Josh McCown","PHI","QB",,,,,44,49,5,54,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Jordan Howard","PHI","RB",99,121.1,15.5,182,37,41,2.9,59,61,101.6,,,,,25.4,195,27,40.1,6.5,65,86,97.7,7.6,151,28,33,2.5,46,2019-08-18
"DeSean Jackson","PHI","WR",128,175.8,29.3,245,45,75.8,9.5,97,80,125.3,,,,,19.9,217,38,51.2,6.4,74,68,79.7,2.6,106,21,42.7,1.4,56,2019-08-18
"Jake Elliott","PHI","K",256,262,6,268,8,15.8,4.4,20,185,198,,,,,15.9,252,5,9.2,1.9,15,,,,,8,9.5,1.1,11,2019-08-18
"Joshua Perkins","PHI","TE",,,,,,,,,,,,,,,,,87,99.5,12.5,112,,,,,,,,,2019-08-18
"Corey Clement","PHI","RB",239,295.9,33.9,358,47,90.4,9.5,117,164,246.5,,,,,28.1,327,62,79.8,7.1,94,,,,,71,79.5,5,89,2019-08-18
"Boston Scott","PHI","RB",,,,,95,108.7,15.3,130,275,325.6,,,,,33.8,377,87,111.9,16.1,145,,,,,,,,,2019-08-18
"Darren Sproles","PHI","RB",,,,,93,107.3,9.6,117,208,285.1,,,,,53.4,365,68,93.6,16.1,134,,,,,,,,,2019-08-18
"Fletcher Cox","PHI","DL",,,,,,,,,60,124.8,,,,,95.9,290,17,25,2.2,52,,,,,,,,,2019-08-18
"Mack Hollins","PHI","WR",333,351,12.8,362,123,148.6,11.7,163,,,,,,,,,127,158.8,13.9,177,,,,,,,,,2019-08-18
"Ronald Darby","PHI","DB",,,,,,,,,,,,,,,,,18,47.6,19.9,71,,,,,,,,,2019-08-18
"Alshon Jeffery","PHI","WR",61,75.9,9,119,30,35.6,5.4,55,30,56,,,,,9.5,81,14,25.4,3.6,35,35,39.8,2.7,45,20,22.9,1.1,25,2019-08-18
"Kamu Grugier-Hill","PHI","LB",,,,,,,,,,,,,,,,,97,103,6,109,,,,,,,,,2019-08-18
"Josh Adams","PHI","RB",163,240.6,65.1,361,59,85.7,14.4,117,83,257.9,,,,,51.6,388,38,85.2,15.2,146,200,203.3,3.1,208,64,72,7.6,88,2019-08-18
"Paul Worrilow","PHI","LB",,,,,,,,,,,,,,,,,112,139,27,166,,,,,,,,,2019-08-18
"Cody Kessler","PHI","QB",,,,,45,56.5,8.5,70,,,,,,,,,52,63.3,8.7,74,,,,,,,,,2019-08-18
"Rodney McLeod","PHI","DB",,,,,,,,,,,,,,,,,58,68,10.8,83,,,,,,,,,2019-08-18
"Clayton Thorson","PHI","QB",281,301.5,20.5,322,40,46.3,4.9,52,,,50,65,19.8,93,,,,,,,,,,,,,,,2019-08-18
"Zach Ertz","PHI","TE",22,36.9,8.9,71,2,3.2,0.5,5,15,30.6,,,,,6.8,53,2,2.8,0.5,4,39,39,0,39,3,3,0,4,2019-08-18
"Derek Barnett","PHI","DL",,,,,,,,,85,181.5,,,,,96.5,278,19,37.1,5.8,48,,,,,,,,,2019-08-18
"LJ Fort","PHI","LB",,,,,,,,,,,,,,,,,108,113.5,5.5,119,,,,,,,,,2019-08-18
"Malik Jackson","PHI","DL",,,,,,,,,,,,,,,,,54,68,10,77,,,,,,,,,2019-08-18
"Eli Harold","PHI","LB",,,,,,,,,,,,,,,,,116,146,30,176,,,,,,,,,2019-08-18
"Dallas Goedert","PHI","TE",69,113,19.3,138,8,10.7,1.9,21,116,211.7,,,,,47.9,348,11,21.4,3.6,34,119,129.2,3.3,142,18,20,1.3,26,2019-08-18
"Brandon Graham","PHI","DL",,,,,,,,,47,138,,,,,106.2,287,20,30.9,6.7,50,,,,,,,,,2019-08-18
"Wendell Smallwood","PHI","RB",,,,,73,102.3,9.6,115,221,275.6,,,,,36.5,363,73,89,10.8,132,,,,,75,78.8,2.8,83,2019-08-18
"JJ Arcega-Whiteside","PHI","WR",64,108.9,22.9,157,38,51.6,8.2,69,154,262.9,9,14.7,3.2,21,47.3,390,63,92.7,13.8,128,146,166,3.8,198,77,87.6,6,101,2019-08-18
"Ryan Switzer","PIT","WR",230,293.5,40.6,340,91,133.3,19.4,173,244,337.7,,,,,42.2,396,87,123.1,16.3,151,,,,,,,,,2019-08-18
"Terrell Edmunds","PIT","DB",,,,,,,,,96,115.5,,,,,19.5,135,23,34.5,9,82,,,,,,,,,2019-08-18
"Bud Dupree","PIT","LB",,,,,,,,,,,,,,,,,82,91,6.7,98,,,,,,,,,2019-08-18
"Benny Snell","PIT","RB",103,198.5,23,245,41,62.1,9.6,92,77,245.7,15,34.6,6.6,50,39.1,379,36,78.8,9.7,106,,,,,,,,,2019-08-18
"Diontae Johnson","PIT","WR",124,176.4,31.8,235,59,76.2,15,116,138,283.7,14,23.6,3,30,52.3,385,61,100.4,15,144,,,,,76,84.5,8.5,93,2019-08-18
