Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,George KittleG. Kittle SF,,1,5,1.5,0.7
2,,Travis KelceT. Kelce KC,,1,2,1.5,0.5
3,,Zach ErtzZ. Ertz PHI,,3,8,3.5,1.0
4,,Mark AndrewsM. Andrews BAL,,2,8,4.2,0.7
Tier 2,
5,,Austin HooperA. Hooper ATL,,2,11,5.4,1.5
6,,Darren WallerD. Waller LV,,3,7,5.5,1.0
7,,Evan EngramE. Engram NYG,,3,12,7.5,1.4
8,,Hunter HenryH. Henry LAC,,6,11,7.6,0.9
9,,Jared CookJ. Cook NO,,7,15,9.7,1.4
10,,Tyler HigbeeT. Higbee LAR,,5,22,10.4,2.3
Tier 3,
11,,Noah FantN. Fant DEN,,7,17,11.3,1.5
12,,Dallas GoedertD. Goedert PHI,,8,28,11.9,1.4
13,,Mike GesickiM. Gesicki MIA,,9,23,13.7,2.4
14,,T.J. HockensonT. Hockenson DET,,12,18,13.8,1.2
15,,David NjokuD. Njoku CLE,,11,30,17.4,3.0
16,,O.J. HowardO. Howard TB,,5,23,17.8,2.4
17,,Jack DoyleJ. Doyle IND,,14,27,18.0,2.4
18,,Jonnu SmithJ. Smith TEN,,13,32,18.7,2.3
Tier 4,
19,,Eric EbronE. Ebron IND,,16,32,20.5,1.9
20,,Ian ThomasI. Thomas CAR,,9,26,20.8,3.0
21,,Will DisslyW. Dissly SEA,,10,30,19.0,5.5
22,,Kyle RudolphK. Rudolph MIN,,16,27,22.6,2.4
23,,Irv Smith Jr.I. Smith MIN,,15,31,23.1,1.5
24,,Chris Herndon IVC. Herndon NYJ,,13,34,23.6,3.0
25,,Vance McDonaldV. McDonald PIT,,14,38,26.9,3.9
26,,Dawson KnoxD. Knox BUF,,12,34,25.1,3.4
27,,Greg OlsenG. Olsen SEA,,9,42,26.6,8.1
28,,Blake JarwinB. Jarwin DAL,,15,34,27.2,5.0
29,,Gerald EverettG. Everett LAR,,20,37,28.5,3.1
30,,Jacob HollisterJ. Hollister SEA,,15,52,28.8,6.4
Tier 5,
31,,Jimmy GrahamJ. Graham GB,,22,42,33.8,2.8
32,,Delanie WalkerD. Walker TEN,,15,40,31.2,3.4
33,,Cameron BrateC. Brate TB,,25,39,31.5,2.6
34,,Trey BurtonT. Burton CHI,,25,53,33.8,5.1
35,,Jordan AkinsJ. Akins HOU,,27,43,35.3,2.7
Tier 6,
36,,Tyler EifertT. Eifert CIN,,30,39,37.5,1.2
37,,Jason WittenJ. Witten DAL,,20,53,37.0,7.5
38,,Josh OliverJ. Oliver JAC,,29,44,39.1,4.1
39,,Jace SternbergerJ. Sternberger GB,,23,68,38.8,14.0
40,,Darren FellsD. Fells HOU,,28,53,39.8,7.1
41,,Hayden HurstH. Hurst BAL,,32,49,41.0,4.2
42,,Ryan GriffinR. Griffin NYJ,,26,44,35.0,7.6
43,,Jordan ReedJ. Reed FA,,34,40,36.3,2.3
44,,Kaden SmithK. Smith NYG,,30,51,39.5,7.9
45,,Drew SampleD. Sample CIN,,34,94,55.2,20.0
46,,Nick BoyleN. Boyle BAL,,37,47,42.8,3.8
47,,Charles ClayC. Clay ARI,,40,64,53.3,10.1
48,,Foster MoreauF. Moreau LV,,33,38,35.7,2.1
49,,Ricky Seals-JonesR. Seals-Jones CLE,,39,54,47.7,6.3
50,,Demetrius HarrisD. Harris CHI,,40,58,48.0,7.5
51,,Jaeden GrahamJ. Graham ATL,,33,68,53.7,15.0
Tier 7,
52,,Nick VannettN. Vannett PIT,,42,76,61.7,14.4
53,,C.J. UzomahC. Uzomah CIN,,32,56,44.0,12.0
54,,Cole KmetC. Kmet FA,,43,46,44.5,1.5
55,,Hunter BryantH. Bryant FA,,45,48,46.5,1.5
56,,Josh HillJ. Hill NO,,47,50,48.5,1.5
57,,Brycen HopkinsB. Hopkins FA,,48,49,48.5,0.5
58,,Thaddeus MossT. Moss FA,,51,52,51.5,0.5
59,,Anthony FirkserA. Firkser TEN,,52,58,55.0,3.0
60,,Harrison BryantH. Bryant FA,,54,64,59.0,5.0
61,,Caleb WilsonC. Wilson WAS,,38,83,60.5,22.5
62,,Maxx WilliamsM. Williams ARI,,59,67,63.0,4.0
63,,Jeremy SprinkleJ. Sprinkle WAS,,65,66,65.5,0.5
64,,James O'ShaughnessyJ. O'Shaughnessy JAC,,41,91,66.0,25.0
65,,Dan ArnoldD. Arnold ARI,,46,86,66.0,20.0
66,,Geoff SwaimG. Swaim JAC,,61,72,66.5,5.5
67,,Logan ThomasL. Thomas DET,,63,73,68.0,5.0
68,,Seth DeValveS. DeValve JAC,,63,73,68.0,5.0
69,,Tommy SweeneyT. Sweeney BUF,,55,85,70.0,15.0
70,,Rhett EllisonR. Ellison NYG,,54,88,71.0,17.0
71,,Robert TonyanR. Tonyan GB,,51,92,71.5,20.5
72,,Mo Alie-CoxM. Alie-Cox IND,,65,78,71.5,6.5
73,,Matt LaCosseM. LaCosse NE,,66,77,71.5,5.5
74,,Joshua PerkinsJ. Perkins PHI,,48,98,73.0,25.0
75,,Derek CarrierD. Carrier LV,,71,76,73.5,2.5
76,,Adam ShaheenA. Shaheen CHI,,69,80,74.5,5.5
77,,Luke WillsonL. Willson SEA,,70,79,74.5,4.5
Tier 8,
78,,Jeff HeuermanJ. Heuerman DEN,,70,81,75.5,5.5
79,,Jesse JamesJ. James DET,,72,83,77.5,5.5
80,,Nick O'LearyN. O'Leary JAC,,62,95,78.5,16.5
81,,Troy FumagalliT. Fumagalli DEN,,77,80,78.5,1.5
82,,Ben BrauneckerB. Braunecker CHI,,57,103,80.0,23.0
83,,Ross DwelleyR. Dwelley SF,,59,104,81.5,22.5
84,,Deon YelderD. Yelder KC,,78,86,82.0,4.0
85,,Ryan IzzoR. Izzo NE,,74,101,87.5,13.5
86,,Tyler KroftT. Kroft BUF,,85,90,87.5,2.5
Tier 9,
87,,Virgil GreenV. Green LAC,,88,97,92.5,4.5
88,,Daniel BrownD. Brown NYJ,,89,100,94.5,5.5
89,,Lance KendricksL. Kendricks LAC,,92,99,95.5,3.5
90,,Blake BellB. Bell KC,,96,96,96.0,0.0
91,,Johnny MundtJ. Mundt LAR,,94,99,96.5,2.5
92,,Durham SmytheD. Smythe MIA,,97,102,99.5,2.5
