Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,,2,5,2.6,0.8
3,,Davante AdamsD. Adams GB,,2,7,3.8,1.0
4,,Tyreek HillT. Hill KC,,2,6,3.8,1.6
Tier 2,
5,,Julio JonesJ. Jones ATL,,3,8,4.8,1.0
6,,Chris GodwinC. Godwin TB,,3,9,5.6,1.1
7,,Mike EvansM. Evans TB,,4,8,6.4,1.0
8,,Amari CooperA. Cooper DAL,,8,13,8.8,1.1
9,,Kenny GolladayK. Golladay DET,,7,14,9.2,1.0
Tier 3,
10,,D.J. MooreD. Moore CAR,,7,23,10.9,1.9
11,,Odell Beckham Jr.O. Beckham CLE,,6,16,12.2,2.3
12,,Keenan AllenK. Allen LAC,,7,19,13.3,2.5
13,,Allen RobinsonA. Robinson CHI,,11,25,13.3,2.2
14,,Courtland SuttonC. Sutton DEN,,10,28,15.1,2.6
15,,A.J. BrownA. Brown TEN,,11,22,15.1,1.6
16,,DeVante ParkerD. Parker MIA,,10,27,15.8,2.7
17,,Stefon DiggsS. Diggs MIN,,11,22,16.0,2.1
Tier 4,
18,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,10,31,17.5,5.3
19,,Cooper KuppC. Kupp LAR,,13,35,20.2,2.1
20,,Robert WoodsR. Woods LAR,,15,35,22.3,2.4
21,,Calvin RidleyC. Ridley ATL,,16,34,22.6,3.4
22,,Julian EdelmanJ. Edelman NE,,17,29,22.8,3.2
23,,Tyler LockettT. Lockett SEA,,16,30,22.9,2.9
24,,D.J. CharkD. Chark JAC,,18,33,23.5,3.9
25,,Adam ThielenA. Thielen MIN,,17,36,25.1,4.2
26,,T.Y. HiltonT. Hilton IND,,18,35,25.8,3.9
27,,D.K. MetcalfD. Metcalf SEA,,22,42,26.3,2.7
28,,Jarvis LandryJ. Landry CLE,,20,33,26.6,3.2
Tier 5,
29,,Terry McLaurinT. McLaurin WAS,,21,31,28.0,2.6
30,,A.J. GreenA. Green CIN,,10,41,30.4,6.6
31,,John BrownJ. Brown BUF,,24,51,31.1,2.6
32,,Deebo SamuelD. Samuel SF,,24,44,32.1,3.8
33,,Michael GallupM. Gallup DAL,,24,38,32.4,2.5
34,,Tyler BoydT. Boyd CIN,,27,42,33.5,3.0
35,,Christian KirkC. Kirk ARI,,23,45,34.4,3.4
36,,Marquise BrownM. Brown BAL,,29,45,37.5,2.9
37,,Sterling ShepardS. Shepard NYG,,34,49,37.7,3.0
38,,Mike WilliamsM. Williams LAC,,34,42,38.4,2.0
39,,Robby AndersonR. Anderson NYJ,,35,51,39.9,2.1
Tier 6,
40,,Emmanuel SandersE. Sanders SF,,35,49,41.2,3.0
41,,Alshon JefferyA. Jeffery PHI,,34,53,41.5,3.7
42,,Anthony MillerA. Miller CHI,,38,47,43.5,1.6
43,,Marvin JonesM. Jones DET,,30,58,43.7,3.5
44,,Will FullerW. Fuller HOU,,37,50,44.7,4.4
45,,Brandin CooksB. Cooks LAR,,38,59,46.2,5.0
46,,Darius SlaytonD. Slayton NYG,,37,57,46.5,4.4
47,,Curtis SamuelC. Samuel CAR,,44,54,47.0,1.9
48,,Preston WilliamsP. Williams MIA,,28,58,48.5,4.3
49,,Diontae JohnsonD. Johnson PIT,,43,57,49.5,3.3
50,,Jamison CrowderJ. Crowder NYJ,,33,60,50.2,2.3
51,,Golden TateG. Tate NYG,,36,60,50.3,3.6
52,,DeSean JacksonD. Jackson PHI,,38,77,54.4,3.8
53,,Sammy WatkinsS. Watkins KC,,49,67,55.5,3.7
54,,John RossJ. Ross CIN,,46,62,55.7,2.3
55,,N'Keal HarryN. Harry NE,,43,73,55.9,4.3
56,,Dede WestbrookD. Westbrook JAC,,41,67,56.8,3.5
57,,Tyrell WilliamsT. Williams OAK,,48,67,56.9,2.6
Tier 7,
58,,Corey DavisC. Davis TEN,,46,66,58.5,4.5
59,,Breshad PerrimanB. Perriman TB,,42,110,60.2,5.1
60,,Cole BeasleyC. Beasley BUF,,50,74,60.2,2.5
61,,Mecole HardmanM. Hardman KC,,53,75,60.7,3.0
62,,James WashingtonJ. Washington PIT,,46,67,63.7,2.3
63,,Hunter RenfrowH. Renfrow OAK,,54,82,64.0,4.7
64,,Larry FitzgeraldL. Fitzgerald ARI,,49,73,64.8,4.6
65,,Parris CampbellP. Campbell IND,,59,76,64.9,2.6
66,,Kenny StillsK. Stills HOU,,52,75,68.2,2.9
67,,Randall CobbR. Cobb DAL,,62,72,68.8,2.0
68,,Mohamed SanuM. Sanu NE,,59,84,69.3,6.2
69,,Andy IsabellaA. Isabella ARI,,57,79,72.5,2.8
70,,Albert WilsonA. Wilson MIA,,64,94,76.6,6.3
71,,Antonio BrownA. Brown FA,,21,67,42.9,13.4
72,,Chris ConleyC. Conley JAC,,59,78,70.5,4.1
73,,Nelson AgholorN. Agholor PHI,,69,99,82.0,7.9
74,,Tre'Quan SmithT. Smith NO,,54,87,75.6,6.9
75,,Allen LazardA. Lazard GB,,63,103,75.9,9.5
Tier 8,
76,,Taylor GabrielT. Gabriel CHI,,68,89,76.9,6.3
77,,Danny AmendolaD. Amendola DET,,70,103,77.9,10.9
78,,Devin FunchessD. Funchess IND,,70,107,82.5,10.9
79,,DaeSean HamiltonD. Hamilton DEN,,70,129,91.3,16.9
80,,David MooreD. Moore SEA,,80,104,91.9,7.3
81,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,79,142,92.3,15.8
82,,Willie SneadW. Snead BAL,,78,134,92.6,13.3
83,,Demaryius ThomasD. Thomas NYJ,,83,106,93.6,6.5
84,,Jakobi MeyersJ. Meyers NE,,73,102,85.2,6.8
85,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,84,111,94.8,8.2
86,,Keke CouteeK. Coutee HOU,,73,110,87.8,10.3
87,,Adam HumphriesA. Humphries TEN,,79,100,87.9,5.0
88,,Kelvin HarmonK. Harmon WAS,,72,127,88.0,14.7
89,,Demarcus RobinsonD. Robinson KC,,78,128,97.1,11.8
90,,Phillip DorsettP. Dorsett NE,,78,105,89.8,6.6
91,,Auden TateA. Tate CIN,,65,91,81.0,6.3
92,,Josh ReynoldsJ. Reynolds LAR,,83,112,95.3,9.9
93,,Miles BoykinM. Boykin BAL,,78,104,96.5,3.6
94,,Jalen HurdJ. Hurd SF,,61,113,97.6,7.6
95,,Keelan ColeK. Cole JAC,,77,109,97.6,5.7
96,,Zach PascalZ. Pascal IND,,77,99,88.2,7.3
97,,Geronimo AllisonG. Allison GB,,82,176,103.9,24.1
98,,Ted GinnT. Ginn NO,,90,129,104.5,10.2
99,,Greg WardG. Ward PHI,,69,133,88.0,17.9
Tier 9,
100,,Paul RichardsonP. Richardson WAS,,94,127,105.9,8.9
101,,Russell GageR. Gage ATL,,75,103,96.6,7.0
102,,Dante PettisD. Pettis SF,,59,133,106.8,11.4
103,,Marquise GoodwinM. Goodwin SF,,81,124,108.2,8.6
104,,Zay JonesZ. Jones OAK,,86,144,111.9,15.8
105,,Kendrick BourneK. Bourne SF,,90,132,103.7,11.1
106,,Justin WatsonJ. Watson TB,,81,126,105.4,11.1
107,,Quincy EnunwaQ. Enunwa NYJ,,85,115,107.4,5.1
108,,Steven SimsS. Sims WAS,,68,113,97.1,14.5
109,,KeeSean JohnsonK. Johnson ARI,,77,123,108.5,10.2
110,,Josh GordonJ. Gordon SEA,,65,112,102.0,9.1
111,,Damiere ByrdD. Byrd ARI,,81,179,116.6,26.4
112,,Allen HurnsA. Hurns MIA,,96,106,101.8,4.1
113,,Tajae SharpeT. Sharpe TEN,,89,116,103.0,10.4
114,,Rashard HigginsR. Higgins CLE,,92,175,121.3,24.9
115,,Trey QuinnT. Quinn WAS,,89,186,126.7,28.5
116,,Deon CainD. Cain PIT,,111,166,130.7,22.9
Tier 10,
