Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Harrison ButkerH. Butker KC,,1,4,1.5,0.5
2,,Justin TuckerJ. Tucker BAL,,1,3,1.5,0.6
3,,Wil LutzW. Lutz NO,,2,4,3.2,0.6
4,,Greg ZuerleinG. Zuerlein DAL,,3,8,4.1,1.3
Tier 2,
5,,Robbie GouldR. Gould SF,,4,11,5.6,1.3
6,,Matt PraterM. Prater DET,,5,13,6.6,0.7
7,,Matt GayM. Gay TB,,5,15,6.8,1.4
8,,Michael BadgleyM. Badgley LAC,,6,19,9.8,3.5
9,,Zane GonzalezZ. Gonzalez ARI,,5,13,9.9,1.8
Tier 3,
10,,Ka'imi FairbairnK. Fairbairn HOU,,4,26,11.3,2.3
11,,Jake ElliottJ. Elliott PHI,,8,27,13.1,2.4
12,,Mason CrosbyM. Crosby GB,,10,25,12.8,3.2
13,,Joey SlyeJ. Slye CAR,,9,19,14.7,1.9
14,,Brandon McManusB. McManus DEN,,10,21,14.9,1.7
15,,Stephen GostkowskiS. Gostkowski FA,,5,20,10.4,3.7
16,,Dan BaileyD. Bailey MIN,,9,20,15.6,1.7
17,,Jason MyersJ. Myers SEA,,9,22,16.7,2.1
18,,Chris BoswellC. Boswell PIT,,14,25,18.0,1.3
Tier 4,
19,,Stephen HauschkaS. Hauschka BUF,,12,29,18.5,1.7
20,,Younghoe KooY. Koo ATL,,4,23,17.2,5.0
21,,Josh LamboJ. Lambo JAC,,12,23,19.8,2.3
22,,Brett MaherB. Maher NYJ,,14,25,21.3,1.8
23,,Austin SeibertA. Seibert CLE,,15,32,22.8,3.1
24,,Aldrick RosasA. Rosas NYG,,19,34,24.1,3.2
Tier 5,
25,,Daniel CarlsonD. Carlson LV,,20,33,26.0,2.4
26,,Kai ForbathK. Forbath DAL,,5,29,24.2,4.9
27,,Adam VinatieriA. Vinatieri FA,,23,30,26.9,1.4
28,,Dustin HopkinsD. Hopkins WAS,,23,30,28.1,0.7
29,,Chase McLaughlinC. McLaughlin IND,,12,29,24.8,5.0
30,,Eddy PineiroE. Pineiro CHI,,20,31,26.8,4.3
31,,Randy BullockR. Bullock CIN,,22,32,26.8,4.3
32,,Ryan SuccopR. Succop FA,,22,35,28.3,5.1
33,,Jason SandersJ. Sanders MIA,,24,31,28.0,2.5
34,,Greg JosephG. Joseph TEN,,26,36,31.0,5.0
35,,Matt BryantM. Bryant FA,,28,39,33.5,5.5
