Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0,1.0,0.0
2,,George KittleG. Kittle SF,4,2,5,2.6,0.6,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,5,2.6,0.7,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,2,8,4.6,0.9,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,10,5.3,1.2,6.0,+1.0
6,,Evan EngramE. Engram NYG,11,3,12,6.3,1.8,5.0,-1.0
7,,Jared CookJ. Cook NO,9,4,19,8.3,2.2,8.0,+1.0
8,,Eric EbronE. Ebron IND,6,3,20,8.8,2.4,7.0,-1.0
9,,David NjokuD. Njoku CLE,7,2,18,9.2,2.6,9.0,0.0
Tier 3,
10,,Vance McDonaldV. McDonald PIT,7,6,22,11.4,3.5,10.0,0.0
11,,Austin HooperA. Hooper ATL,9,3,22,11.8,3.3,11.0,0.0
12,,Trey BurtonT. Burton CHI,6,5,22,13.0,2.5,12.0,0.0
13,,Delanie WalkerD. Walker TEN,11,6,33,13.5,3.3,13.0,0.0
14,,Jack DoyleJ. Doyle IND,6,6,33,14.8,3.8,19.0,+5.0
15,,Jordan ReedJ. Reed WAS,10,9,27,16.5,3.2,20.0,+5.0
Tier 4,
16,,Chris Herndon IVC. Herndon NYJ,4,9,27,17.7,4.0,22.0,+6.0
17,,Kyle RudolphK. Rudolph MIN,12,11,26,17.9,2.9,14.0,-3.0
18,,Greg OlsenG. Olsen CAR,7,9,36,18.0,4.3,16.0,-2.0
19,,Jimmy GrahamJ. Graham GB,11,8,38,18.2,4.0,17.0,-2.0
20,,Mark AndrewsM. Andrews BAL,8,7,38,19.9,5.5,21.0,+1.0
21,,Dallas GoedertD. Goedert PHI,10,13,35,21.7,3.8,23.0,+2.0
22,,Mike GesickiM. Gesicki MIA,5,13,36,23.6,4.2,25.0,+3.0
23,,T.J. HockensonT. Hockenson DET,5,9,63,21.8,7.8,15.0,-8.0
24,,Noah FantN. Fant DEN,10,7,39,22.3,5.7,18.0,-6.0
25,,Gerald EverettG. Everett LAR,9,13,38,25.8,4.1,33.0,+8.0
26,,Tyler EifertT. Eifert CIN,9,15,40,26.5,4.3,24.0,-2.0
Tier 5,
27,,Hayden HurstH. Hurst BAL,8,22,41,30.4,4.1,35.0,+8.0
28,,Cameron BrateC. Brate TB,7,22,46,29.3,4.1,36.0,+8.0
29,,Ian ThomasI. Thomas CAR,7,20,50,31.2,4.6,32.0,+3.0
30,,Ricky Seals-JonesR. Seals-Jones ARI,12,18,68,31.2,6.3,38.0,+8.0
31,,Jason WittenJ. Witten DAL,8,9,79,30.3,8.3,26.0,-5.0
32,,Nick VannettN. Vannett SEA,11,28,61,35.8,6.3,65.0,+33.0
33,,Charles ClayC. Clay ARI,12,31,66,37.2,6.5,53.0,+20.0
34,,Jonnu SmithJ. Smith TEN,11,18,47,35.9,4.5,45.0,+11.0
Tier 6,
35,,Jake ButtJ. Butt DEN,10,29,62,38.6,7.7,54.0,+19.0
36,,Will DisslyW. Dissly SEA,11,6,49,34.0,7.9,31.0,-5.0
37,,Irv Smith Jr.I. Smith MIN,12,18,99,39.3,13.0,27.0,-10.0
38,,Darren WallerD. Waller OAK,6,10,105,33.9,16.3,28.0,-10.0
39,,Jordan ThomasJ. Thomas HOU,10,23,63,38.2,9.1,40.0,+1.0
40,,Luke WillsonL. Willson OAK,6,21,67,43.0,9.0,67.0,+27.0
41,,C.J. UzomahC. Uzomah CIN,9,19,57,39.1,7.5,39.0,-2.0
42,,Vernon DavisV. Davis WAS,10,26,60,41.6,8.1,71.0,+29.0
43,,Benjamin WatsonB. Watson NE,10,13,56,39.1,7.9,34.0,-9.0
44,,Jace SternbergerJ. Sternberger GB,11,21,59,39.4,10.1,30.0,-14.0
45,,Geoff SwaimG. Swaim JAC,10,19,55,38.7,8.8,50.0,+5.0
46,,Josh OliverJ. Oliver JAC,10,19,73,41.2,11.8,43.0,-3.0
47,,Dawson KnoxD. Knox BUF,6,24,58,40.7,9.0,37.0,-10.0
48,,Jesse JamesJ. James DET,5,27,53,43.6,6.3,41.0,-7.0
49,,Blake JarwinB. Jarwin DAL,8,18,64,42.5,9.6,44.0,-5.0
50,,Adam ShaheenA. Shaheen CHI,6,19,71,45.4,8.4,58.0,+8.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Matt LaCosseM. LaCosse NE,10,26,79,42.0,14.2,42.0,-9.0
52,,Tyler HigbeeT. Higbee LAR,9,32,51,44.8,4.2,184.0,+132.0
Tier 7,
53,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,23,107,37.6,17.9,47.0,-6.0
54,,Kahale WarringK. Warring HOU,10,23,74,49.9,11.4,49.0,-5.0
55,,Tyler KroftT. Kroft BUF,6,29,70,49.6,7.7,57.0,+2.0
56,,Josh HillJ. Hill NO,9,40,72,56.9,7.8,59.0,+3.0
57,,Jeff HeuermanJ. Heuerman DEN,10,23,66,54.1,5.8,52.0,-5.0
58,,Demetrius HarrisD. Harris CLE,7,41,70,53.9,7.4,60.0,+2.0
59,,Foster MoreauF. Moreau OAK,6,24,88,57.5,13.7,69.0,+10.0
60,,Jordan AkinsJ. Akins HOU,10,46,69,59.5,6.8,186.0,+126.0
61,,Jason CroomJ. Croom BUF,6,45,95,64.0,13.6,88.0,+27.0
Tier 8,
62,,Ed DicksonE. Dickson SEA,11,51,63,59.4,2.1,96.0,+34.0
63,,Mo Alie-CoxM. Alie-Cox IND,6,30,75,62.4,9.0,66.0,+3.0
64,,Rhett EllisonR. Ellison NYG,11,42,81,59.4,9.9,78.0,+14.0
65,,Dan ArnoldD. Arnold NO,9,50,81,64.6,9.9,73.0,+8.0
66,,Blake BellB. Bell KC,12,44,69,57.5,6.3,95.0,+29.0
67,,Virgil GreenV. Green LAC,12,55,72,64.6,4.4,83.0,+16.0
68,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,46,73,63.6,6.5,75.0,+7.0
69,,Garrett CelekG. Celek SF,4,59,77,70.7,3.5,104.0,+35.0
70,,Dwayne AllenD. Allen MIA,5,31,67,61.4,3.9,90.0,+20.0
71,,Jaylen SamuelsJ. Samuels PIT,7,19,40,27.5,7.7,,
72,,Xavier GrimbleX. Grimble PIT,7,26,80,64.0,10.0,77.0,+5.0
73,,Jordan LeggettJ. Leggett TB,7,56,87,72.3,7.9,125.0,+52.0
74,,Jeremy SprinkleJ. Sprinkle WAS,10,54,100,77.8,13.0,187.0,+113.0
75,,Maxx WilliamsM. Williams ARI,12,47,89,70.4,10.8,101.0,+26.0
76,,Nick BoyleN. Boyle BAL,8,58,83,70.6,6.4,81.0,+5.0
77,,Jacob HollisterJ. Hollister SEA,11,43,93,66.8,14.6,110.0,+33.0
78,,Luke StockerL. Stocker ATL,9,36,88,74.1,14.2,98.0,+20.0
79,,Stephen AndersonS. Anderson NE,10,55,94,69.2,12.6,103.0,+24.0
80,,Nick O'LearyN. O'Leary MIA,5,64,90,76.4,7.7,159.0,+79.0
81,,Drew SampleD. Sample CIN,9,33,86,66.4,20.2,68.0,-13.0
82,,Trevon WescoT. Wesco NYJ,4,47,93,66.4,19.3,61.0,-21.0
83,,Dalton SchultzD. Schultz DAL,8,62,80,74.3,4.2,91.0,+8.0
84,,Lee SmithL. Smith BUF,6,31,97,69.8,25.7,151.0,+67.0
85,,Anthony FirkserA. Firkser TEN,11,60,94,76.8,11.7,168.0,+83.0
86,,Derek CarrierD. Carrier OAK,6,47,100,81.3,10.3,126.0,+40.0
87,,Ryan GriffinR. Griffin FA,,41,50,46.0,3.7,62.0,-25.0
Tier 9,
88,,Darren FellsD. Fells HOU,10,34,96,82.7,11.1,134.0,+46.0
89,,Seth DeValveS. DeValve CLE,7,61,101,78.8,14.8,114.0,+25.0
90,,Alize MackA. Mack NO,9,45,104,80.2,27.2,153.0,+63.0
91,,Eric SaubertE. Saubert ATL,9,74,97,82.8,8.5,162.0,+71.0
92,,Tyler ConklinT. Conklin NE,10,69,86,77.3,6.1,121.0,+29.0
93,,Neal SterlingN. Sterling KC,12,79,106,87.7,9.5,70.0,-23.0
94,,Logan PaulsenL. Paulsen ATL,9,62,102,83.8,14.9,72.0,-22.0
95,,Antony AuclairA. Auclair TB,7,69,96,85.4,7.5,137.0,+42.0
96,,Kaden SmithK. Smith SF,4,42,99,82.3,23.5,149.0,+53.0
97,,Eric TomlinsonE. Tomlinson NYJ,4,74,82,76.7,3.8,147.0,+50.0
98,,Scott SimonsonS. Simonson NYG,11,80,98,89.4,6.0,99.0,+1.0
