Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,4,1.4,0.6,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,5,2.1,0.9,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,7,1,5,3.1,0.8,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,9,1,11,3.6,1.0,4.0,0.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,4,11,5.8,1.2,5.0,0.0
6,,David JohnsonD. Johnson ARI,12,3,17,6.4,1.9,6.0,0.0
7,,Le'Veon BellL. Bell NYJ,4,4,16,8.1,1.9,7.0,0.0
8,,James ConnerJ. Conner PIT,7,5,17,9.0,2.3,9.0,+1.0
9,,Joe MixonJ. Mixon CIN,9,6,28,9.6,2.8,10.0,+1.0
Tier 3,
10,,Todd GurleyT. Gurley LAR,9,1,24,10.7,3.5,8.0,-2.0
11,,Dalvin CookD. Cook MIN,12,7,19,10.7,1.9,11.0,0.0
12,,Nick ChubbN. Chubb CLE,7,7,26,11.9,2.9,12.0,0.0
13,,Leonard FournetteL. Fournette JAC,10,5,24,14.7,3.0,13.0,0.0
14,,Damien WilliamsD. Williams KC,12,7,54,14.8,4.2,14.0,0.0
15,,Marlon MackM. Mack IND,6,9,31,16.1,3.5,16.0,+1.0
16,,Aaron JonesA. Jones GB,11,2,24,16.6,3.6,17.0,+1.0
17,,Devonta FreemanD. Freeman ATL,9,11,26,17.3,3.0,15.0,-2.0
Tier 4,
18,,Kerryon JohnsonK. Johnson DET,5,6,39,19.4,3.7,20.0,+2.0
19,,Derrick HenryD. Henry TEN,11,13,29,19.5,3.1,19.0,0.0
20,,Phillip LindsayP. Lindsay DEN,10,12,30,21.7,3.4,22.0,+2.0
21,,Josh JacobsJ. Jacobs OAK,6,13,71,21.7,5.8,18.0,-3.0
22,,Kenyan DrakeK. Drake MIA,5,10,46,22.2,5.6,26.0,+4.0
23,,Sony MichelS. Michel NE,10,11,39,23.4,4.5,21.0,-2.0
24,,Tarik CohenT. Cohen CHI,6,16,34,24.2,3.5,25.0,+1.0
25,,Mark IngramM. Ingram BAL,8,14,34,24.5,3.6,24.0,-1.0
26,,Chris CarsonC. Carson SEA,11,14,41,25.2,4.8,28.0,+2.0
27,,James WhiteJ. White NE,10,8,43,25.6,5.9,27.0,0.0
28,,David MontgomeryD. Montgomery CHI,6,9,72,27.2,8.3,23.0,-5.0
29,,Lamar MillerL. Miller HOU,10,22,53,28.8,3.2,32.0,+3.0
Tier 5,
30,,Derrius GuiceD. Guice WAS,10,11,48,30.8,5.1,29.0,-1.0
31,,Tevin ColemanT. Coleman SF,4,21,49,31.0,4.1,31.0,0.0
32,,Latavius MurrayL. Murray NO,9,17,55,34.7,5.5,35.0,+3.0
33,,Rashaad PennyR. Penny SEA,11,21,48,35.2,4.6,33.0,0.0
34,,LeSean McCoyL. McCoy BUF,6,27,48,36.5,4.3,37.0,+3.0
35,,Jerick McKinnonJ. McKinnon SF,4,26,62,37.4,6.6,40.0,+5.0
36,,Royce FreemanR. Freeman DEN,10,26,51,39.5,4.1,38.0,+2.0
37,,Jordan HowardJ. Howard PHI,10,27,63,40.4,7.1,34.0,-3.0
38,,Dion LewisD. Lewis TEN,11,26,57,40.6,6.9,46.0,+8.0
39,,Ronald Jones IIR. Jones TB,7,27,68,40.9,7.5,39.0,0.0
40,,Nyheim HinesN. Hines IND,6,24,71,42.4,7.3,43.0,+3.0
41,,Austin EkelerA. Ekeler LAC,12,31,58,43.6,5.8,41.0,0.0
Tier 6,
42,,Miles SandersM. Sanders PHI,10,23,73,37.6,10.4,30.0,-12.0
43,,Darrell HendersonD. Henderson LAR,9,19,74,44.4,12.4,51.0,+8.0
44,,Matt BreidaM. Breida SF,4,25,66,44.5,7.0,53.0,+9.0
45,,Ito SmithI. Smith ATL,9,29,83,46.8,7.9,48.0,+3.0
46,,D'Onta ForemanD. Foreman HOU,10,32,70,49.1,7.5,42.0,-4.0
47,,Duke JohnsonD. Johnson CLE,7,35,65,49.2,6.5,60.0,+13.0
48,,Carlos HydeC. Hyde KC,12,30,73,49.7,8.7,47.0,-1.0
49,,Peyton BarberP. Barber TB,7,30,90,51.6,11.0,45.0,-4.0
50,,Kareem HuntK. Hunt CLE,7,32,67,50.8,8.1,36.0,-14.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Adrian PetersonA. Peterson WAS,10,32,72,50.9,9.1,52.0,+1.0
52,,Kalen BallageK. Ballage MIA,5,39,75,56.2,6.9,54.0,+2.0
53,,Jamaal WilliamsJ. Williams GB,11,38,79,55.6,6.5,57.0,+4.0
54,,Chris ThompsonC. Thompson WAS,10,37,73,52.5,5.5,58.0,+4.0
55,,C.J. AndersonC. Anderson DET,5,44,73,56.5,6.3,59.0,+4.0
56,,Damien HarrisD. Harris NE,10,29,88,57.8,13.5,49.0,-7.0
Tier 7,
57,,Mike DavisM. Davis CHI,6,41,80,59.8,7.8,65.0,+8.0
58,,Elijah McGuireE. McGuire NYJ,4,35,80,61.3,8.7,74.0,+16.0
59,,Giovani BernardG. Bernard CIN,9,45,83,60.4,7.8,67.0,+8.0
60,,Jalen RichardJ. Richard OAK,6,33,79,60.4,9.4,61.0,+1.0
61,,Jaylen SamuelsJ. Samuels PIT,7,32,81,58.0,10.0,44.0,-17.0
62,,Rex BurkheadR. Burkhead NE,10,42,90,58.2,9.8,73.0,+11.0
63,,Devin SingletaryD. Singletary BUF,6,28,95,62.6,11.3,50.0,-13.0
64,,Kenneth DixonK. Dixon BAL,8,34,95,60.9,12.5,83.0,+19.0
65,,Theo RiddickT. Riddick DET,5,37,93,64.5,10.5,71.0,+6.0
66,,Justice HillJ. Hill BAL,8,35,106,65.2,14.2,55.0,-11.0
67,,Gus EdwardsG. Edwards BAL,8,39,83,65.4,9.7,66.0,-1.0
68,,Frank GoreF. Gore BUF,6,45,91,68.6,8.3,77.0,+9.0
69,,Chase EdmondsC. Edmonds ARI,12,52,86,69.2,6.4,75.0,+6.0
70,,T.J. YeldonT. Yeldon BUF,6,47,84,66.8,7.4,70.0,0.0
71,,Malcolm BrownM. Brown LAR,9,48,104,71.4,10.4,62.0,-9.0
72,,Justin JacksonJ. Jackson LAC,12,58,90,73.9,5.7,81.0,+9.0
73,,Alexander MattisonA. Mattison MIN,12,47,88,70.1,11.3,56.0,-17.0
74,,Ryquell ArmsteadR. Armstead JAC,10,40,98,72.5,11.2,64.0,-10.0
75,,Doug MartinD. Martin OAK,6,54,128,75.3,10.5,80.0,+5.0
76,,Corey ClementC. Clement PHI,10,59,89,78.0,5.7,85.0,+9.0
77,,Spencer WareS. Ware IND,6,58,129,77.1,10.0,84.0,+7.0
78,,Josh AdamsJ. Adams PHI,10,54,120,76.4,12.5,106.0,+28.0
79,,Devontae BookerD. Booker DEN,10,54,109,78.8,9.8,109.0,+30.0
80,,Jordan WilkinsJ. Wilkins IND,6,63,112,79.1,8.3,110.0,+30.0
Tier 8,
81,,Benny Snell Jr.B. Snell PIT,7,33,124,79.6,12.9,68.0,-13.0
82,,Alfred BlueA. Blue JAC,10,56,116,84.9,10.6,86.0,+4.0
83,,Wendell SmallwoodW. Smallwood PHI,10,70,98,84.2,5.6,91.0,+8.0
84,,Ty MontgomeryT. Montgomery NYJ,4,58,115,86.6,9.5,95.0,+11.0
85,,Wayne GallmanW. Gallman NYG,11,67,111,85.0,7.3,87.0,+2.0
86,,Jay AjayiJ. Ajayi FA,,38,135,81.1,19.1,78.0,-8.0
