Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,11,1,3,1.4,0.5,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,8,1,5,2.7,1.2,2.0,0.0
3,,Christian McCaffreyC. McCaffrey CAR,7,2,7,3.4,1.0,4.0,+1.0
4,,Alvin KamaraA. Kamara NO,9,2,7,3.6,1.0,3.0,-1.0
Tier 2,
5,,Melvin GordonM. Gordon LAC,12,5,9,5.7,0.9,5.0,0.0
6,,Todd GurleyT. Gurley LAR,9,1,15,6.4,3.5,7.0,+1.0
7,,Le'Veon BellL. Bell NYJ,4,4,16,7.9,1.8,6.0,-1.0
8,,David JohnsonD. Johnson ARI,12,4,19,8.5,2.6,10.0,+2.0
9,,James ConnerJ. Conner PIT,7,6,15,9.1,2.1,8.0,-1.0
10,,Joe MixonJ. Mixon CIN,9,4,16,9.6,1.9,9.0,-1.0
Tier 3,
11,,Nick ChubbN. Chubb CLE,7,5,20,11.4,2.5,11.0,0.0
12,,Dalvin CookD. Cook MIN,12,7,19,11.7,1.5,12.0,0.0
13,,Leonard FournetteL. Fournette JAC,10,9,26,14.7,2.8,13.0,0.0
14,,Marlon MackM. Mack IND,6,9,22,15.0,2.5,16.0,+2.0
15,,Sony MichelS. Michel NE,10,11,23,15.9,2.5,14.0,-1.0
16,,Aaron JonesA. Jones GB,11,10,24,16.3,2.8,18.0,+2.0
17,,Damien WilliamsD. Williams KC,12,8,40,17.0,6.2,15.0,-2.0
Tier 4,
18,,Phillip LindsayP. Lindsay DEN,10,10,24,20.1,2.2,21.0,+3.0
19,,Derrick HenryD. Henry TEN,11,13,29,20.2,4.1,17.0,-2.0
20,,Chris CarsonC. Carson SEA,11,14,30,20.4,4.1,25.0,+5.0
21,,Devonta FreemanD. Freeman ATL,9,12,32,20.6,3.8,20.0,-1.0
22,,Kerryon JohnsonK. Johnson DET,5,16,33,21.9,3.1,19.0,-3.0
23,,Tarik CohenT. Cohen CHI,6,11,32,22.5,3.2,22.0,-1.0
24,,Mark IngramM. Ingram BAL,8,17,33,24.5,3.5,24.0,0.0
25,,James WhiteJ. White NE,10,20,40,25.7,2.9,27.0,+2.0
26,,Derrius GuiceD. Guice WAS,10,16,44,26.3,4.9,23.0,-3.0
27,,Kenyan DrakeK. Drake MIA,5,19,35,27.7,3.5,28.0,+1.0
28,,Lamar MillerL. Miller HOU,10,22,36,28.0,2.7,33.0,+5.0
Tier 5,
29,,Tevin ColemanT. Coleman SF,4,26,40,31.0,2.5,29.0,0.0
30,,Jerick McKinnonJ. McKinnon SF,4,24,57,33.1,6.3,34.0,+4.0
31,,Jordan HowardJ. Howard PHI,10,22,55,34.1,5.8,30.0,-1.0
32,,Latavius MurrayL. Murray NO,9,21,48,34.5,5.5,35.0,+3.0
33,,Rashaad PennyR. Penny SEA,11,23,45,35.2,3.1,32.0,-1.0
