Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,,1,2,1.3,0.5
2,,George KittleG. Kittle SF,,1,5,1.8,0.7
3,,Zach ErtzZ. Ertz PHI,,3,8,3.3,0.7
4,,Mark AndrewsM. Andrews BAL,,1,6,4.0,0.6
Tier 2,
5,,Darren WallerD. Waller LV,,3,8,5.2,1.0
6,,Hunter HenryH. Henry LAC,,5,10,7.1,1.1
7,,Austin HooperA. Hooper CLE,,2,15,7.5,2.3
8,,Evan EngramE. Engram NYG,,5,18,7.6,1.5
9,,Jared CookJ. Cook NO,,6,15,9.5,1.8
10,,Tyler HigbeeT. Higbee LAR,,5,22,9.7,2.1
11,,Noah FantN. Fant DEN,,4,17,11.4,1.7
Tier 3,
12,,Dallas GoedertD. Goedert PHI,,7,28,12.7,1.8
13,,Mike GesickiM. Gesicki MIA,,9,25,13.9,2.3
14,,T.J. HockensonT. Hockenson DET,,11,18,14.3,1.6
15,,O.J. HowardO. Howard TB,,5,23,16.7,3.5
16,,Jack DoyleJ. Doyle IND,,13,27,17.2,2.3
17,,Jonnu SmithJ. Smith TEN,,10,32,17.6,3.0
18,,Eric EbronE. Ebron PIT,,12,34,20.2,3.0
19,,Ian ThomasI. Thomas CAR,,9,28,20.4,2.9
Tier 4,
20,,Kyle RudolphK. Rudolph MIN,,15,29,23.5,2.8
21,,Chris Herndon IVC. Herndon NYJ,,13,34,23.6,3.2
22,,Irv Smith Jr.I. Smith MIN,,16,31,23.6,2.0
23,,Greg OlsenG. Olsen SEA,,10,42,24.9,6.2
24,,David NjokuD. Njoku CLE,,12,35,23.1,5.9
25,,Will DisslyW. Dissly SEA,,10,40,23.1,6.7
26,,Blake JarwinB. Jarwin DAL,,10,34,24.0,5.7
27,,Vance McDonaldV. McDonald PIT,,14,38,27.9,3.9
28,,Dawson KnoxD. Knox BUF,,12,34,26.1,3.1
29,,Jimmy GrahamJ. Graham CHI,,16,42,31.5,4.4
30,,Gerald EverettG. Everett LAR,,20,37,29.1,3.4
31,,Cameron BrateC. Brate TB,,22,39,31.4,2.5
32,,Jacob HollisterJ. Hollister SEA,,15,52,31.5,6.2
Tier 5,
33,,Delanie WalkerD. Walker FA,,15,40,32.7,3.5
34,,Trey BurtonT. Burton CHI,,25,55,34.9,6.3
35,,Jordan AkinsJ. Akins HOU,,27,41,35.0,2.1
36,,Hayden HurstH. Hurst ATL,,7,49,20.7,11.8
37,,Tyler EifertT. Eifert JAC,,29,46,36.8,3.9
Tier 6,
38,,Darren FellsD. Fells HOU,,25,43,36.6,5.2
39,,Josh OliverJ. Oliver JAC,,29,47,38.5,4.3
40,,Jace SternbergerJ. Sternberger GB,,23,40,31.8,4.9
41,,Jason WittenJ. Witten LV,,20,43,35.6,4.8
42,,Ryan GriffinR. Griffin NYJ,,22,44,36.1,6.2
43,,Kaden SmithK. Smith NYG,,31,53,41.3,6.3
44,,Nick BoyleN. Boyle BAL,,24,47,37.8,8.6
45,,Foster MoreauF. Moreau LV,,32,45,36.5,5.1
46,,Jordan ReedJ. Reed FA,,36,40,37.8,1.8
47,,Drew SampleD. Sample CIN,,38,94,55.0,20.0
48,,Mo Alie-CoxM. Alie-Cox IND,,24,78,45.5,20.3
49,,C.J. UzomahC. Uzomah CIN,,32,38,34.7,2.5

50,,Ricky Seals-JonesR. Seals-Jones KC,,37,50,42.0,5.7
51,,Charles ClayC. Clay FA,,40,86,60.8,16.9
52,,Cole KmetC. Kmet FA,,38,56,46.0,7.5
53,,Brycen HopkinsB. Hopkins FA,,42,50,47.0,3.6
54,,Hunter BryantH. Bryant FA,,43,51,47.3,3.3
55,,Demetrius HarrisD. Harris CHI,,39,69,55.3,12.4
56,,Jaeden GrahamJ. Graham ATL,,37,68,55.7,13.4
Tier 7,
57,,Nick VannettN. Vannett DEN,,42,76,63.3,15.2
58,,Adam TrautmanA. Trautman FA,,40,49,44.5,4.5
59,,Josh HillJ. Hill NO,,48,50,49.0,1.0
60,,Albert OkwuegbunamA. Okwuegbunam FA,,45,57,51.0,6.0
61,,Harrison BryantH. Bryant FA,,51,52,51.5,0.5
62,,Thaddeus MossT. Moss FA,,44,66,55.0,11.0
63,,Anthony FirkserA. Firkser TEN,,52,58,55.0,3.0
64,,Robert TonyanR. Tonyan GB,,51,70,60.5,9.5
65,,Seth DeValveS. DeValve CAR,,60,63,61.5,1.5
66,,Caleb WilsonC. Wilson WAS,,38,89,63.5,25.5
67,,Maxx WilliamsM. Williams ARI,,61,67,64.0,3.0
68,,James O'ShaughnessyJ. O'Shaughnessy JAC,,41,95,68.0,27.0
69,,Matt LaCosseM. LaCosse NE,,66,71,68.5,2.5
70,,Logan ThomasL. Thomas WAS,,68,73,70.5,2.5
71,,Dan ArnoldD. Arnold ARI,,46,98,72.0,26.0
72,,Jeremy SprinkleJ. Sprinkle WAS,,65,79,72.0,7.0
73,,Nick O'LearyN. O'Leary LV,,62,83,72.5,10.5
74,,Rhett EllisonR. Ellison FA,,54,94,74.0,20.0

75,,Tommy SweeneyT. Sweeney BUF,,55,93,74.0,19.0
