Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.1,1.0,0.0
2,,George KittleG. Kittle SF,4,1,5,2.4,0.6,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,5,2.8,0.6,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,2,9,4.8,0.8,4.0,0.0
5,,Evan EngramE. Engram NYG,11,2,11,4.9,1.3,5.0,0.0
6,,Hunter HenryH. Henry LAC,12,3,12,5.9,1.4,6.0,0.0
7,,Jared CookJ. Cook NO,9,1,17,8.0,1.9,7.0,0.0
8,,Vance McDonaldV. McDonald PIT,7,6,21,8.9,2.4,8.0,0.0
9,,David NjokuD. Njoku CLE,7,4,18,9.5,2.4,10.0,+1.0
Tier 3,
10,,Austin HooperA. Hooper ATL,9,6,20,10.5,2.3,11.0,+1.0
11,,Delanie WalkerD. Walker TEN,11,4,30,12.0,2.9,12.0,+1.0
12,,Trey BurtonT. Burton CHI,6,8,28,14.7,3.6,16.0,+4.0
13,,Mark AndrewsM. Andrews BAL,8,7,30,15.2,4.5,17.0,+4.0
14,,Jordan ReedJ. Reed WAS,10,8,30,16.8,4.2,18.0,+4.0
15,,Kyle RudolphK. Rudolph MIN,12,9,26,16.8,3.4,13.0,-2.0
Tier 4,
16,,Jimmy GrahamJ. Graham GB,11,5,34,18.1,4.1,19.0,+3.0
17,,Eric EbronE. Ebron IND,6,16,26,18.4,2.6,9.0,-8.0
18,,Greg OlsenG. Olsen CAR,7,8,47,18.3,4.8,14.0,-4.0
19,,T.J. HockensonT. Hockenson DET,5,6,36,19.5,5.1,15.0,-4.0
20,,Dallas GoedertD. Goedert PHI,10,11,33,21.7,4.1,23.0,+3.0
21,,Chris Herndon IVC. Herndon NYJ,4,12,39,21.1,3.9,26.0,+5.0
22,,Noah FantN. Fant DEN,10,7,34,22.3,4.5,21.0,-1.0
23,,Jack DoyleJ. Doyle IND,6,21,39,23.9,4.8,20.0,-3.0
24,,Tyler EifertT. Eifert CIN,9,11,39,24.7,4.3,24.0,0.0
25,,Mike GesickiM. Gesicki MIA,5,12,36,25.6,4.6,27.0,+2.0
26,,Darren WallerD. Waller OAK,6,10,36,21.4,5.7,25.0,-1.0
Tier 5,
27,,Jason WittenJ. Witten DAL,8,14,85,29.3,7.3,22.0,-5.0
28,,Gerald EverettG. Everett LAR,9,14,40,27.3,4.1,32.0,+4.0
29,,Cameron BrateC. Brate TB,7,21,47,31.3,4.6,31.0,+2.0
30,,Ian ThomasI. Thomas CAR,7,21,47,31.0,4.6,30.0,0.0
31,,Hayden HurstH. Hurst BAL,8,25,46,33.2,4.6,49.0,+18.0
32,,Will DisslyW. Dissly SEA,11,22,50,32.7,6.6,36.0,+4.0
33,,Nick VannettN. Vannett SEA,11,27,59,38.7,6.8,56.0,+23.0
Tier 6,
34,,Irv Smith Jr.I. Smith MIN,12,22,58,36.9,5.9,28.0,-6.0
35,,Charles ClayC. Clay ARI,12,25,66,38.2,7.0,74.0,+39.0
36,,Ricky Seals-JonesR. Seals-Jones CLE,7,23,71,35.7,7.9,48.0,+12.0
37,,Matt LaCosseM. LaCosse NE,10,18,69,36.0,8.0,33.0,-4.0
38,,Benjamin WatsonB. Watson NE,10,22,65,36.5,7.8,29.0,-9.0
39,,Jonnu SmithJ. Smith TEN,11,28,61,40.9,6.1,52.0,+13.0
40,,Geoff SwaimG. Swaim JAC,10,19,52,33.3,7.6,39.0,-1.0
41,,Vernon DavisV. Davis WAS,10,26,65,39.8,7.6,45.0,+4.0
42,,Jordan ThomasJ. Thomas HOU,10,20,85,38.7,11.1,38.0,-4.0
43,,C.J. UzomahC. Uzomah CIN,9,27,56,39.6,6.0,43.0,0.0
44,,Dawson KnoxD. Knox BUF,6,24,70,41.8,9.9,188.0,+144.0
