Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0,1.0,0.0
2,,George KittleG. Kittle SF,4,2,4,2.5,0.5,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,5,2.6,0.6,2.0,-1.0
Tier 3,
4,,O.J. HowardO. Howard TB,7,2,17,4.6,1.1,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,10,5.3,1.1,6.0,+1.0
6,,Evan EngramE. Engram NYG,11,4,12,6.1,1.6,5.0,-1.0
7,,Eric EbronE. Ebron IND,6,5,16,8.2,2.0,7.0,0.0
8,,Jared CookJ. Cook NO,9,3,17,8.4,2.5,8.0,0.0
9,,David NjokuD. Njoku CLE,7,4,18,9.1,2.1,9.0,0.0
Tier 4,
10,,Vance McDonaldV. McDonald PIT,7,6,20,11.5,3.2,10.0,0.0
11,,Delanie WalkerD. Walker TEN,11,6,29,12.7,4.0,12.0,+1.0
12,,Austin HooperA. Hooper ATL,9,6,22,12.7,3.1,11.0,-1.0
13,,Trey BurtonT. Burton CHI,6,5,23,13.0,2.5,15.0,+2.0
14,,Chris Herndon IVC. Herndon NYJ,4,6,20,14.5,3.1,16.0,+2.0
15,,Jack DoyleJ. Doyle IND,6,7,33,14.9,3.9,23.0,+8.0
16,,Jordan ReedJ. Reed WAS,10,8,28,16.6,3.7,21.0,+5.0
Tier 5,
17,,Greg OlsenG. Olsen CAR,7,10,36,17.9,3.7,20.0,+3.0
18,,Kyle RudolphK. Rudolph MIN,12,11,31,18.3,3.1,14.0,-4.0
19,,Jimmy GrahamJ. Graham GB,11,11,29,18.9,3.4,19.0,0.0
20,,Mark AndrewsM. Andrews BAL,8,9,32,22.2,4.1,22.0,+2.0
21,,Dallas GoedertD. Goedert PHI,10,12,30,21.6,3.7,18.0,-3.0
22,,Mike GesickiM. Gesicki MIA,5,13,42,24.3,5.3,26.0,+4.0
23,,T.J. HockensonT. Hockenson DET,5,9,59,22.0,7.4,13.0,-10.0
24,,Noah FantN. Fant DEN,10,8,38,22.9,5.7,17.0,-7.0
25,,Gerald EverettG. Everett LAR,9,20,37,25.9,3.3,29.0,+4.0
26,,Tyler EifertT. Eifert CIN,9,15,38,26.2,4.0,24.0,-2.0
Tier 6,
27,,Cameron BrateC. Brate TB,7,22,43,29.2,4.6,33.0,+6.0
28,,Hayden HurstH. Hurst BAL,8,22,54,30.2,5.3,34.0,+6.0
29,,Ricky Seals-JonesR. Seals-Jones ARI,12,17,68,31.0,6.8,41.0,+12.0
30,,Ian ThomasI. Thomas CAR,7,23,50,31.7,5.3,28.0,-2.0
31,,Nick VannettN. Vannett SEA,11,25,61,34.6,6.7,54.0,+23.0
32,,Jason WittenJ. Witten DAL,8,9,43,29.8,5.3,27.0,-5.0
33,,Charles ClayC. Clay ARI,12,30,62,37.1,6.6,48.0,+15.0
Tier 7,
34,,Jake ButtJ. Butt DEN,10,28,56,37.1,6.4,58.0,+24.0
35,,Jonnu SmithJ. Smith TEN,11,18,59,37.4,7.6,42.0,+7.0
36,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,20,107,34.4,15.8,31.0,-5.0
37,,Irv Smith Jr.I. Smith MIN,12,25,69,38.9,10.4,25.0,-12.0
38,,Will DisslyW. Dissly SEA,11,23,49,35.3,7.5,40.0,+2.0
39,,Jordan ThomasJ. Thomas HOU,10,25,62,40.4,9.4,52.0,+13.0
40,,Luke WillsonL. Willson OAK,6,23,67,42.9,11.7,,
41,,Vernon DavisV. Davis WAS,10,27,63,41.6,9.1,59.0,+18.0
42,,C.J. UzomahC. Uzomah CIN,9,19,57,38.5,10.3,35.0,-7.0
43,,Blake JarwinB. Jarwin DAL,8,28,64,40.1,8.0,47.0,+4.0
44,,Jace SternbergerJ. Sternberger GB,11,26,62,41.9,11.1,37.0,-7.0
45,,Geoff SwaimG. Swaim JAC,10,20,53,37.8,9.8,49.0,+4.0
46,,Benjamin WatsonB. Watson NE,10,28,79,38.8,12.5,44.0,-2.0
47,,Jesse JamesJ. James DET,5,22,54,46.3,4.8,36.0,-11.0
48,,Tyler HigbeeT. Higbee LAR,9,36,56,44.2,4.5,60.0,+12.0
49,,Darren WallerD. Waller OAK,6,21,58,37.3,9.9,32.0,-17.0
50,,Adam ShaheenA. Shaheen CHI,6,23,63,47.3,8.2,51.0,+1.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 8,
51,,Josh OliverJ. Oliver JAC,10,19,80,46.3,16.6,30.0,-21.0
52,,Kahale WarringK. Warring HOU,10,23,74,46.8,11.2,50.0,-2.0
53,,Dawson KnoxD. Knox BUF,6,24,81,50.3,17.6,43.0,-10.0
54,,Tyler KroftT. Kroft BUF,6,37,71,47.9,7.8,39.0,-15.0
55,,Jeff HeuermanJ. Heuerman DEN,10,32,66,50.3,5.9,46.0,-9.0
56,,Matt LaCosseM. LaCosse NE,10,24,79,47.9,18.8,38.0,-18.0
57,,Josh HillJ. Hill NO,9,38,73,57.9,9.0,,
Tier 9,
58,,Ed DicksonE. Dickson SEA,11,34,64,54.9,7.7,,
59,,Demetrius HarrisD. Harris CLE,7,41,68,56.6,8.0,,
60,,Foster MoreauF. Moreau OAK,6,25,89,64.0,13.0,53.0,-7.0
61,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,48,73,59.5,6.1,,
62,,Virgil GreenV. Green LAC,12,49,83,67.4,8.7,,
63,,Rhett EllisonR. Ellison NYG,11,42,82,56.4,13.1,,
64,,Jason CroomJ. Croom BUF,6,47,95,63.8,14.2,,
65,,Dan ArnoldD. Arnold NO,9,42,90,69.4,14.4,,
66,,Xavier GrimbleX. Grimble PIT,7,45,76,61.6,9.3,,
67,,Mo Alie-CoxM. Alie-Cox IND,6,52,81,68.4,8.0,57.0,-10.0
68,,Jordan AkinsJ. Akins HOU,10,49,74,63.4,6.9,,
69,,Blake BellB. Bell KC,12,46,69,57.0,8.3,,
70,,Garrett CelekG. Celek SF,4,56,76,70.1,6.8,,
71,,Dwayne AllenD. Allen MIA,5,31,78,60.5,8.8,,
72,,Darren FellsD. Fells HOU,10,31,101,54.6,27.9,,
73,,Nick BoyleN. Boyle BAL,8,51,68,63.7,4.4,,
74,,Michael RobertsM. Roberts FA,,25,86,64.3,13.2,,
75,,Anthony FirkserA. Firkser TEN,11,46,83,72.0,10.4,,
76,,Maxx WilliamsM. Williams ARI,12,47,82,72.2,6.8,,
77,,Logan PaulsenL. Paulsen ATL,9,55,93,73.2,9.5,,
78,,Luke StockerL. Stocker ATL,9,43,88,75.5,8.8,,
79,,Jordan LeggettJ. Leggett TB,7,60,83,69.4,7.8,,
80,,Ryan GriffinR. Griffin FA,,41,51,46.0,4.1,,
81,,Jaylen SamuelsJ. Samuels PIT,7,16,23,19.5,3.5,,
82,,Nick O'LearyN. O'Leary MIA,5,68,90,78.5,7.7,,
83,,Dalton SchultzD. Schultz DAL,8,55,76,72.8,3.1,,
84,,Deon YelderD. Yelder KC,12,57,91,73.4,13.6,,
Tier 10,
85,,Jeremy SprinkleJ. Sprinkle WAS,10,58,98,82.5,8.8,,
86,,Alize MackA. Mack NO,9,43,105,74.5,28.2,61.0,-25.0
87,,Jacob HollisterJ. Hollister SEA,11,51,96,81.4,17.9,,
88,,Scott SimonsonS. Simonson NYG,11,77,88,81.6,4.2,,
89,,Drew SampleD. Sample CIN,9,75,87,80.5,4.3,56.0,-33.0
90,,Antony AuclairA. Auclair TB,7,72,97,86.6,8.1,,
91,,Stephen AndersonS. Anderson NE,10,61,98,74.0,17.0,,
92,,Eric TomlinsonE. Tomlinson NYJ,4,68,79,75.0,5.0,,
93,,Kaden SmithK. Smith SF,4,43,99,77.3,24.6,,
94,,Seth DeValveS. DeValve CLE,7,71,100,85.8,10.3,,
95,,Derek CarrierD. Carrier OAK,6,73,101,90.4,9.3,,
96,,Clive WalfordC. Walford MIA,5,76,85,79.3,4.0,,
97,,Zach GentryZ. Gentry PIT,7,80,91,87.3,4.3,,
98,,Eric SaubertE. Saubert ATL,9,69,92,80.7,9.4,,
99,,Rico GathersR. Gathers DAL,8,71,91,83.0,8.6,,
100,,David MorganD. Morgan MIN,12,84,96,89.3,5.0,,
101,,Tyler ConklinT. Conklin NE,10,69,106,90.0,13.4,,
102,,C.J. ConradC. Conrad NYG,11,51,103,77.0,26.0,,
103,,Neal SterlingN. Sterling KC,12,83,98,92.5,5.7,,
104,,Marcedes LewisM. Lewis GB,11,84,104,95.8,7.5,,
Tier 11,
105,,Durham SmytheD. Smythe MIA,5,77,84,80.5,3.5,,
106,,Troy FumagalliT. Fumagalli DEN,10,73,92,82.5,9.5,,
107,,Ross DwelleyR. Dwelley SF,4,88,102,93.0,6.4,,
108,,Richard RodgersR. Rodgers PHI,10,92,97,93.7,2.4,,
109,,Ben BrauneckerB. Braunecker CHI,6,94,102,98.0,3.5,,
110,,Trevon WescoT. Wesco NYJ,4,84,93,88.5,4.5,63.0,-47.0
111,,Chris ManhertzC. Manhertz CAR,7,91,97,95.0,2.8,,
112,,Robert TonyanR. Tonyan GB,11,90,103,98.3,5.0,,
113,,Sean CulkinS. Culkin LAC,12,87,100,95.7,6.1,,
114,,MyCole PruittM. Pruitt TEN,11,82,102,92.0,10.0,,
115,,Ryan IzzoR. Izzo MIN,12,96,97,96.5,0.5,,
116,,Tommy SweeneyT. Sweeney BUF,6,98,99,98.5,0.5,,
