Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,,2,6,2.8,1.0
3,,Davante AdamsD. Adams GB,,2,7,3.7,1.0
4,,Tyreek HillT. Hill KC,,2,6,3.8,1.6
Tier 2,
5,,Julio JonesJ. Jones ATL,,2,8,4.6,1.0
6,,Chris GodwinC. Godwin TB,,3,9,5.4,1.1
7,,Mike EvansM. Evans TB,,4,10,6.8,1.0
8,,Amari CooperA. Cooper DAL,,7,14,8.9,1.4
9,,Kenny GolladayK. Golladay DET,,7,14,9.2,1.4
Tier 3,
10,,D.J. MooreD. Moore CAR,,7,23,11.1,1.8
11,,Odell Beckham Jr.O. Beckham CLE,,6,22,12.1,2.3
12,,Allen RobinsonA. Robinson CHI,,8,25,12.8,1.7
13,,Keenan AllenK. Allen LAC,,7,20,13.7,2.5
14,,A.J. BrownA. Brown TEN,,7,22,14.4,2.1
15,,Courtland SuttonC. Sutton DEN,,10,28,14.5,2.6
16,,DeVante ParkerD. Parker MIA,,9,27,15.7,2.7
17,,Stefon DiggsS. Diggs MIN,,11,31,16.7,2.3
Tier 4,
18,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,10,31,17.9,4.5
19,,Cooper KuppC. Kupp LAR,,13,35,19.6,2.9
20,,Robert WoodsR. Woods LAR,,15,35,22.3,2.7
21,,D.J. CharkD. Chark JAC,,17,33,22.5,3.7
22,,Calvin RidleyC. Ridley ATL,,16,34,23.1,3.1
23,,Julian EdelmanJ. Edelman NE,,17,34,23.2,3.3
24,,Tyler LockettT. Lockett SEA,,16,33,23.8,3.1
25,,T.Y. HiltonT. Hilton IND,,16,35,25.0,3.8
26,,Adam ThielenA. Thielen MIN,,17,36,25.6,3.8
27,,D.K. MetcalfD. Metcalf SEA,,21,42,25.7,2.8
28,,Jarvis LandryJ. Landry CLE,,20,33,26.7,2.6
Tier 5,
29,,Terry McLaurinT. McLaurin WAS,,15,31,27.8,2.8
30,,A.J. GreenA. Green CIN,,10,40,29.4,5.5
31,,Deebo SamuelD. Samuel SF,,21,44,31.4,3.6
32,,John BrownJ. Brown BUF,,24,51,31.5,2.4
33,,Michael GallupM. Gallup DAL,,24,38,32.4,2.8
34,,Tyler BoydT. Boyd CIN,,27,42,33.3,2.7
35,,Christian KirkC. Kirk ARI,,24,45,34.4,3.1
36,,Marquise BrownM. Brown BAL,,29,46,37.0,2.5
37,,Sterling ShepardS. Shepard NYG,,34,49,37.8,2.4
38,,Mike WilliamsM. Williams LAC,,34,42,38.5,1.7
39,,Robby AndersonR. Anderson NYJ,,35,51,40.4,2.1
Tier 6,
40,,Emmanuel SandersE. Sanders SF,,35,49,41.5,3.2
41,,Alshon JefferyA. Jeffery PHI,,34,53,41.6,3.2
42,,Anthony MillerA. Miller CHI,,34,47,43.2,2.0
43,,Marvin JonesM. Jones DET,,30,58,43.3,3.1
44,,Will FullerW. Fuller HOU,,37,55,44.5,4.1
45,,Darius SlaytonD. Slayton NYG,,37,57,45.6,4.4
46,,Curtis SamuelC. Samuel CAR,,41,54,47.3,2.2
47,,Brandin CooksB. Cooks LAR,,38,60,47.9,5.7
48,,Preston WilliamsP. Williams MIA,,28,58,48.2,3.8
49,,Diontae JohnsonD. Johnson PIT,,42,57,49.2,3.7
50,,Jamison CrowderJ. Crowder NYJ,,33,60,50.0,2.2
51,,Golden TateG. Tate NYG,,36,60,50.6,3.1
52,,DeSean JacksonD. Jackson PHI,,38,76,53.2,4.0
53,,John RossJ. Ross CIN,,46,62,54.7,2.8
54,,Sammy WatkinsS. Watkins KC,,49,67,55.6,3.3
55,,N'Keal HarryN. Harry NE,,43,73,55.9,3.8
56,,Dede WestbrookD. Westbrook JAC,,41,67,56.2,3.7
57,,Tyrell WilliamsT. Williams OAK,,45,67,56.4,3.0
Tier 7,
58,,Corey DavisC. Davis TEN,,46,66,59.0,3.9
59,,Breshad PerrimanB. Perriman TB,,41,110,59.5,5.2
60,,Mecole HardmanM. Hardman KC,,52,75,60.1,3.5
61,,Cole BeasleyC. Beasley BUF,,50,78,60.1,2.1
62,,Hunter RenfrowH. Renfrow OAK,,49,81,62.4,4.9
63,,James WashingtonJ. Washington PIT,,47,67,63.3,2.6
64,,Larry FitzgeraldL. Fitzgerald ARI,,49,71,64.2,3.3
65,,Parris CampbellP. Campbell IND,,58,76,64.6,2.7
66,,Kenny StillsK. Stills HOU,,52,75,68.2,2.5
67,,Mohamed SanuM. Sanu NE,,59,88,68.5,6.0
68,,Randall CobbR. Cobb DAL,,62,77,68.8,2.6
69,,Andy IsabellaA. Isabella ARI,,57,78,71.3,3.4
70,,Albert WilsonA. Wilson MIA,,64,95,74.9,6.2
71,,Chris ConleyC. Conley JAC,,59,78,70.6,3.2
72,,Taylor GabrielT. Gabriel CHI,,68,88,75.1,5.0
73,,Allen LazardA. Lazard GB,,63,103,75.2,7.8
74,,Tre'Quan SmithT. Smith NO,,54,87,75.5,5.7
75,,Danny AmendolaD. Amendola DET,,68,108,76.4,10.6
Tier 8,
76,,Nelson AgholorN. Agholor PHI,,69,100,80.6,7.3
77,,Devin FunchessD. Funchess IND,,70,107,80.9,9.1
78,,Antonio BrownA. Brown FA,,21,76,50.2,17.8
79,,Auden TateA. Tate CIN,,65,91,79.9,5.5
80,,DaeSean HamiltonD. Hamilton DEN,,70,129,87.8,14.7
81,,David MooreD. Moore SEA,,79,104,88.5,8.1
82,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,79,134,89.1,12.2
83,,Willie SneadW. Snead BAL,,78,138,89.9,12.9
84,,Demaryius ThomasD. Thomas NYJ,,83,106,91.0,7.0
85,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,80,105,91.4,7.4
86,,Jakobi MeyersJ. Meyers NE,,73,102,85.7,5.8
87,,Miles BoykinM. Boykin BAL,,74,104,92.4,6.6
88,,Jalen HurdJ. Hurd SF,,61,115,93.7,8.9
89,,Kelvin HarmonK. Harmon WAS,,72,127,87.7,12.6
90,,Demarcus RobinsonD. Robinson KC,,78,124,94.6,9.8
91,,Keke CouteeK. Coutee HOU,,73,109,88.8,8.5
92,,Adam HumphriesA. Humphries TEN,,79,100,89.4,4.8
93,,Phillip DorsettP. Dorsett NE,,78,105,90.7,5.8
94,,Josh ReynoldsJ. Reynolds LAR,,83,117,95.3,9.0
95,,Keelan ColeK. Cole JAC,,77,109,96.9,4.9
96,,Zach PascalZ. Pascal IND,,77,99,91.2,6.6
97,,Geronimo AllisonG. Allison GB,,82,176,101.8,20.3
98,,Ted GinnT. Ginn NO,,90,128,102.8,8.7
99,,Greg WardG. Ward PHI,,69,132,91.6,15.0
100,,Steven SimsS. Sims WAS,,68,113,97.1,12.6
101,,Russell GageR. Gage ATL,,75,107,97.9,7.4
102,,Paul RichardsonP. Richardson WAS,,94,133,104.4,9.0
103,,Dante PettisD. Pettis SF,,59,133,105.6,9.9
104,,Marquise GoodwinM. Goodwin SF,,81,124,107.5,7.4
Tier 9,
105,,Zay JonesZ. Jones OAK,,86,145,109.4,13.6
106,,Kendrick BourneK. Bourne SF,,90,129,104.2,8.3
107,,Justin WatsonJ. Watson TB,,81,126,105.2,9.2
108,,Quincy EnunwaQ. Enunwa NYJ,,84,116,106.4,7.5
109,,KeeSean JohnsonK. Johnson ARI,,77,125,108.9,8.7
110,,Josh GordonJ. Gordon SEA,,65,112,104.8,8.1
111,,Damiere ByrdD. Byrd ARI,,81,179,116.6,26.4
Tier 10,
112,,Allen HurnsA. Hurns MIA,,96,114,103.4,6.4
113,,Tajae SharpeT. Sharpe TEN,,89,120,103.8,11.5
114,,Rashard HigginsR. Higgins CLE,,92,175,121.3,24.9
115,,Trey QuinnT. Quinn WAS,,89,188,127.0,29.2
116,,Deon CainD. Cain PIT,,111,168,131.0,23.4
