Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Lamar JacksonL. Jackson BAL,,1,2,1.0,0.0
2,,Patrick MahomesP. Mahomes KC,,1,3,2.3,0.5
3,,Deshaun WatsonD. Watson HOU,,2,6,3.3,0.9
Tier 2,
4,,Russell WilsonR. Wilson SEA,,4,11,4.6,0.7
5,,Dak PrescottD. Prescott DAL,,3,12,5.3,0.7
6,,Jameis WinstonJ. Winston TB,,2,9,6.1,1.2
7,,Kyler MurrayK. Murray ARI,,3,12,7.4,2.8
8,,Drew BreesD. Brees NO,,5,14,8.1,2.1
Tier 3,
9,,Aaron RodgersA. Rodgers GB,,7,15,9.9,0.8
10,,Josh AllenJ. Allen BUF,,8,11,10.0,0.5
11,,Matt RyanM. Ryan ATL,,8,13,11.3,1.3
12,,Carson WentzC. Wentz PHI,,7,14,11.9,1.7
13,,Matthew StaffordM. Stafford DET,,8,20,13.0,2.9
14,,Ryan TannehillR. Tannehill TEN,,9,18,13.9,2.2
15,,Cam NewtonC. Newton CAR,,7,22,15.0,3.5
Tier 4,
16,,Kirk CousinsK. Cousins MIN,,15,22,17.6,1.6
17,,Daniel JonesD. Jones NYG,,14,24,18.3,2.4
18,,Baker MayfieldB. Mayfield CLE,,9,24,18.9,2.7
19,,Ben RoethlisbergerB. Roethlisberger PIT,,14,31,18.9,3.1
20,,Jared GoffJ. Goff LAR,,14,21,19.0,0.9
21,,Jimmy GaroppoloJ. Garoppolo SF,,15,23,19.9,1.6
22,,Ryan FitzpatrickR. Fitzpatrick MIA,,17,31,22.4,2.7
23,,Tom BradyT. Brady NE,,19,30,23.3,2.8
24,,Sam DarnoldS. Darnold NYJ,,21,28,24.9,1.6
25,,Mitch TrubiskyM. Trubisky CHI,,18,29,25.0,1.5
26,,Philip RiversP. Rivers LAC,,16,29,25.9,2.3
27,,Drew LockD. Lock DEN,,21,30,26.9,1.7
28,,Gardner MinshewG. Minshew JAC,,20,31,27.3,2.6
Tier 5,
29,,Derek CarrD. Carr OAK,,26,31,28.1,1.2
30,,Andy DaltonA. Dalton CIN,,21,34,29.6,2.5
31,,Dwayne HaskinsD. Haskins WAS,,27,33,30.0,1.2
32,,Jacoby BrissettJ. Brissett IND,,24,32,30.9,2.0
33,,Teddy BridgewaterT. Bridgewater NO,,32,35,33.7,0.7
34,,Marcus MariotaM. Mariota TEN,,34,36,35.3,0.9
35,,Nick FolesN. Foles JAC,,29,44,35.8,4.6
36,,Joe FlaccoJ. Flacco DEN,,33,42,36.7,2.6
Tier 6,
37,,Taysom HillT. Hill NO,,33,44,36.0,4.6
38,,Eli ManningE. Manning NYG,,35,40,38.0,2.1
39,,Josh RosenJ. Rosen MIA,,36,53,41.0,6.2
40,,Case KeenumC. Keenum WAS,,37,43,40.4,2.4
41,,Kyle AllenK. Allen CAR,,38,43,39.7,2.4
42,,Tyrod TaylorT. Taylor LAC,,39,60,45.8,8.3
43,,Jarrett StidhamJ. Stidham NE,,38,73,50.3,16.0
44,,Nick MullensN. Mullens SF,,39,74,51.3,16.0
Tier 7,
45,,Will GrierW. Grier CAR,,44,57,48.7,5.9
