Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,Davante AdamsD. Adams GB,,2,7,3.1,1.2
3,,DeAndre HopkinsD. Hopkins ARI,,2,15,3.4,1.3
4,,Tyreek HillT. Hill KC,,2,10,4.1,1.5
Tier 2,
5,,Julio JonesJ. Jones ATL,,2,9,4.5,1.2
6,,Chris GodwinC. Godwin TB,,3,9,5.4,1.1
7,,Mike EvansM. Evans TB,,4,19,8.1,1.8
8,,Amari CooperA. Cooper DAL,,6,16,8.9,1.9
Tier 3,
9,,Kenny GolladayK. Golladay DET,,6,18,9.6,2.6
10,,D.J. MooreD. Moore CAR,,4,23,11.0,2.2
11,,Odell Beckham Jr.O. Beckham CLE,,4,19,11.3,2.2
12,,Allen RobinsonA. Robinson CHI,,8,25,12.8,2.1
13,,Courtland SuttonC. Sutton DEN,,8,28,15.1,3.0
14,,Keenan AllenK. Allen LAC,,7,27,15.1,4.0
15,,A.J. BrownA. Brown TEN,,7,23,15.4,2.9
16,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,6,31,16.2,4.5
Tier 4,
17,,DeVante ParkerD. Parker MIA,,9,28,17.5,4.2
18,,Cooper KuppC. Kupp LAR,,8,35,18.4,4.3
19,,Stefon DiggsS. Diggs BUF,,10,35,18.8,3.8
20,,Calvin RidleyC. Ridley ATL,,10,34,20.7,3.8
21,,Robert WoodsR. Woods LAR,,15,34,22.1,3.0
22,,Adam ThielenA. Thielen MIN,,9,36,22.2,4.9
23,,D.J. CharkD. Chark JAC,,16,33,23.2,3.8
24,,Tyler LockettT. Lockett SEA,,12,35,24.7,4.4
25,,T.Y. HiltonT. Hilton IND,,14,34,24.8,4.6
Tier 5,
26,,D.K. MetcalfD. Metcalf SEA,,17,42,25.5,2.8
27,,Julian EdelmanJ. Edelman NE,,17,52,27.0,4.2
28,,Terry McLaurinT. McLaurin WAS,,17,33,27.4,2.7
29,,Jarvis LandryJ. Landry CLE,,13,46,28.0,4.4
30,,A.J. GreenA. Green CIN,,10,40,28.1,6.3
31,,Michael GallupM. Gallup DAL,,19,38,30.5,3.5
32,,Deebo SamuelD. Samuel SF,,21,44,30.7,3.1
33,,Tyler BoydT. Boyd CIN,,24,42,32.6,3.4
34,,John BrownJ. Brown BUF,,24,51,35.1,4.5
35,,Christian KirkC. Kirk ARI,,22,45,35.4,4.3
Tier 6,
36,,Marquise BrownM. Brown BAL,,29,50,37.7,3.8
37,,Sterling ShepardS. Shepard NYG,,34,51,39.6,3.4
38,,Will FullerW. Fuller HOU,,25,80,39.9,7.4
39,,Mike WilliamsM. Williams LAC,,35,59,40.0,3.6
40,,Robby AndersonR. Anderson FA,,35,51,41.3,3.4
41,,Emmanuel SandersE. Sanders NO,,35,62,42.8,4.4
42,,Marvin JonesM. Jones DET,,30,58,42.9,4.2
43,,Alshon JefferyA. Jeffery PHI,,36,70,43.4,5.1
44,,Anthony MillerA. Miller CHI,,36,71,44.2,4.3
45,,Darius SlaytonD. Slayton NYG,,26,61,46.2,5.7
46,,Curtis SamuelC. Samuel CAR,,36,58,46.5,3.5
47,,Brandin CooksB. Cooks LAR,,34,60,47.8,5.0
48,,Jamison CrowderJ. Crowder NYJ,,33,60,47.9,5.4
49,,Preston WilliamsP. Williams MIA,,28,64,48.9,4.7

50,,Diontae JohnsonD. Johnson PIT,,36,62,49.8,4.1
51,,Golden TateG. Tate NYG,,33,66,51.0,5.1
Tier 7,
52,,Sammy WatkinsS. Watkins KC,,44,69,55.5,4.1
53,,John RossJ. Ross CIN,,41,78,56.7,6.1
54,,DeSean JacksonD. Jackson PHI,,38,77,57.2,7.2
55,,Mecole HardmanM. Hardman KC,,40,75,57.4,6.6
56,,Tyrell WilliamsT. Williams LV,,46,80,57.4,5.6
57,,Dede WestbrookD. Westbrook JAC,,41,77,57.7,5.8
58,,N'Keal HarryN. Harry NE,,43,75,58.3,6.2
59,,Corey DavisC. Davis TEN,,48,72,60.9,5.4
60,,Breshad PerrimanB. Perriman FA,,51,110,61.2,5.6
61,,Hunter RenfrowH. Renfrow LV,,44,73,61.8,5.6
62,,James WashingtonJ. Washington PIT,,49,73,62.4,4.0
63,,Cole BeasleyC. Beasley BUF,,36,92,62.8,7.3
64,,Kenny StillsK. Stills HOU,,29,75,63.3,7.9
65,,Larry FitzgeraldL. Fitzgerald ARI,,43,77,63.7,5.2
66,,Parris CampbellP. Campbell IND,,54,78,65.5,4.4
67,,Randall CobbR. Cobb HOU,,42,82,67.5,4.9
68,,Andy IsabellaA. Isabella ARI,,48,87,71.5,4.3
Tier 8,
69,,Mohamed SanuM. Sanu NE,,59,116,72.1,10.3
70,,Chris ConleyC. Conley JAC,,57,82,71.7,3.8
71,,Allen LazardA. Lazard GB,,62,85,72.7,5.2
72,,Albert WilsonA. Wilson MIA,,64,107,76.1,7.5
73,,Danny AmendolaD. Amendola DET,,60,113,76.4,9.4
74,,Tre'Quan SmithT. Smith NO,,63,94,77.2,4.9

75,,Taylor GabrielT. Gabriel FA,,63,115,77.8,11.0
76,,Nelson AgholorN. Agholor LV,,69,117,83.0,10.2
77,,Kelvin HarmonK. Harmon WAS,,64,127,83.3,10.4
78,,Auden TateA. Tate CIN,,71,93,80.9,4.5
79,,Devin FunchessD. Funchess FA,,72,107,82.1,8.3
80,,DaeSean HamiltonD. Hamilton DEN,,70,133,86.6,12.7
81,,Antonio BrownA. Brown FA,,21,131,70.1,25.1
82,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,75,105,87.0,7.3
83,,David MooreD. Moore SEA,,77,104,87.6,7.6
84,,Demarcus RobinsonD. Robinson KC,,71,115,91.2,7.8
85,,Miles BoykinM. Boykin BAL,,69,104,88.0,8.5
86,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,80,137,90.1,10.7
Tier 9,
87,,Jalen HurdJ. Hurd SF,,61,105,91.2,7.0
88,,Willie SneadW. Snead BAL,,82,144,92.5,11.8
89,,Keke CouteeK. Coutee HOU,,67,101,89.4,7.1
90,,Adam HumphriesA. Humphries TEN,,75,103,89.6,5.6
91,,Zach PascalZ. Pascal IND,,69,100,90.3,7.2
92,,Jakobi MeyersJ. Meyers NE,,67,102,87.1,5.6
93,,Phillip DorsettP. Dorsett FA,,78,110,91.3,7.1
94,,Steven SimsS. Sims WAS,,62,109,90.5,12.6
95,,Demaryius ThomasD. Thomas FA,,82,125,94.6,10.0
96,,Keelan ColeK. Cole JAC,,77,120,98.5,5.8
97,,Josh ReynoldsJ. Reynolds LAR,,83,123,97.1,7.8
98,,Russell GageR. Gage ATL,,76,119,98.4,8.6
99,,Greg WardG. Ward PHI,,71,124,95.0,12.4

100,,Geronimo AllisonG. Allison FA,,85,184,102.8,16.6
101,,Kendrick BourneK. Bourne SF,,90,112,103.4,4.5
102,,Ted GinnT. Ginn NO,,94,134,103.5,9.3
103,,Justin WatsonJ. Watson TB,,81,126,105.9,6.7
104,,Dante PettisD. Pettis SF,,59,133,104.6,8.6
105,,Paul Richardson Jr.P. Richardson FA,,94,142,107.8,11.1
106,,Marquise GoodwinM. Goodwin SF,,90,124,109.5,5.4
107,,Zay JonesZ. Jones LV,,93,153,110.6,11.3
108,,Quincy EnunwaQ. Enunwa NYJ,,71,128,109.0,8.0
109,,KeeSean JohnsonK. Johnson ARI,,80,140,106.8,11.4
110,,Josh GordonJ. Gordon FA,,61,122,107.1,11.1
Tier 10,
111,,CeeDee LambC. Lamb FA,,32,115,50.0,27.1
112,,Jerry JeudyJ. Jeudy FA,,35,117,51.0,27.1
113,,Tee HigginsT. Higgins FA,,44,118,70.3,20.4
114,,Justin JeffersonJ. Jefferson FA,,36,119,71.6,23.9
115,,Henry Ruggs IIIH. Ruggs FA,,52,120,74.1,22.9
116,,Damiere ByrdD. Byrd NE,,81,124,109.1,8.8
