Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,5,1.5,0.9,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,7,2.6,1.4,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,6,3.5,1.2,4.0,+1.0
4,,Michael ThomasM. Thomas NO,9,1,12,4.3,1.4,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,2,9,4.5,1.7,5.0,0.0
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,21,6.1,1.9,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,1,13,6.7,1.1,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,14,8.7,1.7,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,6,14,10.0,2.1,10.0,+1.0
10,,T.Y. HiltonT. Hilton IND,6,4,15,10.6,1.9,11.0,+1.0
11,,A.J. GreenA. Green CIN,9,6,15,10.8,2.2,14.0,+3.0
12,,Amari CooperA. Cooper DAL,8,8,19,11.5,2.5,12.0,0.0
13,,Adam ThielenA. Thielen MIN,12,9,16,13.1,2.0,9.0,-4.0
14,,Stefon DiggsS. Diggs MIN,12,7,18,13.3,1.4,13.0,-1.0
Tier 4,
15,,Brandin CooksB. Cooks LAR,9,10,25,16.9,2.6,15.0,0.0
16,,Robert WoodsR. Woods LAR,9,13,34,17.2,3.1,17.0,+1.0
17,,Julian EdelmanJ. Edelman NE,10,9,45,17.9,4.4,18.0,+1.0
18,,Kenny GolladayK. Golladay DET,5,12,58,18.5,4.2,16.0,-2.0
19,,Cooper KuppC. Kupp LAR,9,14,43,20.7,3.1,19.0,0.0
20,,Chris GodwinC. Godwin TB,7,16,51,23.0,5.0,22.0,+2.0
21,,Alshon JefferyA. Jeffery PHI,10,18,32,23.1,2.8,30.0,+9.0
22,,Sammy WatkinsS. Watkins KC,12,13,39,23.6,4.6,25.0,+3.0
23,,Allen RobinsonA. Robinson CHI,6,17,37,23.9,4.9,29.0,+6.0
24,,Tyler LockettT. Lockett SEA,11,16,49,24.5,3.9,26.0,+2.0
25,,Jarvis LandryJ. Landry CLE,7,13,39,25.2,5.0,21.0,-4.0
26,,D.J. MooreD. Moore CAR,7,18,52,25.4,3.2,23.0,-3.0
Tier 5,
27,,Calvin RidleyC. Ridley ATL,9,18,59,26.5,3.1,20.0,-7.0
28,,Corey DavisC. Davis TEN,11,17,53,28.5,6.1,31.0,+3.0
29,,Tyler BoydT. Boyd CIN,9,17,47,29.2,5.2,24.0,-5.0
30,,Robby AndersonR. Anderson NYJ,4,19,51,30.4,5.4,33.0,+3.0
31,,Mike WilliamsM. Williams LAC,12,24,57,31.1,4.0,28.0,-3.0
32,,Marvin JonesM. Jones DET,5,23,45,33.0,3.5,40.0,+8.0
33,,Golden TateG. Tate NYG,11,16,53,34.5,5.1,37.0,+4.0
34,,Will FullerW. Fuller HOU,10,24,62,35.2,3.7,32.0,-2.0
35,,Sterling ShepardS. Shepard NYG,11,27,47,36.3,4.0,36.0,+1.0
36,,Dante PettisD. Pettis SF,4,25,56,36.8,5.5,34.0,-2.0
Tier 6,
37,,Christian KirkC. Kirk ARI,12,27,77,39.6,5.5,39.0,+2.0
38,,Courtland SuttonC. Sutton DEN,10,27,61,40.1,4.7,35.0,-3.0
39,,Larry FitzgeraldL. Fitzgerald ARI,12,12,65,40.8,9.2,44.0,+5.0
40,,Dede WestbrookD. Westbrook JAC,10,22,56,42.2,6.3,46.0,+6.0
41,,Keke CouteeK. Coutee HOU,10,30,57,42.4,6.4,49.0,+8.0
42,,Anthony MillerA. Miller CHI,6,34,79,47.3,9.0,48.0,+6.0
43,,Curtis SamuelC. Samuel CAR,7,30,59,45.4,5.2,51.0,+8.0
44,,Geronimo AllisonG. Allison GB,11,28,85,49.9,12.6,50.0,+6.0
45,,Emmanuel SandersE. Sanders DEN,10,27,75,50.6,11.1,41.0,-4.0
46,,Michael GallupM. Gallup DAL,8,39,79,50.9,8.9,69.0,+23.0
47,,DeSean JacksonD. Jackson PHI,10,39,86,52.6,8.5,54.0,+7.0
48,,John BrownJ. Brown BUF,6,40,79,53.7,6.6,61.0,+13.0
49,,Kenny StillsK. Stills MIA,5,20,84,54.8,8.7,64.0,+15.0
50,,James WashingtonJ. Washington PIT,7,28,94,53.1,12.6,42.0,-8.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 7,
51,,Devin FunchessD. Funchess IND,6,37,83,55.5,10.3,55.0,+4.0
52,,Robert FosterR. Foster BUF,6,31,89,55.9,12.9,71.0,+19.0
53,,DaeSean HamiltonD. Hamilton DEN,10,27,86,53.9,11.0,60.0,+7.0
54,,Tyrell WilliamsT. Williams OAK,6,27,91,61.8,13.5,53.0,-1.0
55,,Jamison CrowderJ. Crowder NYJ,4,33,81,55.7,8.9,65.0,+10.0
56,,Marquise GoodwinM. Goodwin SF,4,32,95,59.8,12.6,66.0,+10.0
57,,N'Keal HarryN. Harry NE,10,18,83,49.3,11.9,38.0,-19.0
58,,Adam HumphriesA. Humphries TEN,11,36,89,57.4,10.6,72.0,+14.0
59,,Mohamed SanuM. Sanu ATL,9,47,98,65.0,9.7,79.0,+20.0
60,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,46,87,62.5,9.0,59.0,-1.0
61,,D.K. MetcalfD. Metcalf SEA,11,28,97,63.4,13.4,43.0,-18.0
62,,Donte MoncriefD. Moncrief PIT,7,34,91,64.9,10.3,63.0,+1.0
63,,Parris CampbellP. Campbell IND,6,36,98,61.8,12.1,47.0,-16.0
64,,Quincy EnunwaQ. Enunwa NYJ,4,44,89,65.4,8.3,83.0,+19.0
65,,Mecole HardmanM. Hardman KC,12,26,91,59.8,13.9,45.0,-20.0
66,,Devante ParkerD. Parker MIA,5,43,78,64.4,8.0,67.0,+1.0
67,,Marqise LeeM. Lee JAC,10,35,91,64.6,11.1,77.0,+10.0
68,,Albert WilsonA. Wilson MIA,5,33,97,68.3,12.1,75.0,+7.0
69,,Taylor GabrielT. Gabriel CHI,6,58,82,68.5,6.9,85.0,+16.0
Tier 8,
70,,Tre'Quan SmithT. Smith NO,9,43,87,69.7,8.3,62.0,-8.0
71,,Deebo SamuelD. Samuel SF,4,46,112,70.6,13.9,52.0,-19.0
