Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Patrick MahomesP. Mahomes KC,,1,2,1.0,0.2
2,,Aaron RodgersA. Rodgers GB,,1,5,2.2,0.6
3,,Andrew LuckA. Luck IND,,2,6,3.2,0.8
4,,Deshaun WatsonD. Watson HOU,,2,9,4.2,1.2
Tier 2,
5,,Russell WilsonR. Wilson SEA,,3,15,5.8,1.8
6,,Drew BreesD. Brees NO,,4,14,6.8,1.6
7,,Matt RyanM. Ryan ATL,,3,11,7.2,1.6
8,,Cam NewtonC. Newton CAR,,5,25,8.0,2.4
9,,Jameis WinstonJ. Winston TB,,4,17,9.1,2.1
Tier 3,
10,,Jared GoffJ. Goff LAR,,7,16,10.5,1.6
11,,Ben RoethlisbergerB. Roethlisberger PIT,,4,14,10.6,1.6
12,,Baker MayfieldB. Mayfield CLE,,6,16,11.2,1.9
13,,Philip RiversP. Rivers LAC,,9,19,13.3,2.0
14,,Carson WentzC. Wentz PHI,,8,20,14.3,2.5
15,,Mitch TrubiskyM. Trubisky CHI,,11,21,15.1,2.1
16,,Lamar JacksonL. Jackson BAL,,12,20,15.9,1.8
Tier 4,
17,,Dak PrescottD. Prescott DAL,,10,20,17.0,2.3
18,,Tom BradyT. Brady NE,,14,21,17.6,1.1
19,,Kirk CousinsK. Cousins MIN,,13,21,18.3,2.3
20,,Jimmy GaroppoloJ. Garoppolo SF,,15,21,19.2,1.2
21,,Josh AllenJ. Allen BUF,,14,24,20.6,1.7
22,,Matthew StaffordM. Stafford DET,,13,24,22.6,0.7
23,,Sam DarnoldS. Darnold NYJ,,20,30,23.3,1.9
24,,Marcus MariotaM. Mariota TEN,,22,27,24.6,0.9
25,,Andy DaltonA. Dalton CIN,,22,27,24.8,1.1
26,,Derek CarrD. Carr OAK,,23,28,26.1,0.9
Tier 5,
27,,Eli ManningE. Manning NYG,,24,29,27.7,0.8
28,,Josh RosenJ. Rosen ARI,,25,32,28.3,1.2
29,,Ryan TannehillR. Tannehill MIA,,26,36,30.4,1.9
30,,Joe FlaccoJ. Flacco DEN,,28,34,31.8,1.2
31,,Blake BortlesB. Bortles JAC,,30,36,32.5,1.6
32,,Nick FolesN. Foles PHI,,19,34,30.2,3.9
33,,Case KeenumC. Keenum DEN,,28,36,30.2,1.8
34,,Teddy BridgewaterT. Bridgewater NO,,31,36,34.1,0.9
Tier 6,
35,,Alex SmithA. Smith WAS,,31,41,34.2,2.9
36,,Ryan FitzpatrickR. Fitzpatrick TB,,35,41,37.2,2.0
37,,Tyrod TaylorT. Taylor CLE,,33,47,37.5,4.5
38,,Nick MullensN. Mullens SF,,34,39,36.3,1.9
39,,Jacoby BrissettJ. Brissett IND,,31,56,41.0,9.2
40,,Kyle LaulettaK. Lauletta NYG,,38,48,41.0,4.1
41,,Taysom HillT. Hill NO,,40,43,41.0,1.4
42,,Josh JohnsonJ. Johnson WAS,,39,56,46.3,6.5
43,,Kyler MurrayK. Murray FA,,26,36,31.0,5.0
44,,Colt McCoyC. McCoy WAS,,32,60,46.5,10.3
45,,Dwayne HaskinsD. Haskins FA,,31,35,33.0,2.0
46,,DeShone KizerD. Kizer GB,,38,48,42.7,4.1
47,,AJ McCarronA. McCarron OAK,,41,50,45.3,3.7
Tier 7,
48,,Brock OsweilerB. Osweiler MIA,,46,53,48.3,3.3
49,,Matt BarkleyM. Barkley BUF,,47,51,49.0,1.6
50,,Blaine GabbertB. Gabbert TEN,,44,55,49.3,4.5
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Ryan GriffinR. Griffin TB,,37,79,56.3,17.3
52,,Cody KesslerC. Kessler JAC,,43,57,51.3,6.0
53,,Joshua DobbsJ. Dobbs PIT,,44,58,53.3,6.6
54,,Robert GriffinR. Griffin BAL,,45,67,55.3,9.0
55,,C.J. BeathardC. Beathard SF,,50,60,54.0,4.3
56,,Jeff DriskelJ. Driskel CIN,,52,57,54.3,2.1
57,,Mike GlennonM. Glennon ARI,,47,63,55.0,6.5
58,,Geno SmithG. Smith LAC,,45,73,59.0,14.0
59,,Tom SavageT. Savage CIN,,51,74,60.3,9.9
60,,David FalesD. Fales MIA,,52,75,61.3,9.9
61,,Taylor HeinickeT. Heinicke CAR,,53,81,64.0,12.2
Tier 8,
62,,Kyle AllenK. Allen CAR,,55,80,64.7,11.0
63,,Davis WebbD. Webb NYJ,,59,62,60.3,1.2
