Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,DeAndre HopkinsD. Hopkins HOU,10,1,5,1.4,0.8,1.0,0.0
2,,Davante AdamsD. Adams GB,11,1,7,2.5,1.3,2.0,0.0
3,,Julio JonesJ. Jones ATL,9,1,6,3.4,1.2,4.0,+1.0
4,,Michael ThomasM. Thomas NO,9,1,10,4.2,1.1,3.0,-1.0
5,,Odell Beckham Jr.O. Beckham CLE,7,2,10,4.5,1.6,5.0,0.0
Tier 2,
6,,JuJu Smith-SchusterJ. Smith-Schuster PIT,7,1,21,6.1,1.7,6.0,0.0
7,,Antonio BrownA. Brown OAK,6,1,13,6.9,1.2,7.0,0.0
8,,Mike EvansM. Evans TB,7,5,14,8.6,1.6,8.0,0.0
Tier 3,
9,,Keenan AllenK. Allen LAC,12,6,17,10.1,2.0,10.0,+1.0
10,,T.Y. HiltonT. Hilton IND,6,4,15,10.4,1.8,11.0,+1.0
11,,A.J. GreenA. Green CIN,9,6,161,11.0,2.2,14.0,+3.0
12,,Amari CooperA. Cooper DAL,8,8,19,11.9,2.4,12.0,0.0
13,,Adam ThielenA. Thielen MIN,12,7,16,12.7,2.2,9.0,-4.0
14,,Stefon DiggsS. Diggs MIN,12,7,18,13.6,1.7,13.0,-1.0
Tier 4,
15,,Robert WoodsR. Woods LAR,9,10,34,17.1,3.1,17.0,+2.0
16,,Brandin CooksB. Cooks LAR,9,11,25,17.2,2.7,15.0,-1.0
17,,Julian EdelmanJ. Edelman NE,10,9,45,17.4,4.4,18.0,+1.0
18,,Kenny GolladayK. Golladay DET,5,12,58,18.5,3.9,16.0,-2.0
19,,Cooper KuppC. Kupp LAR,9,14,43,21.1,3.1,19.0,0.0
20,,Chris GodwinC. Godwin TB,7,8,51,22.1,5.2,21.0,+1.0
21,,Sammy WatkinsS. Watkins KC,12,11,39,22.9,4.9,24.0,+3.0
22,,Alshon JefferyA. Jeffery PHI,10,15,32,23.0,2.7,30.0,+8.0
23,,Tyler LockettT. Lockett SEA,11,16,49,24.1,4.0,26.0,+3.0
24,,Allen RobinsonA. Robinson CHI,6,17,39,24.9,5.1,29.0,+5.0
25,,D.J. MooreD. Moore CAR,7,18,52,25.3,3.1,23.0,-2.0
26,,Jarvis LandryJ. Landry CLE,7,14,43,26.0,5.4,22.0,-4.0
27,,Calvin RidleyC. Ridley ATL,9,13,59,26.7,3.9,20.0,-7.0
Tier 5,
28,,Tyler BoydT. Boyd CIN,9,16,42,28.6,5.1,25.0,-3.0
29,,Corey DavisC. Davis TEN,11,17,53,29.6,6.1,31.0,+2.0
30,,Robby AndersonR. Anderson NYJ,4,19,51,30.6,5.6,33.0,+3.0
31,,Mike WilliamsM. Williams LAC,12,23,57,31.2,3.5,28.0,-3.0
32,,Marvin JonesM. Jones DET,5,23,48,33.5,4.2,40.0,+8.0
33,,Golden TateG. Tate NYG,11,16,53,34.5,5.0,38.0,+5.0
34,,Will FullerW. Fuller HOU,10,24,62,35.7,3.7,32.0,-2.0
35,,Sterling ShepardS. Shepard NYG,11,24,59,35.9,4.2,37.0,+2.0
36,,Dante PettisD. Pettis SF,4,26,56,36.9,5.2,34.0,-2.0
Tier 6,
37,,Larry FitzgeraldL. Fitzgerald ARI,12,12,65,39.9,8.1,44.0,+7.0
38,,Courtland SuttonC. Sutton DEN,10,28,61,39.9,4.6,36.0,-2.0
39,,Christian KirkC. Kirk ARI,12,27,80,40.1,7.6,39.0,0.0
40,,Dede WestbrookD. Westbrook JAC,10,20,56,41.0,6.6,46.0,+6.0
41,,Keke CouteeK. Coutee HOU,10,26,57,41.8,6.1,48.0,+7.0
42,,Anthony MillerA. Miller CHI,6,34,79,46.8,8.4,49.0,+7.0
43,,Curtis SamuelC. Samuel CAR,7,33,69,44.9,6.0,51.0,+8.0
44,,Geronimo AllisonG. Allison GB,11,28,85,49.0,11.3,50.0,+6.0
45,,Michael GallupM. Gallup DAL,8,39,75,49.9,8.0,68.0,+23.0
46,,DeSean JacksonD. Jackson PHI,10,26,86,51.4,6.7,54.0,+8.0
47,,Emmanuel SandersE. Sanders DEN,10,27,75,51.5,10.8,41.0,-6.0
48,,Kenny StillsK. Stills MIA,5,20,87,52.9,7.7,64.0,+16.0
49,,John BrownJ. Brown BUF,6,22,79,53.1,6.9,61.0,+12.0
50,,James WashingtonJ. Washington PIT,7,28,94,55.0,13.6,45.0,-5.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 7,
51,,Devin FunchessD. Funchess IND,6,37,83,55.6,9.4,55.0,+4.0
52,,DaeSean HamiltonD. Hamilton DEN,10,27,86,52.7,8.7,59.0,+7.0
53,,Robert FosterR. Foster BUF,6,26,89,55.4,12.7,58.0,+5.0
54,,Jamison CrowderJ. Crowder NYJ,4,33,81,55.7,8.4,66.0,+12.0
55,,Tyrell WilliamsT. Williams OAK,6,27,84,61.8,12.0,53.0,-2.0
56,,N'Keal HarryN. Harry NE,10,18,83,48.3,11.9,35.0,-21.0
57,,Marquise GoodwinM. Goodwin SF,4,32,95,60.5,13.5,67.0,+10.0
58,,Donte MoncriefD. Moncrief PIT,7,26,91,63.8,10.4,65.0,+7.0
59,,Mohamed SanuM. Sanu ATL,9,47,98,64.2,8.5,80.0,+21.0
60,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,11,47,95,62.7,9.2,62.0,+2.0
61,,Adam HumphriesA. Humphries TEN,11,36,129,59.9,15.1,72.0,+11.0
62,,Marqise LeeM. Lee JAC,10,35,91,64.6,10.1,78.0,+16.0
63,,Quincy EnunwaQ. Enunwa NYJ,4,43,89,64.8,8.2,84.0,+21.0
64,,D.K. MetcalfD. Metcalf SEA,11,28,112,62.1,13.7,43.0,-21.0
65,,Mecole HardmanM. Hardman KC,12,16,86,57.8,13.1,42.0,-23.0
66,,Devante ParkerD. Parker MIA,5,43,92,64.9,8.1,79.0,+13.0
67,,Albert WilsonA. Wilson MIA,5,33,97,68.6,11.0,75.0,+8.0
68,,Parris CampbellP. Campbell IND,6,36,85,61.4,10.9,47.0,-21.0
69,,Taylor GabrielT. Gabriel CHI,6,58,91,68.8,7.4,85.0,+16.0
70,,Tre'Quan SmithT. Smith NO,9,49,87,69.3,6.8,63.0,-7.0
Tier 8,
71,,Zay JonesZ. Jones BUF,6,43,102,74.0,10.6,69.0,-2.0
72,,David MooreD. Moore SEA,11,53,91,74.9,8.8,93.0,+21.0
73,,A.J. BrownA. Brown TEN,11,29,87,69.9,8.0,57.0,-16.0
74,,Antonio CallawayA. Callaway CLE,7,52,92,72.9,9.7,74.0,0.0
75,,John RossJ. Ross CIN,9,51,111,75.3,11.9,87.0,+12.0
76,,Randall CobbR. Cobb DAL,8,28,97,78.0,7.6,88.0,+12.0
77,,Deebo SamuelD. Samuel SF,4,47,91,70.1,11.1,52.0,-25.0
78,,Nelson AgholorN. Agholor PHI,10,41,104,80.5,7.4,77.0,-1.0
79,,Marquise BrownM. Brown BAL,8,33,90,71.7,13.0,60.0,-19.0
80,,Josh DoctsonJ. Doctson WAS,10,51,102,81.5,8.0,103.0,+23.0
81,,Ted GinnT. Ginn NO,9,49,122,85.4,11.0,86.0,+5.0
82,,D.J. CharkD. Chark JAC,10,32,102,83.3,8.7,98.0,+16.0
83,,Paul RichardsonP. Richardson WAS,10,55,112,83.5,11.1,96.0,+13.0
84,,Equanimeous St. BrownE. St. GB,11,49,107,83.7,10.7,101.0,+17.0
85,,Andy IsabellaA. Isabella ARI,12,40,95,76.1,12.7,56.0,-29.0
86,,Demaryius ThomasD. Thomas NE,10,18,128,85.7,16.4,70.0,-16.0
