Rank,WSID,Quarterbacks (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Patrick MahomesP. Mahomes KC,12,1,4,1.2,0.5,1.0,0.0
2,,Deshaun WatsonD. Watson HOU,10,1,7,2.3,0.8,2.0,0.0
3,,Aaron RodgersA. Rodgers GB,11,1,9,3.3,1.1,3.0,0.0
Tier 2,
4,,Baker MayfieldB. Mayfield CLE,7,1,16,5.1,2.0,4.0,0.0
5,,Matt RyanM. Ryan ATL,9,1,16,5.6,2.3,5.0,0.0
6,,Carson WentzC. Wentz PHI,10,3,17,7.7,2.9,7.0,+1.0
7,,Cam NewtonC. Newton CAR,7,1,20,7.9,2.8,10.0,+3.0
8,,Russell WilsonR. Wilson SEA,11,3,17,8.8,3.1,8.0,0.0
Tier 3,
9,,Drew BreesD. Brees NO,9,1,22,10.6,3.2,6.0,-3.0
10,,Jared GoffJ. Goff LAR,9,3,21,10.6,3.1,9.0,-1.0
11,,Jameis WinstonJ. Winston TB,7,3,20,11.1,2.9,15.0,+4.0
12,,Kyler MurrayK. Murray ARI,12,4,26,12.2,3.7,12.0,0.0
13,,Lamar JacksonL. Jackson BAL,8,3,27,13.3,4.0,14.0,+1.0
14,,Ben RoethlisbergerB. Roethlisberger PIT,7,5,21,13.9,3.2,13.0,-1.0
15,,Dak PrescottD. Prescott DAL,8,7,22,14.1,2.8,16.0,+1.0
16,,Philip RiversP. Rivers LAC,12,8,21,16.1,2.8,17.0,+1.0
Tier 4,
17,,Mitch TrubiskyM. Trubisky CHI,6,9,27,17.6,3.2,19.0,+2.0
18,,Tom BradyT. Brady NE,10,8,24,17.6,2.6,11.0,-7.0
19,,Kirk CousinsK. Cousins MIN,12,8,22,17.8,3.2,18.0,-1.0
20,,Josh AllenJ. Allen BUF,6,6,30,18.5,3.6,21.0,+1.0
21,,Jimmy GaroppoloJ. Garoppolo SF,4,11,26,20.9,2.7,20.0,-1.0
22,,Sam DarnoldS. Darnold NYJ,4,12,28,21.9,2.6,24.0,+2.0
23,,Matthew StaffordM. Stafford DET,5,16,28,23.5,2.0,23.0,0.0
24,,Derek CarrD. Carr OAK,6,18,29,24.0,2.2,22.0,-2.0
25,,Jacoby BrissettJ. Brissett IND,6,17,32,25.1,2.7,31.0,+6.0
26,,Andy DaltonA. Dalton CIN,9,18,30,25.5,1.8,27.0,+1.0
27,,Nick FolesN. Foles JAC,10,18,31,26.3,1.8,25.0,-2.0
28,,Marcus MariotaM. Mariota TEN,11,12,33,27.4,2.0,26.0,-2.0
Tier 5,
29,,Joe FlaccoJ. Flacco DEN,10,21,36,29.4,1.7,28.0,-1.0
30,,Eli ManningE. Manning NYG,11,26,36,30.6,1.7,29.0,-1.0
31,,Ryan FitzpatrickR. Fitzpatrick MIA,5,24,51,31.5,2.7,34.0,+3.0
32,,Dwayne HaskinsD. Haskins WAS,10,25,37,31.9,1.9,30.0,-2.0
33,,Josh RosenJ. Rosen MIA,5,27,36,32.6,1.9,33.0,0.0
34,,Case KeenumC. Keenum WAS,10,30,64,33.9,3.6,35.0,+1.0
35,,Daniel JonesD. Jones NYG,11,26,55,34.4,3.1,32.0,-3.0
36,,Ryan TannehillR. Tannehill TEN,11,28,63,36.2,3.6,37.0,+1.0
Tier 6,
37,,Drew LockD. Lock DEN,10,32,62,39.0,5.4,40.0,+3.0
38,,Taysom HillT. Hill NO,9,33,51,38.1,3.0,36.0,-2.0
39,,Blake BortlesB. Bortles LAR,9,35,50,40.0,3.2,42.0,+3.0
40,,Teddy BridgewaterT. Bridgewater NO,9,36,57,42.4,5.6,61.0,+21.0
