Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,,1,3,1.4,0.5
2,,Ezekiel ElliottE. Elliott DAL,,1,6,2.5,1.1
3,,Christian McCaffreyC. McCaffrey CAR,,2,6,3.3,0.9
4,,Alvin KamaraA. Kamara NO,,2,6,3.7,1.0
Tier 2,
5,,Todd GurleyT. Gurley LAR,,1,16,5.3,2.4
6,,Melvin GordonM. Gordon LAC,,4,7,5.7,0.7
7,,Le'Veon BellL. Bell NYJ,,4,14,8.3,2.0
8,,James ConnerJ. Conner PIT,,6,14,8.7,1.7
9,,David JohnsonD. Johnson ARI,,5,19,9.1,2.0
Tier 3,
10,,Joe MixonJ. Mixon CIN,,7,16,9.8,1.4
11,,Nick ChubbN. Chubb CLE,,7,16,11.3,2.2
12,,Dalvin CookD. Cook MIN,,8,19,11.9,1.9
13,,Leonard FournetteL. Fournette JAC,,9,21,14.6,2.7
14,,Aaron JonesA. Jones GB,,8,26,15.2,2.1
15,,Sony MichelS. Michel NE,,13,19,15.4,1.6
16,,Marlon MackM. Mack IND,,9,22,15.6,2.7
Tier 4,
17,,Damien WilliamsD. Williams KC,,9,33,17.6,6.6
18,,Derrick HenryD. Henry TEN,,9,25,19.5,2.9
19,,Chris CarsonC. Carson SEA,,14,25,19.5,3.0
20,,Phillip LindsayP. Lindsay DEN,,14,27,19.5,2.3
21,,Devonta FreemanD. Freeman ATL,,12,28,20.6,3.5
22,,Kerryon JohnsonK. Johnson DET,,15,28,21.3,2.9
23,,Tarik CohenT. Cohen CHI,,16,30,21.8,3.3
24,,Mark IngramM. Ingram BAL,,16,31,23.2,3.2
25,,Derrius GuiceD. Guice WAS,,18,41,24.5,3.2
26,,James WhiteJ. White NE,,20,39,26.5,3.7
Tier 5,
27,,Lamar MillerL. Miller HOU,,22,34,27.4,2.3
28,,Kenyan DrakeK. Drake MIA,,21,34,28.9,2.1
29,,Tevin ColemanT. Coleman SF,,24,34,29.6,2.2
30,,Jordan HowardJ. Howard PHI,,23,43,31.2,3.6
31,,LeSean McCoyL. McCoy BUF,,28,45,33.0,3.1
32,,Jerick McKinnonJ. McKinnon SF,,24,56,33.1,5.6
33,,Latavius MurrayL. Murray NO,,21,47,33.3,6.9
34,,Rashaad PennyR. Penny SEA,,23,44,34.1,2.0
35,,Royce FreemanR. Freeman DEN,,31,44,37.3,2.4
36,,Matt BreidaM. Breida SF,,23,57,39.9,8.3
37,,Nyheim HinesN. Hines IND,,27,54,40.1,3.1
38,,Dion LewisD. Lewis TEN,,33,63,40.2,3.9
Tier 6,
39,,Kenneth DixonK. Dixon BAL,,29,94,43.1,6.9
40,,Kareem HuntK. Hunt CLE,,33,65,44.9,8.4
41,,Ito SmithI. Smith ATL,,29,58,45.1,6.2
42,,Rex BurkheadR. Burkhead NE,,35,67,45.2,6.1
43,,Duke JohnsonD. Johnson CLE,,37,60,45.3,5.3
44,,Austin EkelerA. Ekeler LAC,,34,57,46.7,6.3
45,,Carlos HydeC. Hyde KC,,29,75,48.6,10.5
46,,Ronald Jones IIR. Jones TB,,37,69,49.2,4.1
47,,Gus EdwardsG. Edwards BAL,,37,78,50.6,11.2
48,,Elijah McGuireE. McGuire NYJ,,34,82,48.7,10.8
49,,Jamaal WilliamsJ. Williams GB,,40,62,52.4,4.3
50,,D'Onta ForemanD. Foreman HOU,,38,65,52.5,5.9
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Chris ThompsonC. Thompson WAS,,30,73,52.9,6.3
