Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,,1,2,1.4,0.5
2,,George KittleG. Kittle SF,,1,5,1.7,0.7
3,,Zach ErtzZ. Ertz PHI,,3,8,3.3,0.7
4,,Mark AndrewsM. Andrews BAL,,1,6,4.0,0.7
Tier 2,
5,,Darren WallerD. Waller LV,,3,7,5.3,1.0
6,,Austin HooperA. Hooper CLE,,2,17,7.1,2.3
7,,Hunter HenryH. Henry LAC,,5,10,7.2,1.0
8,,Evan EngramE. Engram NYG,,5,16,7.6,1.5
9,,Jared CookJ. Cook NO,,6,15,9.5,1.7
10,,Tyler HigbeeT. Higbee LAR,,5,22,9.9,2.0
11,,Noah FantN. Fant DEN,,4,17,11.5,1.7
Tier 3,
12,,Dallas GoedertD. Goedert PHI,,8,28,12.4,1.7
13,,Mike GesickiM. Gesicki MIA,,9,25,13.8,2.3
14,,T.J. HockensonT. Hockenson DET,,11,18,14.3,1.5
15,,O.J. HowardO. Howard TB,,5,23,16.9,3.3
16,,Jack DoyleJ. Doyle IND,,13,27,17.3,2.2
17,,Jonnu SmithJ. Smith TEN,,10,32,17.6,3.0
18,,Eric EbronE. Ebron PIT,,12,34,20.3,3.1
19,,Ian ThomasI. Thomas CAR,,9,26,20.6,3.0
Tier 4,
20,,Kyle RudolphK. Rudolph MIN,,15,29,23.4,2.8
21,,Irv Smith Jr.I. Smith MIN,,16,31,23.6,2.1
22,,Chris Herndon IVC. Herndon NYJ,,13,34,23.7,3.2
23,,David NjokuD. Njoku CLE,,12,35,21.8,5.2
24,,Greg OlsenG. Olsen SEA,,10,42,25.4,6.9
25,,Will DisslyW. Dissly SEA,,10,40,22.1,6.7
26,,Vance McDonaldV. McDonald PIT,,14,38,27.6,3.9
27,,Dawson KnoxD. Knox BUF,,12,34,25.9,3.3
28,,Blake JarwinB. Jarwin DAL,,10,34,24.5,5.7
29,,Jimmy GrahamJ. Graham CHI,,16,42,31.7,4.3
30,,Gerald EverettG. Everett LAR,,20,37,28.8,3.3
31,,Cameron BrateC. Brate TB,,22,39,31.3,2.5
32,,Jacob HollisterJ. Hollister SEA,,15,52,30.9,6.0
Tier 5,
33,,Trey BurtonT. Burton CHI,,25,53,34.9,6.1
34,,Delanie WalkerD. Walker FA,,15,40,32.6,3.6
35,,Jordan AkinsJ. Akins HOU,,27,41,35.0,2.2
36,,Hayden HurstH. Hurst ATL,,7,49,21.9,12.7
37,,Tyler EifertT. Eifert JAC,,30,46,37.3,3.9
Tier 6,
38,,Darren FellsD. Fells FA,,25,42,36.8,5.3
39,,Josh OliverJ. Oliver JAC,,29,46,38.4,4.3
40,,Jason WittenJ. Witten LV,,20,43,35.3,4.5
41,,Jace SternbergerJ. Sternberger GB,,23,40,32.4,4.9
42,,Kaden SmithK. Smith NYG,,30,52,40.0,7.1
43,,Ryan GriffinR. Griffin NYJ,,22,43,36.0,7.2
44,,Nick BoyleN. Boyle BAL,,24,47,40.4,5.4
45,,Drew SampleD. Sample CIN,,34,94,52.2,19.4
46,,Jordan ReedJ. Reed FA,,36,40,37.3,1.6
47,,Mo Alie-CoxM. Alie-Cox IND,,24,78,45.0,20.3
48,,Foster MoreauF. Moreau LV,,33,45,38.0,5.1
49,,Charles ClayC. Clay FA,,40,86,60.8,16.9

50,,Cole KmetC. Kmet FA,,38,55,45.7,7.0
51,,Brycen HopkinsB. Hopkins FA,,42,49,46.7,3.3
52,,Hunter BryantH. Bryant FA,,43,51,47.3,3.3
53,,Demetrius HarrisD. Harris CHI,,39,67,54.7,11.7
