Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,,2,5,2.8,0.9
3,,Davante AdamsD. Adams GB,,2,7,3.6,1.1
4,,Tyreek HillT. Hill KC,,2,6,3.8,1.6
Tier 2,
5,,Julio JonesJ. Jones ATL,,3,8,4.8,1.0
6,,Chris GodwinC. Godwin TB,,3,9,5.6,1.0
7,,Mike EvansM. Evans TB,,4,9,6.6,0.9
8,,Amari CooperA. Cooper DAL,,7,15,9.0,1.5
9,,Kenny GolladayK. Golladay DET,,8,14,9.4,1.4
Tier 3,
10,,D.J. MooreD. Moore CAR,,7,23,10.9,1.8
11,,Odell Beckham Jr.O. Beckham CLE,,6,22,12.3,2.3
12,,Allen RobinsonA. Robinson CHI,,11,25,13.1,2.1
13,,Keenan AllenK. Allen LAC,,7,19,13.8,2.7
14,,Courtland SuttonC. Sutton DEN,,10,28,14.4,2.8
15,,A.J. BrownA. Brown TEN,,7,22,14.7,1.8
16,,DeVante ParkerD. Parker MIA,,9,27,15.4,2.8
17,,Stefon DiggsS. Diggs MIN,,11,31,16.6,2.5
Tier 4,
18,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,10,31,17.5,4.8
19,,Cooper KuppC. Kupp LAR,,13,35,20.3,2.8
20,,Robert WoodsR. Woods LAR,,15,35,22.3,2.5
21,,Calvin RidleyC. Ridley ATL,,16,34,23.0,3.3
22,,D.J. CharkD. Chark JAC,,18,33,23.0,3.9
23,,Tyler LockettT. Lockett SEA,,16,30,23.3,2.9
24,,Julian EdelmanJ. Edelman NE,,17,34,23.3,3.5
25,,T.Y. HiltonT. Hilton IND,,14,35,25.0,4.1
26,,Adam ThielenA. Thielen MIN,,17,36,25.6,3.9
27,,D.K. MetcalfD. Metcalf SEA,,21,42,26.0,2.6
28,,Jarvis LandryJ. Landry CLE,,20,33,26.7,2.9
Tier 5,
29,,Terry McLaurinT. McLaurin WAS,,17,31,27.8,3.0
30,,A.J. GreenA. Green CIN,,10,41,29.7,6.4
31,,John BrownJ. Brown BUF,,24,51,31.3,2.6
32,,Deebo SamuelD. Samuel SF,,21,44,31.5,3.9
33,,Michael GallupM. Gallup DAL,,24,38,32.5,2.4
34,,Tyler BoydT. Boyd CIN,,27,42,33.4,2.7
35,,Christian KirkC. Kirk ARI,,23,45,34.1,3.2
36,,Marquise BrownM. Brown BAL,,29,45,37.4,2.7
37,,Sterling ShepardS. Shepard NYG,,34,49,37.5,2.8
38,,Mike WilliamsM. Williams LAC,,34,42,38.5,1.9
39,,Robby AndersonR. Anderson NYJ,,35,51,40.3,2.2
Tier 6,
40,,Emmanuel SandersE. Sanders SF,,35,49,41.5,3.2
41,,Alshon JefferyA. Jeffery PHI,,34,53,41.6,3.7
42,,Marvin JonesM. Jones DET,,30,58,43.3,3.3
43,,Anthony MillerA. Miller CHI,,38,47,43.7,1.7
44,,Will FullerW. Fuller HOU,,37,50,44.3,4.2
45,,Darius SlaytonD. Slayton NYG,,37,57,45.4,4.8
46,,Brandin CooksB. Cooks LAR,,38,59,47.1,5.5
47,,Curtis SamuelC. Samuel CAR,,44,54,47.5,2.1
48,,Preston WilliamsP. Williams MIA,,28,58,48.4,4.0
49,,Diontae JohnsonD. Johnson PIT,,42,57,48.9,3.4
50,,Jamison CrowderJ. Crowder NYJ,,33,60,50.0,2.3
51,,Golden TateG. Tate NYG,,36,60,50.5,3.3
52,,DeSean JacksonD. Jackson PHI,,38,77,53.9,3.6
53,,John RossJ. Ross CIN,,46,62,55.4,2.2
54,,Sammy WatkinsS. Watkins KC,,49,67,55.9,3.7
55,,N'Keal HarryN. Harry NE,,43,73,56.2,4.2
56,,Tyrell WilliamsT. Williams OAK,,45,67,56.3,3.2
57,,Dede WestbrookD. Westbrook JAC,,41,67,56.6,3.4
Tier 7,
58,,Corey DavisC. Davis TEN,,46,66,58.8,4.2
59,,Breshad PerrimanB. Perriman TB,,42,110,59.7,4.8
60,,Cole BeasleyC. Beasley BUF,,50,74,60.2,2.3
61,,Mecole HardmanM. Hardman KC,,53,75,60.8,2.9
62,,Hunter RenfrowH. Renfrow OAK,,49,82,63.1,4.9
63,,James WashingtonJ. Washington PIT,,46,67,63.3,2.8
64,,Larry FitzgeraldL. Fitzgerald ARI,,49,73,64.7,4.2
65,,Parris CampbellP. Campbell IND,,59,76,64.9,2.4
66,,Kenny StillsK. Stills HOU,,52,75,68.1,2.6
67,,Mohamed SanuM. Sanu NE,,59,84,68.8,5.7
68,,Randall CobbR. Cobb DAL,,62,72,68.8,2.1
69,,Andy IsabellaA. Isabella ARI,,57,79,72.4,3.2
70,,Albert WilsonA. Wilson MIA,,64,94,75.9,6.1
71,,Chris ConleyC. Conley JAC,,59,78,70.5,3.7
72,,Allen LazardA. Lazard GB,,63,103,75.5,8.5
73,,Tre'Quan SmithT. Smith NO,,54,87,75.9,6.3
74,,Taylor GabrielT. Gabriel CHI,,68,89,76.1,5.9
75,,Antonio BrownA. Brown FA,,21,72,46.4,14.9
76,,Danny AmendolaD. Amendola DET,,69,103,76.7,10.1
Tier 8,
77,,Nelson AgholorN. Agholor PHI,,69,99,81.3,7.6
78,,Devin FunchessD. Funchess IND,,70,107,81.6,9.9
79,,Auden TateA. Tate CIN,,65,91,80.1,5.8
80,,DaeSean HamiltonD. Hamilton DEN,,70,129,89.6,16.2
81,,David MooreD. Moore SEA,,79,104,90.3,7.8
82,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,79,142,90.9,15.0
83,,Willie SneadW. Snead BAL,,78,134,91.1,12.8
84,,Demaryius ThomasD. Thomas NYJ,,83,106,92.1,7.1
85,,Jakobi MeyersJ. Meyers NE,,73,102,85.4,6.3
86,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,84,111,93.3,8.4
87,,Miles BoykinM. Boykin BAL,,76,104,93.6,6.6
88,,Jalen HurdJ. Hurd SF,,61,113,94.7,9.0
89,,Kelvin HarmonK. Harmon WAS,,72,127,88.2,13.6
90,,Keke CouteeK. Coutee HOU,,73,110,88.2,9.5
91,,Demarcus RobinsonD. Robinson KC,,78,128,95.9,11.3
92,,Adam HumphriesA. Humphries TEN,,79,100,88.5,4.8
93,,Phillip DorsettP. Dorsett NE,,78,105,90.2,6.2
94,,Josh ReynoldsJ. Reynolds LAR,,83,112,95.0,9.2
95,,Keelan ColeK. Cole JAC,,77,109,97.2,5.4
96,,Zach PascalZ. Pascal IND,,77,99,89.4,7.2
97,,Geronimo AllisonG. Allison GB,,82,176,102.8,22.4
98,,Ted GinnT. Ginn NO,,90,129,103.5,9.7
99,,Greg WardG. Ward PHI,,69,133,89.7,16.6
100,,Steven SimsS. Sims WAS,,68,113,95.7,14.1
101,,Paul RichardsonP. Richardson WAS,,94,127,104.8,8.5
Tier 9,
102,,Russell GageR. Gage ATL,,75,103,97.7,6.8
103,,Dante PettisD. Pettis SF,,59,133,105.9,10.6
104,,Marquise GoodwinM. Goodwin SF,,81,124,107.4,8.1
105,,Zay JonesZ. Jones OAK,,86,144,110.6,14.7
106,,Kendrick BourneK. Bourne SF,,90,132,104.0,10.0
107,,Justin WatsonJ. Watson TB,,81,126,105.6,10.1
108,,Quincy EnunwaQ. Enunwa NYJ,,85,115,107.5,4.6
109,,KeeSean JohnsonK. Johnson ARI,,77,123,108.5,9.1
110,,Josh GordonJ. Gordon SEA,,65,112,103.7,8.6
111,,Damiere ByrdD. Byrd ARI,,81,179,116.6,26.4
112,,Allen HurnsA. Hurns MIA,,96,106,101.8,4.1
113,,Tajae SharpeT. Sharpe TEN,,89,116,103.0,10.4
114,,Rashard HigginsR. Higgins CLE,,92,175,121.3,24.9
Tier 10,
115,,Trey QuinnT. Quinn WAS,,89,186,126.7,28.5
116,,Deon CainD. Cain PIT,,111,166,130.7,22.9
