Rank,WSID,Running Backs (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,,1,3,1.6,0.6
2,,Ezekiel ElliottE. Elliott DAL,,1,6,2.5,1.1
3,,Todd GurleyT. Gurley LAR,,1,16,3.8,2.6
4,,Christian McCaffreyC. McCaffrey CAR,,2,10,3.8,1.0
5,,Alvin KamaraA. Kamara NO,,2,9,4.3,1.1
Tier 2,
6,,Melvin GordonM. Gordon LAC,,4,8,5.6,0.7
7,,Le'Veon BellL. Bell NYJ,,4,14,8.3,1.8
8,,James ConnerJ. Conner PIT,,3,13,8.4,1.7
Tier 3,
9,,Joe MixonJ. Mixon CIN,,6,16,9.8,1.5
10,,David JohnsonD. Johnson ARI,,5,19,10.2,2.4
11,,Nick ChubbN. Chubb CLE,,6,18,10.7,2.6
12,,Dalvin CookD. Cook MIN,,6,19,11.7,2.1
13,,Aaron JonesA. Jones GB,,8,26,14.2,2.6
14,,Leonard FournetteL. Fournette JAC,,9,24,14.8,2.9
15,,Sony MichelS. Michel NE,,13,23,15.4,1.8
16,,Marlon MackM. Mack IND,,9,26,16.0,2.4
Tier 4,
17,,Chris CarsonC. Carson SEA,,14,29,18.9,2.8
18,,Phillip LindsayP. Lindsay DEN,,12,28,19.0,2.5
19,,Derrick HenryD. Henry TEN,,9,26,19.9,2.7
20,,Kerryon JohnsonK. Johnson DET,,8,28,20.2,2.8
21,,Damien WilliamsD. Williams KC,,9,37,20.2,6.4
22,,Devonta FreemanD. Freeman ATL,,12,31,21.1,3.2
23,,Tarik CohenT. Cohen CHI,,16,30,22.5,3.0
24,,Derrius GuiceD. Guice WAS,,16,41,23.6,3.6
25,,Mark IngramM. Ingram BAL,,15,37,24.8,3.8
26,,Lamar MillerL. Miller HOU,,22,35,27.2,2.8
27,,James WhiteJ. White NE,,17,39,27.8,3.6
Tier 5,
28,,Kenyan DrakeK. Drake MIA,,21,39,29.5,2.5
29,,Jordan HowardJ. Howard PHI,,23,43,29.6,3.6
30,,Tevin ColemanT. Coleman SF,,22,40,29.9,2.8
31,,Jerick McKinnonJ. McKinnon SF,,22,56,30.3,5.5
32,,LeSean McCoyL. McCoy BUF,,27,45,32.1,3.0
33,,Rashaad PennyR. Penny SEA,,24,44,33.8,2.2
34,,Royce FreemanR. Freeman DEN,,30,50,37.2,2.8
35,,Matt BreidaM. Breida SF,,23,57,38.0,7.4
36,,Latavius MurrayL. Murray NO,,20,56,39.6,9.2
37,,Dion LewisD. Lewis TEN,,33,63,40.9,3.4
38,,Kenneth DixonK. Dixon BAL,,29,94,41.1,5.9
39,,Nyheim HinesN. Hines IND,,27,54,42.9,4.3
Tier 6,
40,,Gus EdwardsG. Edwards BAL,,31,78,45.8,10.4
41,,Kareem HuntK. Hunt CLE,,32,65,43.5,7.3
42,,Elijah McGuireE. McGuire NYJ,,30,82,43.9,10.8
43,,Rex BurkheadR. Burkhead NE,,35,67,45.4,6.0
44,,Ito SmithI. Smith ATL,,29,62,48.8,7.2
45,,Ronald Jones IIR. Jones TB,,37,71,49.1,5.8
46,,Duke JohnsonD. Johnson CLE,,37,60,47.1,5.6
47,,Austin EkelerA. Ekeler LAC,,33,60,48.1,6.8
48,,Jay AjayiJ. Ajayi FA,,22,62,42.9,7.4
49,,D'Onta ForemanD. Foreman HOU,,38,65,51.1,6.3
50,,Jamaal WilliamsJ. Williams GB,,40,67,53.8,5.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Isaiah CrowellI. Crowell OAK,,28,78,52.1,9.0
52,,Chris ThompsonC. Thompson WAS,,30,73,53.3,6.0
53,,Josh AdamsJ. Adams PHI,,28,83,51.2,10.1
54,,Carlos HydeC. Hyde KC,,29,75,53.9,11.8
55,,Peyton BarberP. Barber TB,,35,86,57.2,9.3
56,,Adrian PetersonA. Peterson WAS,,38,74,58.5,7.4
57,,C.J. AndersonC. Anderson DET,,37,71,57.4,6.4
Tier 7,
58,,Kalen BallageK. Ballage MIA,,47,76,59.9,6.4
59,,Mike DavisM. Davis CHI,,28,77,60.3,12.3
60,,Jaylen SamuelsJ. Samuels PIT,,33,73,56.2,8.5
61,,Giovani BernardG. Bernard CIN,,47,80,62.2,6.3
62,,Jalen RichardJ. Richard FA,,34,76,62.9,7.3
63,,T.J. YeldonT. Yeldon FA,,41,85,59.3,7.1
64,,Frank GoreF. Gore BUF,,40,85,67.1,7.3
65,,Chase EdmondsC. Edmonds ARI,,49,78,67.8,4.4
66,,Spencer WareS. Ware FA,,39,85,60.9,7.7
67,,Doug MartinD. Martin FA,,41,95,62.1,12.4
68,,Malcolm BrownM. Brown LAR,,47,92,70.4,5.7
69,,Jordan WilkinsJ. Wilkins IND,,55,86,70.8,4.7
70,,Theo RiddickT. Riddick DET,,53,84,73.4,6.5
71,,Justin JacksonJ. Jackson LAC,,63,84,71.9,4.2
72,,Corey ClementC. Clement PHI,,63,88,72.3,4.5
73,,Alex CollinsA. Collins FA,,46,100,64.6,14.7
74,,Wendell SmallwoodW. Smallwood PHI,,52,87,74.0,7.1
75,,John KellyJ. Kelly LAR,,50,90,73.6,4.7
Tier 8,
76,,Cordarrelle PattersonC. Patterson CHI,,41,94,75.1,10.2
77,,Devontae BookerD. Booker DEN,,65,89,79.1,5.0
