Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,San Francisco (SF)SF DST,,1,2,1.2,0.4
2,,Pittsburgh (PIT)PIT DST,,1,6,2.3,0.7
3,,Baltimore (BAL)BAL DST,,2,5,3.1,1.0
Tier 2,
4,,Buffalo (BUF)BUF DST,,3,9,5.6,1.3
5,,New England (NE)NE DST,,1,17,5.8,2.5
6,,Los Angeles (LAR)LAR DST,,4,20,7.5,2.1
7,,Kansas City (KC)KC DST,,5,12,7.9,1.6
8,,Chicago (CHI)CHI DST,,2,18,8.4,3.5
Tier 3,
9,,Minnesota (MIN)MIN DST,,5,15,9.1,1.7
10,,New Orleans (NO)NO DST,,3,11,9.5,1.4
11,,Los Angeles (LAC)LAC DST,,4,18,10.3,3.4
12,,New York (NYJ)NYJ DST,,5,25,13.5,3.3
Tier 4,
13,,Denver (DEN)DEN DST,,4,25,14.3,2.5
14,,Philadelphia (PHI)PHI DST,,8,22,14.8,2.4
15,,Seattle (SEA)SEA DST,,12,20,14.8,1.7
16,,Tennessee (TEN)TEN DST,,10,18,15.2,1.9
17,,Green Bay (GB)GB DST,,13,19,16.6,1.6
18,,Dallas (DAL)DAL DST,,10,24,18.5,3.5
19,,Indianapolis (IND)IND DST,,8,24,17.7,4.7
20,,Tampa Bay (TB)TB DST,,9,24,18.1,5.1
21,,Cleveland (CLE)CLE DST,,12,27,20.0,3.4
Tier 5,
22,,Houston (HOU)HOU DST,,16,25,21.4,1.7
23,,Jacksonville (JAC)JAC DST,,19,32,23.5,3.1
24,,Atlanta (ATL)ATL DST,,16,28,24.5,2.1
25,,Washington (WAS)WAS DST,,20,29,25.9,1.9
26,,Carolina (CAR)CAR DST,,23,31,26.5,2.4
27,,Detroit (DET)DET DST,,25,31,28.3,1.7
28,,Las Vegas (LV)LV DST,,22,32,28.5,2.3
29,,New York (NYG)NYG DST,,26,30,28.0,1.0
30,,Arizona (ARI)ARI DST,,20,32,28.7,2.5
31,,Miami (MIA)MIA DST,,21,32,28.9,4.1
32,,Cincinnati (CIN)CIN DST,,12,32,29.4,3.7
