Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,2,1.0,0.1,1.0,0.0
2,,George KittleG. Kittle SF,4,1,5,2.3,0.6,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,4,2.8,0.5,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,3,11,4.6,0.9,4.0,0.0
5,,Evan EngramE. Engram NYG,11,3,11,5.1,1.1,5.0,0.0
6,,Hunter HenryH. Henry LAC,12,3,12,6.0,1.1,6.0,0.0
7,,Jared CookJ. Cook NO,9,4,14,8.6,2.2,7.0,0.0
8,,Vance McDonaldV. McDonald PIT,7,6,22,9.0,2.6,9.0,+1.0
Tier 3,
9,,David NjokuD. Njoku CLE,7,4,21,9.8,2.8,10.0,+1.0
10,,Eric EbronE. Ebron IND,6,5,19,10.3,2.9,8.0,-2.0
11,,Austin HooperA. Hooper ATL,9,5,21,11.0,2.6,11.0,0.0
12,,Delanie WalkerD. Walker TEN,11,6,34,13.4,3.6,12.0,0.0
13,,Trey BurtonT. Burton CHI,6,7,21,14.3,2.9,16.0,+3.0
14,,Jordan ReedJ. Reed WAS,10,6,24,14.7,3.2,13.0,-1.0
15,,Mark AndrewsM. Andrews BAL,8,7,31,16.4,4.8,17.0,+2.0
Tier 4,
16,,Kyle RudolphK. Rudolph MIN,12,10,23,16.9,3.0,14.0,-2.0
17,,Jimmy GrahamJ. Graham GB,11,7,34,18.6,3.4,19.0,+2.0
18,,Jack DoyleJ. Doyle IND,6,9,33,16.0,3.9,22.0,+4.0
19,,Greg OlsenG. Olsen CAR,7,9,47,18.8,5.2,15.0,-4.0
20,,T.J. HockensonT. Hockenson DET,5,6,37,20.3,5.5,18.0,-2.0
21,,Dallas GoedertD. Goedert PHI,10,11,34,21.6,3.6,23.0,+2.0
22,,Noah FantN. Fant DEN,10,8,31,21.9,4.3,20.0,-2.0
23,,Chris Herndon IVC. Herndon NYJ,4,13,36,21.0,3.8,21.0,-2.0
24,,Mike GesickiM. Gesicki MIA,5,13,38,25.0,4.5,29.0,+5.0
25,,Tyler EifertT. Eifert CIN,9,11,34,25.7,4.5,25.0,0.0
Tier 5,
26,,Gerald EverettG. Everett LAR,9,14,39,26.6,3.8,33.0,+7.0
27,,Cameron BrateC. Brate TB,7,21,46,30.3,3.8,35.0,+8.0
28,,Jason WittenJ. Witten DAL,8,17,87,29.9,8.0,24.0,-4.0
29,,Ian ThomasI. Thomas CAR,7,20,47,30.7,4.4,31.0,+2.0
30,,Darren WallerD. Waller OAK,6,11,54,24.7,6.8,26.0,-4.0
31,,Ricky Seals-JonesR. Seals-Jones ARI,12,19,50,32.8,5.1,40.0,+9.0
32,,Hayden HurstH. Hurst BAL,8,24,46,32.2,4.6,36.0,+4.0
33,,Nick VannettN. Vannett SEA,11,28,57,36.9,6.6,48.0,+15.0
34,,Charles ClayC. Clay ARI,12,25,66,38.5,6.4,53.0,+19.0
35,,Will DisslyW. Dissly SEA,11,22,49,34.6,6.7,38.0,+3.0
Tier 6,
36,,Irv Smith Jr.I. Smith MIN,12,23,59,38.7,5.6,27.0,-9.0
37,,Jonnu SmithJ. Smith TEN,11,19,52,38.8,5.4,54.0,+17.0
38,,Jordan ThomasJ. Thomas HOU,10,23,84,36.7,11.4,39.0,+1.0
39,,Benjamin WatsonB. Watson NE,10,20,62,37.2,9.2,28.0,-11.0
40,,Matt LaCosseM. LaCosse NE,10,22,69,35.5,9.0,30.0,-10.0
41,,Jake ButtJ. Butt DEN,10,25,58,39.9,7.1,44.0,+3.0
42,,Vernon DavisV. Davis WAS,10,28,65,41.8,7.3,60.0,+18.0
43,,Geoff SwaimG. Swaim JAC,10,22,55,34.9,8.4,37.0,-6.0
44,,C.J. UzomahC. Uzomah CIN,9,29,55,40.5,6.1,41.0,-3.0
