Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,San Francisco (SF)SF DST,,1,4,1.3,0.6
2,,Pittsburgh (PIT)PIT DST,,1,5,2.4,0.6
3,,Baltimore (BAL)BAL DST,,2,9,3.7,1.1
4,,New England (NE)NE DST,,1,12,3.7,2.3
Tier 2,
5,,Buffalo (BUF)BUF DST,,2,12,5.1,1.1
6,,Los Angeles (LAR)LAR DST,,5,11,6.3,1.3
7,,Chicago (CHI)CHI DST,,3,20,7.1,1.6
Tier 3,
8,,Minnesota (MIN)MIN DST,,6,10,8.3,0.9
9,,Kansas City (KC)KC DST,,5,22,9.3,2.2
10,,New Orleans (NO)NO DST,,8,13,10.4,0.9
11,,New York (NYJ)NYJ DST,,5,18,11.1,2.2
12,,Los Angeles (LAC)LAC DST,,7,27,12.9,4.5
13,,Denver (DEN)DEN DST,,10,18,13.2,1.6
14,,Seattle (SEA)SEA DST,,12,20,14.2,1.8
Tier 4,
15,,Tennessee (TEN)TEN DST,,11,20,15.4,2.0
16,,Philadelphia (PHI)PHI DST,,4,18,15.7,1.6
17,,Green Bay (GB)GB DST,,14,19,16.5,1.4
18,,Cleveland (CLE)CLE DST,,10,24,18.8,2.4
19,,Dallas (DAL)DAL DST,,16,21,19.0,1.4
20,,Houston (HOU)HOU DST,,16,25,20.7,1.9
21,,Indianapolis (IND)IND DST,,14,24,19.9,2.5
22,,Tampa Bay (TB)TB DST,,6,29,21.3,5.1
Tier 5,
23,,Jacksonville (JAC)JAC DST,,14,24,21.6,1.6
24,,Atlanta (ATL)ATL DST,,15,27,23.9,2.3
25,,Washington (WAS)WAS DST,,20,29,26.0,1.6
26,,Carolina (CAR)CAR DST,,21,32,26.2,2.4
27,,Detroit (DET)DET DST,,23,30,26.9,1.6
28,,Oakland (OAK)OAK DST,,22,32,27.9,1.5
29,,New York (NYG)NYG DST,,23,30,28.0,1.8
30,,Arizona (ARI)ARI DST,,26,31,29.4,1.3
31,,Cincinnati (CIN)CIN DST,,29,32,30.8,1.0
32,,Miami (MIA)MIA DST,,31,32,31.6,0.5
