Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,,1,3,1.4,0.5
2,,George KittleG. Kittle SF,,1,5,1.7,0.7
3,,Zach ErtzZ. Ertz PHI,,3,8,3.4,0.8
4,,Mark AndrewsM. Andrews BAL,,1,9,4.0,0.7
Tier 2,
5,,Darren WallerD. Waller LV,,3,7,5.3,0.9
6,,Austin HooperA. Hooper CLE,,2,17,6.8,2.6
7,,Hunter HenryH. Henry LAC,,5,10,7.3,1.0
8,,Evan EngramE. Engram NYG,,5,16,7.5,1.6
9,,Jared CookJ. Cook NO,,6,15,9.5,1.8
10,,Tyler HigbeeT. Higbee LAR,,5,22,10.0,1.8
11,,Noah FantN. Fant DEN,,7,17,11.5,1.7
Tier 3,
12,,Dallas GoedertD. Goedert PHI,,8,28,12.2,1.6
13,,Mike GesickiM. Gesicki MIA,,9,25,13.7,2.4
14,,T.J. HockensonT. Hockenson DET,,11,18,14.3,1.5
15,,O.J. HowardO. Howard TB,,5,23,17.3,3.1
16,,Jack DoyleJ. Doyle IND,,13,27,17.3,2.4
17,,Jonnu SmithJ. Smith TEN,,12,32,18.1,2.7
18,,Ian ThomasI. Thomas CAR,,9,26,20.2,3.2
19,,Eric EbronE. Ebron PIT,,12,34,20.6,3.3
20,,David NjokuD. Njoku CLE,,12,30,20.7,4.4
Tier 4,
21,,Irv Smith Jr.I. Smith MIN,,16,31,23.4,2.0
22,,Kyle RudolphK. Rudolph MIN,,16,29,23.4,2.7
23,,Chris Herndon IVC. Herndon NYJ,,12,34,23.8,3.0
24,,Will DisslyW. Dissly SEA,,10,39,21.3,6.5
25,,Vance McDonaldV. McDonald PIT,,14,38,27.8,4.1
26,,Dawson KnoxD. Knox BUF,,12,34,25.6,3.5
27,,Greg OlsenG. Olsen SEA,,8,42,26.3,7.1
28,,Blake JarwinB. Jarwin DAL,,10,34,24.9,5.8
29,,Gerald EverettG. Everett LAR,,20,37,29.2,3.4
30,,Jimmy GrahamJ. Graham CHI,,16,42,32.6,3.9
31,,Jacob HollisterJ. Hollister SEA,,15,52,30.8,6.2
32,,Cameron BrateC. Brate TB,,22,39,31.0,2.5
33,,Trey BurtonT. Burton CHI,,25,53,34.9,6.1
34,,Delanie WalkerD. Walker FA,,15,40,32.5,3.6
Tier 5,
35,,Jordan AkinsJ. Akins HOU,,26,41,34.6,2.7
36,,Hayden HurstH. Hurst ATL,,7,49,23.4,13.7
Tier 6,
37,,Tyler EifertT. Eifert FA,,30,46,39.1,3.0
38,,Josh OliverJ. Oliver JAC,,29,44,37.3,3.8
39,,Darren FellsD. Fells FA,,28,44,38.1,4.8
40,,Jason WittenJ. Witten LV,,20,43,35.1,5.0
41,,Jace SternbergerJ. Sternberger GB,,23,40,32.6,5.2
42,,Nick BoyleN. Boyle BAL,,24,47,39.7,5.4
43,,Drew SampleD. Sample CIN,,34,94,49.6,19.0
44,,Ryan GriffinR. Griffin NYJ,,26,45,36.4,7.6
45,,Kaden SmithK. Smith NYG,,30,51,37.4,7.7
46,,Jordan ReedJ. Reed FA,,36,40,37.0,1.7
47,,Foster MoreauF. Moreau LV,,33,41,36.7,3.3
48,,Charles ClayC. Clay FA,,40,87,61.0,17.2
49,,Mo Alie-CoxM. Alie-Cox IND,,24,78,49.7,22.1

50,,Jaeden GrahamJ. Graham ATL,,37,68,54.7,13.0
51,,Ricky Seals-JonesR. Seals-Jones FA,,39,75,54.7,15.1
52,,Demetrius HarrisD. Harris CHI,,39,67,54.7,11.7
53,,C.J. UzomahC. Uzomah CIN,,32,37,34.5,2.5
Tier 7,
54,,Nick VannettN. Vannett DEN,,42,77,65.0,16.3
55,,Cole KmetC. Kmet FA,,38,55,46.5,8.5
56,,Josh HillJ. Hill NO,,46,50,48.0,2.0
57,,Brycen HopkinsB. Hopkins FA,,48,49,48.5,0.5
58,,Hunter BryantH. Bryant FA,,48,49,48.5,0.5
59,,Harrison BryantH. Bryant FA,,50,51,50.5,0.5
60,,Thaddeus MossT. Moss FA,,44,65,54.5,10.5
61,,Anthony FirkserA. Firkser TEN,,52,57,54.5,2.5
62,,Robert TonyanR. Tonyan GB,,51,69,60.0,9.0
63,,Seth DeValveS. DeValve CAR,,61,63,62.0,1.0
64,,Maxx WilliamsM. Williams ARI,,58,67,62.5,4.5
65,,Caleb WilsonC. Wilson WAS,,38,91,64.5,26.5
66,,James O'ShaughnessyJ. O'Shaughnessy JAC,,41,95,68.0,27.0
67,,Matt LaCosseM. LaCosse NE,,66,70,68.0,2.0
68,,Nick O'LearyN. O'Leary LV,,62,79,70.5,8.5
69,,Logan ThomasL. Thomas WAS,,68,73,70.5,2.5
70,,Jeff HeuermanJ. Heuerman DEN,,70,73,71.5,1.5
71,,Dan ArnoldD. Arnold ARI,,46,98,72.0,26.0
72,,Rhett EllisonR. Ellison FA,,54,93,73.5,19.5
73,,Tommy SweeneyT. Sweeney BUF,,55,92,73.5,18.5
74,,Jesse JamesJ. James DET,,64,83,73.5,9.5

75,,Troy FumagalliT. Fumagalli DEN,,71,77,74.0,3.0
76,,Deon YelderD. Yelder KC,,63,86,74.5,11.5
77,,Jeremy SprinkleJ. Sprinkle WAS,,65,84,74.5,9.5
78,,Joshua PerkinsJ. Perkins PHI,,48,104,76.0,28.0
Tier 8,
79,,Derek CarrierD. Carrier LV,,71,90,80.5,9.5
80,,Adam ShaheenA. Shaheen CHI,,80,86,83.0,3.0
81,,Luke WillsonL. Willson SEA,,79,88,83.5,4.5
82,,Geoff SwaimG. Swaim FA,,72,96,84.0,12.0
83,,Ryan IzzoR. Izzo NE,,74,105,89.5,15.5
84,,Tyler KroftT. Kroft BUF,,85,100,92.5,7.5
Tier 9,
85,,Virgil GreenV. Green LAC,,88,101,94.5,6.5
86,,Blake BellB. Bell FA,,94,96,95.0,1.0
87,,Johnny MundtJ. Mundt LAR,,99,103,101.0,2.0
88,,Luke StockerL. Stocker FA,,98,106,102.0,4.0
