"","mfl_id","sleeper_id","pfr_id","gsis_id","pff_id","espn_id","yahoo_id","ras_id","otc_id"
"373","14976",NA,NA,"00-0036270",NA,NA,NA,NA,NA
"374","14977","7066","OsboKJ00","00-0036345","23503",NA,NA,"20195","8916"
"375","14978",NA,NA,"00-0036378",NA,NA,NA,NA,NA
"376","14980",NA,NA,"00-0036400",NA,NA,NA,NA,NA
"377","14981",NA,NA,"00-0036311",NA,NA,NA,NA,NA
"378","14982",NA,NA,"00-0036380",NA,NA,NA,NA,NA
"379","14983",NA,NA,"00-0036162",NA,NA,NA,NA,NA
"380","14984","7075","WoerCh00","00-0036429","42257",NA,NA,"19125","8930"
"381","14985",NA,NA,"00-0036313",NA,NA,NA,NA,NA
"382","14986",NA,NA,"00-0036227",NA,NA,NA,NA,NA
"383","14987",NA,NA,"00-0036430",NA,NA,NA,NA,NA
"384","14988",NA,NA,"00-0036401",NA,NA,NA,NA,NA
"385","14989",NA,NA,"00-0036238",NA,NA,NA,NA,NA
"386","14990",NA,NA,"00-0036346",NA,NA,NA,NA,NA
"387","14991",NA,NA,"00-0036431",NA,NA,NA,NA,NA
"388","14992","6927","WatkQu00","00-0036271","61664",NA,NA,"20197","8940"
"389","14995",NA,NA,"00-0036348",NA,NA,NA,NA,NA
"390","14996",NA,NA,"00-0036250",NA,NA,NA,NA,NA
"391","14997",NA,NA,"00-0036222",NA,NA,NA,NA,NA
"392","14999",NA,NA,"00-0036229",NA,NA,NA,NA,NA
"393","15000",NA,NA,"00-0036314",NA,NA,NA,NA,NA
"394","15001",NA,NA,"00-0036349",NA,NA,NA,NA,NA
"395","15002",NA,NA,"00-0036402",NA,NA,NA,NA,NA
"396","15004",NA,NA,"00-0036315",NA,NA,NA,NA,NA
"397","15006",NA,NA,"00-0036319",NA,NA,NA,NA,NA
"398","15007",NA,NA,"00-0036351",NA,NA,NA,NA,NA
"399","15008","7143","DiNuBe00","00-0036384","34311",NA,NA,"18961","8971"
"400","15009",NA,NA,"00-0036352",NA,NA,NA,NA,NA
"401","15010",NA,NA,"00-0036403",NA,NA,NA,NA,NA
"402","15011",NA,NA,"00-0036432",NA,NA,NA,NA,NA
"403","15013",NA,NA,"00-0036243",NA,NA,NA,NA,NA
"404","15014",NA,NA,"00-0036385",NA,NA,NA,NA,NA
"405","15015",NA,NA,"00-0036404",NA,NA,NA,NA,NA
"406","15016",NA,NA,"00-0036166",NA,NA,NA,NA,NA
"407","15017",NA,NA,"00-0036433",NA,NA,NA,NA,NA
"408","15019",NA,NA,"00-0036239",NA,NA,NA,NA,NA
"409","15020",NA,NA,"00-0036240",NA,NA,NA,NA,NA
"410","15021","6988","CalaRa00","00-0036435","45828",NA,"32915",NA,NA
"411","15022",NA,NA,"00-0036245",NA,NA,NA,NA,NA
"412","15024",NA,NA,"00-0036436",NA,NA,NA,NA,NA
"413","15025","6929","ColeBr01","00-0036353",NA,NA,"32919",NA,NA
"414","15026",NA,NA,"00-0036438",NA,NA,NA,NA,NA
"415","15027",NA,NA,"00-0036439",NA,NA,NA,NA,NA
"416","15028",NA,NA,"00-0036440",NA,NA,NA,NA,NA
"417","15029",NA,NA,"00-0036167",NA,NA,NA,NA,NA
"418","15034","6989","CallMa01","00-0036219","42295",NA,NA,"17739","9421"
"419","15036","7156",NA,NA,NA,NA,"33016",NA,NA
"420","15040","7098","WillTy01","00-0036457","38287","3895827",NA,NA,NA
"421","15041","7106",NA,"00-0036145","34914","3917849","33329","20196","9307"
"422","15042","7087","WardJo00","00-0035924","25859",NA,NA,NA,NA
"423","15049","7014","BachJo01","00-0035895","43250","4036507","33108",NA,NA
"424","15051","7307",NA,"00-0035889","33007","3915398","32960",NA,NA
"425","15053","7175","RowlCh00","00-0035789",NA,"4052137","33066",NA,NA
"426","15055","6936",NA,"00-0036320","33672","3924357","33360",NA,NA
"427","15056","7311","WhitJa04","00-0036085","28987","3921709","33318",NA,NA
"428","15057","7357","ChisDa00","00-0035976","34061","3929637","33023",NA,NA
"429","15060","6778",NA,"00-0035752","46440","3040206","32662",NA,NA
"430","15070","6665","FortJo01","00-0035547","94384",NA,NA,NA,NA
"431","15071","7253",NA,"00-0036029","36346","3930024","33103",NA,NA
"432","15073","7449","MotlPa00","00-0036106","42189","4037647","33293",NA,NA
"433","15074","7232","SmitRa02","00-0036209","43811","4040762","33180",NA,NA
"434","15077","7407","WrigIs01","00-0036142","40113",NA,NA,"19077","9425"
"435","15078",NA,NA,"00-0036316",NA,NA,NA,NA,NA
"436","15079","6925","BassEs01","00-0035862","45258","4037216","32932",NA,NA
"437","15080","7404","TogiNo00","00-0036005","47282","3930298","32970","17658","9121"
"438","15081","7301","WharTe00","00-0035890","40292","4058925","32952",NA,NA
"439","15082","7268","BarnKr00","00-0035961","42548","4035817","33221",NA,NA
"440","15087","7466","CottNa00","00-0035835","45980","3917812","33123",NA,NA
"441","15088","7288","ElleBe00","00-0035823","27766",NA,NA,NA,NA
"442","15089","7018","RoacMa01","00-0035763","50191","4039064","33118",NA,NA
"443","15096","7318","NabeGa00","00-0035908","40117","4035611","32987",NA,NA
"444","15097","6964","McKeSe01","00-0036032","42266","4036275","33101","19119","9341"
"445","15103","7204",NA,"00-0036187","40951","4039505","33357",NA,NA
"446","15109","7496","WestNi00","00-0036182","47861",NA,NA,NA,"9304"
"447","15111","7296",NA,"00-0035833",NA,NA,"33149",NA,NA
"448","15114","7226","HartMy00","00-0035950","49159","4035290","33139",NA,NA
"449","15116","7458","ZubeIs00","00-0036100","26884","3916129","33020",NA,NA
"450","15121","7391",NA,"00-0036151","27128","4039375","33335",NA,NA
"451","15123","4647","ThomCo03","00-0033720","12239",NA,NA,NA,NA
"452","15124","7419","PierJa01","00-0035795","60649","4259252","32939",NA,NA
"453","15125","6994","JackLa02","00-0036152","50532","4034849","33336",NA,NA
"454","15126","7068","BernFr01","00-0036028","44722","3932336","33105",NA,NA
"455","15127","7289","CostDo00","00-0035822","44473","4038987","33122",NA,NA
"456","15129","7200","DorsKh00","00-0036124","27819","4027919","33012",NA,NA
"457","15130","7347","HughJu00","00-0036077","49545","4040901","33296",NA,NA
"458","15131","7251",NA,"00-0036118","34207","3914450","33310",NA,NA
"459","15133","7312","HarpMa00","00-0036084","49537","4038440","33316",NA,NA
"460","15134","7324",NA,"00-0035906","82302","4365493","32985",NA,NA
"461","15137","7051","ArnoGr01","00-0035995","43528","4035389","32961",NA,NA
"462","15141","7451",NA,"00-0036045","33560","4034496","33272",NA,NA
"463","15142","7188","HallTy01","00-0035783","43958","4048718","33058",NA,NA
"464","15147","7392","GuidJa01","00-0036149","56262","4243250","33333",NA,NA
"465","15148","7224",NA,"00-0036037","43580","4044133","33137",NA,NA
"466","15149","7279","HarrDe11","00-0035848","84418","4374496","33215",NA,NA
"467","15151","7197","WelcKr00","00-0036157","51283","4036153","33005",NA,NA
"468","15152","7398","WalkRe01","00-0035923","26885","4046605","33086",NA,NA
"469","15154","7515",NA,"00-0031385",NA,NA,NA,NA,NA
"470","15155","7027","MaydJa01","00-0035808","43058","4040975","33201",NA,NA
"471","15160","7271","BlacHe00","00-0035962","25687","3928920","33222",NA,NA
"472","15165","6999","JoneBe03","00-0035841","44035","4035299","33239",NA,NA
"473","15167","7208",NA,"00-0036189","36116","3917159","33358",NA,NA
"474","15168","7405",NA,"00-0035998","47826","3917576","32964",NA,NA
"475","15170","6916","SamuSt01","00-0035970","55893","4240024","33231",NA,NA
"476","15171","7516",NA,"00-0036458","29601","3045246",NA,NA,NA
"477","15172","7055",NA,"00-0036033","45767","4038539","33099",NA,NA
"478","15173","7443","TartTe00","00-0036181","82261","4374269","33347",NA,NA
"479","15176","7169","WhitJa05","00-0036043","50465","3821572","33089",NA,NA
"480","15177","6946",NA,"00-0036087","43336","4039010","33319",NA,NA
"481","15180","7293","BarcLu00","00-0036101","83079","4361499","33115",NA,NA
"482","15183","7210","HintKe00","00-0035864","34045",NA,NA,NA,NA
"483","15185","7381","LaloNi00","00-0035816","106295","4030955","33051",NA,NA
"484","15186","7281",NA,"00-0035850","28668","4041572","33212",NA,NA
"485","15189","7194","CrawAa00","00-0036191","48721","3895837","33008",NA,NA
"486","15191","7259",NA,"00-0036011","91112","4030779","33190",NA,NA
"487","15194","7329","ChriCo00","00-0035900","43856","4036959","32977",NA,NA
"488","15195","6933","WillRa03","00-0036007","27300","3929834","32973",NA,NA
"489","15197","7170","WillJa09","00-0035925",NA,"3911073","33090",NA,NA
"490","15199","6975","DaniDa04","00-0035802","48659","3919607","33195",NA,NA
"491","15200","7518",NA,"00-0036459",NA,NA,"33372",NA,NA
"492","15201","6266",NA,"00-0035188","43823","4039292","32171",NA,NA
"493","15202","7276","AlufAu00","00-0036065","79271","3911982","33156",NA,NA
"494","15203","7364","LyncBl00","00-0035984","47621","3892773","33034",NA,NA
"495","15204","7046","ReedJR01","00-0035830","38339","3917012","33135",NA,NA
"496","15206","7244","BradJa01","00-0036110","27003","3917569","33302",NA,NA
"497","15208","7302","CobbOm00","00-0035879","42867","4043618","32953",NA,NA
"498","15210","7474","JoneKe03","00-0036203","28092","4040621","33174",NA,NA
"499","15212","7325",NA,"00-0035903","27949","3915990","32982",NA,NA
"500","15214","7502","DafnDo00","00-0036456","62825",NA,NA,NA,NA
"501","15217","7459","BerrRa01","00-0036086","28071","3915508","33024",NA,NA
"502","15220","7203","WillAn03","00-0036188","40197","4040629","33359",NA,NA
"503","15224","7352","ColeMa03","00-0035838","113168","4041703","33236",NA,NA
"504","15225","7406","RileEl01","00-0036002","44440","4036924","32968",NA,NA
"505","15226","7491","LattCe00","00-0036058",NA,"4036138","33285",NA,NA
"506","15237",NA,NA,NA,NA,"4360310","33389",NA,NA
"507","15238",NA,NA,NA,NA,"4362887","33399",NA,NA
"508","15239",NA,NA,NA,NA,"4361259","33390",NA,NA
"509","15240",NA,NA,NA,NA,"4383351","33391",NA,NA
"510","15241",NA,NA,NA,NA,"4241464","33403",NA,NA
"511","15242","7605","TrasKy00","00-0036928","39987","4034946","33452",NA,NA
"512","15243",NA,NA,NA,NA,"4240904","33454",NA,NA
"513","15244","7531",NA,"00-0036825","40217",NA,"33729",NA,NA
"514","15245","7555",NA,NA,NA,NA,"33890",NA,NA
"515","15246","7589","BookIa00","00-0036929","40216",NA,"33521",NA,NA
"516","15248","8002",NA,"00-0036679","12659",NA,"33879",NA,NA
"517","15250","7583","EhliSa00","00-0036879","60555",NA,"33606",NA,NA
"518","15251","8087",NA,NA,NA,NA,"33931",NA,NA
"519","15252",NA,NA,NA,NA,"4242546","33455",NA,NA
"520","15253",NA,NA,NA,NA,"4239996","33413",NA,NA
"521","15254",NA,NA,NA,NA,"4241457","33412",NA,NA
"522","15255",NA,NA,NA,NA,"4371733","33538",NA,NA
"523","15256",NA,NA,NA,NA,"4361579","33423",NA,NA
"524","15257",NA,NA,NA,NA,"4241401","33476",NA,NA
"525","15258",NA,NA,NA,NA,"4240456","33495",NA,NA
"526","15259",NA,NA,NA,NA,"4569173","33508",NA,NA
"527","15260","7537","PattJa01","00-0036755","77745","4362452","33706","19304","9863"
"528","15261",NA,NA,NA,NA,"4241416","33514",NA,NA
"529","15262","7599","JeffJe00","00-0036670","83740","4374033","33644",NA,NA
"530","15263",NA,NA,NA,NA,"4241555","33582",NA,NA
"531","15264","7532",NA,NA,NA,NA,"33765",NA,NA
"532","15265",NA,NA,NA,NA,"4259805","33643",NA,NA
"533","15266","7560","WillPo01","00-0036734",NA,NA,"33850",NA,NA
"534","15267","7918",NA,"00-0036819","40265",NA,"33784",NA,NA
"535","15268","7563",NA,"00-0036827",NA,NA,"33731",NA,NA
"536","15269","8085","SargMe00","00-0036698","83684","4379504",NA,NA,NA
"537","15270",NA,NA,NA,NA,"4035826","33599",NA,NA
"538","15271",NA,NA,NA,NA,"4035886","33605",NA,NA
"539","15272",NA,NA,NA,NA,"4241205","33586",NA,NA
"540","15273","7904",NA,"00-0036548",NA,NA,"33692",NA,NA
"541","15274","7993","RagaTr00","00-0036523","42174",NA,"33809",NA,NA
"542","15275",NA,NA,NA,NA,"4046530","33590",NA,NA
"543","15276","7867","BrowSp01","00-0036543","57441","4239768",NA,NA,NA
"544","15277","7551","JackDe02","00-0036493","57189","4240455","33798",NA,NA
"545","15279","7549",NA,NA,NA,NA,"33909",NA,NA
"546","15281",NA,NA,NA,NA,"4362628","33393",NA,NA
"547","15282",NA,NA,NA,NA,"4241478","33398",NA,NA
"548","15283",NA,NA,NA,NA,"4372485","33437",NA,NA
"549","15284",NA,NA,NA,NA,"4372016","33394",NA,NA
"550","15285",NA,NA,NA,NA,"4241424","33519",NA,NA
"551","15286",NA,NA,NA,NA,"4371974",NA,NA,NA
"552","15287",NA,NA,NA,NA,"4374302","33500",NA,NA
"553","15288",NA,NA,NA,NA,"4372414","33422",NA,NA
"554","15289",NA,NA,NA,NA,"4240600","33408",NA,NA
"555","15290",NA,NA,NA,NA,"4258173",NA,NA,NA
"556","15291","7586","NewsDa00","00-0036907","61510",NA,NA,NA,NA
"557","15292",NA,NA,NA,NA,"4361577","33470",NA,NA
"558","15293",NA,NA,NA,NA,"4360939",NA,NA,NA
"559","15294","7558",NA,NA,NA,NA,"33782",NA,NA
"560","15295","7576",NA,NA,NA,NA,"33773",NA,NA
"561","15296",NA,NA,NA,NA,"4371986","33479",NA,NA
"562","15297",NA,NA,NA,NA,"4239992","33473",NA,NA
"563","15298",NA,NA,NA,NA,"4259499","33592",NA,NA
"564","15300","7550",NA,"00-0036721","52050",NA,"33897",NA,NA
"565","15301",NA,NA,NA,NA,"4360797","33445",NA,NA
"566","15302",NA,NA,NA,NA,"4043016",NA,NA,NA
"567","15303",NA,NA,NA,NA,"4360739","33567",NA,NA
"568","15304","7530","DarbFr00","00-0036951","40988","4047836",NA,NA,NA
"569","15305","7584",NA,NA,NA,NA,"33708",NA,NA
"570","15306",NA,NA,NA,NA,"4047648",NA,NA,NA
"571","15307","7862",NA,"00-0036776",NA,"4043158","33709",NA,NA
"572","15308",NA,NA,NA,NA,"4362630","33447",NA,NA
"573","15309","7860",NA,"00-0036773",NA,NA,"33711",NA,NA
"574","15311","7996","StonDi00","00-0036526","48304","4038460","33812",NA,NA
"575","15312","7548",NA,"00-0036495",NA,NA,"33800",NA,NA
"576","15313",NA,NA,NA,NA,"4242231",NA,NA,NA
"577","15314","8008",NA,NA,NA,NA,"33648",NA,NA
"578","15315","7899",NA,NA,NA,NA,"33660",NA,NA
"579","15316","7541","PoweCo00","00-0036647","40689",NA,NA,NA,NA
"580","15317",NA,NA,NA,NA,"4039307",NA,NA,NA
"581","15318","7604",NA,NA,NA,NA,"33863",NA,NA
"582","15319",NA,NA,NA,NA,"4242433",NA,NA,NA
"583","15321",NA,NA,NA,NA,"4243830",NA,NA,NA
"584","15322","7582",NA,NA,NA,NA,"33885",NA,NA
"585","15323","7949",NA,NA,NA,NA,"33889",NA,NA
"586","15324","7579",NA,"00-0036676","84457",NA,"33830",NA,NA
"587","15325","7956",NA,"00-0036810","42109","4031033","33858",NA,NA
"588","15326",NA,NA,NA,NA,"4373642","33645",NA,NA
"589","15327","7613",NA,NA,NA,NA,"33762",NA,NA
"590","15328","8005","BlacTa00","00-0036491","61442",NA,"33797",NA,NA
"591","15329",NA,NA,NA,NA,"4360248","33392",NA,NA
"592","15330",NA,NA,NA,NA,"4362504","33535",NA,NA
"593","15331",NA,NA,NA,NA,"4361411","33443",NA,NA
"594","15332",NA,NA,NA,NA,"4372780","33471",NA,NA
"595","15333",NA,NA,NA,NA,"4240023","33485",NA,NA
"596","15334",NA,NA,NA,NA,"4239944","33469",NA,NA
"597","15335",NA,NA,NA,NA,"4040612","33533",NA,NA
"598","15336","7859",NA,"00-0036766",NA,NA,"33714",NA,NA
"599","15337",NA,NA,NA,NA,"4240472","33550",NA,NA
"600","15338","8018",NA,"00-0036718","40860",NA,"33892",NA,NA
"601","15339","7597","YeboKe00","00-0036510","42196",NA,"33705",NA,NA
"602","15340","7972","PoljTo00","00-0036583","40148",NA,"33791",NA,NA
"603","15341","7536",NA,"00-0036590","61182","4244049","33819",NA,NA
"604","15342","7985",NA,NA,NA,NA,"33849",NA,NA
"605","15343","7943",NA,"00-0036640","143780",NA,"33556",NA,NA
"606","15344","7716","BateJo00","00-0036628","42275","4048228","33512","19418","9588"
"607","15345",NA,NA,NA,NA,"4258194","33409",NA,NA
"608","15346",NA,NA,NA,NA,"4362506",NA,NA,NA
"609","15347",NA,NA,NA,NA,"4036076",NA,NA,NA
"610","15348",NA,NA,NA,NA,"4037239","33449",NA,NA
"611","15349",NA,NA,NA,NA,"4242975","33406",NA,NA
"612","15350",NA,NA,NA,NA,"4361423",NA,NA,NA
"613","15351",NA,NA,NA,NA,"4258599",NA,NA,NA
"614","15352",NA,NA,NA,NA,"4244606",NA,NA,NA
"615","15353",NA,NA,NA,NA,"4037521",NA,NA,NA
"616","15354","8009",NA,"00-0036508",NA,NA,"33650",NA,NA
"617","15355",NA,NA,NA,NA,"4362759",NA,NA,NA
"618","15356",NA,NA,NA,NA,"4241987",NA,NA,NA
"619","15357",NA,NA,NA,NA,"4372030","33426",NA,NA
"620","15358",NA,NA,NA,NA,"4361366",NA,NA,NA
"621","15359",NA,NA,NA,NA,"4259647",NA,NA,NA
"622","15360",NA,NA,NA,NA,"4240859",NA,NA,NA
"623","15361",NA,NA,NA,NA,"4362847","33396",NA,NA
"624","15362",NA,NA,NA,NA,"4372012",NA,NA,NA
"625","15363",NA,NA,NA,NA,"4240401",NA,NA,NA
"626","15364",NA,NA,NA,NA,"4361939",NA,NA,NA
"627","15365",NA,NA,NA,NA,"4362487","33431",NA,NA
"628","15366",NA,NA,NA,NA,"4373809","33424",NA,NA
"629","15367",NA,NA,NA,NA,"4240030","33574",NA,NA
"630","15368",NA,NA,NA,NA,"4360234","33537",NA,NA
"631","15369","7922",NA,"00-0036816",NA,"4243371","33781",NA,NA
"632","15370","7614",NA,NA,NA,NA,"33378",NA,NA
"633","15372","7618",NA,"00-0036470","34130",NA,"33382",NA,NA
"634","15373",NA,NA,NA,NA,"4240778",NA,NA,NA
"635","15374","7622","ReyeSa00","00-0036474","143769",NA,"33386",NA,NA
"636","15375",NA,NA,NA,NA,"4361266","33414",NA,NA
"637","15376",NA,NA,NA,NA,"4240269","33416",NA,NA
"638","15377",NA,NA,NA,NA,"4259561","33417",NA,NA
"639","15378",NA,NA,NA,NA,"4361422","33419",NA,NA
"640","15379",NA,NA,NA,NA,"4243333",NA,NA,NA
"641","15380",NA,NA,NA,NA,"4379397","33421",NA,NA
"642","15381",NA,NA,NA,NA,"4042119",NA,NA,NA
"643","15382",NA,NA,NA,NA,"4039020","33429",NA,NA
"644","15383",NA,NA,NA,NA,"4362629",NA,NA,NA
"645","15384",NA,NA,NA,NA,"4363034","33435",NA,NA
"646","15385",NA,NA,NA,NA,"4379409",NA,NA,NA
"647","15386",NA,NA,NA,NA,"4242659",NA,NA,NA
"648","15387",NA,NA,NA,NA,"4241993",NA,NA,NA
"649","15388",NA,NA,NA,NA,"4362094",NA,NA,NA
"650","15389",NA,NA,NA,NA,"4040979",NA,NA,NA
"651","15390",NA,NA,NA,NA,"4361662","33460",NA,NA
"652","15391",NA,NA,NA,NA,"4239699",NA,NA,NA
"653","15392",NA,NA,NA,NA,"4258206",NA,NA,NA
"654","15393",NA,NA,NA,NA,"4035840","33463",NA,NA
"655","15394",NA,NA,NA,NA,"4242547","33464",NA,NA
"656","15395",NA,NA,NA,NA,"4239719",NA,NA,NA
"657","15396",NA,NA,NA,NA,"4037626",NA,NA,NA
"658","15397",NA,NA,NA,NA,"4036132",NA,NA,NA
"659","15398",NA,NA,NA,NA,"4036063","33478",NA,NA
"660","15399",NA,NA,NA,NA,"4240692",NA,NA,NA
"661","15400",NA,NA,NA,NA,"4360274",NA,NA,NA
"662","15401",NA,NA,NA,NA,"4570470",NA,NA,NA
"663","15402",NA,NA,NA,NA,"4243328",NA,NA,NA
"664","15403",NA,NA,NA,NA,"4258209",NA,NA,NA
"665","15404",NA,NA,NA,NA,"4362851",NA,NA,NA
"666","15405",NA,NA,NA,NA,"4035824","33492",NA,NA
"667","15406",NA,NA,NA,NA,"4261606",NA,NA,NA
"668","15407",NA,NA,NA,NA,"4036026",NA,NA,NA
"669","15408",NA,NA,NA,NA,"4243923",NA,NA,NA
"670","15409",NA,NA,NA,NA,"4260409",NA,NA,NA
"671","15410",NA,NA,NA,NA,"4040940",NA,NA,NA
"672","15411",NA,NA,NA,NA,"4030924",NA,NA,NA
"673","15412",NA,NA,NA,NA,"4372518",NA,NA,NA
"674","15413",NA,NA,NA,NA,"4240475",NA,NA,NA
"675","15414",NA,NA,NA,NA,"4035537",NA,NA,NA
"676","15415",NA,NA,NA,NA,"4034957",NA,NA,NA
"677","15416",NA,NA,NA,NA,"4242228",NA,NA,NA
"678","15417",NA,NA,NA,NA,"4045161",NA,NA,NA
"679","15418",NA,NA,NA,NA,"4035861",NA,NA,NA
"680","15419","7602","GranKy00","00-0036876","40630","4039160","33515","19436","9591"
"681","15420",NA,NA,NA,NA,"4032200",NA,NA,NA
"682","15421",NA,NA,NA,NA,"4035604",NA,NA,NA
"683","15422",NA,NA,NA,NA,"4240595","33524",NA,NA
"684","15423",NA,NA,NA,NA,"4241373",NA,NA,NA
"685","15424",NA,NA,NA,NA,"4240900",NA,NA,NA
"686","15425","7703","HarrJa03","00-0036918",NA,"3932144","33529",NA,NA
"687","15426",NA,NA,NA,NA,"4241195",NA,NA,NA
"688","15427",NA,NA,NA,NA,"4240026",NA,NA,NA
"689","15428",NA,NA,NA,NA,"4361331",NA,NA,NA
"690","15429",NA,NA,NA,NA,"4262197",NA,NA,NA
"691","15430",NA,NA,NA,NA,"4362077",NA,NA,NA
"692","15431",NA,NA,NA,NA,"4245655",NA,NA,NA
"693","15432",NA,NA,NA,NA,"4240657","33495",NA,NA
"694","15433",NA,NA,NA,NA,"4035798",NA,NA,NA
"695","15434",NA,NA,NA,NA,"4240573","33545",NA,NA
"696","15435",NA,NA,NA,NA,"4360484","33546",NA,NA
"697","15436",NA,NA,NA,NA,"4241995",NA,NA,NA
"698","15437",NA,NA,NA,NA,"4239088",NA,NA,NA
"699","15438",NA,NA,NA,NA,"4371949",NA,NA,NA
"700","15439",NA,NA,NA,NA,"4240602",NA,NA,NA
"701","15440",NA,NA,NA,NA,"4243332",NA,NA,NA
"702","15441",NA,NA,NA,NA,"4240542",NA,NA,NA
"703","15442",NA,NA,NA,NA,"4240686",NA,NA,NA
"704","15443",NA,NA,NA,NA,"4241807",NA,NA,NA
"705","15444",NA,NA,NA,NA,"4039028",NA,NA,NA
"706","15445",NA,NA,NA,NA,"4242488","33560",NA,NA
"707","15446","7818","SlatTe00","00-0036642","56597",NA,NA,NA,NA
"708","15447","7817",NA,"00-0036855","56428","4242292",NA,NA,NA
"709","15448",NA,NA,NA,NA,"4240706",NA,NA,NA
"710","15449",NA,NA,NA,NA,"4242521",NA,NA,NA
"711","15450",NA,NA,NA,NA,"4372085",NA,NA,NA
"712","15451",NA,NA,NA,NA,"4036430",NA,NA,NA
"713","15452",NA,NA,NA,NA,"4360853",NA,NA,NA
"714","15453",NA,NA,NA,NA,"4046693",NA,NA,NA
"715","15454",NA,NA,NA,NA,"4048259",NA,NA,NA
"716","15455","7808",NA,"00-0036565","57070",NA,NA,NA,NA
"717","15456",NA,NA,NA,NA,"4036141",NA,NA,NA
"718","15457",NA,NA,NA,NA,"4241199",NA,NA,NA
"719","15458",NA,NA,NA,NA,"4243218",NA,NA,NA
"720","15459",NA,NA,NA,NA,"4052031",NA,NA,NA
"721","15460",NA,NA,NA,NA,"4259978",NA,NA,NA
"722","15461",NA,NA,NA,NA,"4040805",NA,NA,NA
"723","15462",NA,NA,NA,NA,"4245645","33584",NA,NA
"724","15463",NA,NA,NA,NA,"4240716",NA,NA,NA
"725","15464",NA,NA,NA,NA,"4567979",NA,NA,NA
"726","15465",NA,NA,NA,NA,"4038430",NA,NA,NA
"727","15466",NA,NA,NA,NA,"4035590",NA,NA,NA
"728","15467","7789",NA,"00-0036858",NA,NA,NA,NA,NA
"729","15468",NA,NA,NA,NA,"4240464",NA,NA,NA
"730","15469",NA,NA,NA,NA,"4036060",NA,NA,NA
"731","15470","7786","WildRa00","00-0036573","83111","4372560",NA,NA,NA
"732","15471",NA,NA,NA,NA,"4038944",NA,NA,NA
"733","15472",NA,NA,NA,NA,"4044145",NA,NA,NA
"734","15473",NA,NA,NA,NA,"4239947",NA,NA,NA
"735","15474",NA,NA,NA,NA,"4568981",NA,NA,NA
"736","15475","7779","StevJa00","00-0036925","61402",NA,NA,NA,NA
"737","15476",NA,NA,NA,NA,"4362855",NA,NA,NA
"738","15477",NA,NA,NA,NA,"4242485",NA,NA,NA
"739","15478","7944","StraMi03","00-0036482","143358","4589245","33620","19156","9693"
"740","15479",NA,NA,NA,NA,"4259989",NA,NA,NA
"741","15480",NA,NA,NA,NA,"4036224","33621",NA,NA
"742","15481",NA,NA,NA,NA,"4243916",NA,NA,NA
"743","15482",NA,NA,NA,NA,"4241344",NA,NA,NA
"744","15483",NA,NA,NA,NA,"4242211",NA,NA,NA
"745","15484",NA,NA,NA,NA,"4040608",NA,NA,NA
"746","15485","7764","BradWi00","00-0036664","44184",NA,NA,NA,NA
"747","15486",NA,NA,NA,NA,"4259570",NA,NA,NA
"748","15487","7762","WiggJa00","00-0036889",NA,NA,NA,NA,NA
"749","15488","7539",NA,"00-0036578","40903",NA,NA,NA,NA
"750","15489",NA,NA,NA,NA,"4241396","33633",NA,NA
"751","15490",NA,NA,NA,NA,"4045169",NA,NA,NA
"752","15491",NA,NA,NA,NA,"4035656",NA,NA,NA
"753","15492",NA,NA,NA,NA,"4256074",NA,NA,NA
"754","15493","7755","WilcCh00","00-0036667","43308",NA,NA,NA,NA
"755","15494",NA,NA,NA,NA,"4820589",NA,NA,NA
"756","15495","7754","SpenMa00","00-0036668","50306",NA,NA,NA,NA
"757","15496",NA,NA,NA,NA,"4240485",NA,NA,NA
"758","15497","7752",NA,"00-0036939","61639",NA,NA,NA,NA
"759","15498",NA,NA,NA,NA,"4240255",NA,NA,NA
"760","15501","7890",NA,"00-0036750","41248",NA,"33770",NA,NA
"761","15502","8051","JohnJo06","00-0036799","88760",NA,"33859",NA,NA
"762","15503","8058","McCrNa00","00-0036582",NA,"4820592","33793",NA,NA
"763","15504","7552",NA,"00-0036818",NA,NA,"33783",NA,NA
"764","15505","7741",NA,"00-0036829","57156","4244732","33732",NA,NA
"765","15506","7992","BushMa00","00-0036519","52008",NA,"33804",NA,NA
"766","15507","7961",NA,"00-0036757",NA,NA,"33867",NA,NA
"767","15508","7870",NA,NA,NA,NA,"33722",NA,NA
"768","15509","7951",NA,NA,NA,NA,"33855",NA,NA
"769","15510","7970","WashAr00","00-0036587","77848",NA,"33788",NA,NA
"770","15511","8042",NA,"00-0036515",NA,NA,"33700",NA,NA
"771","15512","8029","WilsMa05","00-0036689","56977",NA,"33750",NA,NA
"772","15513","7573",NA,"00-0036782","42194",NA,"33875",NA,NA
"773","15514","7744",NA,NA,NA,NA,"33738",NA,NA
"774","15515","7849",NA,"00-0036711","62775",NA,"33914",NA,NA
"775","15516","8040",NA,"00-0036488",NA,NA,"33787",NA,NA
"776","15517","7858",NA,NA,NA,NA,"33712",NA,NA
"777","15518","7855",NA,NA,NA,NA,"33831",NA,NA
"778","15519","7732","HillJu01","00-0036673","28079",NA,"33827",NA,NA
"779","15520","7735",NA,NA,NA,NA,"33841",NA,NA
"780","15521","7936","OgboAm00","00-0036716","42449","4038432","33680",NA,NA
"781","15522","7901",NA,"00-0036541","45380",NA,"33658",NA,NA
"782","15523","7617",NA,"00-0036469",NA,"3919602","33381",NA,NA
