"","mfl_id","sleeper_id","pfr_id","gsis_id","pff_id","espn_id","yahoo_id","ras_id","otc_id"
"1527","16462","11277",NA,NA,NA,NA,NA,NA,NA
"1528","16463","11429","MerrKa00","00-0038823",NA,NA,"40684",NA,NA
"1529","16465","11076","ThomNa00","00-0038811",NA,NA,NA,NA,NA
"1530","16466","8887",NA,"00-0037627",NA,NA,NA,NA,NA
"1531","16467","11455","KendAn00","00-0038848",NA,NA,NA,NA,NA
"1532","16468","8841",NA,NA,NA,NA,"34561",NA,NA
"1533","16472","8397",NA,NA,NA,NA,NA,NA,NA
"1534","16474","11433","AdkiNa00","00-0038783",NA,NA,"40702",NA,NA
"1535","16476","11315","JoneCa04","00-0038513",NA,NA,NA,NA,NA
"1536","16477","11150","JohnQu01","00-0038368",NA,NA,NA,NA,NA
"1537","16483","11082","SimsBe00","00-0038809",NA,NA,"40335",NA,NA
"1538","16485","11441","IncoTh00","00-0038791",NA,NA,NA,NA,NA
"1539","16486","11396","PiliBr00","00-0038694",NA,NA,NA,NA,NA
"1540","16492","11305","CherCl00","00-0038493",NA,NA,NA,NA,NA
"1541","16493","11458","JackMa04","00-0038845",NA,NA,NA,NA,NA
"1542","16496","11280","RussBr00","00-0038488",NA,NA,"40519",NA,NA
"1543","16484","8834","DenbTr00","00-0037392",NA,NA,NA,NA,NA
"1544","15527","8004",NA,"00-0036683","56307","4037559","",NA,NA
"1545","15842","7984",NA,"00-0036729",NA,"4040607",NA,NA,NA
"1546","15843","8061",NA,"00-0036746",NA,NA,"33766",NA,NA
"1547","15986","8056",NA,"00-0036873",NA,NA,"33918",NA,NA
"1548","15995","7989",NA,"00-0036527","47663",NA,"33813",NA,NA
"1549","16005","8013",NA,"00-0036497",NA,"4245131","33649",NA,NA
"1550","16020","7878","EiflMi00","00-0036511","43421",NA,"33696",NA,NA
"1551","16058","8001",NA,"00-0036682",NA,"4259547",NA,NA,NA
"1552","16066","8921",NA,"00-0037708",NA,NA,"34712",NA,NA
"1553","16120","7746","TramAu00","00-0036841","52195",NA,"33745",NA,NA
"1554","14658","6739",NA,"00-0035742",NA,"3072765","32650",NA,NA
"1555","14819","7103",NA,"00-0035825","40616","4035470","33126",NA,NA
"1556","14872","6834",NA,"00-0035787","47214","3915772","33064",NA,NA
"1557","15038","7080",NA,"00-0035947",NA,"3917166","33132",NA,NA
"1558","15039","7091",NA,"00-0036034","48124","4032749","33095",NA,NA
"1559","15045","7015",NA,"00-0036154",NA,"3915136","32994",NA,NA
"1560","15046","7351","MerrKi00","00-0035844","35096","3915145","33242",NA,NA
"1561","15054","7216",NA,"00-0035956","13756","3916749","33151",NA,NA
"1562","15059","7366",NA,"00-0035979","49299","4037511","33029",NA,NA
"1563","15061","7185",NA,"00-0035790","77573","4361650","33067",NA,NA
"1564","15063","7504","HarrDe10","00-0036090","43858","4035577","33321",NA,NA
"1565","15066","7065",NA,"00-0036129","47286","3915400","33007",NA,NA
"1566","15067","5759",NA,"00-0034802","51427","3052527","31754",NA,NA
"1567","15068","7356","RendTy00","00-0035845",NA,"3914456","33243",NA,NA
"1568","15069","6967",NA,"00-0035987","47537","4039000","33267",NA,NA
"1569","15075","7446",NA,"00-0036177",NA,"4035098","33343",NA,NA
"1570","15076","7346",NA,"00-0035942",NA,"3909013","33261",NA,NA
"1571","15095","6981","GaleTi01","00-0035965","50275","3676832","33225",NA,NA
"1572","15098","7316","BradDa00","00-0035898","46445","4040640","32975",NA,NA
"1573","15099","7328","BilaAs00","00-0035897",NA,"3932422","32974",NA,NA
"1574","15156","7078","BrowTo03","00-0036111","48344","3915821","33303",NA,NA
"1575","15229","6876","GreeAJ00","00-0036114","50394","4038437","33306",NA,NA
"1576","15371","7222",NA,"00-0035946","28430","4039164","33131",NA,NA
"1577","15499","7467",NA,"00-0035859",NA,"4045180","33112",NA,NA
"1578","15500","7261",NA,"00-0036013",NA,"4371989","33192",NA,NA
"1579","15524","7314",NA,"00-0036168",NA,"3932960","33352",NA,NA
"1580","15525","7173",NA,"00-0035786",NA,"3919609","33063",NA,NA
"1581","15528","7438","WilkKr00","00-0036183","28729","3910176","33349",NA,NA
"1582","15529","7337",NA,"00-0036080","61812","4245174","33299",NA,NA
"1583","15532","7412",NA,"00-0036449",NA,"4683485","33188",NA,NA
"1584","15535","7436",NA,"00-0036176","115664","4057082","33351",NA,NA
"1585","15542","7308",NA,"00-0036083","36271","3929633","33315",NA,NA
"1586","15543","7421",NA,"00-0035804","35858","3908558","33197",NA,NA
"1587","15544","7439",NA,"00-0036173","47412","3675550","33340",NA,NA
"1588","15548","7341",NA,"00-0035928","45507","4040703","33247",NA,NA
"1589","15559","7344",NA,"00-0035944","44597","4032481","33263",NA,NA
"1590","15560","7362",NA,"00-0035985","50012","3127587","33035",NA,NA
"1591","15563","6894",NA,"00-0035771","47234","3923392","33171",NA,NA
"1592","15581","7159",NA,"00-0036052","37397","3926936","33279",NA,NA
"1593","15585","7283",NA,"00-0035857","87178","4034530","33220",NA,NA
"1594","15589","7039",NA,"00-0035891","61448","4241983","32948",NA,NA
"1595","15592","7019",NA,"00-0036076","36669","3915186","32996",NA,NA
"1596","15608","6962",NA,"00-0036030","50192","4039075","33104",NA,NA
"1597","15621","7326",NA,"00-0035927","49589","3674831","32980",NA,NA
"1598","15633","6902",NA,"00-0036010","51071","4046680","33189",NA,NA
"1599","15635","7339",NA,"00-0035935","47918","3910287","33254",NA,NA
"1600","15643","7234",NA,"00-0035883",NA,"4036055","32944",NA,NA
"1601","15648","7160",NA,"00-0036205",NA,"4257195","33176",NA,NA
"1602","15653","7327",NA,"00-0035910","36851","3916917","32991",NA,NA
"1603","15654","7433",NA,"00-0036056","34321","3912347","33283",NA,NA
"1604","15657","7444",NA,"00-0036180","28488","4038840","33346",NA,NA
"1605","15668","7215",NA,"00-0035821",NA,"3125280","32942",NA,NA
"1606","15672","7499",NA,"00-0036453","14811","2575891","33364",NA,NA
"1607","15674","7456","PotoBe00","00-0036050","50195","3886826","33277",NA,NA
"1608","15961","7202",NA,"00-0036156",NA,NA,"33000",NA,NA
"1609","16037","7233",NA,"00-0035876","47901","3886809","32943",NA,NA
"1610","16136","7410",NA,"00-0036447","117753","4686421","33185",NA,NA
"1611","14060","6040",NA,"00-0035356","46481","3916564","32415",NA,NA
"1612","14065","6037",NA,"00-0034955","46487","3722362","32221",NA,NA
"1613","14066","6269",NA,"00-0035163","29110","3915776","32366",NA,NA
"1614","14070","6450","BlouDa00","00-0035040","46508","3116188","32272",NA,NA
"1615","14078","5976",NA,"00-0035454","38565","3929927","32508",NA,NA
"1616","14084","5919",NA,"00-0035442","40065","4035006","32148",NA,NA
"1617","14089","6021",NA,"00-0034961","35314","3843406","32226",NA,NA
"1618","14092","5961",NA,"00-0035505",NA,"3123675","32528",NA,NA
"1619","14096","6068","OzigDe01","00-0035184","45903","3699935","32390",NA,NA
"1620","14099","6448",NA,"00-0035043","45989","3895788","32279",NA,NA
"1621","14108","5970","DortGr01","00-0035500","42237","4037235","32523",NA,NA
"1622","14110","6154",NA,"00-0035359","34579","3871102","32418",NA,NA
"1623","14111","6017",NA,"00-0035475","47858","3930064","32483",NA,NA
"1624","14115","5924",NA,"00-0035070","39533","3924318","32253",NA,NA
"1625","14119","5929",NA,"00-0035474","41706","4049301","32482",NA,NA
"1626","14128","6049",NA,"00-0035361","41818","3123074","32088",NA,NA
"1627","14130","6165",NA,"00-0035126","39967","4043161","32317",NA,NA
"1628","14134","6019",NA,"00-0035450","47912","3121413","32504",NA,NA
"1629","14165","6134",NA,"00-0035128","27584","3115258","32308",NA,NA
"1630","14172","6020",NA,"00-0035115","49887","3862861","32340",NA,NA
"1631","14190","2650",NA,"00-0031543","9728","2582324","28861",NA,NA
"1632","14194","6196",NA,"00-0035728","92925","4420894","31822",NA,NA
"1633","14313","6107",NA,"00-0034943","48115","3119471","32211",NA,NA
"1634","14317","6032","DossKe00","00-0035120","48143","3120980","32342",NA,NA
"1635","14318","5997",NA,"00-0035090","47725","3843603","32338",NA,NA
"1636","14319","6323",NA,"00-0034959","47121","3125107","32225",NA,NA
"1637","14321","6171",NA,"00-0035164","48152","3126115","32367",NA,NA
"1638","14322","5960","EdwaTJ02","00-0035386","30737","3121544","32403",NA,NA
"1639","14323","3893",NA,"00-0033092","11450","2989641","30063",NA,NA
"1640","14324","6016",NA,"00-0035058","35985","3932963","32261",NA,NA
"1641","14325","6046",NA,"00-0034931","49816","3133361","32190",NA,NA
"1642","14326","5939",NA,"00-0035338","39605","3922125","32434",NA,NA
"1643","14327","6155",NA,"00-0035121","47846","3916418","32302",NA,NA
"1644","14328","6416","WingAn01","00-0035378","49268","3918331","32105",NA,NA
"1645","14329","6261",NA,"00-0035019","34698","3121225","32244",NA,NA
"1646","14330","6519","ShepDa00","00-0035181","29347","3120588","32378",NA,NA
"1647","14332","6501",NA,"00-0035009","47344","3915230","32352",NA,NA
"1648","14333","6115","HillWe00","00-0035489","30228","3060919","32473",NA,NA
"1649","14335","6208",NA,"00-0034921",NA,"3048898","31831",NA,NA
"1650","14336","6420",NA,"00-0035417","48082","3126095","32200",NA,NA
"1651","14338","6446","HillJo03","00-0035013","45826","3122799","32238",NA,NA
"1652","14340","6373",NA,"00-0035491","47896","3124369","32159",NA,NA
"1653","14344","6317",NA,"00-0035394","61944","3921586","32464",NA,NA
"1654","14348","6209","HymaIs00","00-0034922","28621","3039968","31832",NA,NA
"1655","14349","6195",NA,"00-0034915","92136","4420843","31821",NA,NA
"1656","14354","5984",NA,"00-0035520","34629","3895828","32426",NA,NA
"1657","14357","6081","BlanKe01","00-0035603","47311","3122103","32125",NA,NA
"1658","14358","6111",NA,"00-0035100","46401","3886812","32138",NA,NA
"1659","14367","6089",NA,"00-0035428","47307","3115359","32543",NA,NA
"1660","14368","6553","WaltAu00","00-0035187","45038","3123857","32383",NA,NA
"1661","14373","6549","WillDa11","00-0035401","61737","4241723","32471",NA,NA
"1662","14378","6510",NA,"00-0035179","27753","3895834","32374",NA,NA
"1663","14381","6498","HarvWi00","00-0035177","50780","3128396","32377",NA,NA
"1664","14384","6436",NA,"00-0034954","48567","3124634","32220",NA,NA
"1665","14393","6496",NA,"00-0035171",NA,"3128692","32369",NA,NA
"1666","14400","5945","LedbJo01","00-0035343","18645","3728308","32440",NA,NA
"1667","14401","5830",NA,"00-0034902","15301","2577637","31815",NA,NA
"1668","14405","5912","GranCa01","00-0035402","48500","3918310","32490",NA,NA
"1669","14420","6109",NA,"00-0035125","34934","3917668","32344",NA,NA
"1670","14426","6268",NA,"00-0035189",NA,"3128444","32174",NA,NA
"1671","14435","5162",NA,"00-0034578","47542","3116642","31302",NA,NA
"1672","14440","6363","WalkMi00","00-0035374","48213","3915296","32101",NA,NA
"1673","14441","6656",NA,"00-0035373","44987","3122794","32100",NA,NA
"1674","14445","6710",NA,"00-0035691","95845","4426310","32621",NA,NA
"1675","14450","5941",NA,"00-0035154","48087","3929817","32356",NA,NA
"1676","14456","6244","WatsBr01","00-0035375","51088","3115968","32102",NA,NA
"1677","14458","6246",NA,"00-0035427","46004","3914534","32541",NA,NA
"1678","14461","6357",NA,"00-0035194","94354","3957156","32109",NA,NA
"1679","14463","6358",NA,"00-0035200","47788","3914158","32115",NA,NA
"1680","14465","6585","BrooTo01","00-0035551","45764","3886841","32559",NA,NA
"1681","14466","6347",NA,"00-0035198","58208","4262186","32113",NA,NA
"1682","14467","6348",NA,"00-0035202","57868","4240528","32118",NA,NA
"1683","14471","6227",NA,"00-0035353","61326","4240591","32412",NA,NA
"1684","14472","6315",NA,"00-0035352","51045","4035232","32411",NA,NA
"1685","14480","6318",NA,"00-0035396","30806","3124022","32466",NA,NA
"1686","14481","6628","BryaVe00","00-0035548","47959","3138760","32556",NA,NA
"1687","14482","6666","DawkNo00","00-0035549","35771","3911689","32557",NA,NA
"1688","14486","6453",NA,"00-0035045","55003","4249030","32283",NA,NA
"1689","14488","6451","CarlSt00","00-0035039","94365","3948283","32273",NA,NA
"1690","14489","6452",NA,"00-0035042","63303","3936185","32277",NA,NA
"1691","14493","6027",NA,"00-0035415","51497","3116134","32206",NA,NA
"1692","14494","6611",NA,"00-0035412","38956","3929818","32208",NA,NA
"1693","14495","6612","GiffLu00","00-0035413","50675","3116097","32205",NA,NA
"1694","14496","6539",NA,"00-0034935","94358","4422215","32400",NA,NA
"1695","14498","6438",NA,"00-0034949","34050","3915575","32219",NA,NA
"1696","14501","6396",NA,"00-0034932","30778","3125402","32191",NA,NA
"1697","14503","6588","KennTo01","00-0035544","94379","3126997","32561",NA,NA
"1698","14506","6651","PittAn01","00-0035330","94372","4423367","32457",NA,NA
"1699","14509","6430",NA,"00-0035076","39043","3116367","32266",NA,NA
"1700","14510","6371",NA,"00-0035483","27308","4040826","32152",NA,NA
"1701","14512","6372",NA,"00-0035494","94355","3119996","32162",NA,NA
"1702","14518","6711","ThomJa04","00-0035705","49116","4043089","32623",NA,NA
"1703","14519","6307","KunaJo00","00-0035444","38548","4035866","32151",NA,NA
"1704","14525","6461",NA,"00-0035118","94369","4422336","32306",NA,NA
"1705","14531","6026","HuggAl01","00-0035455","36862","3728248","32509",NA,NA
"1706","14532","5968",NA,"00-0035155","49394","3728261","32357",NA,NA
"1707","14535","6043",NA,"00-0035513","42782","4037633","32420",NA,NA
"1708","14543","6551",NA,"00-0035157","29188","3122906","32359",NA,NA
"1709","14544","6712",NA,"00-0035701",NA,"4039244","32624",NA,NA
"1710","14545","6247","MoorJa02","00-0035432","91472","4069806","32547",NA,NA
"1711","14548","6386",NA,"00-0035602","47996","3919510","32124",NA,NA
"1712","14551","6598","IrwiTr00","00-0035341","48080","3931391","32438",NA,NA
"1713","14552","6379",NA,"00-0035099","44889","3122154","32140",NA,NA
"1714","14553","6380","DaviDa03","00-0035101","33158","3933568","32141",NA,NA
"1715","14554","6381","HollAl00","00-0035104","63664","4249496","32143",NA,NA
"1716","14557","5990",NA,"00-0034962","51107","3924319","32230",NA,NA
"1717","14559","5996","GustPo01","00-0035404","50290","3912553","32492",NA,NA
"1718","14560","6163",NA,"00-0035018","31572","3121110","32243",NA,NA
"1719","14563","6540",NA,"00-0035385","48211","3116182","32409",NA,NA
"1720","14568","6563",NA,"00-0035433",NA,"3129309","32548",NA,NA
"1721","14579","6682",NA,"00-0035573","50513","3675805","32589",NA,NA
"1722","14584","2894","WatsJo00","00-0034956","49722","2512419","32222",NA,NA
"1723","14589","6593","SchnSp00","00-0035587","39145","3126075","32560",NA,NA
"1724","14590","6485","AlShAz00","00-0035166","49792","3919117","32318",NA,NA
"1725","14591","6231",NA,"00-0035161","94371","3118906","32364",NA,NA
"1726","14595","6536","StroKe00","00-0035334","48981","3124052","32461",NA,NA
"1727","14600","6528",NA,"00-0035192",NA,"3124084","32384",NA,NA
"1728","14602","6472","PhilJu00","00-0035419","49677","3122441","32204",NA,NA
"1729","14603","6695",NA,"00-0035634","28605","3140141","32609",NA,NA
"1730","14610","6584","SizeDe00","00-0035557","94382","3145343","32578",NA,NA
"1731","14612","6311","LairPa00","00-0035342","28219","3127211","32439",NA,NA
"1732","14618","6595","HodgDe00","00-0035577","29838","3127051","32581",NA,NA
"1733","14622","6730",NA,"00-0035735","60453","4242418","32642",NA,NA
"1734","14624","6355",NA,"00-0035098","51344","3915373",NA,NA,NA
"1735","14630","6555",NA,"00-0035190","36038","3686689","32386",NA,NA
"1736","14650","5823",NA,"00-0034909",NA,"3127313","31808",NA,NA
"1737","14651","6099",NA,"00-0034923","89295","4250485","32181",NA,NA
"1738","14652","6005","GiveKe01","00-0035026","28308","3929641","32321",NA,NA
"1739","14653","6601","MackIs00","00-0035519","26229","3131784","32425",NA,NA
"1740","14654","6439","HentHa00","00-0035025","47150","3925348","32295",NA,NA
"1741","14660","6160","TauaJo00","00-0035016","49714","3914595","32241",NA,NA
"1742","14669","6333","NixoKe00","00-0035133","56167","4259493","32348",NA,NA
"1743","14672","6353","ReedTr01","00-0035617","38268","3116177","32135",NA,NA
"1744","14673","6055","PatrNa00","00-0035615","49805","3728310","32134",NA,NA
"1745","14675","6627","TuttSh00","00-0035409","37279","3886601","32497",NA,NA
"1746","14676","6235","PhilKy00","00-0035507","36340","3886528","32530",NA,NA
"1747","14677","6378",NA,"00-0035486","37161","3913020","32155",NA,NA
"1748","14678","6679","SkipTu00","00-0035579","44583","4039521","32582",NA,NA
"1749","14679","6252",NA,"00-0035434","50232","3124030","32549",NA,NA
"1750","14680","6494",NA,"00-0035094","38461","3115979","32336",NA,NA
"1751","14682","6432",NA,"00-0035103","49757","3122141","32304",NA,NA
"1752","14696","6354",NA,"00-0035108","50353","3886327","32145",NA,NA
"1753","14702","6257",NA,"00-0035437","51405","3917058","32552",NA,NA
"1754","14716","6467",NA,"00-0035073","94361","4422407","32254",NA,NA
"1755","14717","6650",NA,"00-0035358",NA,"3150744","32417",NA,NA
"1756","14720","6579",NA,"00-0035172","33464","3935064","32371",NA,NA
"1757","14722","6258",NA,"00-0035346","50356","3124702","32443",NA,NA
"1758","14727","6659","ReynCr00","00-0035567","94383","4421446","32596",NA,NA
"1759","14728","6581","RobeDe01","00-0035521","30462","3125126","32427",NA,NA
"1760","14737","6105","GileJo01","00-0035363","39382","3917797","32091",NA,NA
"1761","14738","6542",NA,"00-0035390","56895","4239817","32408",NA,NA
"1762","14741","6310",NA,"00-0035365","35173","3917147","32092",NA,NA
"1763","14748","6714",NA,"00-0035714","27582","3139613","32628",NA,NA
"1764","14751","6591","JoneCh10","00-0035553","47186","3126263","32565",NA,NA
"1765","14752","6075",NA,"00-0035562","91465","3940587","32576",NA,NA
"1766","14753","6429","HassJT00","00-0035044","94366","4264341","32280",NA,NA
"1767","14755","6398","GoodAh00","00-0034933","29951","3127075","32192",NA,NA
"1768","14758","6328",NA,"00-0035499","49466","3125705","32522",NA,NA
"1769","14759","6090","HartMo01","00-0035339","49390","3915970","32435",NA,NA
"1770","14761","6634",NA,"00-0035485","49572","3914477","32472",NA,NA
"1771","14915","7095",NA,"00-0035759",NA,"3053774","32667",NA,NA
"1772","14916","6138",NA,"00-0035370","44429","4035425","32097",NA,NA
"1773","14917","6108",NA,"00-0035760",NA,"3693033","32669",NA,NA
"1774","15032","6523",NA,"00-0035156","34735","3916370","32358",NA,NA
"1775","15033","6763",NA,"00-0035750","20052","2974503","32664",NA,NA
"1776","15062","5966",NA,"00-0035048","50115","3915285","32287",NA,NA
"1777","15093","6390",NA,"00-0035607","38540","3914150","32130",NA,NA
"1778","15094","6419",NA,"00-0035227","51189","3929850","32164",NA,NA
"1779","15101","6657",NA,"00-0035600","48374","3116082","32601",NA,NA
"1780","15117","6610",NA,"00-0035020","49231","3931424","32319",NA,NA
"1781","15140","6314",NA,"00-0035357","49395","3916577","32416",NA,NA
"1782","15162","6517",NA,"00-0035085","39094","3128675","32276",NA,NA
"1783","15163","6332",NA,"00-0035130","51496","3909365","32346",NA,NA
"1784","15181","6104","HoldAl01","00-0034948","38567","3117249","32218",NA,NA
"1785","15187","6640",NA,"00-0035210","50480","3919107","32396",NA,NA
"1786","15198","6243",NA,"00-0035422","49401","3915255","32199",NA,NA
"1787","15209","6645",NA,"00-0035393",NA,"3910754","32463",NA,NA
"1788","15213","6233",NA,"00-0035436","47123","3121378","32551",NA,NA
"1789","15216","6335",NA,"00-0035462","56733","4241221","32515",NA,NA
"1790","15222","6321",NA,"00-0035135","48467","3914553","32351",NA,NA
"1791","15228","5952",NA,"00-0034944","51448","2971641","32212",NA,NA
"1792","15533","6753",NA,"00-0035715","32342","3925346","32630",NA,NA
"1793","15547","6254",NA,"00-0035542","56123","4243831","32542",NA,NA
"1794","15564","6662",NA,"00-0035572","48369","3144991","32588",NA,NA
"1795","15620","6529",NA,"00-0035345","47358","3138744","32442",NA,NA
"1796","15627","6423",NA,"00-0035423","48922","3133368","32198",NA,NA
"1797","15644","6687",NA,"00-0035609","49103","3144988","32603",NA,NA
"1798","15678","6602",NA,"00-0035518","48665","3115492","32424",NA,NA
"1799","15684","6476",NA,"00-0034966","27732","3139389","32223",NA,NA
"1800","12241","5822",NA,"00-0034887","15267","2577712","31792",NA,NA
"1801","12667","3846",NA,"00-0032945","11366","3115315","29973",NA,NA
"1802","13596","5228",NA,"00-0034126","46387","3040507","31365",NA,NA
"1803","13600","5142",NA,"00-0034131","46540","3040535","31336",NA,NA
"1804","13603","5165",NA,"00-0034531","46580","3139591","31560",NA,NA
"1805","13611","5136","AdamJo03","00-0034457","45662","3932420","31567",NA,NA
"1806","13625","5192",NA,"00-0034596","45802","3051762","31653",NA,NA
"1807","13628","5274","ThomRo05","00-0034221","27875","3121583","31241",NA,NA
"1808","13643","5164",NA,"00-0034068","28580","3128251","31397",NA,NA
"1809","13648","5290","BurnDe00","00-0034653","47477","3932935","31624",NA,NA
"1810","13653","5250","FostRo01","00-0034510","48230","3054845","31601",NA,NA
"1811","13655","5625","PhilCa01","00-0034512","47593","3124079","31598",NA,NA
"1812","13656","5261",NA,"00-0034633","48162","3045164","31592",NA,NA
"1813","13659","5132","MitcSt02","00-0034081","47508","3043225","31391",NA,NA
"1814","13661","5176",NA,"00-0034748","38079","3059719","31739",NA,NA
"1815","13669","5781","TurnMa00","00-0034867","48078","3115928","31777",NA,NA
"1816","13689","5212",NA,"00-0034215","48931","3127274","31235",NA,NA
"1817","13711","5153","WallLe00","00-0034514","25445","3133440","31603",NA,NA
"1818","13712","5435",NA,"00-0034095","50450","3921563","31385",NA,NA
"1819","13719","5189",NA,"00-0034173",NA,"4034949","31482",NA,NA
"1820","13725","5587",NA,"00-0034315","35977","3929855","31514",NA,NA
"1821","13732","4954",NA,"00-0034064","38062","3050015","30967",NA,NA
"1822","13849","5163",NA,"00-0034597","45753","3127335","31662",NA,NA
"1823","13852","5174",NA,"00-0034121","50819","3128268","31410",NA,NA
"1824","13853","5450","MoorSk00","00-0034090","21605","3048912","31372",NA,NA
"1825","13854","5434",NA,"00-0034098","49234","3124020","31395",NA,NA
"1826","13855","5516",NA,"00-0034474","51032","3914861","31300",NA,NA
"1827","13857","5277","YeldDe00","00-0034319","29556","3059766","31519",NA,NA
"1828","13858","5703",NA,"00-0034715","66962","4055563","31705",NA,NA
"1829","13861","5751",NA,"00-0034784",NA,"3134314","31747",NA,NA
"1830","13865","5138",NA,"00-0034099","24942","3140525","31396",NA,NA
"1831","13866","5766",NA,"00-0034839","13822","3916720","31764",NA,NA
"1832","13867","5767","AlexAd00","00-0034840","13612","3871875","31762",NA,NA
"1833","13868","5209","BoonMi00","00-0034208","31615","3139033","31228",NA,NA
"1834","13869","5721",NA,"00-0034721","27626","4039396","31727",NA,NA
"1835","13870","4859","ThomAh00","00-0033447","49204","3042403","30635",NA,NA
"1836","13871","5536","HillDo00","00-0034253","45691","3126246","31457",NA,NA
"1837","13872","5231",NA,"00-0034549","25172","3047912","31680",NA,NA
"1838","13873","5257",NA,"00-0034177","21956","3045169","31431",NA,NA
"1839","13874","5395","WilsSh01","00-0034621","45993","3116563","31278",NA,NA
"1840","13875","5463",NA,"00-0034200","26401","4057659","31423",NA,NA
"1841","13876","5255",NA,"00-0034647","47790","3045763","31642",NA,NA
"1842","13879","5127","AlleKy00","00-0034577","26152","3115293","31301",NA,NA
"1843","13881","5293",NA,"00-0034669","38435","4035853","31626",NA,NA
"1844","13882","5134","KirkKe00","00-0034317","48017","3046401","31517",NA,NA
"1845","13883","5125",NA,"00-0034698","30366","3125383","31701",NA,NA
"1846","13884","5260","SmitVy00","00-0034631","66957","3155188","31588",NA,NA
"1847","13885","5506",NA,"00-0034157","48552","3042693","31355",NA,NA
"1848","13888","5158",NA,"00-0034473","66928","4334300","31299",NA,NA
"1849","13891","5266","NewsDe00","00-0034565","45695","3117131","31685",NA,NA
"1850","13892","5263",NA,"00-0034291","34874","3931782","31490",NA,NA
"1851","13896","5700",NA,"00-0034708","26957","3127374","31704",NA,NA
"1852","13897","5443","HollJe01","00-0034107","50287","3916928","31377",NA,NA
"1853","13898","5272",NA,"00-0034450",NA,"3975763","31538",NA,NA
"1854","13899","5262",NA,"00-0034087","47731","3123992","31369",NA,NA
"1855","13901","5386",NA,"00-0034479",NA,"3052413","31310",NA,NA
"1856","13903","5605","ThomMa00","00-0034341","50942","3045376","31532",NA,NA
"1857","13904","5567","GranJa01","00-0034307","47561","3047490","31506",NA,NA
"1858","13905",NA,"JoneJJ00","00-0034560",NA,NA,"31683",NA,NA
"1859","13906","5565","CabiJa00","00-0034171","50714","3116158","31480",NA,NA
"1860","13907","5784",NA,"00-0034872","50667","3116052","31780",NA,NA
"1861","13908","5206",NA,"00-0034626","38843","3044725","31579",NA,NA
"1862","13910","5695","PoweBr00","00-0034646","48036","3115255","31641",NA,NA
"1863","13911","5539","WillDe06","00-0034258","48345","3040137","31462",NA,NA
"1864","13912","5289","BatsCa00","00-0034652","47669","3139456","31623",NA,NA
"1865","13913","5576","NiemBe00","00-0034296","51099","3140643","31495",NA,NA
"1866","13914","5479","HernTr00","00-0034516","50380","3122160","31262",NA,NA
"1867","13915","4811",NA,"00-0033452","50640","2982304","30568",NA,NA
"1868","13916","5271","HoweGr00","00-0034449","12888","3122716","31537",NA,NA
"1869","13917","5193",NA,"00-0034591","42781","3121649","31650",NA,NA
"1870","13918","5388",NA,"00-0034071","49379","3141066","31402",NA,NA
"1871","13920","5493",NA,"00-0034573","43034","4037361","31293",NA,NA
"1872","13922","5613","HectBr00","00-0034461","48759","3051369","31572",NA,NA
"1873","13923","5183","AdenOl00","00-0034204","50154","3126081","31484",NA,NA
"1874","13926","5753","BoarCh00","00-0034787","29456","3060403","31750",NA,NA
"1875","13927","5615",NA,"00-0034657","49601","3134316","31612",NA,NA
"1876","13928","5159","NichDe00","00-0034481","50381","3126311","31314",NA,NA
"1877","13930","5161","TurnZe00","00-0034490","49167","3894901","31324",NA,NA
"1878","13931","5494",NA,"00-0034569","51402","3052080","31296",NA,NA
"1879","13932","5147","ElleEm00","00-0034139","50893","3123863","31356",NA,NA
"1880","13933","5226","FordPo00","00-0034234","48875","3125114","31477",NA,NA
"1881","13934","5416","FacyBr00","00-0034545","50564","3045458","31676",NA,NA
"1882","13937","5141","CrawJa01","00-0034881","49836","3042445","31785",NA,NA
"1883","13938","5545","GreeRa02","00-0034179","24750","3049331","31433",NA,NA
"1884","13939","5445","OdumGe00","00-0034091","31342","3050199","31373",NA,NA
"1885","13941","5191",NA,"00-0034325","48935","3126489","31526",NA,NA
"1886","13942","5452","GrayJ.00","00-0034116","51495","3115481","31411",NA,NA
"1887","13943","5646","DaviTa00","00-0034500","26296","3131775","31552",NA,NA
"1888","13945","5214","HillHo00","00-0034213","50414","3929847","31233",NA,NA
"1889","13946","5629",NA,"00-0034603","49348","3843234","31667",NA,NA
"1890","13952","5580","LuvuFr00","00-0034302","51028","3127273","31503",NA,NA
"1891","13953","5519","ThomTa01","00-0034488","66931","4334405","31321",NA,NA
"1892","13954","5669","FincSh00","00-0034659","50221","3051333","31615",NA,NA
"1893","13955","5662","MoorA.00","00-0034594","51146","3128746","31652",NA,NA
"1894","13956","5178","ChanSe00","00-0034496","51315","3138733","31548",NA,NA
"1895","13958","5464","TurnDe01","00-0034201","25681","3928461","31425",NA,NA
"1896","13959","5526","WillDa09","00-0034203","55724","4239833","31422",NA,NA
"1897","13961","5619","DawkDa01","00-0034654","39541","3052449","31620",NA,NA
"1898","13963","5773","HodgKh00","00-0034854","26104","3047876","31769",NA,NA
"1899","13969","5175","DaviJa07","00-0034499","22489","3066147","31551",NA,NA
"1900","13970","5424",NA,"00-0034540","49255","3115308","31671",NA,NA
"1901","13971","5418","HineDJ00","00-0034548","27390","3040024","31679",NA,NA
"1902","13973","5188","MeekQu00","00-0034523","38566","3931400","31270",NA,NA
