gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0029613,MartDo00,10709,1195,14385,8058,5c2a0c83-e18a-43dd-bd65-704771157e42,7426,25741,14885,381806,Doug,Martin,"Martin, Doug",Doug Martin,RB,OAK,30.6,1.02,2020,271.3,338.6,24.6,85.1,8.2,72.6,9.4,2012,Boise State,1,31,,,69,223,30.5,9,4.55,2.69,1.64,28,36,120,4.16,6.79,8.55,359,0.3445,16,,,,,,,556,172,723,4,385,1576,0.45,24,18,116,,21,0.06,5.52,0.88,94,0.04,0,599,4209,43,305,0.14,125.9,7.87
00-0030656,CrowIs00,11668,1901,16127,9535,40cd928f-f228-4ffd-8179-b27a12e14a44,9401,28014,17133,606971,Isaiah,Crowell,"Crowell, Isaiah",Isaiah Crowell,RB,OAK,26.6,1,2020,272,339.4,51.9,84.7,11.2,,,2014,Alabama State,,,28,,71,225,31.375,9.25,4.57,2.65,1.55,23,38,116,4.61,7.33,7.37,332,0.3317,13,,,,,,,524,143,685,6,409,1610,0.35,28,21,152,,-9,0.08,-16.89,-0.32,173,0.06,0,509,4531,33,228,0.14,140.7,10.82
00-0032200,MontTy01,12261,2399,16855,10216,0c39e276-7a5b-448f-a696-532506f1035a,10413,28482,2577134,598969,Ty,Montgomery,"Montgomery, Ty",Ty Montgomery,RB,NYJ,26.6,0.9,2020,272.6,340.2,30.6,83.5,7.7,81.8,9.4,2015,Stanford,3,30,39,,72,216,31,10.125,4.555,2.635,1.575,16,40.5,121,4.28,7.03,8.13,150,0.1397,12,,,,,,,639,41,183,1,346,1718,0.12,40,25,234,,18,0.1,13,0.45,216,0.06,0,628,5459,6,299,0.02,72.7,6.06
00-0026035,AmenDa00,9308,491,9906,5813,973bfe3c-6d0d-4130-a79c-f860650b1da6,4991,9037,11674,263758,Danny,Amendola,"Amendola, Danny",Danny Amendola,WR,DET,33.8,4.5,2020,273.3,343.1,27.1,113.5,13.2,94.3,12.5,2008,Texas Tech,,,,,71,190,33.375,9.375,4.665,2.715,1.62,13,29.5,103,4.25,6.81,1.87,683,0.7424,15,,,,,,,452,1,-2,,371,1738,0,79,59,575,1,597,0.4,0.96,7.56,229,0.19,0.17,426,3490,27,224,0.12,122.3,8.15
00-0034164,CannTr00,13816,5123,20040,12997,b89c853a-6bd8-42ec-ae52-a11831923631,13304,31174,4261020,1075216,Trenton,Cannon,"Cannon, Trenton",Trenton Cannon,RB,NYJ,25.1,0.65,2022,274.8,342.8,56.5,107.5,16.2,106.4,10.4,2018,Virginia State,6,30,100,,71,185,30.25,8.375,4.45,2.65,1.54,17,38.5,129,4.09,7.07,8.86,185,0.1848,11,,,,,,,524,38,113,1,409,1610,0.09,25,17,144,,157,0.1,0.92,6.28,118,0.05,0.03,509,4531,11,228,0.05,48.7,4.43
00-0034386,,13776,5374,19922,12746,bdb77276-7191-4454-85c2-e1693a33d709,13208,31114,3118892,832220,Justin,Watson,"Watson, Justin",Justin Watson,WR,TBB,24.4,0.69,2022,275.3,345.6,49.1,104.6,15.9,111.1,18.1,2018,Pennsylvania,5,7,100,,75,215,33.75,9.25,4.49,2.65,1.58,20,40,124,4.31,7.13,9.12,73,0.0655,3,,,,,,,624,,,,389,1525,,3,1,5,,15,0.01,0.33,5,0,0,0,620,6629,0,344,0,1.5,0.5
00-0028237,HogaCh00,10983,1329,14828,8469,8fc65820-f565-44e2-8635-3e1cdf165bf6,6902,25178,14402,564913,Chris,Hogan,"Hogan, Chris",Chris Hogan,WR,CAR,30.8,1.45,2020,276.2,346.6,25.9,106.7,9.5,102.1,10.9,2011,Monmouth,,,,,73,210,32,8.5,4.55,2.68,1.62,28,36.5,126,4.2,6.8,8.97,803,0.7176,15,,,,,,,572,,,,478,2037,,53,35,532,3,647,0.29,0.82,12.21,178,0.11,0.18,487,3518,22,305,0.07,106.2,7.08
00-0031900,SmitRo06,12444,2892,17360,10630,37339e36-741c-4c1c-a9ab-bd89ed866fa0,10784,28718,2512197,553688,Rod,Smith,"Smith, Rod",Rod Smith,RB,NYG,27.6,0.8,2020,276.8,345.2,34.3,106.3,12.2,97.2,8.5,2015,Ohio State,,,100,,75,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0.1394,13,,,,,,,526,44,127,1,435,1938,0.1,12,9,60,,-5,0.04,-12,-0.42,57,0.03,0,459,3251,11,255,0.04,33.7,2.59
,,14063,6136,20954,13438,582fe465-135a-4901-beef-60aebce99067,13945,31965,3892775,,Jarrett,Stidham,"Stidham, Jarrett",Jarrett Stidham,QB,NEP,23,0.79,2023,277.8,188.2,25.6,41.7,3.9,72.5,1.5,2019,Auburn,4,31,,,75,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033725,ClemCo00,13136,4651,19548,11750,69568326-f210-4b88-a5cb-10376c64893e,12159,30707,3045260,742470,Corey,Clement,"Clement, Corey",Corey Clement,RB,PHI,24.8,0.56,2020,277.9,346.5,25.4,88.2,9.9,80.9,8.3,2017,Wisconsin,,,100,,70,220,30.5,9.75,4.66,2.71,1.655,19,30.25,117.5,4.22,6.76,5.34,238,0.2179,11,,,,,,,598,68,259,2,398,1585,0.17,25,22,192,,-31,0.06,-6.19,-1.24,264,0.04,-0.01,567,4051,25,309,0.08,79.1,7.19
,,14095,6039,20837,13587,96e6687b-2b89-4dd9-98df-6e7507cd82cf,14262,32018,3915411,,Ty,Johnson,"Johnson, Ty",Ty Johnson,RB,DET,,0.67,2023,278.5,347.2,22.5,104.7,18.7,93.7,12.9,2019,Maryland,6,13,,,70,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032128,ConlCh00,12257,2381,16837,10210,bd01d907-cd57-48cb-9136-5692a4764a20,10432,28464,2578533,591801,Chris,Conley,"Conley, Chris",Chris Conley,WR,JAC,26.8,2.3,2021,279.9,351.1,20.3,112.8,10.4,95.4,10.6,2015,Georgia,3,12,24,,75,205,33.75,9.875,4.35,2.54,1.52,18,45,139,4.3,7.06,9.83,802,0.7675,15,,,,,,,583,,,,387,1855,,52,32,334,5,440,0.2,0.76,8.46,140,0.09,0.09,559,4977,18,346,0.05,95.4,6.36
00-0032972,BookDe00,12629,3209,17970,10913,cd705357-f282-4cbf-8f11-391618d981c3,11270,29370,3122866,733248,Devontae,Booker,"Booker, Devontae",Devontae Booker,RB,DEN,27.2,0.68,2020,281.6,351,26.2,88.6,11.7,88.6,12,2016,Utah,4,38,15,15,71,219,31.625,8.625,NA,NA,NA,22,NA,NA,NA,NA,NA,316,0.2942,16,,,,,,,586,34,183,1,393,1907,0.09,51,38,275,,78,0.14,3.53,1.53,241,0.09,0.02,596,4191,20,279,0.07,89.8,5.61
00-0034317,KirkKe00,13882,5134,20071,13019,430446f6-a74c-496b-8f49-4464e7d8149d,,31517,3046401,746244,Keith,Kirkwood,"Kirkwood, Keith",Keith Kirkwood,WR,NOS,25.6,0.52,2020,282.1,353.8,21.6,114.1,13.9,108.8,10.9,2018,Temple,,,100,,75,210,33.75,9.5,4.5,2.71,1.68,NA,35,125,4.48,6.99,6.37,225,0.2141,7,,,,,,,519,,,,471,2025,,21,13,209,2,281,0.13,0.74,13.38,49,0.04,0.09,503,3149,10,322,0.03,45.9,6.56
,,14314,6072,20740,13598,60acd19b-4197-4b04-ab5b-c287ca5a0b56,,32475,3930901,,Bruce,Anderson,"Anderson, Bruce",Bruce Anderson,RB,TBB,22.2,0.58,2022,282.3,351.8,59.2,85.1,9.5,76.9,12.9,2019,North Dakota State,,,,,71,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031237,BridTe00,11640,2152,16497,9245,d4cb52a9-f6b4-42ed-b40b-27bff5f1eea7,9274,27560,16728,592195,Teddy,Bridgewater,"Bridgewater, Teddy",Teddy Bridgewater,QB,NOS,26.8,7.25,2020,283.4,194.8,44.1,35.9,2.5,42.4,5.2,2014,Louisville,1,32,22,,74,215,33,9.25,4.815,2.785,1.655,NA,30,113,4.2,7.17,7.03,71,0.0676,4,23,14,118,1,1,5.13,519,11,5,,471,2025,0.02,,,,,,,,,0,,,503,3149,1,322,0,7.22,1.81
00-0029701,TannRy00,10697,1049,13799,8040,5812204c-6dae-4450-8011-99e0f72864ac,7417,25718,14876,380960,Ryan,Tannehill,"Tannehill, Ryan",Ryan Tannehill,QB,TEN,31.1,2,2020,284,195.5,28.1,36.2,2.6,36.9,2.3,2012,Texas A&M,1,8,,,76,207,32.625,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,0.6304,11,274,176,1979,17,9,7.22,452,32,145,,371,1738,0.09,1,1,,1,,,,,1,0,,426,3490,10,224,0.04,143.66,13.06
,,14115,5924,20782,13515,d6f5ecdf-be55-430e-9370-0ea608395dad,14132,32253,3924318,,Emanuel,Hall,"Hall, Emanuel",Emanuel Hall,WR,CHI,,0.59,2022,284,356.1,54.9,115.3,6.3,133.7,17,2019,Missouri,,,,,74,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031610,WallDa01,12263,2505,16964,10215,14c97c9f-26e8-4944-9299-f90de6aeada3,10433,28592,2576925,600191,Darren,Waller,"Waller, Darren",Darren Waller,TE,OAK,26.9,0.68,2020,285.8,352.2,70,40.1,5.4,25.9,4.9,2015,Georgia Tech,6,28,100,,78,255,33.25,9,4.46,2.62,1.57,12,37,125,4.25,7.07,9.21,42,0.0403,3,,,,,,,556,,,,385,1576,,6,6,75,,19,0.02,3.95,3.17,56,0.01,0,599,4209,5,305,0.02,13.5,4.5
00-0033567,HillBr02,13240,4187,19033,11719,26873576-2bbd-4622-bc3e-ec847577855b,12370,30269,3125403,823872,Brian,Hill,"Hill, Brian",Brian Hill,RB,ATL,23.8,0.6,2020,286.5,356.8,99.8,111.8,14.8,89.2,14,2017,Wyoming,5,12,100,,73,219,31.375,8.875,4.565,2.675,1.63,15,33.5,125,4.32,7.03,7.18,66,0.0623,4,,,,,,,615,20,157,,351,1573,0.06,2,1,9,,3,0.01,3,1.5,5,0,0,603,5322,5,322,0.02,17.6,4.4
00-0034268,MoorJM00,13657,5006,19935,12811,c95f9fd7-9c7e-43d3-a6aa-2ba78ce09fbb,13181,31103,3051857,744582,J'mon,Moore,"Moore, J'Mon",JMon Moore,WR,GBP,24.2,0.73,2022,286.6,359.3,25.3,111.4,11.1,129.6,21.3,2018,Missouri,4,33,100,39,75,205,32.875,9.375,4.57,2.685,1.665,21,39.5,120,4.04,6.56,9.05,74,0.0689,3,,,,,,,639,,,,346,1718,,3,2,15,,19,0.01,0.79,6.33,6,0,0,628,5459,1,299,0,3.5,1.17
00-0028986,KeenCa00,10948,1737,15694,8065,1b3d350a-478b-4542-a430-d12cc96adc22,7696,26483,15168,338280,Case,Keenum,"Keenum, Case",Case Keenum,QB,WAS,31.5,3.5,2020,288.3,200.6,16.4,38.6,3.3,34.3,1.1,2012,Houston,,,,,73,215,30.875,9.125,4.82,2.79,1.67,18,32.5,103,4.33,6.92,6.2,1073,0.9991,16,586,365,3890,18,15,6.64,586,26,93,2,393,1907,0.07,,,,,,,,,0,,,596,4191,10,279,0.04,218.9,13.68
00-0031787,KumeJa00,12443,2821,17289,10544,aa759477-6206-4984-ab9c-eb213abfd020,10867,28974,3085107,558619,Jake,Kumerow,"Kumerow, Jake",Jake Kumerow,WR,GBP,27.5,0.57,2020,288.4,361.5,21.2,110.9,11.9,107.5,16,2017,Wisconsin-Whitewater,,,100,,76,209,NA,NA,4.59,2.65,1.67,15,31,113,4.31,6.95,4.75,136,0.1266,4,,,,,,,639,,,,346,1718,,11,8,103,1,111,0.04,0.93,10.09,23,0.02,0.02,628,5459,4,299,0.01,24.3,6.08
,,14081,5980,20768,13505,cad49098-1523-4e52-9f50-caa3423e1bb6,14044,32066,3886818,,Myles,Gaskin,"Gaskin, Myles",Myles Gaskin,RB,MIA,22.5,0.65,2023,289.2,360.1,62,91.9,15.1,94.1,11.7,2019,Washington,7,20,,,69,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0022803,MannEl00,7391,188,4932,3763,6cb6226e-f08c-4192-95f1-69709ed686c6,1657,6760,5526,246051,Eli,Manning,"Manning, Eli",Eli Manning,QB,NYG,38.6,21,2020,289.5,202,30,37.8,3.3,30.5,1.1,2004,Ole Miss,1,1,,,77,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009,0.9825,16,576,380,4299,21,11,7.46,581,15,20,1,350,1600,0.04,,,,,,,,,0,,,574,4450,5,278,0.02,241.96,15.12
00-0023682,FitzRy00,8062,333,8283,4385,0742d2ea-1cf2-49a6-a150-77ba6e034d8c,3240,7426,8664,161355,Ryan,Fitzpatrick,"Fitzpatrick, Ryan",Ryan Fitzpatrick,QB,MIA,36.7,5.5,2021,289.6,202.1,18.2,36.8,3.9,31.5,1.9,2005,Harvard,7,36,,,74,223,33.875,9.875,4.87,2.83,1.71,NA,30.5,105,4.07,7.09,6.71,427,0.383,8,246,164,2366,17,12,9.62,624,36,152,2,389,1525,0.09,,,,,,,,,0,,,620,6629,9,344,0.03,165.84,20.73
,,14111,6017,20860,13658,aa916eb5-53cf-4895-b979-540f433be2e1,,32483,3930064,884088,Damarkus,Lodge,"Lodge, DaMarkus",DaMarkus Lodge,WR,TBB,22.3,0.58,2022,290,363.4,3,128.8,17.8,,,2019,Ole Miss,,,,,74,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14143,5906,20850,13466,5fb525c5-4e70-4ede-8c49-94ad0cf66b7d,13953,31928,3930086,,Dawson,Knox,"Knox, Dawson",Dawson Knox,TE,BUF,22.7,0.88,2023,290.7,357.9,70.8,37.9,7.7,40.4,8.7,2019,Ole Miss,3,32,,,76,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033950,GallWa00,13135,4150,18996,11761,567fe739-5425-4d78-896c-f1486813910d,12309,30253,3045127,733744,Wayne,Gallman,"Gallman, Wayne",Wayne Gallman,RB,NYG,24.9,0.7,2021,293,364.6,18.8,90.9,5.5,85.4,10.1,2017,Clemson,4,32,34,29,72,217,32.625,9.125,4.565,2.7,1.67,21,30,120,4.28,7.17,5.86,155,0.1509,13,,,,,,,581,51,176,1,350,1600,0.15,22,14,89,,29,0.06,3.07,1.32,81,0.04,0.01,574,4450,12,278,0.04,46.5,3.58
00-0032426,CollAl00,12628,3327,18088,10803,990a689e-200b-4cda-85db-85d6c3af911c,11279,29405,3046409,744420,Alex,Collins,"Collins, Alex",Alex Collins,RB,FA,25,,,293.6,365.3,76.9,106.2,17.6,103.5,11.3,2016,Arkansas,5,34,34,27,70,208,30.25,9.25,4.59,2.7,1.62,18,30.5,113,NA,NA,3.89,311,0.2616,10,,,,,,,555,114,411,7,528,2352,0.22,21,15,105,1,27,0.06,3.89,1.29,97,0.04,0.01,522,4760,28,330,0.08,114.6,11.46
,,14077,6159,20976,13456,3f454d05-40b8-45a8-b195-ff2565b6c79e,14281,32050,3915536,,Mike,Weber,"Weber, Mike",Mike Weber,RB,DAL,22,0.66,2023,294,365.8,23.4,94.3,7.4,93.2,19,2019,Ohio State,7,4,,,70,211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031407,BortBl00,11642,1979,16245,9277,6723249c-5fb5-4b0a-9373-cb59cdc99ec8,9320,27531,16724,562537,Blake,Bortles,"Bortles, Blake",Blake Bortles,QB,LAR,27.7,1,2020,294.1,207.5,30.5,39.1,4.3,39.8,2.7,2014,Central Florida,1,3,34,,77,236,32.875,9.375,4.93,2.86,1.75,NA,32.5,115,4.21,7.08,7.75,777,0.7471,13,403,243,2719,13,11,6.75,534,58,365,1,357,1537,0.16,,,,,,,,,0,,,519,3611,28,248,0.11,181.26,13.94
00-0029000,BeasCo00,10973,1144,14141,8249,7092bb09-a161-4ab9-8d19-fdcf1a91bb3d,7794,26060,15349,460830,Cole,Beasley,"Beasley, Cole",Cole Beasley,WR,BUF,30.3,7.25,2023,294.8,369.2,11,116.2,11.3,94.1,12.1,2012,SMU,,,,,68,180,NA,NA,4.54,2.71,1.62,17,38,126,4.45,7.21,3.6,712,0.6617,16,,,,,,,526,,,,435,1938,,86,65,672,3,627,0.42,1.07,7.29,213,0.19,0.19,459,3251,39,255,0.15,150.2,9.39
00-0023436,SmitAl03,7813,268,6739,4306,2fda010a-8c62-4c07-b601-4ba03f57e6af,3119,7177,8416,217357,Alex,Smith,"Smith, Alex",Alex Smith,QB,WAS,35.3,23.5,2023,294.8,208.4,37.4,42.3,4.9,,,2005,Utah,1,1,,,76,213,,,,,,,,,,,,651,0.6382,10,328,205,2180,10,5,6.65,508,41,168,1,415,1776,0.1,,,,,,,,,0,,,497,4080,15,240,0.06,140,14
00-0031912,MereCa00,12465,2699,17167,10533,9de98c5e-ee62-4a2b-be93-07287d831e06,10770,28697,2520698,563357,Cameron,Meredith,"Meredith, Cameron",Cameron Meredith,WR,NEP,26.9,1.01,2021,296.2,370.9,14.5,116.2,8.4,118.4,17.3,2015,Illinois State,,,100,,75,207,NA,NA,4.54,2.62,1.56,14,39,127,4.17,6.76,9.55,126,0.1199,3,,,,,,,519,,,,471,2025,,10,9,114,1,92,0.05,1.24,9.2,38,0.02,0.03,503,3149,4,322,0.01,26.4,8.8
,,14195,6164,20974,13478,a96e777e-120a-4843-8bfb-59069bd1bd52,,31918,3933327,,Kahale,Warring,"Warring, Kahale",Kahale Warring,TE,HOU,22.4,0.91,2023,296.6,364.8,58.8,36.2,8.8,50.9,10.6,2019,San Diego State,3,22,,,77,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032355,RogeCh02,12934,3582,18361,11256,958c9833-2e55-411a-8e0e-ecc229bbeb14,11753,29609,2983209,702949,Chester,Rogers,"Rogers, Chester",Chester Rogers,WR,IND,25.6,3.1,2020,297.3,372.3,24.2,126.8,12.3,118.9,15.4,2016,Grambling State,,,100,,72,184,NA,NA,4.56,2.68,1.56,15,36,120,4.12,6.9,6.4,593,0.522,15,,,,,,,643,1,-4,,405,1726,0,72,53,485,2,445,0.24,1.09,6.18,275,0.11,0.09,631,4726,28,332,0.08,113.1,7.54
,,14094,6167,20935,13510,38abfa4e-ad62-4392-89a0-ac2a012efd87,,31986,3915115,,Jordan,Scarlett,"Scarlett, Jordan",Jordan Scarlett,RB,CAR,,0.71,2023,297.6,370.1,66.3,92.1,13.1,86.5,11.5,2019,Florida,5,16,,,71,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14083,6012,20810,13484,4afb77d8-4564-469b-be4c-5a8587df8046,14272,32036,4037457,,Travis,Homer,"Homer, Travis",Travis Homer,RB,SEA,21,0.67,2023,297.8,370.4,86.7,97.8,9.1,101.1,13.6,2019,Miami,6,31,,,70,201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031075,BlueAl00,11834,1944,16189,9360,cbf1cdba-d165-45f7-a695-5e0971dd9042,9685,27709,16921,540506,Alfred,Blue,"Blue, Alfred",Alfred Blue,RB,JAC,28.3,0.9,2020,297.8,370.4,17.9,104.2,12.3,82,11.9,2014,LSU,6,5,100,,74,229,32.375,9.875,4.7,2.685,1.655,13,32,121,4.5,7.15,4.42,461,0.4214,16,,,,,,,505,149,499,2,472,2016,0.32,27,20,154,,84,0.1,1.83,3.11,96,0.06,0.02,466,3945,29,275,0.11,97.3,6.08
00-0026345,GarcPi00,9250,269,6767,5703,a824d9ff-12a4-4ed2-812d-404b0b4e52f9,4945,8982,11439,399939,Pierre,Garcon,"Garcon, Pierre",Pierre Garcon,WR,FA,33,,,298,373.1,29.9,115,4.8,117.8,22.4,2008,Mount Union,6,39,,,72,211,NA,NA,4.48,2.57,1.57,20,36.5,125,4.19,6.9,9.44,380,0.3595,8,,,,,,,532,,,,422,1892,,45,24,286,1,478,0.22,0.6,10.62,98,0.09,0.13,510,3627,14,298,0.05,58.6,7.33
,,14084,5919,20809,13534,ebae3f19-b8bb-43d6-ae78-d21e9dc08b61,,32148,4035006,,Elijah,Holyfield,"Holyfield, Elijah",Elijah Holyfield,RB,CAR,,0.59,2022,298,370.6,31.4,104.7,9.9,106.7,16.7,2019,Georgia,,,,,71,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14123,5955,20924,13749,34c523c7-bc58-49f0-a9cc-f9edd91fe00f,14062,31981,3135321,,Hunter,Renfrow,"Renfrow, Hunter",Hunter Renfrow,WR,OAK,23.6,0.71,2023,298.7,374,50.6,109.6,13.6,111.4,22.8,2019,Clemson,5,11,,,70,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034115,WilsJe01,14017,5284,20360,12932,72cf3127-3953-4fd8-8049-3de1b6fa9825,13578,31394,3122976,834195,Jeffery,Wilson,"Wilson, Jeffery",Jeffery Wilson,RB,SFO,23.7,,,299.3,372.2,25.8,104.3,10.7,105.3,23,2018,North Texas,,,100,,72,194,31.5,9.25,4.62,2.63,1.65,15,35,110,4.34,7.25,4.63,197,0.1864,6,,,,,,,532,66,266,,422,1892,0.16,15,12,98,,11,0.05,8.91,0.73,89,0.03,0,510,3627,18,298,0.06,48.4,8.07
00-0032393,ProsC.00,12627,3204,17965,10738,f4992e8f-73f0-43e4-a9ca-c83953fe3f5b,11319,29324,2980148,697479,CJ,Prosise,"Prosise, C.J.",CJ Prosise,RB,SEA,25.2,0.78,2020,299.5,372.4,7.5,110,16.4,102.3,23.3,2016,Notre Dame,3,27,13,12,73,225,32.125,8.5,4.48,2.64,1.57,NA,35.5,121,4.47,7.24,8.24,30,0.0281,2,,,,,,,427,1,-3,,532,2542,0,3,3,22,,5,0.01,4.4,1.67,17,0.01,0,400,3740,0,281,0,4.9,2.45
00-0031959,MurpMa03,12367,2529,16989,10200,36007e6e-ca6b-42ee-b9f8-79a9a964f5bc,10603,28618,2514123,553238,Marcus,Murphy,"Murphy, Marcus",Marcus Murphy,RB,BUF,27.9,0.66,2020,300.5,373.6,57.5,110.9,9.6,106.5,21.4,2015,Missouri,7,13,100,,69,195,31,8.625,4.62,2.74,1.695,12.5,29.75,112,4.425,7.18,1.08,196,0.1851,9,,,,,,,496,52,250,,466,1984,0.11,19,11,26,,58,0.07,0.45,3.05,49,0.04,0.01,466,5247,9,217,0.04,38.6,4.29
00-0032141,SwaiGe00,12378,2545,17005,10507,d0f9112d-2496-450a-9fc5-d2d01b4d2454,10617,28634,3046704,728021,Geoff,Swaim,"Swaim, Geoff",Geoff Swaim,TE,JAC,25.9,3.3,2021,300.7,369.6,37.2,44.2,6.4,38.9,10.8,2015,Texas,7,29,100,,76,260,NA,NA,4.76,2.78,1.71,NA,35.5,124,4.63,7.33,6.76,512,0.4758,8,,,,,,,526,,,,435,1938,,32,26,242,1,139,0.13,1.74,4.34,164,0.07,0.04,459,3251,11,255,0.04,56.2,7.03
00-0034159,DissWi00,13763,5010,19950,12986,383f4814-6836-4766-a297-fc063e8509cc,13246,31090,3127292,837806,Will,Dissly,"Dissly, Will",Will Dissly,TE,SEA,23.1,0.78,2022,301.3,370.3,50.3,40.5,4.7,33.9,7.9,2018,Washington,4,20,100,,76,265,33.25,9.75,4.87,2.86,1.71,18,29.5,111,4.4,7.07,4.76,127,0.1188,4,,,,,,,427,,,,532,2542,,14,8,156,2,141,0.08,1.11,10.07,93,0.04,0.04,400,3740,5,281,0.02,35.6,8.9
00-0033564,ButtJa00,13190,4151,18997,11888,6d49d4d1-a254-48de-9f6f-eeecac82ad88,12254,30258,3045225,728230,Jake,Butt,"Butt, Jake",Jake Butt,TE,DEN,24.1,0.68,2021,302.1,371.2,59.5,44.6,10.4,45.4,10.8,2017,Michigan,5,1,43,31,78,250,32,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,0.0903,3,,,,,,,586,,,,393,1907,,13,8,85,,86,0.05,0.99,6.62,44,0.02,0.02,596,4191,4,279,0.01,16.5,5.5
00-0029269,BenjTr00,10737,1077,13887,8111,4f0053fc-5559-4551-bd81-dcd1cdf3a9ec,7562,25810,15062,464646,Travis,Benjamin,"Benjamin, Travis",Travis Benjamin,WR,LAC,29.6,4.25,2021,303,379.2,34.2,118.6,8.8,95.3,16.1,2012,Miami,4,5,,,70,175,31.75,8.75,4.36,2.56,1.59,14,38,119,4.22,7.01,6.69,278,0.2794,12,,,,,,,512,7,41,,398,1873,0.02,24,12,186,1,526,0.16,0.35,21.92,77,0.05,0.13,508,3961,11,313,0.04,40.7,3.39
00-0027902,BryaDe01,9823,574,11270,6336,b84fb536-9705-45a9-b652-92a33578ac48,5558,23999,13215,397499,Dez,Bryant,"Bryant, Dez",Dez Bryant,WR,FA,30.8,,,306,382.8,36.7,127.6,6.9,125,22.3,2010,Oklahoma State,1,24,,,74,220,NA,NA,4.57,2.56,1.58,14,38,133,4.51,7.15,8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14139,5975,20865,13527,dbda3235-5f3a-4c16-81da-48c093ad6c85,13975,32063,3932433,,Alize,Mack,"Mack, Alize",Alize Mack,TE,NOS,22.4,0.65,2023,306,375.8,8,50.1,4.4,79.5,19.5,2019,Notre Dame,7,17,,,77,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034771,RudoMa00,13595,4972,19850,12629,be4ca0ad-f3d6-4b98-a37f-79d0cbc06390,13075,31046,3116407,823220,Mason,Rudolph,"Rudolph, Mason",Mason Rudolph,QB,PIT,24.1,0.98,2022,306.3,222.5,22.1,43.8,2.5,50,5.7,2018,Oklahoma State,3,12,100,24,77,235,32.375,9.125,4.9,2.88,1.71,NA,27.25,107,4.61,NA,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14097,6002,20900,13494,c44534f8-a567-40e7-b51e-1a72c49cb24e,14251,31984,3123944,,Qadree,Ollison,"Ollison, Qadree",Qadree Ollison,RB,ATL,22.9,0.71,2023,306.8,381.1,71.8,93.5,16.4,84.2,7.9,2019,Pittsburgh,5,14,,,74,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034679,WaltMa00,13616,4997,19915,12463,b120cb2d-04b8-4dd3-809e-92c9b4c29b0c,13197,31082,3917846,871716,Mark,Walton,"Walton, Mark",Mark Walton,RB,MIA,22.4,0.5,2020,307.8,382.3,39.1,101.3,12.8,102.2,11.6,2018,Miami,4,12,30,31,69,205,30,9.25,4.605,2.665,1.625,18,31.5,118,4.5,7.05,4.09,93,0.0933,6,,,,,,,542,14,34,,357,1676,0.04,8,5,41,,-8,0.02,-5.12,-1,48,0.02,0,530,4357,6,273,0.02,12.5,2.08
