"count_col","mfl_id","sleeper_id","pfr_id","gsis_id","pff_id","espn_id","yahoo_id","ras_id","otc_id"
"1227","16159","10866",NA,"00-0038579",NA,NA,"40138",NA,NA
"1228","16160","10217",NA,"00-0038582",NA,NA,"40188",NA,NA
"1229","16161","9509","RobiBi01","00-0038542",NA,NA,"40055",NA,NA
"1230","16162","9221","GibbJa01","00-0039139",NA,NA,"40059",NA,NA
"1231","16163","9222",NA,"00-0039136",NA,NA,"40243",NA,NA
"1232","16164","9225","BigsTa00","00-0038555",NA,NA,"40095",NA,NA
"1233","16165","9508","SpeaTy00","00-0039032",NA,NA,"40119",NA,NA
"1234","16166","9506","TuckSe00","00-0038951",NA,NA,"40742",NA,NA
"1235","16167","9226","AchaDe00","00-0039040",NA,NA,"40118",NA,NA
"1236","16168","9227",NA,"00-0038389",NA,NA,"40165",NA,NA
"1237","16169","9753","CharZa00","00-0039165",NA,NA,"40075",NA,NA
"1238","16170","10216",NA,"00-0038636",NA,NA,"40267",NA,NA
"1239","16171","9757",NA,"00-0038551",NA,NA,"40108",NA,NA
"1240","16172","10651",NA,"00-0038656",NA,NA,"40586",NA,NA
"1241","16173","10223","GrayEr01","00-0038396",NA,NA,"40198",NA,NA
"1242","16174","10219","RodrCh00","00-0038611",NA,NA,"",NA,NA
"1243","16175","10235","JohnRo07","00-0039021",NA,NA,"40162",NA,NA
"1244","16176","9505","VaugDe00","00-0038622",NA,NA,"40240",NA,NA
"1245","16177","10865",NA,"00-0038495",NA,NA,NA,NA,NA
"1246","16178","9511",NA,"00-0038454",NA,NA,"40641",NA,NA
"1247","16179","9512",NA,"00-0039046",NA,NA,"40285",NA,NA
"1248","16180","9220","HullEv00","00-0038397",NA,NA,"40169",NA,NA
"1249","16181","9224","BrowCh10","00-0038597",NA,NA,"40196",NA,NA
"1250","16182","10211",NA,"00-0038777",NA,NA,"40587",NA,NA
"1251","16183","9497","HyatJa00","00-0038938",NA,NA,"40128",NA,NA
"1252","16184","10222","ReedJa03","00-0039146",NA,NA,"40063",NA,NA
"1253","16185","9488","SmitJa06","00-0038543",NA,NA,"40041",NA,NA
"1254","16186","9756","AddiJo00","00-0038994",NA,NA,"40042",NA,NA
"1255","16187","9500","DownJo00","00-0038997",NA,NA,"40126",NA,NA
"1256","16188","9754","JohnQu02","00-0038544",NA,NA,"40051",NA,NA
"1257","16189","9494","MimsMa00","00-0038976",NA,NA,"40090",NA,NA
"1258","16190","9997","FlowZa00","00-0039064",NA,NA,"40039",NA,NA
"1259","16191","10444","TillCe01","00-0038979",NA,NA,"40093",NA,NA
"1260","16192","9487",NA,"00-0038606",NA,NA,"40234",NA,NA
"1261","16193","9504","BoutKa00","00-0038608",NA,NA,"40224",NA,NA
"1262","16194","10229","RiceRa01","00-0039067",NA,NA,"40084",NA,NA
"1263","16195","9486","WickDo00","00-0038393",NA,NA,"40201",NA,NA
"1264","16196","10863",NA,"00-0038612",NA,NA,"40242",NA,NA
"1265","16197","10225","MingJo00","00-0039062",NA,NA,"40073",NA,NA
"1266","16198","9495","JarrRa00","00-0038821",NA,NA,"40671",NA,NA
"1267","16199","9492","PalmTr00","00-0039052",NA,NA,"40223",NA,NA
"1268","16200","11382",NA,"00-0038447",NA,NA,"40642",NA,NA
"1269","16201","10218","HutcXa00","00-0038618",NA,NA,"40232",NA,NA
"1270","16202","10221","BellRo01","00-0038647",NA,NA,"40279",NA,NA
"1271","16203","10228","JoneCh11","00-0038576",NA,NA,"40158",NA,NA
"1272","16204","9502","DellNa00","00-0038977",NA,NA,"40097",NA,NA
"1273","16205","9490","ScotTy00","00-0038941",NA,NA,"40141",NA,NA
"1274","16206","10232","WilsMi02","00-0038559",NA,NA,"40121",NA,NA
"1275","16207","10226","IosiAn00","00-0038619",NA,NA,"40211",NA,NA
"1276","16208","9759",NA,NA,NA,NA,"",NA,NA
"1277","16209","9498",NA,"00-0038483",NA,NA,"40515",NA,NA
"1278","16210","9489",NA,"00-0038590",NA,NA,"40167",NA,NA
"1279","16211","9493","NacuPu00","00-0039075",NA,NA,"40168",NA,NA
"1280","16212","9482","MayeMi00","00-0039066",NA,NA,"40065",NA,NA
"1281","16213","10236","KincDa00","00-0038933",NA,NA,"40048",NA,NA
"1282","16214","10859","LaPoSa01","00-0039065",NA,NA,"40064",NA,NA
"1283","16215","9481","MusgLu00","00-0039144",NA,NA,"40074",NA,NA
"1284","16216","9479","WashDa03","00-0038558",NA,NA,"40094",NA,NA
"1285","16217","10210",NA,"00-0038564",NA,NA,"40101",NA,NA
"1286","16218","10227",NA,"00-0039050",NA,NA,"40193",NA,NA
"1287","16219","10214","AlleDa02","00-0039074",NA,NA,"40164",NA,NA
"1288","16220","10220","MallWi00","00-0038394",NA,NA,"40180",NA,NA
"1289","16221","10871","SchoLu00","00-0038547",NA,NA,"40061",NA,NA
"1290","16222","9484","KrafTu00","00-0038996",NA,NA,"40102",NA,NA
"1291","16223","10892",NA,NA,NA,NA,"40031",NA,NA
"1292","16224","10875",NA,NA,NA,NA,"40057",NA,NA
"1293","16225","10908",NA,NA,NA,NA,"40088",NA,NA
"1294","16226","10889",NA,NA,NA,NA,"40043",NA,NA
"1295","16227","10934",NA,NA,NA,NA,"40115",NA,NA
"1296","16228","10873",NA,NA,NA,NA,"40054",NA,NA
"1297","16229","11084",NA,NA,NA,NA,NA,NA,NA
"1298","16230","10885",NA,NA,NA,NA,"40037",NA,NA
"1299","16231","10929","SandDr00","00-0039003",NA,NA,"40109",NA,NA
"1300","16232","10982",NA,NA,NA,NA,NA,NA,NA
"1301","16233","10888",NA,NA,NA,NA,"40035",NA,NA
"1302","16234","10935","SimpTr00","00-0038504",NA,NA,"40116",NA,NA
"1303","16235","10911",NA,NA,NA,NA,"40070",NA,NA
"1304","16236","10970","TooTHe00","00-0038599",NA,NA,"40189",NA,NA
"1305","16237","10969","PappOw00","00-0038600",NA,NA,"40200",NA,NA
"1306","16238","10984","SeweNo00","00-0038390",NA,NA,"40172",NA,NA
"1307","16239","10880","CampJa04","00-0039018",NA,NA,"40036",NA,NA
"1308","16240","10913",NA,NA,NA,NA,"40089",NA,NA
"1309","16241","10891",NA,NA,NA,NA,"40056",NA,NA
"1310","16242","10962",NA,NA,NA,NA,"40131",NA,NA
"1311","16243","10900",NA,NA,NA,NA,"40081",NA,NA
"1312","16244","10905",NA,NA,NA,NA,"40067",NA,NA
"1313","16245","10927",NA,NA,NA,NA,"40117",NA,NA
"1314","16246","10974",NA,NA,NA,NA,"40166",NA,NA
"1315","16247","11011",NA,NA,NA,NA,"40230",NA,NA
"1316","16249","9483",NA,"00-0038406",NA,NA,"40255",NA,NA
"1317","16250","11276",NA,"00-0038484",NA,NA,"40514",NA,NA
"1318","16251","10881",NA,NA,NA,NA,"40052",NA,NA
"1319","16252","10883",NA,NA,NA,NA,"40038",NA,NA
"1320","16253","10882",NA,NA,NA,NA,"40033",NA,NA
"1321","16254","10879",NA,NA,NA,NA,"40049",NA,NA
"1322","16255","10878",NA,NA,NA,NA,"40053",NA,NA
"1323","16256","10874",NA,NA,NA,NA,"40045",NA,NA
"1324","16257","10872",NA,NA,NA,NA,"40034",NA,NA
"1325","16258","10877",NA,NA,NA,NA,"40044",NA,NA
"1326","16259","10928",NA,NA,NA,NA,"40122",NA,NA
"1327","16260","10909",NA,NA,NA,NA,"40082",NA,NA
"1328","16261","10906",NA,NA,NA,NA,"40062",NA,NA
"1329","16262","10904",NA,NA,NA,NA,"40080",NA,NA
"1330","16263","10903",NA,NA,NA,NA,"40087",NA,NA
"1331","16264","10901",NA,NA,NA,NA,"40079",NA,NA
"1332","16265","10899",NA,NA,NA,NA,"",NA,NA
"1333","16266","10898",NA,NA,NA,NA,"40077",NA,NA
"1334","16267","10897",NA,NA,NA,NA,"40071",NA,NA
"1335","16268","10894",NA,NA,NA,NA,"40076",NA,NA
"1336","16269","9480","StraBr00","00-0038935",NA,NA,"40078",NA,NA
"1337","16270","10924",NA,NA,NA,NA,"40111",NA,NA
"1338","16271","10919",NA,NA,NA,NA,"40123",NA,NA
"1339","16273","10925",NA,NA,NA,NA,"40125",NA,NA
"1340","16274","10932",NA,NA,NA,NA,"40127",NA,NA
"1341","16275","10926","MapuMa00","00-0039054",NA,NA,"40105",NA,NA
"1342","16276","10917",NA,NA,NA,NA,"40124",NA,NA
"1343","16277","10938",NA,NA,NA,NA,NA,NA,NA
"1344","16278","10921",NA,NA,NA,NA,"40107",NA,NA
"1345","16279","10930",NA,NA,NA,NA,"40112",NA,NA
"1346","16280","10914",NA,"00-0038553",NA,NA,"40113",NA,NA
"1347","16281","10936",NA,NA,NA,NA,"40106",NA,NA
"1348","16282","10916",NA,NA,NA,NA,"40110",NA,NA
"1349","16283","10933",NA,"00-0038556",NA,NA,"40099",NA,NA
"1350","16284","10923","WillDo04","00-0038557",NA,NA,"40098",NA,NA
"1351","16285","10931",NA,NA,NA,NA,"40104",NA,NA
"1352","16286","10937",NA,NA,NA,NA,"40129",NA,NA
"1353","16287","10213","TuckTr00","00-0038563",NA,NA,"40114",NA,NA
"1354","16288","10918",NA,NA,NA,NA,"40103",NA,NA
"1355","16289","10963",NA,NA,NA,NA,"40148",NA,NA
"1356","16290","10958",NA,NA,NA,NA,"40151",NA,NA
"1357","16291","10957",NA,NA,NA,NA,"40143",NA,NA
"1358","16292","10955",NA,NA,NA,NA,"40159",NA,NA
"1359","16293","10954",NA,NA,NA,NA,NA,NA,NA
"1360","16294","10952",NA,NA,NA,NA,"40132",NA,NA
"1361","16295","10949",NA,NA,NA,NA,"",NA,NA
"1362","16296","10947",NA,"00-0038570",NA,NA,"40155",NA,NA
"1363","16297","10945",NA,NA,NA,NA,"40157",NA,NA
"1364","16298","10944",NA,NA,NA,NA,"40135",NA,NA
"1365","16299","10234","DaviDe02","00-0038573",NA,NA,"40133",NA,NA
"1366","16300","10943",NA,NA,NA,NA,"40150",NA,NA
"1367","16301","10942",NA,NA,NA,NA,"40140",NA,NA
"1368","16302","10941",NA,NA,NA,NA,"40161",NA,NA
"1369","16303","10940",NA,NA,NA,NA,"40139",NA,NA
"1370","16304","10939",NA,NA,NA,NA,"40147",NA,NA
"1371","16305","10992","AbduYa00","00-0038580",NA,NA,NA,NA,NA
"1372","16306","10991",NA,NA,NA,NA,NA,NA,NA
"1373","16307","10990",NA,NA,NA,NA,"40170",NA,NA
"1374","16308","10989",NA,NA,NA,NA,NA,NA,NA
"1375","16309","10988",NA,NA,NA,NA,"40184",NA,NA
"1376","16310","10986",NA,NA,NA,NA,"40176",NA,NA
"1377","16311","10985",NA,NA,NA,NA,"40199",NA,NA
"1378","16312","10212","WhylJo01","00-0038589",NA,NA,"40182",NA,NA
"1379","16313","10983","ClifSe00","00-0038391",NA,NA,"40173",NA,NA
"1380","16314","10980","DennSi00","00-0039049",NA,NA,"40194",NA,NA
"1381","16315","10978",NA,NA,NA,NA,"40186",NA,NA
"1382","16316","10976",NA,NA,NA,NA,"40187",NA,NA
"1383","16317","10975",NA,NA,NA,NA,"40205",NA,NA
"1384","16318","10973","HampNi00","00-0039076",NA,NA,NA,NA,NA
"1385","16319","10972",NA,NA,NA,NA,NA,NA,NA
"1386","16320","10971",NA,NA,NA,NA,"40190",NA,NA
"1387","16321","10967",NA,NA,NA,NA,"40178",NA,NA
"1388","16322","10966",NA,NA,NA,NA,"40181",NA,NA
"1389","16323","11020",NA,NA,NA,NA,NA,NA,NA
"1390","16324","11009",NA,NA,NA,NA,NA,NA,NA
"1391","16325","11014",NA,NA,NA,NA,"40229",NA,NA
"1392","16326","10999",NA,NA,NA,NA,NA,NA,NA
"1393","16327","10995",NA,NA,NA,NA,"40237",NA,NA
"1394","16328","11000",NA,"00-0038399",NA,NA,"40233",NA,NA
"1395","16329","10996",NA,NA,NA,NA,"40241",NA,NA
"1396","16330","11007",NA,NA,NA,NA,NA,NA,NA
"1397","16331","11002",NA,NA,NA,NA,NA,NA,NA
"1398","16332","10998",NA,NA,NA,NA,"40215",NA,NA
"1399","16333","10231",NA,"00-0039041",NA,NA,"40226",NA,NA
"1400","16334","10997",NA,NA,NA,NA,"40239",NA,NA
"1401","16335","10994",NA,NA,NA,NA,"40225",NA,NA
"1402","16336","11018",NA,NA,NA,NA,"40208",NA,NA
"1403","16337","11003",NA,"00-0038617",NA,NA,"40235",NA,NA
"1404","16338","11001",NA,NA,NA,NA,"40236",NA,NA
"1405","16339","11008",NA,NA,NA,NA,"40214",NA,NA
"1406","16340","11019",NA,NA,NA,NA,NA,NA,NA
"1407","16341","10993",NA,NA,NA,NA,"40228",NA,NA
"1408","16342","9501","DougDe00","00-0038621",NA,NA,"40222",NA,NA
"1409","16343","11004",NA,NA,NA,NA,"40219",NA,NA
"1410","16344","11015",NA,NA,NA,NA,NA,NA,NA
"1411","16345","11006",NA,NA,NA,NA,NA,NA,NA
"1412","16346","11017",NA,"00-0038625",NA,NA,"40227",NA,NA
"1413","16347","11010",NA,NA,NA,NA,NA,NA,NA
"1414","16348","11054",NA,NA,NA,NA,NA,NA,NA
"1415","16349","11053","GreeAn00","00-0038627",NA,NA,"40281",NA,NA
"1416","16350","11052",NA,NA,NA,NA,"40258",NA,NA
"1417","16351","11051",NA,NA,NA,NA,NA,NA,NA
"1418","16352","11050",NA,NA,NA,NA,NA,NA,NA
"1419","16353","11047",NA,NA,NA,NA,NA,NA,NA
"1420","16354","11046",NA,"00-0038632",NA,NA,"40263",NA,NA
"1421","16355","11043",NA,NA,NA,NA,NA,NA,NA
"1422","16356","11042",NA,NA,NA,NA,"40274",NA,NA
"1423","16357","11041",NA,NA,NA,NA,"40247",NA,NA
"1424","16358","11040",NA,NA,NA,NA,"40287",NA,NA
"1425","16359","9510",NA,"00-0038409",NA,NA,"40260",NA,NA
"1426","16360","11038",NA,"00-0038638",NA,NA,NA,NA,NA
"1427","16361","11037",NA,NA,NA,NA,"40256",NA,NA
"1428","16362","11036",NA,NA,NA,NA,NA,NA,NA
"1429","16363","11035",NA,NA,NA,NA,NA,NA,NA
"1430","16364","11034","BrooJa03","00-0038640",NA,NA,"40257",NA,NA
"1431","16365","11033",NA,NA,NA,NA,NA,NA,NA
"1432","16366","11032",NA,NA,NA,NA,"40259",NA,NA
"1433","16367","10224",NA,"00-0038643",NA,NA,"40261",NA,NA
"1434","16368","11031",NA,NA,NA,NA,NA,NA,NA
"1435","16369","11030",NA,NA,NA,NA,NA,NA,NA
"1436","16370","11029",NA,NA,NA,NA,NA,NA,NA
"1437","16371","11027",NA,NA,NA,NA,NA,NA,NA
"1438","16372","11026",NA,NA,NA,NA,NA,NA,NA
"1439","16373","11025",NA,"00-0038648",NA,NA,"40265",NA,NA
"1440","16374","11024",NA,NA,NA,NA,"40251",NA,NA
"1441","16375","11022",NA,NA,NA,NA,"40248",NA,NA
"1442","16376","11021",NA,NA,NA,NA,NA,NA,NA
"1443","16377","9223",NA,NA,NA,NA,"40390",NA,NA
"1444","16378","11214",NA,"00-0038744",NA,NA,NA,NA,NA
"1445","16379","9499",NA,"00-0038477",NA,NA,"40529",NA,NA
"1446","16380","10870",NA,"00-0038518",NA,NA,"40570",NA,NA
"1447","16381","11146",NA,NA,NA,NA,"40380",NA,NA
"1448","16382","11232",NA,"00-0038883",NA,NA,"40466",NA,NA
"1449","16383","11086","PaceIv00","00-0038807",NA,NA,"40301",NA,NA
"1450","16384","11256",NA,"00-0038416",NA,NA,"40504",NA,NA
"1451","16385","11199","DemeEm00","00-0038705",NA,NA,"40430",NA,NA
"1452","16386","10861",NA,"00-0038727",NA,NA,"40721",NA,NA
"1453","16387","11370",NA,NA,NA,NA,"40625",NA,NA
"1454","16388","11176",NA,NA,NA,NA,NA,NA,NA
"1455","16389","11505",NA,"00-0038734",NA,NA,NA,NA,NA
"1456","16390","11439","McLaJa00","00-0038794",NA,NA,"40696",NA,NA
"1457","16391","11510","LuepHu00","00-0038738",NA,NA,"40780",NA,NA
"1458","16392","11472",NA,"00-0038957",NA,NA,NA,NA,NA
"1459","16393","10867","BoboJa00","00-0038752",NA,NA,"40452",NA,NA
"1460","16394","11344",NA,NA,NA,NA,NA,NA,NA
"1461","16395","11506",NA,NA,NA,NA,"40774",NA,NA
"1462","16396","11270",NA,"00-0038714",NA,NA,"40507",NA,NA
"1463","16397","11335",NA,"00-0038539",NA,NA,NA,NA,NA
"1464","16398","11192",NA,"00-0038904",NA,NA,NA,NA,NA
"1465","16399","10869",NA,"00-0038762",NA,NA,"40458",NA,NA
"1466","16400","11225",NA,NA,NA,NA,"",NA,NA
"1467","16401","9503",NA,"00-0038843",NA,NA,"40710",NA,NA
"1468","16402","11104",NA,"00-0038910",NA,NA,NA,NA,NA
"1469","16403","11068","TinsMi00","00-0038839",NA,NA,"40313",NA,NA
"1470","16404","11528",NA,"00-0039043",NA,NA,NA,NA,NA
"1471","16405","8670",NA,NA,NA,NA,"34657",NA,NA
"1472","16406","8192",NA,"00-0037164",NA,NA,"34274",NA,NA
"1473","16408","11130",NA,NA,NA,NA,NA,NA,NA
"1474","16409","11114","DotsEl00","00-0038862",NA,NA,"40358",NA,NA
"1475","16410","11145",NA,NA,NA,NA,"40376",NA,NA
"1476","16411","11119",NA,NA,NA,NA,NA,NA,NA
"1477","16412","8938",NA,"00-0038150",NA,NA,"40016",NA,NA
"1478","16413","11210","HeatMa00","00-0038465",NA,NA,"40445",NA,NA
"1479","16414","11533",NA,NA,NA,NA,"40819",NA,NA
"1480","16415","11170",NA,"00-0038949",NA,NA,NA,NA,NA
"1481","16416","11306","GipsXa00","00-0038496",NA,NA,"40548",NA,NA
"1482","16417","11216",NA,"00-0038749",NA,NA,"40450",NA,NA
"1483","16418","11514",NA,NA,NA,NA,NA,NA,NA
"1484","16419","11261",NA,NA,NA,NA,"40496",NA,NA
"1485","16420","11430",NA,NA,NA,NA,NA,NA,NA
"1486","16421","11457",NA,NA,NA,NA,"40713",NA,NA
"1487","16422","11320",NA,"00-0038519",NA,NA,NA,NA,NA
"1488","16423","11311",NA,"00-0038492",NA,NA,"40545",NA,NA
"1489","16424","11378",NA,"00-0038678",NA,NA,"40631",NA,NA
"1490","16425","11371",NA,"00-0038720",NA,NA,"40629",NA,NA
"1491","16426","11354",NA,NA,NA,NA,NA,NA,NA
"1492","16427","11247",NA,"00-0038887",NA,NA,NA,NA,NA
"1493","16428","11168",NA,"00-0038359",NA,NA,"40399",NA,NA
"1494","16429","11474",NA,"00-0038953",NA,NA,"40737",NA,NA
"1495","16430","11133",NA,"00-0038671",NA,NA,NA,NA,NA
"1496","16431","11173",NA,NA,NA,NA,NA,NA,NA
"1497","16432","11435","WilsEm00","00-0038797",NA,NA,"40707",NA,NA
"1498","16433","11511",NA,NA,NA,NA,NA,NA,NA
"1499","16434","11077",NA,NA,NA,NA,"40307",NA,NA
"1500","16435","8840",NA,"00-0037506",NA,NA,"34543",NA,NA
"1501","16436","11108",NA,"00-0038908",NA,NA,NA,NA,NA
"1502","16437","11347",NA,"00-0038651",NA,NA,NA,NA,NA
"1503","16438","11483",NA,"00-0038965",NA,NA,"40748",NA,NA
"1504","16439","11350","DiabMo00","00-0038711",NA,NA,NA,NA,NA
"1505","16440","11098",NA,"00-0038851",NA,NA,NA,NA,NA
"1506","16441","11292",NA,"00-0038476",NA,NA,"40533",NA,NA
"1507","16442","11184",NA,"00-0038702",NA,NA,"40432",NA,NA
"1508","16443","11230",NA,"00-0038764",NA,NA,NA,NA,NA
"1509","16444","11058",NA,NA,NA,NA,"40296",NA,NA
"1510","16445","11105",NA,"00-0038902",NA,NA,"40338",NA,NA
"1511","16446","11432",NA,NA,NA,NA,NA,NA,NA
"1512","16447","11381",NA,"00-0038456",NA,NA,"40643",NA,NA
"1513","16448","11309",NA,NA,NA,NA,NA,NA,NA
"1514","16449","11479",NA,NA,NA,NA,NA,NA,NA
"1515","16450","11470","ThomDr00","00-0038922",NA,NA,NA,NA,NA
"1516","16451","11377",NA,"00-0038679",NA,NA,"40630",NA,NA
"1517","16452","8674",NA,NA,NA,NA,NA,NA,NA
"1518","16453","11139",NA,"00-0038667",NA,NA,"40374",NA,NA
"1519","16454","11278",NA,NA,NA,NA,"40511",NA,NA
"1520","16455","11193",NA,"00-0038463",NA,NA,NA,NA,NA
"1521","16456","11099","JackKe02","00-0038969",NA,NA,"40326",NA,NA
"1522","16457","11427",NA,NA,NA,NA,NA,NA,NA
"1523","16458","11107",NA,NA,NA,NA,NA,NA,NA
"1524","16459","11454","ReesOt00","00-0038853",NA,NA,NA,NA,NA
"1525","16460","11352",NA,NA,NA,NA,NA,NA,NA
"1526","16461","8328","SeweNe00","00-0037544",NA,NA,NA,NA,NA
"1527","16462","11277",NA,NA,NA,NA,NA,NA,NA
"1528","16463","11429",NA,NA,NA,NA,"40684",NA,NA
"1529","16465","11076",NA,NA,NA,NA,NA,NA,NA
"1530","16466","8887",NA,NA,NA,NA,NA,NA,NA
"1531","16467","11455",NA,NA,NA,NA,NA,NA,NA
"1532","16468","8841",NA,NA,NA,NA,"34561",NA,NA
"1533","16472","8397",NA,NA,NA,NA,NA,NA,NA
"1534","16474","11433","AdkiNa00","00-0038783",NA,NA,"40702",NA,NA
"1535","16475","8298",NA,NA,NA,NA,NA,NA,NA
"1536","16476","11315","JoneCa04","00-0038513",NA,NA,NA,NA,NA
"1537","16477","11150",NA,NA,NA,NA,NA,NA,NA
"1538","16482","8537",NA,NA,NA,NA,NA,NA,NA
"1539","16483","11082","SimsBe00","00-0038809",NA,NA,"40335",NA,NA
"1540","16484","8834",NA,NA,NA,NA,NA,NA,NA
"1541","16485","11441",NA,NA,NA,NA,NA,NA,NA
