Rank,WSIT,Overall (Team),Pos,Bye,Age,Best,Worst,Avg,Std Dev,Notes
1,,Todd GurleyT. Gurley LAR,RB1,12,,1,4,1.8,0.8
2,,DeAndre HopkinsD. Hopkins HOU,WR1,10,,1,5,2.3,0.7
3,,Odell Beckham Jr.O. Beckham NYG,WR2,9,,1,9,2.9,1.3
4,,Saquon BarkleyS. Barkley NYG,RB2,9,,2,7,3.8,1.1
5,,Ezekiel ElliottE. Elliott DAL,RB3,8,,4,11,5.9,0.9
6,,Alvin KamaraA. Kamara NO,RB4,6,,3,10,6.0,1.1
7,,Michael ThomasM. Thomas NO,WR3,6,,3,9,6.9,1.3
8,,Antonio BrownA. Brown PIT,WR4,7,,6,12,8.3,1.5
9,,Tyreek HillT. Hill KC,WR5,12,,8,24,11.8,3.0
10,,Davante AdamsD. Adams GB,WR6,7,,5,20,12.0,2.2
11,,Kareem HuntK. Hunt KC,RB5,12,,2,24,12.4,2.5
12,,Melvin GordonM. Gordon LAC,RB6,8,,8,26,13.3,3.5
13,,Mike EvansM. Evans TB,WR7,5,,8,29,13.6,3.8
14,,Christian McCaffreyC. McCaffrey CAR,RB7,4,,7,21,14.3,3.7
15,,Julio JonesJ. Jones ATL,WR8,8,,13,41,16.6,2.2
16,,David JohnsonD. Johnson ARI,RB8,9,,12,29,17.1,2.1
17,,Joe MixonJ. Mixon CIN,RB9,9,,10,27,17.5,4.7
18,,Adam ThielenA. Thielen MIN,WR9,10,,9,37,17.9,4.9
19,,Keenan AllenK. Allen LAC,WR10,8,,12,26,18.3,3.3
20,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR11,7,,14,32,20.8,5.8
21,,A.J. GreenA. Green CIN,WR12,9,,15,45,22.4,6.0
22,,Le'Veon BellL. Bell PIT,RB10,7,,14,37,22.9,6.0
23,,Dalvin CookD. Cook MIN,RB11,10,,8,38,23.6,7.2
24,,Stefon DiggsS. Diggs MIN,WR13,10,,14,38,24.1,2.8
25,,Travis KelceT. Kelce KC,TE1,12,,21,39,25.9,4.7
26,,Brandin CooksB. Cooks LAR,WR14,12,,23,31,25.9,2.0
27,,Leonard FournetteL. Fournette JAC,RB12,9,,11,40,26.6,6.4
28,,Jarvis LandryJ. Landry CLE,WR15,11,,22,44,29.3,3.7
29,,Zach ErtzZ. Ertz PHI,TE2,9,,23,43,31.3,5.8
30,,Nick ChubbN. Chubb CLE,RB13,11,,25,77,31.8,2.6
31,,Corey DavisC. Davis TEN,WR16,8,,15,42,33.1,5.1
32,,Allen RobinsonA. Robinson CHI,WR17,5,,23,71,34.1,5.9
33,,Amari CooperA. Cooper DAL,WR18,8,,20,49,34.6,6.8
34,,T.Y. HiltonT. Hilton IND,WR19,9,,29,58,35.3,8.0
35,,James ConnerJ. Conner PIT,RB14,7,,17,72,37.3,12.2
36,,Kerryon JohnsonK. Johnson DET,RB15,6,,22,96,37.5,7.4
37,,Patrick MahomesP. Mahomes KC,QB1,12,,23,49,37.6,2.6
38,,Kenny GolladayK. Golladay DET,WR20,6,,25,105,40.0,12.8
39,,Sony MichelS. Michel NE,RB16,11,,23,76,41.0,10.9
40,,Alshon JefferyA. Jeffery PHI,WR21,9,,36,58,42.9,3.4
41,,Derrius GuiceD. Guice WAS,RB17,4,,26,86,43.0,11.4
42,,Robert WoodsR. Woods LAR,WR22,12,,31,63,43.5,8.1
43,,Carson WentzC. Wentz PHI,QB2,9,,40,63,46.6,3.2
44,,D.J. MooreD. Moore CAR,WR23,4,,30,97,48.5,19.0
45,,Aaron RodgersA. Rodgers GB,QB3,7,,35,79,50.1,5.4
46,,Evan EngramE. Engram NYG,TE3,9,,39,87,51.0,6.9
47,,Will FullerW. Fuller HOU,WR24,10,,42,98,51.3,9.5
48,,Cooper KuppC. Kupp LAR,WR25,12,,39,70,52.0,7.1
49,,Calvin RidleyC. Ridley ATL,WR26,8,,24,103,52.5,18.8
50,,Sammy WatkinsS. Watkins KC,WR27,12,,41,81,56.8,8.4
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Deshaun WatsonD. Watson HOU,QB4,10,,35,79,57.3,7.0
52,,Josh GordonJ. Gordon NE,WR28,11,,25,98,59.0,9.9
53,,Rob GronkowskiR. Gronkowski NE,TE4,11,,26,119,59.9,25.3
54,,Courtland SuttonC. Sutton DEN,WR29,10,,35,122,60.6,20.8
55,,Marvin JonesM. Jones DET,WR30,6,,45,90,61.6,9.8
56,,Jordan HowardJ. Howard CHI,RB18,5,,46,111,61.8,9.6
57,,Devonta FreemanD. Freeman ATL,RB19,8,,47,113,62.6,15.4
58,,Mark IngramM. Ingram NO,RB20,6,,48,86,63.4,11.1
59,,Russell WilsonR. Wilson SEA,QB5,7,,40,101,63.5,10.7
60,,Chris GodwinC. Godwin TB,WR31,5,,41,85,63.8,8.6
61,,Royce FreemanR. Freeman DEN,RB21,10,,46,84,64.4,7.3
62,,David NjokuD. Njoku CLE,TE5,11,,56,105,64.5,5.5
63,,Tevin ColemanT. Coleman ATL,RB22,8,,39,105,65.1,15.3
64,,Cam NewtonC. Newton CAR,QB6,4,,48,98,66.0,10.2
65,,Kenyan DrakeK. Drake MIA,RB23,11,,44,137,66.6,11.9
66,,Aaron JonesA. Jones GB,RB24,7,,32,137,66.8,22.4
67,,O.J. HowardO. Howard TB,TE6,5,,41,112,66.8,9.5
68,,Golden TateG. Tate PHI,WR32,9,,52,91,67.1,11.9
