PLAYERID,DRAFTYEAR,POSITION,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE
16485,2018,WR,4.56,2.65,1.58,13,34,1003,4.4,7.55
16486,2018,SS,4.77,2.72,1.66,10,34,904,4.43,7.1
16487,2019,DE,4.84,2.85,1.71,,32,,,
16488,2018,WR,,,,,,,,
16489,2018,SS,5.06,2.93,1.76,18,31,902,4.6,7.62
16490,2018,CB,4.75,2.73,1.78,27,34,1000,4.4,7.77
16491,2018,QB,4.95,2.86,1.71,16,31,904,4.3,7.15
16492,2018,QB,4.71,2.76,1.71,,28.5,905,4.26,
16493,2018,QB,4.87,2.88,1.68,,30.5,900,4.39,7.41
16494,2018,OG,5.63,3.17,1.99,23,25,708,4.85,7.88
16495,2018,LS,5.08,2.91,1.8,14,26,810,4.59,7.47
16496,2018,DE,,,,16,19.5,,,
16497,2018,RB,4.63,2.67,1.59,13,36.5,1002,4.2,7.12
16498,2018,QB,4.81,2.78,1.67,,31,905,4.07,6.95
16499,2018,WR,4.46,2.63,1.57,23,37,1009,,
16500,2018,CB,4.63,2.61,1.58,10,30.5,1003,4.44,7.53
16501,2018,OT,5.46,3.1,1.96,,27,805,5.06,8.08
16502,2018,QB,4.7,2.63,1.7,12,34.5,1005,4.13,6.67
16503,2018,FS,4.71,2.77,1.67,16,32.5,1002,4.14,6.94
16504,2018,OT,5.18,2.94,1.82,22,29,901,4.76,7.76
16505,2018,DT,,,,,,,,
16506,2018,RB,4.56,2.71,1.62,15,34.5,1008,4.44,7.24
16507,2018,LB,4.63,2.65,1.63,25,29.5,901,4.75,7.72
16508,2018,WR,4.6,2.63,1.65,15,33,911,4.52,7.26
16509,2018,DE,4.69,2.72,1.61,,32.5,909,4.19,6.88
16510,2018,LB,4.66,2.69,1.66,,34,911,4.37,7.02
16511,2018,FS,4.69,2.67,1.55,21,35.5,905,4.26,6.96
16512,2018,RB,4.73,2.74,1.65,7,30.5,905,4.59,7.6
16513,2018,LB,4.81,2.84,1.77,20,33,905,4.35,7.41
16514,2018,WR,4.93,2.82,1.7,2,26.5,903,4.69,7.58
16515,2018,QB,,,,,,,,
16516,2018,RB,4.46,2.6,1.57,12,32.5,906,4.25,6.95
16517,2018,CB,4.83,2.84,1.7,,32,908,4.64,7.33
16518,2018,CB,4.56,2.71,1.59,16,32.5,808,4.45,7.01
16519,2018,SS,4.73,2.78,1.73,21,32.5,909,4.25,6.86
16520,2018,K,,,,17,30.5,,,
16521,2018,FB,,,,,,,,
16522,2018,QB,4.78,2.76,1.63,,32,807,4.41,7.18
16523,2018,RB,4.42,2.58,1.54,15,35.5,1002,4.44,7.1
16524,2018,DT,5.26,2.96,1.78,20,25.5,900,4.94,7.66
16525,2018,OG,5.61,3.26,1.9,26,21,710,5.05,8.16
16526,2018,CB,4.48,2.67,1.62,13,32,1000,4.38,7.15
16527,2018,RB,4.65,2.71,1.61,23,33,1000,4.35,7.16
16528,2018,WR,,,,,,,,
16529,2018,OG,,,,23,22.5,803,4.95,
16530,2018,FB,5.25,2.94,1.83,25,24.5,708,4.88,8.25
16531,2018,FS,4.53,2.63,1.59,16,33.5,1001,4.35,7.26
16532,2018,LB,4.71,2.74,1.74,11,31.5,905,4.51,7.09
16533,2018,RB,4.63,2.7,1.67,10,34.5,907,4.32,7.06
16534,2018,OT,,,,,,,,
16535,2018,LB,4.65,2.69,1.56,20,39.5,1004,4.15,6.88
16536,2018,CB,4.66,2.73,1.64,15,39.5,1010,4.47,7.52
16537,2018,SS,4.87,2.76,1.62,9,31.5,908,4.59,7.15
16538,2018,DE,5.01,2.92,1.77,20,28.5,811,4.88,7.78
16539,2018,RB,,,,,,,,
16540,2018,DE,4.48,2.61,1.58,26,34.5,1002,4.44,7.14
16541,2018,OT,5.25,3.02,1.85,14,30,811,4.95,7.72
16542,2018,CB,4.86,2.74,1.75,13,32,901,4.51,7.38
16543,2018,CB,4.63,2.57,1.67,,33,,,
16544,2018,CB,4.44,2.62,1.66,20,34,910,4.34,7.2
16545,2018,WR,4.76,2.73,1.62,16,33.5,907,4.33,6.97
16546,2018,P,,,,,,,,
16547,2018,WR,4.99,2.85,1.67,18,28.5,807,4.61,7.8
16548,2018,FB,4.92,2.89,1.68,24,31,900,4.75,7.53
16549,2018,OT,,,,,,,,
16550,2018,QB,4.79,2.8,1.69,,31.5,807,4.15,6.94
16551,2018,DT,4.76,2.78,1.68,28,33,905,4.81,7.42
16552,2018,LB,4.5,2.6,1.56,,36,1010,,
16553,2018,WR,4.69,2.65,1.59,7,31,908,4.62,7.43
16554,2018,DT,,,,28,,,,
16555,2018,CB,4.48,2.6,1.58,14,36.5,1004,4.34,7.13
16556,2018,DT,5.17,2.89,1.84,31,26.5,803,4.81,8.14
16557,2018,LS,4.87,2.74,1.69,25,30.5,902,4.37,7.26
16558,2018,LB,4.84,2.76,1.69,21,31.5,909,4.5,7.45
16559,2018,QB,5.27,2.94,1.7,,30,,4.56,7.41
16560,2018,DE,4.93,2.89,1.69,19,34,907,4.52,7.4
16561,2018,QB,,,,,26.5,807,,
16562,2018,LS,,,,13,25.5,806,,
16563,2018,LB,4.88,2.84,1.71,15,30.5,904,4.56,7.44
16564,2018,FB,4.86,2.78,1.62,26,34,905,4.33,7.28
16565,2018,DE,5.03,2.92,1.87,24,36,907,5,7.9
16566,2018,CB,4.54,2.66,1.59,18,35,910,4.28,6.9
16567,2018,LB,4.88,2.75,1.65,26,33.5,909,4.35,7.17
16568,2018,DE,4.88,2.81,1.69,24,35.5,907,4.78,7.28
16569,2018,CB,4.69,2.74,1.67,12,30.5,908,4.66,7.47
16570,2018,OG,5.38,3.1,1.82,20,26,802,5.06,7.95
16571,2018,WR,4.98,2.88,1.75,12,29,802,4.64,7.55
16572,2018,CB,,,,,,,,
16573,2018,CB,4.58,2.68,1.53,,33.5,911,4.27,6.94
16574,2018,CB,4.57,2.69,1.59,11,31,903,4.7,7.51
16575,2018,CB,,,,,,,,
16576,2018,WR,,,,,,,,
16577,2018,DT,5.03,2.9,1.74,23,24,801,4.74,7.83
16578,2018,LB,4.52,2.67,1.59,27,36,1005,4.18,7.12
16579,2018,CB,4.58,2.75,1.64,13,35,1000,4.32,7.19
16580,2018,FB,5.09,2.95,1.87,19,24,704,,
16581,2018,WR,4.71,2.77,1.77,12,,807,4.47,7
16582,2018,CB,4.62,2.74,1.61,16,32.5,908,4.63,7.33
16583,2018,FS,4.74,2.69,1.66,8,31,1001,4.28,7.1
16584,2018,WR,,,,17,,,,
16585,2018,RB,4.65,2.65,1.66,11,28.5,903,4.58,7.4
16586,2018,QB,4.93,2.86,1.75,,28.5,900,4.4,7.2
16587,2018,CB,,,,,,,,
16588,2018,LB,4.69,2.75,1.66,21,32.5,906,4.39,7.12
16589,2018,FS,4.78,2.79,1.66,3,28.5,906,,7.39
16590,2018,LB,4.89,2.81,1.68,17,30.5,810,4.63,7.81
16591,2018,RB,4.82,2.74,1.65,18,32,905,4.56,7.47
16592,2018,DE,5.32,3.09,1.85,22,21.5,801,4.66,7.85
16593,2018,WR,4.62,2.73,1.64,13,34,1001,4.25,7.07
16594,2018,DE,4.63,2.68,1.61,25,33.5,910,4.47,7.14
16595,2018,FS,,,,16,,,,
16596,2018,CB,4.64,2.66,1.65,12,39.5,1008,4.27,6.92
16597,2018,WR,4.53,2.64,1.68,12,35,1003,4.35,7.19
16598,2018,WR,4.56,2.66,1.6,19,37,1007,4.31,7.38
16599,2018,SS,4.63,2.67,1.57,15,37,1007,4.32,7.13
16600,2018,TE,4.81,2.81,1.67,,33,909,4.51,7.28
16601,2018,RB,4.56,2.66,1.6,11,30,910,4.49,7.34
16602,2018,DE,4.58,2.67,1.62,22,33.5,1004,4.41,7.2
16603,2018,CB,4.53,2.62,1.6,12,32,908,4.4,6.89
16604,2018,WR,,,,,,,,
16605,2018,FB,4.7,2.77,1.64,32,33,908,4.22,7.19
16606,2018,CB,4.56,2.67,1.67,15,30.5,905,4.25,
16607,2018,LB,4.6,2.64,1.62,19,35.5,1004,4.31,7.06
16608,2018,OG,5.53,3.15,2.03,24,26.5,802,4.96,8.15
16609,2018,SS,4.69,2.83,1.72,19,33.5,909,4.65,7.48
16610,2018,LB,4.97,2.91,1.69,25,30.5,902,4.72,7.65
16611,2018,TE,4.67,2.75,1.54,17,31,905,4.38,7.34
16612,2018,QB,,,,,,,,
16613,2018,WR,4.63,2.73,1.62,14,35.5,1006,4.28,7.07
16614,2018,OT,5.2,3.01,1.8,16,28.5,808,4.71,7.97
16615,2018,RB,4.52,2.66,1.63,16,35,911,4.55,7.14
16616,2018,RB,4.6,2.64,1.57,18,31.5,910,4.45,7
16617,2018,DE,,,,,,,,
16618,2018,WR,,,,,,,,
16619,2018,CB,4.66,2.63,1.52,15,35,1004,4.17,6.85
16620,2018,DE,5.03,2.82,1.7,16,28,811,4.66,7.59
16621,2018,WR,4.37,2.58,1.55,15,30.5,1004,4.17,6.85
16622,2018,CB,4.62,2.69,1.55,12,35,1004,4.44,7.18
16623,2018,DE,4.67,2.72,1.66,23,32,1003,4.45,7.14
16624,2018,WR,,,,,,,,
16625,2018,RB,4.56,2.72,1.66,14,36,910,4.5,7.52
16626,2018,OT,,,,24,29,900,,
16627,2018,RB,4.72,2.73,1.64,13,33.5,1003,4.34,7.55
16628,2018,FS,4.63,2.64,1.58,5,33,1004,4.24,6.85
16629,2018,OG,,,,,,,,
16630,2018,OT,5.23,3,1.78,23,23.5,808,4.78,7.77
16631,2018,DE,5.14,2.96,1.84,28,27,901,4.56,7.62
16632,2018,OC,5.48,3.1,1.84,24,25,803,4.72,7.92
16633,2018,LB,4.63,2.69,1.62,12,35.5,906,,7
16634,2018,QB,4.9,2.88,1.71,,26,811,4.56,
16635,2018,DE,4.99,2.78,1.67,21,31.5,906,4.33,7.13
16636,2018,DT,5.1,2.95,1.78,17,28.5,810,4.81,8.15
16637,2018,K,,,,,,,,
16638,2018,OG,,,,,,,,
16639,2018,LS,5.45,3.19,1.95,,25.5,804,4.82,
16640,2018,QB,,,,,,,,
16641,2018,DT,5.06,3,1.8,26,31,,4.67,7.56
16642,2018,DT,5.3,3.03,1.82,16,24,701,5.27,8.07
16643,2018,TE,4.82,2.82,1.64,,31.5,908,4.38,7.21
16644,2018,WR,4.53,2.6,1.6,6,30,1003,4.58,7
16645,2018,QB,,,,,,,,
16646,2018,OG,5.21,2.9,1.74,26,27,910,4.6,7.76
16647,2018,QB,4.92,2.86,1.81,,28,900,4.46,7.26
16648,2018,SS,4.78,2.78,1.65,10,27,900,4.22,6.92
16649,2018,LB,4.77,2.78,1.65,25,31,1005,4.61,7.4
16650,2018,OG,5.6,3.2,1.98,23,24.5,800,4.9,7.87
16651,2018,WR,4.57,2.63,1.56,,37,909,4.14,
16652,2018,WR,4.78,2.76,1.64,16,30,909,4.34,7.3
16653,2018,LB,4.63,2.7,1.63,30,33.5,1002,4.46,7.05
16654,2018,QB,4.64,2.71,1.7,,29,907,4.67,7.21
16655,2018,OT,,,,,,,,
16656,2018,K,,,,,,,,
16657,2018,LB,4.78,2.76,1.66,17,29,901,4.53,7.65
16658,2018,OT,5.67,3.28,1.96,18,22.5,711,5.16,9.04
16659,2018,DE,5.12,2.94,1.76,11,27,811,4.66,7.77
16660,2018,LB,4.58,2.71,1.64,,41.5,1011,4.28,6.85
16661,2018,CB,4.53,2.66,1.65,11,36,909,4.4,7.11
16662,2018,DT,4.98,2.76,1.73,29,31,808,4.59,7.71
16663,2018,CB,4.56,2.71,1.59,10,32,905,4.53,7.33
16664,2018,OG,,,,,,,,
16665,2018,QB,5.1,2.88,1.75,23,30,905,4.57,7.5
16666,2018,RB,4.48,2.59,1.58,17,33.5,910,4.33,7.09
16667,2018,OC,5.46,3.12,1.84,22,26.5,,4.97,
16668,2018,FS,4.69,2.81,1.7,15,,,,
16669,2018,QB,5.03,2.94,1.9,,26,902,4.6,7.65
16670,2018,LS,5.12,2.87,1.8,10,22,807,4.56,7.7
16671,2018,DT,5.11,2.99,1.8,27,28.5,807,4.84,7.95
16672,2018,CB,4.49,2.63,1.62,12,33,909,4.3,7.08
16673,2018,DT,,,,40,,,,
16674,2018,DE,4.77,2.75,1.65,15,33,910,4.55,7.25
16675,2018,FB,4.85,2.8,1.66,24,31,909,4.51,7.03
16676,2018,DT,5.25,3.01,1.89,19,29,806,4.85,8.05
16677,2018,TE,4.86,2.78,1.65,16,33,904,4.61,7.27
16678,2018,WR,4.78,2.75,1.72,9,30.5,811,4.46,7.19
16679,2018,FS,4.57,2.65,1.57,19,35,1003,4.13,6.57
16680,2018,LB,4.66,2.71,1.62,,35.5,1001,4.24,7.05
16681,2018,LB,4.82,2.8,1.67,17,34.5,909,4.47,7.31
16682,2018,RB,4.66,2.76,1.64,16,31,910,4.5,7.39
16683,2018,K,4.89,2.85,1.78,,,901,,
16684,2018,DE,5.03,2.93,1.76,16,29,906,4.56,7.64
16685,2018,P,,,,,,,,
16686,2018,P,,,,,,,,
16687,2018,SS,4.94,2.82,1.67,,24,809,4.48,7.41
16688,2018,WR,4.51,2.66,1.6,10,36,1002,4.37,6.95
16689,2018,OG,5.12,3,1.81,27,34,908,4.77,7.5
16690,2018,DT,5.46,3.14,1.87,28,22.5,,,
16691,2018,CB,4.53,2.63,1.54,17,34,911,4.2,6.89
16692,2018,QB,,,,,,,,
16693,2018,WR,4.78,2.76,1.64,12,32,1002,4.53,7.77
16694,2018,LB,5.2,2.95,1.81,,30.5,804,5.13,7.78
16695,2018,OG,,,,,,,,
16696,2018,CB,,,,,,,,
16697,2018,LB,4.88,2.84,1.7,11,33,907,4.4,7.2
16698,2018,WR,4.56,2.63,1.58,7,40,1005,4.06,6.88
16699,2018,FS,4.66,2.69,1.59,13,34,1000,4.16,6.69
16700,2018,RB,4.44,2.58,1.6,25,42,1107,4.38,6.95
16701,2018,CB,4.6,2.68,1.58,14,34.5,909,4.45,7
16702,2018,CB,4.47,2.55,1.54,12,40,1100,4.15,6.63
16703,2018,TE,4.54,2.65,1.56,22,41,1009,4.1,6.76
16704,2018,CB,4.53,2.68,1.58,20,35.5,1007,4.13,6.7
16705,2018,DT,5.3,3,1.8,28,28,802,4.61,
16706,2018,CB,4.75,2.78,1.7,15,31,906,4.52,7.06
16707,2018,DE,,,,24,35,1001,4.52,7.28
16708,2018,LB,4.76,2.75,1.63,16,31.5,911,4.25,7.09
16709,2018,OT,,,,24,28.5,809,,
16710,2018,CB,4.46,2.58,1.72,7,31.5,908,4.38,7.51
16711,2018,LB,4.6,2.66,1.62,20,35,1006,4.45,7.15
16712,2018,DT,4.89,2.8,1.66,31,30,810,4.53,7.54
16713,2018,K,4.84,2.84,1.7,18,28,902,4.26,7.06
16714,2018,RB,,,,,,,,
16715,2018,QB,5.09,2.91,1.73,,27,800,4.4,7.4
16716,2018,LB,4.68,2.73,1.71,24,32,906,4.16,6.73
16717,2018,CB,4.57,2.62,1.52,16,35.5,810,4.47,7.5
16718,2018,FS,,,,,,,,
16719,2018,CB,4.46,2.58,1.52,16,33,1001,,
16720,2019,TE,4.65,2.71,1.62,18,35.5,1001,4.41,7.39
16721,2018,RB,4.92,2.72,1.64,14,28.5,900,4.53,7.46
16722,2018,QB,4.95,2.89,1.65,,27,811,4.36,7.19
16723,2018,WR,4.78,2.76,1.64,9,33.5,909,,7.27
16724,2018,OG,5.89,3.5,2,,19.5,706,5.28,8.76
16725,2018,SS,4.75,2.76,1.67,12,29,905,4.29,
16726,2018,LS,4.85,2.82,1.72,24,29.5,809,4.53,7.45
16727,2018,WR,4.84,2.76,1.64,16,32.5,909,4.63,7.32
16728,2018,QB,4.94,2.86,1.65,,28.5,900,4.41,7.18
16729,2018,OT,5.3,2.98,1.82,17,27,808,4.72,7.77
16730,2018,CB,4.55,2.68,1.6,2,29.5,905,4.07,6.95
16731,2018,QB,4.67,2.73,1.62,,34,1000,4.24,6.95
16732,2018,FS,4.42,2.59,1.56,,37.5,1004,,
16733,2018,FS,4.69,2.74,1.71,8,30,902,4.46,7.01
16734,2018,DT,5.25,3.05,1.9,29,25.5,806,4.62,7.73
16735,2018,SS,4.72,2.67,1.64,14,28,906,4.55,6.9
16736,2018,LB,4.65,2.69,1.71,17,28.5,905,4.36,7.67
16737,2018,TE,5.03,2.85,1.74,14,27.5,809,4.55,7.53
16738,2018,LB,4.75,2.75,1.64,20,30,904,4.43,7.13
16739,2018,DE,4.76,2.75,1.65,23,30.5,904,4.49,7.7
16740,2018,WR,4.88,2.78,1.68,8,30,809,4.37,7.28
16741,2018,OC,5.4,3.08,1.81,17,23.5,808,4.75,8.18
16742,2018,DT,5.36,3.01,1.91,24,29,805,4.97,8.25
16743,2018,FS,4.72,2.7,1.63,,30.5,808,4.46,7.31
16744,2018,OG,,,,,,,,
16745,2018,SS,4.77,2.81,1.69,10,31.5,905,4.58,7.15
16746,2018,SS,4.7,2.71,1.65,7,30,906,4.19,7.03
16747,2018,CB,4.83,2.76,1.7,,,,,
16748,2018,FS,5,2.86,1.79,14,27.5,903,,
16749,2018,RB,,,,,,,,
16750,2018,DT,5.88,3.32,2.03,24,,,4.83,8.4
16751,2018,WR,4.82,2.8,1.68,16,31,908,4.6,7.32
16752,2018,OT,,,,,,,,
16753,2018,TE,5.1,2.96,1.88,16,32,903,4.8,7.53
16754,2018,DT,5.31,3.04,1.86,24,32.5,804,4.63,7.77
16755,2018,TE,4.69,2.75,1.65,17,33,908,4.45,7.09
16756,2018,DT,5.09,2.94,1.77,,31,904,4.53,7.5
16757,2018,FS,4.4,2.56,1.53,25,35.5,1000,4.27,7.07
16758,2018,OT,5.32,3.02,1.88,20,29.5,809,4.78,7.9
16759,2018,CB,4.44,2.51,1.59,8,33,1004,4.44,7.28
16760,2018,LB,4.6,2.63,1.63,21,33,910,4.34,7.06
16761,2018,LB,5.11,2.97,1.79,15,30,904,4.65,7.85
16762,2018,WR,4.69,2.67,1.63,9,34,904,4.16,7.05
16763,2018,QB,4.88,2.86,1.72,,28.5,805,4.32,7.28
16764,2018,OG,5.27,3.03,1.83,22,27.5,806,4.69,
16765,2018,OG,,,,,,,,
16766,2018,FS,4.77,2.79,1.66,13,29.5,904,4.53,7.4
16767,2018,TE,,,,,,,,
16768,2018,FB,4.72,2.75,1.62,,,901,4.37,7.16
16769,2018,LS,5.23,3.01,1.8,11,24,800,4.74,7.55
16770,2018,RB,4.52,2.67,1.62,29,38.5,1008,4.25,7.09
16771,2018,LB,4.85,2.8,1.65,18,29.5,904,4.23,7.09
16772,2018,K,,,,16,25.5,710,,
16773,2018,OG,,,,6,,705,,
16774,2019,QB,4.64,2.73,1.62,,29.5,907,,
16775,2018,OG,5.46,3.11,1.87,20,24,710,4.68,7.61
16776,2018,CB,,,,,,,,
16777,2018,WR,4.66,2.63,1.57,17,,,4.2,6.95
16778,2018,LB,4.71,2.75,1.62,,,,,
16779,2018,DT,5.17,3,1.8,22,27.5,808,4.64,7.57
16780,2018,TE,4.82,2.79,1.67,27,32,1001,4.35,7.35
16781,2018,RB,4.69,2.66,1.6,17,30,903,4.21,7.07
16782,2018,LB,,,,21,31.5,910,4.27,
16783,2018,LS,5.05,2.89,1.77,20,30,901,4.58,7.54
16784,2018,CB,4.52,2.65,1.6,17,36.5,1003,4.08,6.84
16785,2018,CB,4.57,2.53,1.55,14,33.5,902,4.21,6.93
16786,2018,FS,4.72,2.74,1.6,9,,903,4.35,7.25
16787,2018,DE,4.86,2.82,1.69,,,907,,
16788,2018,FB,4.88,2.73,1.64,22,30,904,4.63,7.59
16789,2018,QB,5.12,2.93,1.81,,22.5,801,4.77,7.7
16790,2018,DT,5.17,2.91,1.73,22,33,908,4.76,7.51
16791,2018,P,4.83,2.7,1.65,,34,,,
16792,2018,FS,4.58,2.61,1.55,,,,4.36,7.16
16793,2019,CB,4.53,2.7,1.65,15,33.5,1000,4.22,6.82
16794,2018,RB,4.59,2.64,1.66,14,29.5,903,4.26,7.22
16795,2018,OC,5.13,3,1.82,21,32,804,4.69,7.74
16796,2018,DT,5.32,3.04,1.82,17,26,803,4.75,7.52
16797,2018,WR,4.75,2.77,1.67,9,36.5,1007,4.4,7.2
16798,2018,SS,4.69,2.7,1.62,16,33.5,910,4.4,7.25
16799,2018,DT,5.21,3.03,1.8,29,30.5,805,4.85,7.75
16800,2018,WR,4.99,2.86,1.72,13,30,906,4.86,7.64
16801,2018,DT,5.09,2.88,1.65,24,27,806,4.55,7.49
16802,2018,WR,4.71,2.76,1.64,5,23,908,4.53,7.63
16803,2018,QB,4.84,2.82,1.68,5,30.5,810,4.4,7.33
16804,2018,OG,5.33,3.09,1.85,16,32,807,4.54,8.04
16805,2018,DT,5.64,3.21,1.87,20,25,707,5.12,8.38
16806,2018,RB,4.38,2.55,1.52,11,35.5,911,4.35,7.18
16807,2018,LB,4.76,2.76,1.63,,32,906,4.38,7.21
16808,2018,DT,5.6,3.14,1.9,22,27.5,701,4.97,8.53
16809,2018,DE,4.77,2.76,1.65,27,38,1001,4.34,7.09
16810,2018,DE,4.83,2.81,1.68,26,31.5,,4.28,7.21
16811,2018,DE,5.95,2.89,1.72,23,23,706,,8.3
16812,2018,CB,4.58,2.72,1.63,,33,910,4.52,7.16
16813,2018,LB,4.59,2.64,1.59,18,39.5,1011,4.15,6.82
16814,2018,CB,4.67,2.71,1.63,13,39,1004,4.56,7.25
16815,2018,OT,5.85,3.29,2,14,19.5,610,5.38,7.87
16816,2018,LB,4.71,2.76,1.69,18,34.5,907,4.62,7.78
16817,2018,RB,4.62,2.6,1.66,19,34.5,905,4.41,6.92
16818,2018,OC,,,,,,,,
16819,2018,DE,5.1,2.93,1.76,24,24.5,803,4.59,7.88
16820,2018,DT,5.17,2.99,1.77,20,25,900,4.67,7.83
16821,2018,TE,,,,,,,,
16822,2018,DT,4.73,2.78,1.7,36,38,908,4.77,7.92
16823,2018,DT,5.53,3.05,1.86,29,25,804,5.08,8.08
16824,2018,OT,5.56,3.19,1.92,18,26.5,811,5.04,
16825,2018,QB,,,,,,,,
16826,2018,DT,5,2.88,1.75,17,28.5,902,4.72,7.89
16827,2018,LB,4.81,2.8,1.69,11,31,1000,4.46,7.06
16828,2019,WR,,,,,,,,
16829,2018,CB,4.32,2.54,1.5,15,33.5,1000,4.29,7.31
16830,2018,DE,4.79,2.81,1.64,19,33,1002,4.54,7.46
16831,2018,DE,4.89,2.84,1.65,24,37.5,910,4.68,7.56
16832,2018,OC,,,,,,,,
16833,2019,OC,,,,,,,,
16834,2018,OC,5.09,2.89,1.8,37,35.5,909,4.41,7.34
16835,2018,QB,5.1,2.88,1.73,,25.5,710,4.65,7.6
16836,2018,WR,4.57,2.62,1.65,6,31,908,4.29,7.14
16837,2018,LB,4.71,2.73,1.63,17,39,1001,4.33,7.37
16838,2018,OT,5.14,2.97,1.85,21,27.5,902,4.75,8.14
16839,2018,OG,5.58,3.27,1.86,31,26,800,4.76,7.85
16840,2018,DE,4.57,2.66,1.59,19,34,1001,4.36,6.94
16841,2018,QB,4.6,2.69,1.69,,38,908,4.1,6.9
16842,2018,LB,4.76,2.73,1.65,20,35,1004,4.31,7.03
16843,2018,LB,,,,,,,,
16844,2018,TE,4.79,2.77,1.7,15,31.5,911,4.72,7.26
16845,2018,WR,4.62,2.69,1.65,11,34.5,909,4.37,7.11
16846,2018,RB,4.39,2.6,1.57,14,35.5,1004,4.31,7.12
16847,2018,DT,5.71,3.31,2.02,21,24,806,4.75,
16848,2018,OT,,,,,,,,
16849,2018,RB,,,,,,,,
16850,2018,DT,5.13,3,1.81,24,29.5,903,4.75,7.76
16851,2018,LB,,,,,,,,
16852,2018,CB,,,,,,,,
16853,2018,WR,4.5,2.64,1.58,12,,1000,4.28,6.89
16854,2018,DE,4.96,2.89,1.72,14,31.5,904,4.54,7.51
16855,2018,TE,4.65,2.69,1.68,14,32,911,4.37,7.55
16856,2018,OC,,,,,,,,
16857,2018,LB,4.58,2.56,1.57,24,38,1007,4.22,6.88
16858,2018,CB,4.54,2.65,1.53,11,39,1008,4.23,6.72
16859,2018,OG,,,,35,26.5,809,4.62,7.65
16860,2018,WR,4.66,2.68,1.62,,37.5,910,4.25,7.01
16861,2018,FS,4.63,2.65,1.55,,31.5,1002,,
16862,2018,DE,4.76,2.71,1.7,17,32,911,4.48,7.19
16863,2018,RB,4.64,2.7,1.58,,,904,4.57,6.81
16864,2018,WR,,,,,,,,
16865,2018,DT,5.12,2.93,1.8,,27,803,5.09,7.78
16866,2018,OG,5.49,3.08,1.91,16,25.5,807,4.83,8
16867,2018,RB,,,,,,,,
16868,2018,LB,4.88,2.84,1.62,17,31.5,909,4.43,7.52
16869,2018,FS,4.62,2.69,1.6,15,33,1001,4.3,6.89
16870,2018,LB,4.85,2.8,1.68,23,33,906,4.57,7.37
16871,2018,OC,,,,,,,,
16872,2018,RB,4.49,2.59,1.6,27,36,1002,4.15,7.13
16873,2018,SS,4.68,2.73,1.6,20,32.5,909,4.42,6.9
16874,2018,FS,4.62,2.71,1.61,11,33,1001,4.4,6.99
16875,2018,OT,5.28,3.03,1.82,17,31,805,4.64,7.45
16876,2018,CB,4.48,2.57,1.57,14,33,907,4.13,6.72
16877,2018,RB,4.46,2.63,1.58,13,32.5,1000,,
16878,2018,LB,,,,,30,908,4.36,6.95
16879,2018,CB,4.61,2.69,1.62,8,30,911,4.33,7.16
16880,2018,OG,5.43,3.12,1.89,,,,,
16881,2018,CB,4.45,2.6,1.6,,,,,
16882,2018,DE,5.06,2.93,1.76,17,27.5,807,4.5,7.85
16883,2018,WR,4.76,2.74,1.66,7,35.5,1006,4.21,7.06
16884,2018,DE,4.73,2.75,1.65,23,32.5,910,4.39,7.24
16885,2018,FS,4.51,2.62,1.57,14,34,911,4.41,7.08
16886,2018,WR,4.62,2.59,1.58,7,35.5,1001,4.34,7.12
16887,2018,RB,4.51,2.65,1.62,15,33.5,909,4.5,7
16888,2018,LB,4.59,2.66,1.63,24,35.5,906,4.32,7.31
16889,2018,TE,4.78,2.79,1.68,16,32,908,4.35,7.13
16890,2018,WR,4.53,2.65,1.6,13,34.5,905,4.32,6.89
16891,2018,QB,4.58,2.72,1.59,4,37.5,1004,4.32,7.25
16892,2018,RB,4.53,2.72,1.68,20,38,1007,4.25,6.97
16893,2018,LB,4.75,2.71,1.65,,30,811,4.55,7.21
16894,2018,CB,4.56,2.68,1.6,17,33,1003,4.32,7.08
16895,2018,DE,5.4,3.05,1.73,24,32,806,4.63,7.77
16896,2018,LB,5.15,2.95,1.85,16,31.5,901,4.47,7.39
16897,2018,CB,4.69,2.7,1.74,7,31.5,906,4.6,7.18
16898,2018,WR,,,,,,,,
16899,2018,LS,5.28,3,1.75,21,28.5,809,4.86,7.7
16900,2018,DE,,,,,,,,
16901,2018,RB,5.01,2.85,1.73,18,33,807,4.63,7.25
16902,2018,WR,4.43,2.58,1.6,16,41,1003,4.12,6.89
16903,2018,LB,4.86,2.83,1.7,15,32,910,4.44,7.73
16904,2018,QB,5.02,2.92,1.81,,,,4.74,7.63
16905,2018,RB,,,,18,31.5,907,4.53,7.14
16906,2018,WR,4.48,2.62,1.56,6,35.5,1002,4.16,6.87
16907,2018,RB,4.71,2.72,1.64,10,29,906,4.5,7.36
16908,2018,OT,,,,22,30.5,904,,
16909,2018,WR,4.56,2.58,1.63,15,36,911,4.39,6.96
16910,2018,CB,4.22,2.47,1.49,10,36.5,1002,4.46,
16911,2018,QB,4.98,2.91,1.75,,29,902,,
16912,2018,FS,,,,,,,,
16913,2018,CB,4.6,2.68,1.61,4,28.5,905,4.47,7.14
16914,2018,DE,5.4,3.1,1.97,27,26,803,4.93,8.23
16915,2019,OC,,,,,,,,
16916,2018,LS,5.5,3.19,1.98,10,,,5.13,8.37
