Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0,1.0,0.0
2,,George KittleG. Kittle SF,4,2,5,2.5,0.6,3.0,+1.0
3,,Zach ErtzZ. Ertz PHI,10,2,5,2.7,0.7,2.0,-1.0
Tier 2,
4,,O.J. HowardO. Howard TB,7,2,8,4.5,1.0,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,10,5.4,1.2,6.0,+1.0
6,,Evan EngramE. Engram NYG,11,3,12,6.2,1.6,5.0,-1.0
7,,Jared CookJ. Cook NO,9,4,19,8.1,1.8,8.0,+1.0
8,,Eric EbronE. Ebron IND,6,3,20,8.7,2.2,7.0,-1.0
9,,David NjokuD. Njoku CLE,7,2,16,8.9,2.3,9.0,0.0
Tier 3,
10,,Vance McDonaldV. McDonald PIT,7,6,25,11.1,3.2,10.0,0.0
11,,Austin HooperA. Hooper ATL,9,5,21,12.1,3.3,11.0,0.0
12,,Trey BurtonT. Burton CHI,6,5,20,13.0,2.4,12.0,0.0
13,,Delanie WalkerD. Walker TEN,11,6,33,13.5,3.6,13.0,0.0
14,,Jack DoyleJ. Doyle IND,6,6,31,14.9,3.2,20.0,+6.0
15,,Chris Herndon IVC. Herndon NYJ,4,9,27,16.4,3.3,19.0,+4.0
16,,Jordan ReedJ. Reed WAS,10,9,27,16.6,3.1,21.0,+5.0
Tier 4,
17,,Greg OlsenG. Olsen CAR,7,9,36,17.8,3.6,16.0,-1.0
18,,Kyle RudolphK. Rudolph MIN,12,11,26,18.0,2.8,14.0,-4.0
19,,Jimmy GrahamJ. Graham GB,11,10,31,18.7,4.1,17.0,-2.0
20,,Mark AndrewsM. Andrews BAL,8,11,38,20.6,5.3,22.0,+2.0
21,,Dallas GoedertD. Goedert PHI,10,12,34,21.3,3.2,23.0,+2.0
22,,T.J. HockensonT. Hockenson DET,5,9,63,21.8,7.2,15.0,-7.0
23,,Mike GesickiM. Gesicki MIA,5,13,36,23.3,3.4,25.0,+2.0
24,,Noah FantN. Fant DEN,10,7,39,22.2,5.3,18.0,-6.0
25,,Gerald EverettG. Everett LAR,9,13,35,25.6,3.2,32.0,+7.0
26,,Tyler EifertT. Eifert CIN,9,15,40,26.7,4.3,24.0,-2.0
Tier 5,
27,,Hayden HurstH. Hurst BAL,8,22,38,29.7,3.4,30.0,+3.0
28,,Cameron BrateC. Brate TB,7,22,44,29.1,3.9,41.0,+13.0
29,,Ian ThomasI. Thomas CAR,7,23,50,30.8,4.2,34.0,+5.0
30,,Ricky Seals-JonesR. Seals-Jones ARI,12,18,68,31.2,6.1,40.0,+10.0
31,,Jason WittenJ. Witten DAL,8,9,79,30.5,8.8,26.0,-5.0
32,,Nick VannettN. Vannett SEA,11,28,61,35.1,6.0,69.0,+37.0
33,,Charles ClayC. Clay ARI,12,31,65,36.8,6.6,50.0,+17.0
34,,Jonnu SmithJ. Smith TEN,11,18,47,35.3,4.0,44.0,+10.0
Tier 6,
35,,Jake ButtJ. Butt DEN,10,29,62,37.9,7.8,55.0,+20.0
36,,Will DisslyW. Dissly SEA,11,11,47,34.8,8.0,31.0,-5.0
37,,Irv Smith Jr.I. Smith MIN,12,18,99,38.4,12.9,27.0,-10.0
38,,Jordan ThomasJ. Thomas HOU,10,23,62,39.1,9.1,51.0,+13.0
39,,Darren WallerD. Waller OAK,6,10,105,35.0,18.1,28.0,-11.0
40,,Luke WillsonL. Willson OAK,6,24,64,42.8,9.2,91.0,+51.0
41,,Vernon DavisV. Davis WAS,10,26,60,42.7,7.7,93.0,+52.0
42,,C.J. UzomahC. Uzomah CIN,9,18,57,40.0,7.4,38.0,-4.0
43,,Jace SternbergerJ. Sternberger GB,11,21,58,38.2,10.3,29.0,-14.0
44,,Blake JarwinB. Jarwin DAL,8,18,64,41.5,10.0,61.0,+17.0
45,,Benjamin WatsonB. Watson NE,10,9,56,39.0,8.1,33.0,-12.0
46,,Adam ShaheenA. Shaheen CHI,6,23,56,43.9,7.0,58.0,+12.0
47,,Geoff SwaimG. Swaim JAC,10,19,55,39.9,9.1,54.0,+7.0
48,,Jesse JamesJ. James DET,5,27,53,44.0,5.2,37.0,-11.0
49,,Josh OliverJ. Oliver JAC,10,23,73,43.4,11.7,39.0,-10.0
50,,Tyler HigbeeT. Higbee LAR,9,32,50,44.3,3.9,107.0,+57.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Dawson KnoxD. Knox BUF,6,28,58,41.5,7.9,43.0,-8.0
52,,Matt LaCosseM. LaCosse NE,10,26,79,44.4,14.7,36.0,-16.0
53,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,,23,57,33.3,7.5,42.0,-11.0
Tier 7,
54,,Kahale WarringK. Warring HOU,10,28,74,50.7,11.0,47.0,-7.0
55,,Tyler KroftT. Kroft BUF,6,29,57,48.2,5.6,52.0,-3.0
56,,Josh HillJ. Hill NO,9,40,73,57.3,8.5,59.0,+3.0
57,,Jeff HeuermanJ. Heuerman DEN,10,46,66,54.8,5.5,45.0,-12.0
58,,Demetrius HarrisD. Harris CLE,7,41,69,54.6,6.9,73.0,+15.0
59,,Jordan AkinsJ. Akins HOU,10,46,69,59.3,7.4,114.0,+55.0
60,,Ed DicksonE. Dickson SEA,11,51,63,59.9,1.9,90.0,+30.0
Tier 8,
61,,Foster MoreauF. Moreau OAK,6,25,88,60.5,12.5,66.0,+5.0
62,,Jason CroomJ. Croom BUF,6,47,95,65.7,13.5,78.0,+16.0
63,,Mo Alie-CoxM. Alie-Cox IND,6,38,74,64.1,6.5,53.0,-10.0
64,,Dan ArnoldD. Arnold NO,9,50,81,62.3,9.8,97.0,+33.0
65,,Blake BellB. Bell KC,12,44,69,59.1,4.9,104.0,+39.0
66,,James O'ShaughnessyJ. O'Shaughnessy JAC,10,46,73,63.3,6.7,108.0,+42.0
67,,Garrett CelekG. Celek SF,4,59,73,69.4,3.0,101.0,+34.0
68,,Virgil GreenV. Green LAC,12,55,72,66.4,4.0,74.0,+6.0
69,,Rhett EllisonR. Ellison NYG,11,44,81,64.2,7.9,70.0,+1.0
70,,Stephen AndersonS. Anderson NE,10,53,94,65.0,13.4,100.0,+30.0
71,,Jaylen SamuelsJ. Samuels PIT,7,20,40,28.3,8.5,,
72,,Jacob HollisterJ. Hollister SEA,11,43,70,61.2,9.5,105.0,+33.0
73,,Xavier GrimbleX. Grimble PIT,7,26,76,61.6,8.9,68.0,-5.0
74,,Dwayne AllenD. Allen MIA,5,54,64,61.8,2.0,72.0,-2.0
75,,Jordan LeggettJ. Leggett TB,7,65,87,70.7,7.4,177.0,+102.0
76,,Anthony FirkserA. Firkser TEN,11,57,94,71.3,12.0,159.0,+83.0
77,,Nick BoyleN. Boyle BAL,8,58,82,71.7,5.8,96.0,+19.0
78,,Maxx WilliamsM. Williams ARI,12,47,89,73.0,9.0,98.0,+20.0
79,,Drew SampleD. Sample CIN,9,33,86,66.4,20.2,63.0,-16.0
80,,Nick O'LearyN. O'Leary MIA,5,64,90,75.8,8.5,184.0,+104.0
81,,Jeremy SprinkleJ. Sprinkle WAS,10,55,100,80.4,12.1,186.0,+105.0
82,,Ryan GriffinR. Griffin FA,,41,50,46.0,3.7,142.0,+60.0
83,,Lee SmithL. Smith BUF,6,31,97,62.8,25.0,156.0,+73.0
84,,Luke StockerL. Stocker ATL,9,43,88,79.0,7.4,167.0,+83.0
85,,Derek CarrierD. Carrier OAK,6,47,100,79.5,11.0,143.0,+58.0
86,,Dalton SchultzD. Schultz DAL,8,66,79,75.8,1.7,99.0,+13.0
Tier 9,
87,,Antony AuclairA. Auclair TB,7,69,96,82.2,9.8,140.0,+53.0
88,,Seth DeValveS. DeValve CLE,7,60,91,73.0,11.2,183.0,+95.0
89,,Trevon WescoT. Wesco NYJ,4,49,93,64.7,20.1,57.0,-32.0
90,,Tyler ConklinT. Conklin NE,10,69,86,77.0,6.1,180.0,+90.0
91,,Eric SaubertE. Saubert ATL,9,71,88,78.5,6.1,178.0,+87.0
92,,Logan PaulsenL. Paulsen ATL,9,62,92,79.3,13.1,106.0,+14.0
93,,Darren FellsD. Fells HOU,10,34,96,85.6,9.8,121.0,+28.0
94,,Neal SterlingN. Sterling KC,12,79,106,88.8,10.0,80.0,-14.0
95,,Marcedes LewisM. Lewis GB,11,78,103,86.5,9.8,187.0,+92.0
96,,Troy FumagalliT. Fumagalli DEN,10,71,96,88.3,10.1,158.0,+62.0
97,,Alize MackA. Mack NO,9,45,104,82.7,26.7,148.0,+51.0
98,,Rico GathersR. Gathers DAL,8,73,89,83.0,7.1,83.0,-15.0
