Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,,1,2,1.1,0.3
2,,Stephen GostkowskiS. Gostkowski FA,,1,10,4.2,1.8
3,,Ka'imi FairbairnK. Fairbairn FA,,1,6,4.8,0.8
4,,Justin TuckerJ. Tucker BAL,,1,4,2.4,0.6
5,,Harrison ButkerH. Butker KC,,2,6,3.9,1.1
Tier 2,
6,,Wil LutzW. Lutz NO,,2,7,5.8,1.0
7,,Brett MaherB. Maher DAL,,6,18,11.8,3.4
8,,Mason CrosbyM. Crosby GB,,7,14,9.8,2.0
9,,Matt PraterM. Prater DET,,8,14,9.9,1.8
10,,Robbie GouldR. Gould SF,,5,23,12.9,3.9
11,,Jake ElliottJ. Elliott PHI,,8,19,11.3,3.2
Tier 3,
12,,Michael BadgleyM. Badgley LAC,,6,20,12.4,3.5
13,,Adam VinatieriA. Vinatieri IND,,7,26,15.2,4.0
14,,Graham GanoG. Gano CAR,,7,18,13.4,2.2
15,,Aldrick RosasA. Rosas NYG,,2,34,16.8,4.4
16,,Matt BryantM. Bryant FA,,6,34,11.4,8.3
17,,Jason MyersJ. Myers SEA,,3,33,18.2,5.6
18,,Ryan SuccopR. Succop TEN,,4,23,19.2,3.2
Tier 4,
19,,Chris BoswellC. Boswell PIT,,8,23,19.0,3.9
20,,Brandon McManusB. McManus DEN,,16,23,19.1,2.1
21,,Josh LamboJ. Lambo JAC,,7,28,22.3,4.9
22,,Dan BaileyD. Bailey FA,,10,32,18.2,5.3
23,,Greg JosephG. Joseph CLE,,2,27,20.5,5.8
24,,Sebastian JanikowskiS. Janikowski FA,,9,37,20.9,5.8
25,,Steven HauschkaS. Hauschka BUF,,6,27,23.4,4.1
26,,Cairo SantosC. Santos TB,,3,30,23.8,5.3
27,,Daniel CarlsonD. Carlson OAK,,4,31,25.2,4.3
28,,Cody ParkeyC. Parkey FA,,5,38,25.1,6.7
Tier 5,
29,,Dustin HopkinsD. Hopkins WAS,,14,29,25.2,2.9
30,,Giorgio TavecchioG. Tavecchio ATL,,10,32,19.0,8.1
31,,Randy BullockR. Bullock CIN,,16,30,26.0,5.2
32,,Jason SandersJ. Sanders MIA,,9,35,26.2,8.9
33,,Zane GonzalezZ. Gonzalez ARI,,18,32,27.0,5.4
34,,Chandler CatanzaroC. Catanzaro NYJ,,17,31,24.7,5.8
35,,Phil DawsonP. Dawson FA,,31,35,33.0,2.0
36,,Kai ForbathK. Forbath FA,,33,37,35.0,2.0
