Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,,1,2,1.1,0.3
2,,Baltimore (BAL)BAL DST,,2,8,3.2,1.9
3,,Jacksonville (JAC)JAC DST,,2,7,3.7,1.5
Tier 2,
4,,Minnesota (MIN)MIN DST,,1,7,4.5,1.3
5,,Los Angeles (LAR)LAR DST,,2,9,5.3,1.5
6,,Los Angeles (LAC)LAC DST,,4,7,5.8,0.8
7,,Houston (HOU)HOU DST,,4,9,6.8,1.3
8,,Cleveland (CLE)CLE DST,,1,17,9.6,2.8
Tier 3,
9,,New Orleans (NO)NO DST,,6,13,9.1,1.6
10,,Buffalo (BUF)BUF DST,,4,15,11.5,1.8
11,,Denver (DEN)DEN DST,,9,12,10.0,0.9
12,,Dallas (DAL)DAL DST,,2,19,12.8,2.5
13,,Tennessee (TEN)TEN DST,,5,18,13.6,2.3
14,,New England (NE)NE DST,,7,17,13.7,1.6
Tier 4,
15,,Seattle (SEA)SEA DST,,14,17,15.5,0.8
16,,Philadelphia (PHI)PHI DST,,10,18,16.1,1.3
17,,Pittsburgh (PIT)PIT DST,,9,22,17.6,3.1
18,,Kansas City (KC)KC DST,,3,24,18.8,4.4
19,,Indianapolis (IND)IND DST,,3,28,19.1,4.3
20,,Atlanta (ATL)ATL DST,,8,26,18.6,2.8
21,,Carolina (CAR)CAR DST,,10,22,19.1,1.4
22,,Arizona (ARI)ARI DST,,8,26,21.0,1.9
Tier 5,
23,,Detroit (DET)DET DST,,6,29,22.4,4.6
24,,Green Bay (GB)GB DST,,5,26,22.8,4.0
25,,New York (NYG)NYG DST,,4,28,23.6,3.8
26,,Washington (WAS)WAS DST,,3,32,24.3,6.4
27,,Tampa Bay (TB)TB DST,,2,31,26.1,4.2
28,,Miami (MIA)MIA DST,,1,29,26.2,4.8
29,,New York (NYJ)NYJ DST,,12,30,22.2,7.7
30,,Cincinnati (CIN)CIN DST,,17,31,27.8,1.7
31,,San Francisco (SF)SF DST,,13,31,28.4,2.2
32,,Oakland (OAK)OAK DST,,18,32,29.0,5.5
