Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,2,1.2,0.4,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,17,2.8,1.7,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,1,6,3.1,1.1,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,2,15,4.5,2.1,4.0,0.0
5,,Wil LutzW. Lutz NO,9,1,7,4.7,1.0,5.0,0.0
Tier 2,
6,,Ka'imi FairbairnK. Fairbairn HOU,10,1,26,8.6,5.2,6.0,0.0
7,,Mason CrosbyM. Crosby GB,11,5,25,8.9,3.2,10.0,+3.0
8,,Jake ElliottJ. Elliott PHI,10,5,19,9.5,2.9,9.0,+1.0
9,,Michael BadgleyM. Badgley LAC,12,5,19,10.6,2.8,11.0,+2.0
10,,Brett MaherB. Maher DAL,8,7,16,11.1,2.1,13.0,+3.0
11,,Robbie GouldR. Gould SF,4,5,27,11.3,4.1,7.0,-4.0
12,,Adam VinatieriA. Vinatieri IND,6,5,17,11.9,2.5,8.0,-4.0
Tier 3,
13,,Matt PraterM. Prater DET,5,6,24,13.2,4.2,12.0,-1.0
14,,Jason MyersJ. Myers SEA,11,7,24,14.9,3.8,15.0,+1.0
15,,Graham GanoG. Gano CAR,7,10,28,16.6,3.0,20.0,+5.0
16,,Giorgio TavecchioG. Tavecchio ATL,9,5,31,15.0,5.7,14.0,-2.0
17,,Chris BoswellC. Boswell PIT,7,5,25,17.4,3.9,18.0,+1.0
18,,Aldrick RosasA. Rosas NYG,11,13,32,19.6,4.6,16.0,-2.0
Tier 4,
19,,Ryan SuccopR. Succop TEN,11,11,24,19.7,2.8,21.0,+2.0
20,,Dan BaileyD. Bailey MIN,12,5,28,17.3,3.6,17.0,-3.0
21,,Brandon McManusB. McManus DEN,10,14,29,21.1,2.7,19.0,-2.0
22,,Josh LamboJ. Lambo JAC,10,10,30,22.6,3.7,29.0,+7.0
23,,Greg JosephG. Joseph CLE,7,12,33,21.7,5.6,23.0,0.0
24,,Steven HauschkaS. Hauschka BUF,6,4,30,24.1,2.7,26.0,+2.0
25,,Daniel CarlsonD. Carlson OAK,6,13,30,25.3,3.1,32.0,+7.0
26,,Cairo SantosC. Santos TB,7,15,35,25.2,4.2,51.0,+25.0
27,,Dustin HopkinsD. Hopkins WAS,10,14,34,26.5,2.8,31.0,+4.0
Tier 5,
28,,Chandler CatanzaroC. Catanzaro FA,,18,30,24.5,3.4,24.0,-4.0
29,,Randy BullockR. Bullock CIN,9,6,33,28.6,2.2,30.0,+1.0
30,,Zane GonzalezZ. Gonzalez ARI,12,18,36,28.8,3.8,38.0,+8.0
31,,Eddy PineiroE. Pineiro CHI,6,14,35,29.9,3.0,28.0,-3.0
32,,Jason SandersJ. Sanders MIA,5,24,33,30.4,1.6,39.0,+7.0
33,,Matt GayM. Gay TB,7,12,38,27.5,6.7,25.0,-8.0
34,,Austin SeibertA. Seibert CLE,7,15,37,28.4,6.9,22.0,-12.0
35,,Matt BryantM. Bryant FA,,7,33,24.8,6.1,34.0,-1.0
36,,Cody ParkeyC. Parkey FA,,21,36,30.0,5.2,33.0,-3.0
37,,Elliott FryE. Fry CHI,6,31,40,34.2,3.3,,
38,,Andrew JacasA. Jacas SF,4,27,38,32.5,5.5,,
39,,Andrew WellockA. Wellock CAR,7,28,39,33.5,5.5,,
