Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
29,,Adam ThielenA. Thielen MIN,WR13,12,16,39,30.4,3.2,28.0,-1.0
30,,Stefon DiggsS. Diggs MIN,WR14,12,24,43,31.1,3.4,35.0,+5.0
31,,Julian EdelmanJ. Edelman NE,WR15,10,15,58,33.3,5.5,40.0,+9.0
Tier 5,
32,,Brandin CooksB. Cooks LAR,WR16,9,24,48,34.4,3.4,39.0,+7.0
33,,Robert WoodsR. Woods LAR,WR17,9,29,43,34.7,2.5,42.0,+9.0
34,,Kerryon JohnsonK. Johnson DET,RB14,5,18,61,35.3,10.6,32.0,-2.0
35,,Devonta FreemanD. Freeman ATL,RB15,9,14,60,35.5,10.5,33.0,-2.0
36,,Marlon MackM. Mack IND,RB16,6,19,61,35.6,10.7,37.0,+1.0
37,,Aaron JonesA. Jones GB,RB17,11,11,83,36.8,14.0,34.0,-3.0
38,,Leonard FournetteL. Fournette JAC,RB18,10,18,59,36.8,11.2,29.0,-9.0
39,,Kenny GolladayK. Golladay DET,WR18,5,32,99,39.1,7.0,43.0,+4.0
40,,Patrick MahomesP. Mahomes KC,QB1,12,24,56,39.4,5.8,21.0,-19.0
41,,Chris GodwinC. Godwin TB,WR19,7,28,67,41.4,6.4,49.0,+8.0
42,,Cooper KuppC. Kupp LAR,WR20,9,29,80,45.3,10.1,46.0,+4.0
43,,Tyler LockettT. Lockett SEA,WR21,11,25,76,45.8,8.8,53.0,+10.0
44,,Josh JacobsJ. Jacobs OAK,RB19,6,19,84,49.6,15.2,36.0,-8.0
Tier 6,
45,,Deshaun WatsonD. Watson HOU,QB2,10,38,77,51.1,7.7,45.0,0.0
46,,Derrick HenryD. Henry TEN,RB20,11,27,76,51.5,8.4,38.0,-8.0
47,,Alshon JefferyA. Jeffery PHI,WR22,10,33,77,51.8,11.3,66.0,+19.0
48,,D.J. MooreD. Moore CAR,WR23,7,36,88,52.0,11.8,60.0,+12.0
49,,Tyler BoydT. Boyd CIN,WR24,9,34,96,53.0,13.5,58.0,+9.0
50,,Aaron RodgersA. Rodgers GB,QB3,11,47,77,53.5,6.9,52.0,+2.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Andrew LuckA. Luck IND,QB4,6,38,81,54.5,9.2,48.0,-3.0
52,,A.J. GreenA. Green CIN,WR25,9,20,113,56.0,20.5,41.0,-11.0
53,,Calvin RidleyC. Ridley ATL,WR26,9,37,93,56.8,12.9,55.0,+2.0
54,,Allen RobinsonA. Robinson CHI,WR27,6,33,107,57.7,17.1,69.0,+15.0
55,,James WhiteJ. White NE,RB21,10,27,110,58.3,14.0,50.0,-5.0
56,,Mark IngramM. Ingram BAL,RB22,8,21,85,58.7,12.5,47.0,-9.0
57,,O.J. HowardO. Howard TB,TE4,7,22,92,60.6,10.7,59.0,+2.0
58,,Chris CarsonC. Carson SEA,RB23,11,31,100,61.3,12.3,56.0,-2.0
59,,Evan EngramE. Engram NYG,TE5,11,22,121,62.7,15.0,61.0,+2.0
60,,Mike WilliamsM. Williams LAC,WR28,12,36,86,62.7,12.8,64.0,+4.0
61,,David MontgomeryD. Montgomery CHI,RB24,6,4,120,62.9,21.0,51.0,-10.0
62,,Tarik CohenT. Cohen CHI,RB25,6,36,97,65.2,13.1,57.0,-5.0
63,,Jarvis LandryJ. Landry CLE,WR29,7,32,137,65.4,18.0,62.0,-1.0
64,,Hunter HenryH. Henry LAC,TE6,12,22,94,65.7,9.1,65.0,+1.0
65,,Phillip LindsayP. Lindsay DEN,RB26,10,42,93,66.0,11.3,44.0,-21.0
66,,Kenyan DrakeK. Drake MIA,RB27,5,18,112,66.3,15.0,63.0,-3.0
67,,Sony MichelS. Michel NE,RB28,10,18,100,66.3,12.1,54.0,-13.0
68,,Robby AndersonR. Anderson NYJ,WR30,4,39,101,68.3,13.2,73.0,+5.0
69,,Baker MayfieldB. Mayfield CLE,QB5,7,50,125,68.7,14.6,67.0,-2.0
Tier 7,
70,,Corey DavisC. Davis TEN,WR31,11,37,113,73.4,15.8,82.0,+12.0
71,,Lamar MillerL. Miller HOU,RB29,10,31,115,73.8,14.9,72.0,+1.0
72,,Dante PettisD. Pettis SF,WR32,4,43,147,75.1,17.8,77.0,+5.0
73,,Christian KirkC. Kirk ARI,WR33,12,41,122,75.8,15.9,78.0,+5.0
74,,Matt RyanM. Ryan ATL,QB6,9,45,123,75.8,19.4,71.0,-3.0
75,,Sammy WatkinsS. Watkins KC,WR34,12,38,151,76.1,19.3,76.0,+1.0
76,,Tevin ColemanT. Coleman SF,RB30,4,41,130,76.3,13.8,70.0,-6.0
77,,Will FullerW. Fuller HOU,WR35,10,39,184,79.6,20.4,79.0,+2.0
78,,Marvin JonesM. Jones DET,WR36,5,49,152,83.3,16.1,94.0,+16.0
79,,Sterling ShepardS. Shepard NYG,WR37,11,55,122,83.3,13.6,91.0,+12.0
80,,Cam NewtonC. Newton CAR,QB7,7,47,116,85.1,13.5,92.0,+12.0
81,,Dede WestbrookD. Westbrook JAC,WR38,10,36,128,85.5,17.7,99.0,+18.0
82,,Carson WentzC. Wentz PHI,QB8,10,50,131,85.8,19.6,85.0,+3.0
83,,Jared CookJ. Cook NO,TE7,9,53,142,86.2,16.0,75.0,-8.0
84,,Eric EbronE. Ebron IND,TE8,6,63,133,87.8,17.8,74.0,-10.0
85,,David NjokuD. Njoku CLE,TE9,7,22,164,87.9,19.2,87.0,+2.0
86,,Russell WilsonR. Wilson SEA,QB9,11,38,141,88.6,21.2,88.0,+2.0
87,,Larry FitzgeraldL. Fitzgerald ARI,WR39,12,49,141,89.3,18.1,93.0,+6.0
88,,Latavius MurrayL. Murray NO,RB31,9,34,119,90.7,12.4,96.0,+8.0
89,,Rashaad PennyR. Penny SEA,RB32,11,58,146,91.7,13.2,81.0,-8.0
90,,Curtis SamuelC. Samuel CAR,WR40,7,55,141,92.2,15.1,108.0,+18.0
91,,Keke CouteeK. Coutee HOU,WR41,10,48,148,93.0,14.4,111.0,+20.0
Tier 8,
92,,Courtland SuttonC. Sutton DEN,WR42,10,58,139,94.5,15.2,97.0,+5.0
93,,Miles SandersM. Sanders PHI,RB33,10,21,256,95.8,33.1,80.0,-13.0
94,,Derrius GuiceD. Guice WAS,RB34,10,60,132,95.9,15.9,68.0,-26.0
95,,Drew BreesD. Brees NO,QB10,9,56,162,96.8,21.6,89.0,-6.0
96,,Vance McDonaldV. McDonald PIT,TE10,7,53,161,97.4,19.9,95.0,-1.0
97,,Jared GoffJ. Goff LAR,QB11,9,56,125,99.0,15.2,98.0,+1.0
98,,Geronimo AllisonG. Allison GB,WR43,11,58,229,101.4,19.7,112.0,+14.0
99,,Austin EkelerA. Ekeler LAC,RB35,12,61,134,101.4,18.9,83.0,-16.0
100,,Kyler MurrayK. Murray ARI,QB12,12,56,167,102.9,23.2,101.0,+1.0
101,,Jameis WinstonJ. Winston TB,QB13,7,62,154,105.4,17.7,114.0,+13.0
102,,Royce FreemanR. Freeman DEN,RB36,10,72,134,106.7,12.8,104.0,+2.0
103,,Golden TateG. Tate NYG,WR44,11,37,212,108.2,29.9,106.0,+3.0
104,,Austin HooperA. Hooper ATL,TE11,9,63,142,109.3,18.3,110.0,+6.0
105,,Anthony MillerA. Miller CHI,WR45,6,67,217,110.6,18.0,138.0,+33.0
106,,Jordan HowardJ. Howard PHI,RB37,10,75,199,112.3,19.4,84.0,-22.0
107,,Ben RoethlisbergerB. Roethlisberger PIT,QB14,7,70,154,115.3,18.6,107.0,0.0
108,,Darrell HendersonD. Henderson LAR,RB38,9,27,379,115.3,42.6,86.0,-22.0
109,,Dak PrescottD. Prescott DAL,QB15,8,70,156,115.3,15.2,118.0,+9.0
110,,Delanie WalkerD. Walker TEN,TE12,11,74,260,119.1,20.5,128.0,+18.0
111,,DeSean JacksonD. Jackson PHI,WR46,10,73,244,119.3,21.8,127.0,+16.0
112,,Lamar JacksonL. Jackson BAL,QB16,8,54,178,119.9,22.0,131.0,+19.0
113,,LeSean McCoyL. McCoy BUF,RB39,6,71,182,120.1,25.2,102.0,-11.0
114,,Nyheim HinesN. Hines IND,RB40,6,76,188,120.4,20.7,120.0,+6.0
115,,Dion LewisD. Lewis TEN,RB41,11,83,215,121.4,25.7,132.0,+17.0
116,,Philip RiversP. Rivers LAC,QB17,12,91,172,121.4,18.9,126.0,+10.0
Tier 9,
117,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR47,11,62,222,122.0,33.9,113.0,-4.0
118,,Trey BurtonT. Burton CHI,TE13,6,72,180,122.4,15.6,129.0,+11.0
119,,Ronald Jones IIR. Jones TB,RB42,7,76,238,123.1,25.2,103.0,-16.0
120,,Michael GallupM. Gallup DAL,WR48,8,88,229,124.6,22.1,154.0,+34.0
121,,Donte MoncriefD. Moncrief PIT,WR49,7,65,222,125.4,29.2,147.0,+26.0
122,,Devin FunchessD. Funchess IND,WR50,6,64,194,127.9,27.4,145.0,+23.0
123,,N'Keal HarryN. Harry NE,WR51,10,55,244,129.2,36.0,105.0,-18.0
124,,Jack DoyleJ. Doyle IND,TE14,6,78,258,130.1,21.0,168.0,+44.0
125,,Emmanuel SandersE. Sanders DEN,WR52,10,54,229,133.4,35.4,109.0,-16.0
126,,Jordan ReedJ. Reed WAS,TE15,10,69,191,133.8,16.1,161.0,+35.0
127,,Mitch TrubiskyM. Trubisky CHI,QB18,6,68,176,133.8,19.8,136.0,+9.0
128,,Jerick McKinnonJ. McKinnon SF,RB43,4,57,195,134.8,31.4,116.0,-12.0
129,,DaeSean HamiltonD. Hamilton DEN,WR53,10,74,222,136.2,30.8,170.0,+41.0
130,,Matt BreidaM. Breida SF,RB44,4,98,193,136.3,22.3,146.0,+16.0
131,,John BrownJ. Brown BUF,WR54,6,48,244,137.0,31.3,171.0,+40.0
132,,Josh AllenJ. Allen BUF,QB19,6,95,174,137.0,20.3,163.0,+31.0
133,,Peyton BarberP. Barber TB,RB45,7,84,235,138.4,31.2,123.0,-10.0
134,,Adrian PetersonA. Peterson WAS,RB46,10,60,258,138.6,26.9,143.0,+9.0
135,,Kirk CousinsK. Cousins MIN,QB20,12,77,200,134.3,22.4,134.0,-1.0
136,,Kyle RudolphK. Rudolph MIN,TE16,12,94,193,140.5,18.4,141.0,+5.0
137,,Kalen BallageK. Ballage MIA,RB47,5,71,199,140.7,25.0,137.0,0.0
138,,Mark AndrewsM. Andrews BAL,TE17,8,72,236,141.5,32.9,157.0,+19.0
139,,Kenny StillsK. Stills MIA,WR55,5,64,214,141.8,32.9,180.0,+41.0
140,,Tyrell WilliamsT. Williams OAK,WR56,6,55,231,146.2,33.4,148.0,+8.0
141,,Jamison CrowderJ. Crowder NYJ,WR57,4,97,206,146.7,25.9,203.0,+62.0
142,,James WashingtonJ. Washington PIT,WR58,7,65,261,147.5,42.1,117.0,-25.0
143,,Ito SmithI. Smith ATL,RB48,9,85,264,147.9,33.9,149.0,+6.0
144,,Tom BradyT. Brady NE,QB21,10,116,177,148.3,14.9,124.0,-20.0
145,,Jimmy GaroppoloJ. Garoppolo SF,QB22,4,95,175,148.5,16.1,151.0,+6.0
146,,Greg OlsenG. Olsen CAR,TE18,7,102,291,149.1,28.7,142.0,-4.0
147,,Jimmy GrahamJ. Graham GB,TE19,11,76,259,151.3,31.1,158.0,+11.0
148,,Chris Herndon IVC. Herndon NYJ,TE20,4,106,209,155.0,25.3,204.0,+56.0
149,,Duke JohnsonD. Johnson CLE,RB49,7,109,234,155.3,28.9,167.0,+18.0
150,,Damien HarrisD. Harris NE,RB50,10,89,307,155.7,41.6,125.0,-25.0
151,,Carlos HydeC. Hyde KC,RB51,12,84,316,158.4,41.0,130.0,-21.0
Tier 10,
152,,Jaylen SamuelsJ. Samuels PIT,RB52,7,80,316,162.9,48.3,135.0,-17.0
153,,Chris ThompsonC. Thompson WAS,RB53,10,96,257,164.4,29.6,202.0,+49.0
154,,D.K. MetcalfD. Metcalf SEA,WR59,11,99,285,159.9,42.1,119.0,-35.0
155,,Robert FosterR. Foster BUF,WR60,6,97,298,165.7,40.6,230.0,+75.0
156,,Albert WilsonA. Wilson MIA,WR61,5,94,267,168.1,37.2,217.0,+61.0
157,,Dallas GoedertD. Goedert PHI,TE21,10,127,273,165.0,29.4,200.0,+43.0
158,,Kareem HuntK. Hunt CLE,RB54,7,98,322,175.9,27.9,100.0,-58.0
159,,Parris CampbellP. Campbell IND,WR62,6,109,302,172.1,42.7,144.0,-15.0
160,,Devante ParkerD. Parker MIA,WR63,5,90,269,172.5,35.1,192.0,+32.0
161,,Matthew StaffordM. Stafford DET,QB23,5,125,201,167.5,13.7,173.0,+12.0
162,,Mohamed SanuM. Sanu ATL,WR64,9,90,268,173.1,33.9,212.0,+50.0
163,,Devin SingletaryD. Singletary BUF,RB55,6,80,311,178.3,47.7,155.0,-8.0
164,,C.J. AndersonC. Anderson DET,RB56,5,110,256,179.5,32.3,209.0,+45.0
165,,Justin JacksonJ. Jackson LAC,RB57,12,93,320,180.2,50.6,178.0,+13.0
166,,T.J. HockensonT. Hockenson DET,TE22,5,108,258,170.3,35.7,139.0,-27.0
167,,Sam DarnoldS. Darnold NYJ,QB24,4,118,241,171.0,17.3,197.0,+30.0
168,,Jamaal WilliamsJ. Williams GB,RB58,11,104,272,177.3,33.1,206.0,+38.0
169,,Justice HillJ. Hill BAL,RB59,8,52,367,184.7,62.5,172.0,+3.0
170,,Marquise GoodwinM. Goodwin SF,WR65,4,99,333,180.0,42.8,185.0,+15.0
171,,Tre'Quan SmithT. Smith NO,WR66,9,115,247,180.6,31.7,176.0,+5.0
172,,Giovani BernardG. Bernard CIN,RB60,9,117,277,186.8,29.0,186.0,+14.0
173,,Noah FantN. Fant DEN,TE23,10,72,271,176.9,42.5,184.0,+11.0
174,,Derek CarrD. Carr OAK,QB25,6,150,241,177.1,16.9,174.0,0.0
175,,Quincy EnunwaQ. Enunwa NYJ,WR67,4,99,243,182.8,33.1,267.0,+92.0
176,,Mike DavisM. Davis CHI,RB61,6,128,257,189.9,30.8,234.0,+58.0
177,,David MooreD. Moore SEA,WR68,11,86,265,191.1,28.5,284.0,+107.0
178,,Chicago (CHI)CHI DST,DST1,6,139,246,146.2,24.5,90.0,-88.0
179,,Deebo SamuelD. Samuel SF,WR69,4,88,301,184.4,47.3,205.0,+26.0
180,,Andy DaltonA. Dalton CIN,QB26,9,131,206,180.1,13.6,239.0,+59.0
181,,Jalen RichardJ. Richard OAK,RB62,6,106,260,189.2,30.7,208.0,+27.0
182,,Adam HumphriesA. Humphries TEN,WR70,11,105,378,186.8,48.3,210.0,+28.0
183,,Nick FolesN. Foles JAC,QB27,10,166,254,195.8,25.3,223.0,+40.0
184,,Marcus MariotaM. Mariota TEN,QB28,11,114,254,196.2,24.9,211.0,+27.0
185,,Zay JonesZ. Jones BUF,WR71,6,73,285,191.5,42.5,222.0,+37.0
Tier 11,
186,,Marquise BrownM. Brown BAL,WR72,8,82,288,193.3,48.0,166.0,-20.0
187,,Jacksonville (JAC)JAC DST,DST2,10,144,254,157.2,21.7,140.0,-47.0
188,,Mike GesickiM. Gesicki MIA,TE24,5,127,324,193.5,42.3,218.0,+30.0
189,,Los Angeles (LAR)LAR DST,DST3,9,144,247,161.1,18.6,115.0,-74.0
190,,Chase EdmondsC. Edmonds ARI,RB63,12,123,265,210.7,39.0,249.0,+59.0
191,,Los Angeles (LAC)LAC DST,DST4,12,144,256,168.6,22.1,153.0,-38.0
192,,Minnesota (MIN)MIN DST,DST5,12,151,252,168.6,20.3,150.0,-42.0
193,,Greg ZuerleinG. Zuerlein LAR,K1,9,170,247,175.6,15.8,121.0,-72.0
194,,Baltimore (BAL)BAL DST,DST6,8,145,249,169.1,26.1,156.0,-38.0
195,,Mecole HardmanM. Hardman KC,WR73,12,111,355,205.1,50.2,198.0,+3.0
196,,Tyler EifertT. Eifert CIN,TE25,9,133,325,205.2,41.6,213.0,+17.0
197,,Alexander MattisonA. Mattison MIN,RB64,12,125,316,195.0,49.4,164.0,-33.0
198,,Taylor GabrielT. Gabriel CHI,WR74,6,104,262,205.2,21.8,263.0,+65.0
199,,Trey QuinnT. Quinn WAS,WR75,10,94,271,193.6,47.6,268.0,+69.0
200,,Antonio CallawayA. Callaway CLE,WR76,7,111,311,209.7,38.1,226.0,+26.0
201,,Marqise LeeM. Lee JAC,WR77,10,98,297,201.4,37.4,254.0,+53.0
202,,A.J. BrownA. Brown TEN,WR78,11,86,287,201.8,28.0,207.0,+5.0
203,,Houston (HOU)HOU DST,DST7,10,151,279,178.9,27.7,162.0,-41.0
204,,Randall CobbR. Cobb DAL,WR79,8,138,317,212.2,32.7,220.0,+16.0
205,,Andy IsabellaA. Isabella ARI,WR80,12,111,296,203.4,39.2,181.0,-24.0
206,,Gerald EverettG. Everett LAR,TE26,9,121,281,207.6,39.9,275.0,+69.0
207,,Rex BurkheadR. Burkhead NE,RB65,10,126,321,204.0,37.4,251.0,+44.0
208,,Harrison ButkerH. Butker KC,K2,12,178,233,186.9,11.0,152.0,-56.0
209,,Stephen GostkowskiS. Gostkowski NE,K3,10,171,260,193.6,14.8,160.0,-49.0
210,,Justin TuckerJ. Tucker BAL,K4,8,170,259,188.0,20.4,133.0,-77.0
211,,Cleveland (CLE)CLE DST,DST8,7,152,219,183.4,18.7,179.0,-32.0
212,,New Orleans (NO)NO DST,DST9,9,152,257,196.0,18.6,177.0,-35.0
213,,Wil LutzW. Lutz NO,K5,9,182,261,205.0,14.3,159.0,-54.0
214,,Ted GinnT. Ginn NO,WR81,9,109,306,230.9,36.6,242.0,+28.0
215,,John RossJ. Ross CIN,WR82,9,129,345,217.7,36.2,266.0,+51.0
216,,Nelson AgholorN. Agholor PHI,WR83,10,130,300,224.3,26.3,236.0,+20.0
217,,T.J. YeldonT. Yeldon BUF,RB66,6,146,313,221.6,36.7,227.0,+10.0
218,,Denver (DEN)DEN DST,DST10,10,163,251,206.6,14.5,165.0,-53.0
219,,New England (NE)NE DST,DST11,10,164,266,213.6,20.1,175.0,-44.0
220,,Josh DoctsonJ. Doctson WAS,WR84,10,126,293,229.3,33.0,297.0,+77.0
221,,Buffalo (BUF)BUF DST,DST12,6,164,314,212.8,26.2,187.0,-34.0
Tier 12,
222,,Dallas (DAL)DAL DST,DST13,8,164,306,216.0,22.3,188.0,-34.0
223,,Mason CrosbyM. Crosby GB,K6,11,213,263,221.6,10.0,195.0,-28.0
224,,Gus EdwardsG. Edwards BAL,RB67,8,100,359,231.5,45.4,238.0,+14.0
225,,Ryquell ArmsteadR. Armstead JAC,RB68,10,134,334,226.9,52.4,244.0,+19.0
226,,D.J. CharkD. Chark JAC,WR85,10,90,304,236.5,37.0,283.0,+57.0
227,,Cameron BrateC. Brate TB,TE27,7,163,344,241.0,40.9,296.0,+69.0
228,,Elijah McGuireE. McGuire NYJ,RB69,4,130,357,218.3,43.7,277.0,+49.0
229,,Malcolm BrownM. Brown LAR,RB70,9,132,335,228.8,43.1,282.0,+53.0
230,,Joe FlaccoJ. Flacco DEN,QB29,10,178,341,250.1,34.7,247.0,+17.0
231,,Kenneth DixonK. Dixon BAL,RB71,8,134,316,225.4,48.5,303.0,+72.0
232,,Ka'imi FairbairnK. Fairbairn HOU,K7,10,192,264,216.4,16.3,169.0,-63.0
233,,Paul RichardsonP. Richardson WAS,WR86,10,151,341,232.0,41.1,278.0,+45.0
234,,Frank GoreF. Gore BUF,RB72,6,181,326,238.1,39.1,270.0,+36.0
235,,Willie SneadW. Snead BAL,WR87,8,123,295,234.2,37.6,315.0,+80.0
236,,Philadelphia (PHI)PHI DST,DST14,10,140,303,229.8,21.3,194.0,-42.0
237,,Seattle (SEA)SEA DST,DST15,11,176,250,225.2,13.6,229.0,-8.0
238,,Danny AmendolaD. Amendola DET,WR88,5,137,339,240.0,46.5,289.0,+51.0
239,,Hayden HurstH. Hurst BAL,TE28,8,173,334,244.9,32.8,285.0,+46.0
240,,Jake ElliottJ. Elliott PHI,K8,10,215,252,226.4,7.3,193.0,-47.0
241,,Pittsburgh (PIT)PIT DST,DST16,7,162,303,238.7,26.6,201.0,-40.0
242,,Robbie GouldR. Gould SF,K9,4,204,288,235.0,14.4,182.0,-60.0
243,,Cole BeasleyC. Beasley BUF,WR89,6,136,337,244.6,46.3,258.0,+15.0
244,,Ricky Seals-JonesR. Seals-Jones ARI,TE29,12,141,340,249.0,40.4,294.0,+50.0
245,,Matt PraterM. Prater DET,K10,5,202,309,231.5,19.3,224.0,-21.0
246,,Brett MaherB. Maher DAL,K11,8,218,276,231.7,13.6,199.0,-47.0
247,,Theo RiddickT. Riddick DEN,RB73,10,144,359,232.5,58.1,295.0,+48.0
248,,Indianapolis (IND)IND DST,DST17,6,158,307,241.9,31.2,231.0,-17.0
249,,Michael BadgleyM. Badgley LAC,K12,12,213,287,239.0,16.9,190.0,-59.0
250,,Eli ManningE. Manning NYG,QB30,11,178,336,254.5,35.0,260.0,+10.0
251,,Adam VinatieriA. Vinatieri IND,K13,6,203,265,242.0,10.9,191.0,-60.0
252,,Tennessee (TEN)TEN DST,DST18,11,206,299,236.0,21.7,240.0,-12.0
253,,Doug MartinD. Martin OAK,RB74,6,143,329,250.6,33.7,314.0,+61.0
254,,Josh ReynoldsJ. Reynolds LAR,WR90,9,208,383,255.3,40.9,325.0,+71.0
255,,Kansas City (KC)KC DST,DST19,12,156,339,252.0,38.5,215.0,-40.0
256,,Darren WallerD. Waller OAK,TE30,6,127,335,202.5,49.9,232.0,-24.0
257,,Equanimeous St. BrownE. St. GB,WR91,11,137,370,248.5,38.1,312.0,+55.0
258,,Dwayne HaskinsD. Haskins WAS,QB31,10,180,344,256.8,40.5,221.0,-37.0
259,,Ian ThomasI. Thomas CAR,TE31,7,161,352,250.8,44.6,250.0,-9.0
260,,Phillip DorsettP. Dorsett NE,WR92,10,173,353,262.0,41.3,305.0,+45.0
261,,Jason WittenJ. Witten DAL,TE32,8,92,305,235.5,43.6,216.0,-45.0
262,,D'Onta ForemanD. Foreman FA,RB75,,51,364,195.8,67.8,122.0,-140.0
263,,Jason MyersJ. Myers SEA,K14,11,189,302,254.6,15.0,235.0,-28.0
264,,Carolina (CAR)CAR DST,DST20,7,179,344,260.3,26.9,256.0,-8.0
265,,Green Bay (GB)GB DST,DST21,11,152,318,260.6,41.5,241.0,-24.0
266,,Hakeem ButlerH. Butler ARI,WR93,12,175,330,252.7,36.5,237.0,-29.0
267,,Graham GanoG. Gano CAR,K15,7,232,296,254.9,17.7,337.0,+70.0
268,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR94,10,169,377,257.4,45.7,243.0,-25.0
269,,Aldrick RosasA. Rosas NYG,K16,11,188,339,266.3,23.8,245.0,-24.0
270,,Keelan ColeK. Cole JAC,WR95,10,208,340,262.3,31.5,319.0,+49.0
271,,Chris ConleyC. Conley JAC,WR96,10,183,376,267.4,42.0,340.0,+69.0
272,,Ryan FitzpatrickR. Fitzpatrick MIA,QB32,5,167,328,259.4,36.4,273.0,+1.0
273,,Chris BoswellC. Boswell PIT,K17,7,182,305,274.5,22.4,329.0,+56.0
274,,Dan BaileyD. Bailey MIN,K18,12,231,305,271.2,18.4,214.0,-60.0
275,,Ryan SuccopR. Succop TEN,K19,11,184,308,275.9,18.7,262.0,-13.0
276,,Atlanta (ATL)ATL DST,DST22,9,183,354,269.3,28.3,252.0,-24.0
277,,Darwin ThompsonD. Thompson KC,RB76,12,128,381,238.7,68.9,189.0,-88.0
278,,Josh RosenJ. Rosen MIA,QB33,5,178,334,278.9,42.5,271.0,-7.0
279,,Benny Snell Jr.B. Snell PIT,RB77,7,172,382,272.5,45.1,228.0,-51.0
Tier 13,
280,,Taywan TaylorT. Taylor TEN,WR97,11,196,368,269.8,41.0,371.0,+91.0
281,,Chris HoganC. Hogan CAR,WR98,7,185,367,279.9,41.3,304.0,+23.0
282,,Demaryius ThomasD. Thomas NE,WR99,10,148,379,266.1,54.8,248.0,-34.0
283,,Corey ClementC. Clement PHI,RB78,10,189,333,274.9,35.5,339.0,+56.0
284,,Miles BoykinM. Boykin BAL,WR100,8,132,345,248.8,51.9,290.0,+6.0
285,,Josh LamboJ. Lambo JAC,K20,10,168,353,289.7,24.3,360.0,+75.0
286,,Nick VannettN. Vannett SEA,TE33,11,173,378,275.2,37.7,467.0,+181.0
287,,Brandon McManusB. McManus DEN,K21,10,186,339,287.5,17.2,332.0,+45.0
288,,Breshad PerrimanB. Perriman TB,WR101,7,148,374,285.1,46.1,385.0,+97.0
289,,Tony PollardT. Pollard DAL,RB79,8,148,313,214.2,47.6,219.0,-70.0
