Rank,WSID,Wide Receivers (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Michael ThomasM. Thomas NO,,1,1,1.0,0.0
2,,DeAndre HopkinsD. Hopkins HOU,,2,6,2.8,1.0
3,,Davante AdamsD. Adams GB,,2,7,3.7,1.0
4,,Tyreek HillT. Hill KC,,2,6,3.9,1.6
Tier 2,
5,,Julio JonesJ. Jones ATL,,2,8,4.6,1.0
6,,Chris GodwinC. Godwin TB,,3,9,5.5,1.1
7,,Mike EvansM. Evans TB,,4,10,6.9,1.0
8,,Amari CooperA. Cooper DAL,,7,14,8.9,1.4
9,,Kenny GolladayK. Golladay DET,,7,14,9.2,1.3
Tier 3,
10,,D.J. MooreD. Moore CAR,,7,23,11.1,1.8
11,,Odell Beckham Jr.O. Beckham CLE,,6,22,12.1,2.3
12,,Allen RobinsonA. Robinson CHI,,8,25,12.8,1.7
13,,Keenan AllenK. Allen LAC,,7,20,13.8,2.4
14,,A.J. BrownA. Brown TEN,,7,22,14.3,2.1
15,,Courtland SuttonC. Sutton DEN,,10,28,14.6,2.5
16,,DeVante ParkerD. Parker MIA,,9,27,15.7,2.6
17,,Stefon DiggsS. Diggs MIN,,11,31,16.8,2.3
Tier 4,
18,,JuJu Smith-SchusterJ. Smith-Schuster PIT,,10,31,18.2,4.4
19,,Cooper KuppC. Kupp LAR,,13,35,19.8,3.2
20,,Robert WoodsR. Woods LAR,,15,35,22.1,2.7
21,,D.J. CharkD. Chark JAC,,17,33,22.1,3.0
22,,Calvin RidleyC. Ridley ATL,,16,34,23.1,2.9
23,,Julian EdelmanJ. Edelman NE,,17,34,23.3,3.4
24,,Tyler LockettT. Lockett SEA,,16,33,23.7,2.8
25,,Adam ThielenA. Thielen MIN,,16,36,25.1,4.0
26,,T.Y. HiltonT. Hilton IND,,16,35,25.1,3.8
27,,D.K. MetcalfD. Metcalf SEA,,21,42,25.8,2.6
28,,Jarvis LandryJ. Landry CLE,,20,33,27.0,2.5
Tier 5,
29,,Terry McLaurinT. McLaurin WAS,,15,31,28.2,2.7
30,,A.J. GreenA. Green CIN,,10,42,29.2,5.4
31,,John BrownJ. Brown BUF,,24,51,31.3,2.8
32,,Deebo SamuelD. Samuel SF,,21,44,31.6,3.3
33,,Michael GallupM. Gallup DAL,,24,38,32.8,2.5
34,,Tyler BoydT. Boyd CIN,,27,42,33.2,2.6
35,,Christian KirkC. Kirk ARI,,24,45,34.4,3.1
36,,Marquise BrownM. Brown BAL,,29,46,37.1,2.4
37,,Sterling ShepardS. Shepard NYG,,34,49,37.8,2.3
38,,Mike WilliamsM. Williams LAC,,34,42,38.6,1.6
39,,Robby AndersonR. Anderson NYJ,,35,51,40.2,2.2
Tier 6,
40,,Emmanuel SandersE. Sanders SF,,35,49,41.6,3.1
41,,Alshon JefferyA. Jeffery PHI,,34,53,41.7,3.2
42,,Marvin JonesM. Jones DET,,30,58,43.4,3.5
43,,Anthony MillerA. Miller CHI,,34,50,43.4,2.1
44,,Will FullerW. Fuller HOU,,37,55,44.5,4.0
45,,Darius SlaytonD. Slayton NYG,,37,57,45.0,4.5
46,,Curtis SamuelC. Samuel CAR,,41,54,47.3,2.4
47,,Brandin CooksB. Cooks LAR,,38,60,48.0,5.6
48,,Preston WilliamsP. Williams MIA,,28,58,48.2,3.8
49,,Diontae JohnsonD. Johnson PIT,,42,57,49.2,3.8
50,,Jamison CrowderJ. Crowder NYJ,,33,60,49.8,2.1
51,,Golden TateG. Tate NYG,,36,60,50.9,2.5
52,,DeSean JacksonD. Jackson PHI,,38,76,53.1,3.9
53,,John RossJ. Ross CIN,,41,62,54.3,3.4
54,,N'Keal HarryN. Harry NE,,43,73,55.6,3.5
55,,Sammy WatkinsS. Watkins KC,,49,67,55.6,3.2
56,,Dede WestbrookD. Westbrook JAC,,41,67,56.1,3.7
57,,Tyrell WilliamsT. Williams OAK,,45,67,56.4,2.9
Tier 7,
58,,Mecole HardmanM. Hardman KC,,52,75,59.4,4.2
59,,Breshad PerrimanB. Perriman TB,,41,110,59.6,5.0
60,,Corey DavisC. Davis TEN,,46,68,59.6,4.0
61,,Cole BeasleyC. Beasley BUF,,50,78,60.2,2.4
62,,Hunter RenfrowH. Renfrow OAK,,49,81,62.3,4.8
63,,James WashingtonJ. Washington PIT,,47,67,63.2,2.6
64,,Larry FitzgeraldL. Fitzgerald ARI,,49,71,63.9,3.2
65,,Parris CampbellP. Campbell IND,,58,76,64.4,2.5
66,,Kenny StillsK. Stills HOU,,52,75,68.2,2.5
67,,Mohamed SanuM. Sanu NE,,59,88,68.4,5.9
68,,Randall CobbR. Cobb DAL,,62,77,68.7,2.5
69,,Andy IsabellaA. Isabella ARI,,57,78,71.2,3.3
70,,Albert WilsonA. Wilson MIA,,64,95,74.8,6.2
71,,Chris ConleyC. Conley JAC,,59,78,70.6,3.1
72,,Taylor GabrielT. Gabriel CHI,,68,88,75.0,4.9
73,,Allen LazardA. Lazard GB,,63,103,75.1,7.6
74,,Tre'Quan SmithT. Smith NO,,54,87,75.5,5.6
75,,Danny AmendolaD. Amendola DET,,68,108,76.8,10.3
Tier 8,
76,,Devin FunchessD. Funchess IND,,70,107,80.1,8.7
77,,Nelson AgholorN. Agholor PHI,,69,100,80.5,7.1
78,,Auden TateA. Tate CIN,,65,91,79.6,5.5
79,,DaeSean HamiltonD. Hamilton DEN,,70,129,86.6,14.0
80,,David MooreD. Moore SEA,,79,104,88.3,8.6
81,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,,79,134,88.9,12.0
82,,Willie SneadW. Snead BAL,,78,138,90.1,12.7
83,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,,80,105,90.2,7.4
84,,Demaryius ThomasD. Thomas NYJ,,83,106,91.0,7.2
85,,Miles BoykinM. Boykin BAL,,74,104,91.1,7.4
86,,Jakobi MeyersJ. Meyers NE,,73,102,86.1,5.5
87,,Antonio BrownA. Brown FA,,21,82,53.3,19.5
88,,Jalen HurdJ. Hurd SF,,61,115,92.7,8.9
89,,Kelvin HarmonK. Harmon WAS,,72,127,86.9,12.2
90,,Demarcus RobinsonD. Robinson KC,,78,124,94.7,9.7
91,,Keke CouteeK. Coutee HOU,,73,109,89.3,8.3
92,,Adam HumphriesA. Humphries TEN,,79,100,89.9,5.1
93,,Phillip DorsettP. Dorsett NE,,78,105,91.2,5.4
94,,Josh ReynoldsJ. Reynolds LAR,,83,117,95.5,8.3
95,,Keelan ColeK. Cole JAC,,77,109,97.2,4.2
96,,Zach PascalZ. Pascal IND,,77,99,91.8,6.1
97,,Geronimo AllisonG. Allison GB,,82,176,101.6,19.7
98,,Ted GinnT. Ginn NO,,90,128,101.8,8.5
99,,Greg WardG. Ward PHI,,69,132,91.9,14.7
100,,Steven SimsS. Sims WAS,,68,109,94.4,13.4
101,,Paul Richardson Jr.P. Richardson WAS,,94,133,104.3,8.8
102,,Russell GageR. Gage ATL,,75,107,98.7,6.5
103,,Dante PettisD. Pettis SF,,59,133,105.5,9.7
104,,Marquise GoodwinM. Goodwin SF,,81,124,107.3,7.2
105,,Zay JonesZ. Jones OAK,,86,145,109.1,13.2
Tier 9,
106,,Kendrick BourneK. Bourne SF,,90,129,104.8,7.5
107,,Justin WatsonJ. Watson TB,,81,126,105.3,8.9
108,,Quincy EnunwaQ. Enunwa NYJ,,84,116,106.7,7.3
109,,KeeSean JohnsonK. Johnson ARI,,77,125,109.1,8.2
110,,Josh GordonJ. Gordon SEA,,65,112,105.3,7.9
111,,Damiere ByrdD. Byrd ARI,,81,179,116.7,26.4
Tier 10,
112,,Allen HurnsA. Hurns MIA,,96,114,103.8,6.4
113,,Tajae SharpeT. Sharpe TEN,,89,120,104.4,11.4
114,,Rashard HigginsR. Higgins CLE,,92,175,121.3,24.9
115,,Trey QuinnT. Quinn WAS,,89,188,127.0,29.2
