Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,12,1,1,1.0,0.0,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,10,2,5,2.6,0.7,2.0,0.0
3,,George KittleG. Kittle SF,4,2,4,2.6,0.5,3.0,0.0
Tier 3,
4,,O.J. HowardO. Howard TB,7,2,8,4.9,1.0,4.0,0.0
5,,Hunter HenryH. Henry LAC,12,2,11,5.5,1.1,7.0,+2.0
6,,Evan EngramE. Engram NYG,11,4,9,6.1,1.4,6.0,0.0
7,,Eric EbronE. Ebron IND,6,5,13,7.8,1.2,5.0,-2.0
8,,Jared CookJ. Cook NO,9,3,14,8.0,2.6,8.0,0.0
9,,David NjokuD. Njoku CLE,7,2,13,8.4,1.8,9.0,0.0
Tier 4,
10,,Delanie WalkerD. Walker TEN,11,7,29,11.8,2.2,16.0,+6.0
11,,Chris Herndon IVC. Herndon NYJ,4,9,21,12.7,2.9,15.0,+4.0
12,,Austin HooperA. Hooper ATL,9,6,23,13.7,3.0,10.0,-2.0
13,,Trey BurtonT. Burton CHI,6,7,21,13.9,3.3,12.0,-1.0
14,,Vance McDonaldV. McDonald PIT,7,6,23,15.5,3.7,11.0,-3.0
15,,Greg OlsenG. Olsen CAR,7,11,24,17.2,3.3,21.0,+6.0
16,,Jordan ReedJ. Reed WAS,10,10,27,17.3,3.2,19.0,+3.0
17,,Jack DoyleJ. Doyle IND,6,8,23,14.9,3.5,18.0,+1.0
18,,Kyle RudolphK. Rudolph MIN,12,11,28,17.9,3.3,13.0,-5.0
Tier 5,
19,,Jimmy GrahamJ. Graham GB,11,13,33,20.1,3.8,20.0,+1.0
20,,Mike GesickiM. Gesicki MIA,5,13,28,22.2,2.9,28.0,+8.0
21,,Dallas GoedertD. Goedert PHI,10,12,27,21.5,3.1,23.0,+2.0
22,,Gerald EverettG. Everett LAR,9,14,37,24.4,4.3,29.0,+7.0
23,,Mark AndrewsM. Andrews BAL,8,15,35,25.0,4.0,26.0,+3.0
24,,Tyler EifertT. Eifert CIN,9,17,32,25.6,4.0,27.0,+3.0
25,,Hayden HurstH. Hurst BAL,8,18,39,26.8,4.3,33.0,+8.0
26,,Cameron BrateC. Brate TB,7,24,38,27.1,3.5,35.0,+9.0
Tier 6,
27,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,10,12,41,26.9,6.8,22.0,-5.0
28,,Ian ThomasI. Thomas CAR,7,23,36,28.5,3.2,24.0,-4.0
29,,Ricky Seals-JonesR. Seals-Jones ARI,12,18,33,29.3,2.4,37.0,+8.0
30,,Noah FantN. Fant DEN,10,13,36,24.3,6.6,17.0,-13.0
31,,T.J. HockensonT. Hockenson DET,5,8,62,26.6,12.0,14.0,-17.0
32,,Nick VannettN. Vannett SEA,11,28,46,33.3,4.5,54.0,+22.0
33,,Jake ButtJ. Butt DEN,10,28,45,33.1,4.0,60.0,+27.0
34,,Jonnu SmithJ. Smith TEN,11,26,40,34.9,3.3,36.0,+2.0
35,,Charles ClayC. Clay ARI,12,30,48,35.1,4.4,43.0,+8.0
36,,Luke WillsonL. Willson OAK,6,31,42,35.8,2.5,,
Tier 7,
37,,Jason WittenJ. Witten DAL,8,18,45,36.0,7.4,32.0,-5.0
38,,C.J. UzomahC. Uzomah CIN,9,15,51,36.0,8.8,38.0,0.0
39,,Jesse JamesJ. James DET,5,17,52,39.5,7.7,34.0,-5.0
40,,Blake JarwinB. Jarwin DAL,8,26,44,38.1,4.2,48.0,+8.0
41,,Jordan ThomasJ. Thomas HOU,10,28,58,42.8,6.0,61.0,+20.0
42,,Tyler HigbeeT. Higbee LAR,9,36,53,44.0,3.8,63.0,+21.0
43,,Adam ShaheenA. Shaheen CHI,6,22,56,41.1,6.3,39.0,-4.0
44,,Will DisslyW. Dissly SEA,11,25,48,38.4,5.2,46.0,+2.0
45,,Irv Smith Jr.I. Smith MIN,12,34,42,38.5,3.0,25.0,-20.0
46,,Jace SternbergerJ. Sternberger GB,11,21,64,40.9,12.0,30.0,-16.0
47,,Jaylen SamuelsJ. Samuels PIT,7,11,37,24.5,10.1,,
48,,Rob GronkowskiR. Gronkowski FA,,9,42,20.3,15.3,31.0,-17.0
Tier 8,
49,,Josh HillJ. Hill NO,9,37,60,47.8,6.7,58.0,+9.0
50,,Geoff SwaimG. Swaim JAC,10,33,46,39.5,5.6,57.0,+7.0
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
51,,Vernon DavisV. Davis WAS,10,44,60,50.3,5.0,51.0,0.0
52,,Ryan GriffinR. Griffin HOU,10,43,50,46.3,2.6,,
53,,Tyler KroftT. Kroft BUF,6,44,46,45.0,0.8,42.0,-11.0
54,,Jeff HeuermanJ. Heuerman DEN,10,39,50,44.5,5.5,41.0,-13.0
55,,Demetrius HarrisD. Harris CLE,7,46,50,48.0,2.0,56.0,+1.0
56,,Matt LaCosseM. LaCosse NE,10,37,62,49.5,12.5,52.0,-4.0
57,,Jason CroomJ. Croom BUF,6,50,71,58.3,9.1,59.0,+2.0
58,,Dan ArnoldD. Arnold NO,9,49,59,54.0,5.0,50.0,-8.0
59,,Ed DicksonE. Dickson SEA,11,55,61,58.0,3.0,,
60,,Jordan AkinsJ. Akins HOU,10,46,74,60.0,14.0,68.0,+8.0
Tier 9,
61,,Foster MoreauF. Moreau OAK,6,54,66,60.0,6.0,,
62,,Anthony FirkserA. Firkser TEN,11,51,73,62.0,11.0,62.0,0.0
63,,Virgil GreenV. Green LAC,12,58,67,62.5,4.5,,
64,,Michael RobertsM. Roberts DET,5,61,65,63.0,2.0,49.0,-15.0
65,,Jordan LeggettJ. Leggett NYJ,4,56,72,64.0,8.0,,
66,,Jeremy SprinkleJ. Sprinkle WAS,10,57,71,64.0,7.0,,
67,,Garrett CelekG. Celek SF,4,57,76,66.5,9.5,,
68,,Mo Alie-CoxM. Alie-Cox IND,6,67,69,68.0,1.0,,
69,,Nick O'LearyN. O'Leary MIA,5,64,78,71.0,7.0,,
