Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,2,1.0,0.0,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,2,14,3.5,1.6,3.0,+1.0
3,,Los Angeles (LAR)LAR DST,9,2,14,3.6,1.6,2.0,-1.0
Tier 2,
4,,Baltimore (BAL)BAL DST,8,2,15,4.8,3.3,4.0,0.0
5,,Minnesota (MIN)MIN DST,12,2,14,5.7,1.9,6.0,+1.0
6,,Los Angeles (LAC)LAC DST,12,2,17,6.1,3.0,5.0,-1.0
7,,Houston (HOU)HOU DST,10,3,22,7.2,2.7,7.0,0.0
Tier 3,
8,,New Orleans (NO)NO DST,9,3,17,9.5,2.3,10.0,+2.0
9,,Cleveland (CLE)CLE DST,7,6,26,9.7,2.7,8.0,-1.0
10,,Denver (DEN)DEN DST,10,7,21,10.7,2.4,11.0,+1.0
11,,New England (NE)NE DST,10,6,17,12.4,2.5,12.0,+1.0
12,,Dallas (DAL)DAL DST,8,4,24,13.2,3.0,14.0,+2.0
13,,Buffalo (BUF)BUF DST,6,5,28,13.2,4.2,18.0,+5.0
Tier 4,
14,,Philadelphia (PHI)PHI DST,10,5,27,14.7,3.3,13.0,-1.0
15,,Seattle (SEA)SEA DST,11,8,21,15.3,2.5,16.0,+1.0
16,,Pittsburgh (PIT)PIT DST,7,1,29,16.3,4.0,17.0,+1.0
17,,Tennessee (TEN)TEN DST,11,11,28,17.3,3.5,21.0,+4.0
18,,Kansas City (KC)KC DST,12,4,25,18.1,4.6,9.0,-9.0
19,,Indianapolis (IND)IND DST,6,4,31,18.2,4.6,15.0,-4.0
20,,Green Bay (GB)GB DST,11,8,26,19.8,4.0,23.0,+3.0
21,,Carolina (CAR)CAR DST,7,13,30,20.8,3.5,20.0,-1.0
22,,Atlanta (ATL)ATL DST,9,10,31,21.2,4.0,24.0,+2.0
Tier 5,
23,,New York (NYJ)NYJ DST,4,8,30,22.4,4.3,19.0,-4.0
24,,Washington (WAS)WAS DST,10,10,32,23.6,4.1,26.0,+2.0
25,,Arizona (ARI)ARI DST,12,11,28,23.5,3.1,27.0,+2.0
26,,San Francisco (SF)SF DST,4,8,32,25.5,4.8,22.0,-4.0
27,,Detroit (DET)DET DST,5,9,30,25.4,1.9,25.0,-2.0
28,,New York (NYG)NYG DST,11,19,32,27.3,2.3,28.0,0.0
29,,Miami (MIA)MIA DST,5,8,31,27.6,4.0,30.0,+1.0
30,,Tampa Bay (TB)TB DST,7,20,32,29.4,2.1,31.0,+1.0
31,,Cincinnati (CIN)CIN DST,9,24,32,29.7,1.3,32.0,+1.0
32,,Oakland (OAK)OAK DST,6,20,32,30.3,2.6,29.0,-3.0
