Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,2,1.1,0.3,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,5,2.6,1.2,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,5,3.2,0.7,4.0,+1.0
4,,Stephen GostkowskiS. Gostkowski NE,10,2,6,4.0,0.8,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,2,13,4.7,1.3,5.0,0.0
Tier 2,
6,,Ka'imi FairbairnK. Fairbairn FA,,4,19,6.6,2.6,3.0,-3.0
7,,Mason CrosbyM. Crosby GB,11,6,15,9.1,2.3,10.0,+3.0
8,,Matt PraterM. Prater DET,5,7,20,9.6,2.1,17.0,+9.0
9,,Brett MaherB. Maher DAL,8,6,14,9.8,2.4,8.0,-1.0
10,,Jake ElliottJ. Elliott PHI,10,8,16,9.8,0.9,9.0,-1.0
11,,Robbie GouldR. Gould SF,4,7,22,10.8,2.1,7.0,-4.0
12,,Michael BadgleyM. Badgley LAC,12,7,18,10.9,2.0,16.0,+4.0
Tier 3,
13,,Adam VinatieriA. Vinatieri IND,6,7,25,13.1,1.8,11.0,-2.0
14,,Jason MyersJ. Myers SEA,11,11,31,15.5,3.2,12.0,-2.0
15,,Aldrick RosasA. Rosas NYG,11,6,32,15.7,2.5,13.0,-2.0
16,,Graham GanoG. Gano CAR,7,6,21,15.2,3.2,,
17,,Dan BaileyD. Bailey MIN,12,14,24,18.1,2.8,19.0,+2.0
18,,Chris BoswellC. Boswell PIT,7,13,22,18.4,1.6,,
19,,Ryan SuccopR. Succop TEN,11,15,23,18.8,1.8,18.0,-1.0
Tier 4,
20,,Brandon McManusB. McManus DEN,10,15,22,20.0,1.1,,
21,,Josh LamboJ. Lambo JAC,10,8,26,21.5,2.4,,
22,,Greg JosephG. Joseph CLE,7,7,25,21.1,2.1,,
23,,Matt BryantM. Bryant FA,,6,24,15.7,5.4,15.0,-8.0
24,,Steven HauschkaS. Hauschka BUF,6,22,29,24.2,1.9,,
25,,Cairo SantosC. Santos TB,7,18,29,25.0,3.1,,
26,,Daniel CarlsonD. Carlson OAK,6,22,28,25.4,2.1,,
Tier 5,
27,,Giorgio TavecchioG. Tavecchio ATL,9,11,30,24.5,4.4,14.0,-13.0
28,,Cody ParkeyC. Parkey FA,,20,29,25.0,3.4,,
29,,Chandler CatanzaroC. Catanzaro NYJ,4,17,32,25.2,6.0,,
30,,Dustin HopkinsD. Hopkins WAS,10,20,29,27.2,1.2,,
31,,Sebastian JanikowskiS. Janikowski FA,,24,28,25.8,1.5,,
32,,Randy BullockR. Bullock CIN,9,23,29,27.0,2.4,,
33,,Jason SandersJ. Sanders MIA,5,28,33,30.5,1.8,,
34,,Zane GonzalezZ. Gonzalez ARI,12,30,33,31.5,1.5,,
