Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
186,,Minnesota (MIN)MIN DST,DST5,12,152,256,169.1,20.4,189.0,+3.0
187,,Antonio CallawayA. Callaway CLE,WR72,7,128,290,200.9,30.8,221.0,+34.0
188,,Los Angeles (LAC)LAC DST,DST6,12,145,259,170.0,20.2,180.0,-8.0
189,,A.J. BrownA. Brown TEN,WR73,11,64,270,190.3,37.8,205.0,+16.0
190,,Zay JonesZ. Jones BUF,WR74,6,99,295,202.8,41.9,190.0,0.0
191,,Kenneth DixonK. Dixon BAL,RB60,8,93,347,190.7,53.2,273.0,+82.0
192,,Giovani BernardG. Bernard CIN,RB61,9,132,310,191.0,36.3,235.0,+43.0
193,,Jaylen SamuelsJ. Samuels PIT,RB62,7,85,272,184.2,40.3,117.0,-76.0
194,,Greg ZuerleinG. Zuerlein LAR,K1,9,171,249,175.0,14.6,144.0,-50.0
195,,Houston (HOU)HOU DST,DST7,10,152,279,175.2,24.7,192.0,-3.0
196,,Deebo SamuelD. Samuel SF,WR75,4,111,302,185.1,40.2,164.0,-32.0
197,,Rex BurkheadR. Burkhead NE,RB63,10,115,321,180.5,43.0,262.0,+65.0
198,,Nick FolesN. Foles JAC,QB28,10,160,313,207.1,27.1,203.0,+5.0
199,,Marquise BrownM. Brown BAL,WR76,8,64,290,187.7,48.3,153.0,-46.0
200,,Tyreek HillT. Hill KC,WR77,12,20,322,158.4,91.8,65.0,-135.0
201,,Gerald EverettG. Everett LAR,TE25,9,153,282,202.9,32.4,247.0,+46.0
202,,Theo RiddickT. Riddick DET,RB64,5,126,334,202.9,42.9,243.0,+41.0
203,,Tyler EifertT. Eifert CIN,TE26,9,133,299,208.3,39.4,200.0,-3.0
204,,Cleveland (CLE)CLE DST,DST8,7,164,260,187.3,22.2,195.0,-9.0
205,,Devin SingletaryD. Singletary BUF,RB65,6,76,356,196.6,54.5,131.0,-74.0
206,,Randall CobbR. Cobb DAL,WR78,8,148,298,214.1,24.1,241.0,+35.0
207,,Justin TuckerJ. Tucker BAL,K2,8,171,252,186.5,17.1,158.0,-49.0
208,,Harrison ButkerH. Butker KC,K3,12,179,264,188.0,13.9,161.0,-47.0
209,,New Orleans (NO)NO DST,DST9,9,152,261,193.0,18.8,209.0,0.0
210,,Stephen GostkowskiS. Gostkowski NE,K4,10,171,263,193.6,14.8,172.0,-38.0
211,,Justice HillJ. Hill BAL,RB66,8,91,393,216.4,64.3,145.0,-66.0
212,,John RossJ. Ross CIN,WR79,9,124,346,213.1,39.7,252.0,+40.0
Tier 10,
213,,Gus EdwardsG. Edwards BAL,RB67,8,112,316,211.5,46.8,224.0,+11.0
214,,Nelson AgholorN. Agholor PHI,WR80,10,156,304,224.0,22.8,231.0,+17.0
215,,Denver (DEN)DEN DST,DST10,10,165,262,204.3,17.1,207.0,-8.0
216,,Ted GinnT. Ginn NO,WR81,9,113,350,228.9,34.2,257.0,+41.0
217,,Andy IsabellaA. Isabella ARI,WR82,12,99,301,210.8,43.4,163.0,-54.0
218,,Josh DoctsonJ. Doctson WAS,WR83,10,124,304,223.8,28.4,271.0,+53.0
219,,Wil LutzW. Lutz NO,K5,9,183,265,204.1,14.5,167.0,-52.0
220,,D.J. CharkD. Chark JAC,WR84,10,73,271,228.0,25.9,239.0,+19.0
221,,Frank GoreF. Gore BUF,RB68,6,143,331,228.8,40.3,304.0,+83.0
222,,Chase EdmondsC. Edmonds ARI,RB69,12,156,280,225.3,29.6,238.0,+16.0
223,,New England (NE)NE DST,DST11,10,164,234,211.2,13.7,214.0,-9.0
224,,Paul RichardsonP. Richardson WAS,WR85,10,141,339,229.6,38.5,298.0,+74.0
225,,Buffalo (BUF)BUF DST,DST12,6,164,314,216.1,27.2,233.0,+8.0
226,,Cameron BrateC. Brate TB,TE27,7,163,349,235.7,39.7,268.0,+42.0
227,,Dallas (DAL)DAL DST,DST13,8,159,307,217.5,21.4,211.0,-16.0
228,,T.J. YeldonT. Yeldon BUF,RB70,6,134,310,218.2,36.5,210.0,-18.0
229,,Hayden HurstH. Hurst BAL,TE28,8,163,373,236.0,41.5,279.0,+50.0
230,,Willie SneadW. Snead BAL,WR86,8,137,301,236.4,26.4,325.0,+95.0
231,,Mason CrosbyM. Crosby GB,K6,11,212,266,223.0,11.9,193.0,-38.0
232,,Joe FlaccoJ. Flacco DEN,QB29,10,178,333,248.6,27.4,218.0,-14.0
233,,Pittsburgh (PIT)PIT DST,DST14,7,140,279,232.6,24.0,292.0,+59.0
234,,Equanimeous St. BrownE. St. GB,WR87,11,148,311,233.7,34.4,272.0,+38.0
235,,Jake ElliottJ. Elliott PHI,K7,10,204,268,226.8,8.4,185.0,-50.0
236,,Seattle (SEA)SEA DST,DST15,11,176,318,227.2,20.9,267.0,+31.0
237,,Philadelphia (PHI)PHI DST,DST16,10,164,266,228.0,15.1,220.0,-17.0
238,,Eli ManningE. Manning NYG,QB30,11,183,284,250.1,23.4,234.0,-4.0
239,,Ricky Seals-JonesR. Seals-Jones ARI,TE29,12,139,343,238.1,32.9,276.0,+37.0
240,,Brett MaherB. Maher DAL,K8,8,215,281,232.0,14.1,236.0,-4.0
241,,Ka'imi FairbairnK. Fairbairn HOU,K9,10,183,327,221.9,26.4,166.0,-75.0
242,,Robbie GouldR. Gould SF,K10,4,214,288,234.6,14.2,179.0,-63.0
243,,Demaryius ThomasD. Thomas NE,WR88,10,155,375,242.3,44.6,230.0,-13.0
244,,Matt PraterM. Prater DET,K11,5,204,309,235.4,21.8,244.0,0.0
245,,Tennessee (TEN)TEN DST,DST17,11,207,278,227.9,15.0,283.0,+38.0
246,,Alexander MattisonA. Mattison MIN,RB71,12,120,316,225.8,57.4,155.0,-91.0
247,,Malcolm BrownM. Brown LAR,RB72,9,143,388,242.4,47.1,246.0,-1.0
248,,Danny AmendolaD. Amendola DET,WR89,5,155,350,250.1,36.9,356.0,+108.0
249,,Trey QuinnT. Quinn WAS,WR90,10,107,379,225.1,52.5,253.0,+4.0
250,,Michael BadgleyM. Badgley LAC,K12,12,215,288,237.8,14.4,237.0,-13.0
251,,Josh ReynoldsJ. Reynolds LAR,WR91,9,196,384,251.7,43.5,331.0,+80.0
252,,Josh RosenJ. Rosen MIA,QB31,5,172,334,258.8,37.0,219.0,-33.0
253,,Adam VinatieriA. Vinatieri IND,K13,6,204,253,239.3,13.2,191.0,-62.0
254,,Indianapolis (IND)IND DST,DST18,6,159,307,244.4,28.1,223.0,-31.0
255,,Kansas City (KC)KC DST,DST19,12,159,326,250.6,35.4,251.0,-4.0
256,,Cole BeasleyC. Beasley BUF,WR92,6,147,301,254.6,35.3,260.0,+4.0
257,,Hakeem ButlerH. Butler ARI,WR93,12,73,349,242.8,48.2,216.0,-41.0
258,,Ian ThomasI. Thomas CAR,TE30,7,166,356,256.6,33.1,240.0,-18.0
259,,Dwayne HaskinsD. Haskins WAS,QB32,10,158,385,265.7,44.4,198.0,-61.0
260,,Justin JacksonJ. Jackson LAC,RB73,12,174,357,256.8,33.3,256.0,-4.0
261,,Keelan ColeK. Cole JAC,WR94,10,110,377,255.2,37.4,277.0,+16.0
262,,Ryquell ArmsteadR. Armstead JAC,RB74,10,115,358,244.8,55.0,174.0,-88.0
263,,Jason MyersJ. Myers SEA,K14,11,195,300,256.6,17.0,254.0,-9.0
264,,Carolina (CAR)CAR DST,DST20,7,185,345,259.5,25.2,305.0,+41.0
265,,Phillip DorsettP. Dorsett NE,WR95,10,151,333,265.8,32.0,265.0,0.0
266,,Aldrick RosasA. Rosas NYG,K15,11,194,330,259.7,23.7,317.0,+51.0
267,,Taywan TaylorT. Taylor TEN,WR96,11,203,369,259.8,43.5,397.0,+130.0
268,,Doug MartinD. Martin OAK,RB75,6,170,364,254.5,37.1,288.0,+20.0
Tier 11,
269,,Josh AdamsJ. Adams PHI,RB76,10,119,361,249.0,48.8,352.0,+83.0
270,,Nick VannettN. Vannett SEA,TE31,11,191,360,267.2,32.1,357.0,+87.0
271,,Graham GanoG. Gano CAR,K16,7,218,292,254.4,15.7,,
272,,Austin Seferian-JenkinsA. Seferian-Jenkins FA,TE32,,133,352,236.4,44.6,258.0,-14.0
273,,Chris HoganC. Hogan CAR,WR97,7,162,361,274.2,32.1,335.0,+62.0
274,,Green Bay (GB)GB DST,DST21,11,159,307,270.5,35.3,334.0,+60.0
275,,Jason WittenJ. Witten DAL,TE33,8,92,305,244.6,42.8,225.0,-50.0
276,,Chris BoswellC. Boswell PIT,K17,7,188,300,275.5,20.3,,
277,,Atlanta (ATL)ATL DST,DST22,9,189,355,267.0,27.3,300.0,+23.0
278,,Dan BaileyD. Bailey MIN,K18,12,233,301,270.3,15.7,245.0,-33.0
279,,Corey ClementC. Clement PHI,RB77,10,186,322,270.4,30.9,336.0,+57.0
280,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR98,10,160,345,260.8,43.4,222.0,-58.0
281,,Spencer WareS. Ware IND,RB78,6,134,386,257.3,34.5,319.0,+38.0
282,,Ryan SuccopR. Succop TEN,K19,11,190,302,277.0,17.7,287.0,+5.0
283,,Devontae BookerD. Booker DEN,RB79,10,170,362,270.8,41.6,340.0,+57.0
284,,Chris ConleyC. Conley JAC,WR99,10,212,375,278.5,35.2,377.0,+93.0
285,,Jordan WilkinsJ. Wilkins IND,RB80,6,193,374,272.5,36.8,363.0,+78.0
286,,Arizona (ARI)ARI DST,DST23,12,165,323,284.6,28.8,354.0,+68.0
287,,Breshad PerrimanB. Perriman TB,WR100,7,191,343,287.8,31.0,348.0,+61.0
288,,Jay AjayiJ. Ajayi FA,RB81,,100,321,237.4,58.6,282.0,-6.0
289,,Josh LamboJ. Lambo JAC,K20,10,181,344,288.8,25.6,,
290,,Charles ClayC. Clay ARI,TE34,12,221,381,283.9,32.8,330.0,+40.0
