Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,San Francisco (SF)SF DST,,1,4,1.6,0.7
2,,Pittsburgh (PIT)PIT DST,,1,3,2.4,0.5
3,,New England (NE)NE DST,,1,8,2.8,1.5
4,,Baltimore (BAL)BAL DST,,2,7,3.9,1.2
Tier 2,
5,,Buffalo (BUF)BUF DST,,4,12,5.6,1.0
6,,Los Angeles (LAR)LAR DST,,4,10,6.0,1.0
7,,Chicago (CHI)CHI DST,,3,20,7.4,2.1
8,,Minnesota (MIN)MIN DST,,6,15,8.0,1.1
Tier 3,
9,,Kansas City (KC)KC DST,,5,22,9.8,2.2
10,,New York (NYJ)NYJ DST,,5,15,9.9,1.4
11,,New Orleans (NO)NO DST,,9,13,10.3,1.0
12,,Los Angeles (LAC)LAC DST,,7,27,13.3,4.1
13,,Seattle (SEA)SEA DST,,11,22,13.6,1.7
14,,Denver (DEN)DEN DST,,10,18,14.0,1.3
Tier 4,
15,,Philadelphia (PHI)PHI DST,,12,17,15.9,0.8
16,,Tennessee (TEN)TEN DST,,11,23,16.1,2.6
17,,Green Bay (GB)GB DST,,14,20,16.3,1.4
18,,Cleveland (CLE)CLE DST,,10,24,18.5,1.5
19,,Indianapolis (IND)IND DST,,14,24,18.8,2.8
20,,Dallas (DAL)DAL DST,,16,20,18.9,1.3
21,,Jacksonville (JAC)JAC DST,,14,24,20.8,1.6
22,,Houston (HOU)HOU DST,,13,25,21.3,2.1
Tier 5,
23,,Tampa Bay (TB)TB DST,,9,30,22.4,5.8
24,,Carolina (CAR)CAR DST,,21,28,24.5,1.4
25,,Atlanta (ATL)ATL DST,,19,27,25.3,1.1
26,,Washington (WAS)WAS DST,,20,29,25.6,1.3
27,,Detroit (DET)DET DST,,23,30,27.3,1.1
28,,Oakland (OAK)OAK DST,,22,32,28.0,1.8
29,,New York (NYG)NYG DST,,23,30,28.2,1.3
30,,Arizona (ARI)ARI DST,,26,31,30.2,0.7
31,,Cincinnati (CIN)CIN DST,,29,31,30.8,0.4
32,,Miami (MIA)MIA DST,,29,32,32.0,0.0
