Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
79,,Corey DavisC. Davis TEN,WR34,11,43,131,81.7,16.0,85.0,+6.0
80,,Sammy WatkinsS. Watkins KC,WR35,12,42,136,84.2,13.5,79.0,-1.0
81,,Curtis SamuelC. Samuel CAR,WR36,7,53,202,85.9,16.1,95.0,+14.0
82,,Jared CookJ. Cook NO,TE7,9,9,180,86.0,20.4,73.0,-9.0
83,,Will FullerW. Fuller HOU,WR37,10,52,166,86.6,13.8,80.0,-3.0
84,,Devin SingletaryD. Singletary BUF,RB35,6,57,187,86.6,26.7,105.0,+21.0
85,,Sterling ShepardS. Shepard NYG,WR38,11,56,137,88.1,15.2,82.0,-3.0
86,,Rashaad PennyR. Penny SEA,RB36,11,60,198,88.5,18.5,96.0,+10.0
87,,Carson WentzC. Wentz PHI,QB6,10,56,271,91.1,14.8,77.0,-10.0
88,,Marvin JonesM. Jones DET,WR39,5,62,158,91.4,13.2,97.0,+9.0
89,,Matt BreidaM. Breida SF,RB37,4,42,223,92.3,28.5,100.0,+11.0
90,,Royce FreemanR. Freeman DEN,RB38,10,60,166,92.7,18.5,103.0,+13.0
91,,Cam NewtonC. Newton CAR,QB7,7,52,273,92.9,14.3,93.0,+2.0
92,,Vance McDonaldV. McDonald PIT,TE8,7,55,235,94.2,27.0,83.0,-9.0
93,,Larry FitzgeraldL. Fitzgerald ARI,WR40,12,53,147,94.9,16.9,101.0,+8.0
94,,Russell WilsonR. Wilson SEA,QB8,11,54,274,96.0,15.5,88.0,-6.0
95,,Dante PettisD. Pettis SF,WR41,4,47,154,97.1,17.0,108.0,+13.0
96,,David NjokuD. Njoku CLE,TE9,7,48,180,98.6,21.7,87.0,-9.0
97,,LeSean McCoyL. McCoy KC,RB39,12,40,230,99.2,29.3,102.0,+5.0
Tier 8,
98,,Jordan HowardJ. Howard PHI,RB40,10,60,218,103.7,27.6,91.0,-7.0
99,,Jared GoffJ. Goff LAR,QB9,9,62,276,104.4,14.6,92.0,-7.0
100,,Drew BreesD. Brees NO,QB10,9,36,278,105.2,17.2,81.0,-19.0
101,,Dion LewisD. Lewis TEN,RB41,11,65,199,106.7,19.2,129.0,+28.0
102,,Jameis WinstonJ. Winston TB,QB11,7,59,279,107.7,14.6,117.0,+15.0
103,,Austin HooperA. Hooper ATL,TE10,9,52,211,107.8,22.3,104.0,+1.0
104,,Emmanuel SandersE. Sanders DEN,WR42,10,53,196,106.0,26.4,89.0,-15.0
105,,Courtland SuttonC. Sutton DEN,WR43,10,74,148,109.0,15.8,99.0,-6.0
106,,Geronimo AllisonG. Allison GB,WR44,11,66,163,109.6,17.2,111.0,+5.0
107,,Kalen BallageK. Ballage MIA,RB42,5,62,201,110.2,25.4,124.0,+17.0
108,,Darrell HendersonD. Henderson LAR,RB43,9,37,257,111.9,33.1,98.0,-10.0
109,,Lamar JacksonL. Jackson BAL,QB12,8,62,269,115.8,20.9,119.0,+10.0
110,,Marquez Valdes-ScantlingM. Valdes-Scantling GB,WR45,11,67,233,115.8,22.9,110.0,0.0
111,,Ben RoethlisbergerB. Roethlisberger PIT,QB13,7,63,285,119.1,17.9,109.0,-2.0
112,,Kyler MurrayK. Murray ARI,QB14,12,69,277,117.2,28.8,112.0,0.0
113,,Anthony MillerA. Miller CHI,WR46,6,87,228,121.2,22.6,135.0,+22.0
114,,Dak PrescottD. Prescott DAL,QB15,8,79,275,121.8,18.9,132.0,+18.0
115,,Peyton BarberP. Barber TB,RB44,7,61,201,122.2,26.8,116.0,+1.0
116,,Michael GallupM. Gallup DAL,WR47,8,76,234,122.6,23.0,120.0,+4.0
117,,Delanie WalkerD. Walker TEN,TE11,11,48,325,123.8,32.0,115.0,-2.0
118,,Keke CouteeK. Coutee HOU,WR48,10,73,199,123.1,20.6,142.0,+24.0
119,,DeSean JacksonD. Jackson PHI,WR49,10,77,203,125.7,21.3,130.0,+11.0
120,,Donte MoncriefD. Moncrief PIT,WR50,7,63,241,126.4,27.9,126.0,+6.0
121,,Carlos HydeC. Hyde HOU,RB45,10,75,176,128.6,25.8,166.0,+45.0
122,,Golden TateG. Tate NYG,WR51,11,80,231,127.5,26.1,144.0,+22.0
123,,Jaylen SamuelsJ. Samuels PIT,RB46,7,68,214,128.4,28.1,122.0,-1.0
124,,Jamison CrowderJ. Crowder NYJ,WR52,4,87,218,128.6,26.0,143.0,+19.0
125,,Philip RiversP. Rivers LAC,QB16,12,75,291,131.9,18.4,125.0,0.0
126,,John BrownJ. Brown BUF,WR53,6,58,217,133.2,21.4,150.0,+24.0
127,,Tyrell WilliamsT. Williams OAK,WR54,6,58,263,134.0,31.7,136.0,+9.0
Tier 9,
128,,Adrian PetersonA. Peterson WAS,RB47,10,65,219,132.8,27.9,131.0,+3.0
129,,Ronald Jones IIR. Jones TB,RB48,7,72,250,133.8,35.3,139.0,+10.0
130,,Tom BradyT. Brady NE,QB17,10,85,283,140.0,16.7,106.0,-24.0
131,,Mitch TrubiskyM. Trubisky CHI,QB18,6,86,281,140.9,25.0,153.0,+22.0
132,,Justin JacksonJ. Jackson LAC,RB49,12,72,258,141.8,40.7,134.0,+2.0
133,,Justice HillJ. Hill BAL,RB50,8,60,275,137.2,42.3,152.0,+19.0
134,,Darwin ThompsonD. Thompson KC,RB51,12,75,252,143.1,39.3,121.0,-13.0
135,,James WashingtonJ. Washington PIT,WR55,7,89,271,143.4,34.6,113.0,-22.0
136,,Trey BurtonT. Burton CHI,TE12,6,85,305,145.8,41.0,138.0,+2.0
137,,Kirk CousinsK. Cousins MIN,QB19,12,90,282,144.2,23.6,141.0,+4.0
138,,Josh AllenJ. Allen BUF,QB20,6,85,280,149.7,25.6,169.0,+31.0
139,,Chris ThompsonC. Thompson WAS,RB52,10,75,247,139.1,32.4,225.0,+86.0
140,,Ito SmithI. Smith ATL,RB53,9,78,250,146.1,35.8,156.0,+16.0
141,,DaeSean HamiltonD. Hamilton DEN,WR56,10,97,274,148.9,31.5,214.0,+73.0
142,,Tony PollardT. Pollard DAL,RB54,8,61,331,139.5,50.3,118.0,-24.0
143,,Mark AndrewsM. Andrews BAL,TE13,8,82,314,162.8,56.2,155.0,+12.0
144,,Damien HarrisD. Harris NE,RB55,10,77,263,158.4,37.3,158.0,+14.0
145,,Jimmy GaroppoloJ. Garoppolo SF,QB21,4,100,284,160.9,23.6,163.0,+18.0
146,,Kenny StillsK. Stills HOU,WR57,10,66,297,159.5,36.1,188.0,+42.0
147,,Adam HumphriesA. Humphries TEN,WR58,11,80,358,160.8,39.2,177.0,+30.0
148,,Sam DarnoldS. Darnold NYJ,QB22,4,112,286,165.3,23.7,182.0,+34.0
149,,Jordan ReedJ. Reed WAS,TE14,10,86,321,170.1,47.7,161.0,+12.0
150,,Kyle RudolphK. Rudolph MIN,TE15,12,92,274,168.0,39.6,146.0,-4.0
151,,Eric EbronE. Ebron IND,TE16,6,123,291,174.8,40.1,90.0,-61.0
152,,Giovani BernardG. Bernard CIN,RB56,9,106,237,154.5,25.7,201.0,+49.0
153,,Mohamed SanuM. Sanu ATL,WR59,9,93,265,164.6,35.6,167.0,+14.0
154,,Albert WilsonA. Wilson MIA,WR60,5,81,293,166.5,43.0,207.0,+53.0
155,,C.J. AndersonC. Anderson DET,RB57,5,95,262,164.4,29.3,196.0,+41.0
156,,D.K. MetcalfD. Metcalf SEA,WR61,11,93,308,167.1,39.4,137.0,-19.0
Tier 10,
157,,Alexander MattisonA. Mattison MIN,RB58,12,83,306,164.5,39.2,159.0,+2.0
158,,Kareem HuntK. Hunt CLE,RB59,7,77,254,167.5,42.6,107.0,-51.0
159,,Marquise GoodwinM. Goodwin SF,WR62,4,121,372,175.0,46.0,187.0,+28.0
160,,Nyheim HinesN. Hines IND,RB60,6,161,223,184.6,20.7,133.0,-27.0
161,,Tre'Quan SmithT. Smith NO,WR63,9,87,277,176.9,31.3,186.0,+25.0
162,,Jacoby BrissettJ. Brissett IND,QB23,6,143,248,189.2,23.0,229.0,+67.0
163,,Jimmy GrahamJ. Graham GB,TE17,11,52,291,187.8,47.7,160.0,-3.0
164,,Devante ParkerD. Parker MIA,WR64,5,88,276,175.5,37.7,232.0,+68.0
165,,Matthew StaffordM. Stafford DET,QB24,5,123,292,181.7,24.8,180.0,+15.0
166,,Jalen RichardJ. Richard OAK,RB61,6,97,263,169.0,35.5,191.0,+25.0
167,,Deebo SamuelD. Samuel SF,WR65,4,81,285,176.3,45.0,179.0,+12.0
168,,Greg OlsenG. Olsen CAR,TE18,7,86,394,187.7,48.3,147.0,-21.0
169,,Mike DavisM. Davis CHI,RB62,6,83,298,178.1,31.8,236.0,+67.0
170,,Jamaal WilliamsJ. Williams GB,RB63,11,77,249,170.5,35.2,231.0,+61.0
171,,Quincy EnunwaQ. Enunwa NYJ,WR66,4,93,328,182.5,39.5,264.0,+93.0
172,,Chicago (CHI)CHI DST,DST1,6,125,228,166.7,11.5,86.0,-86.0
173,,Derek CarrD. Carr OAK,QB25,6,129,293,188.5,25.0,172.0,-1.0
174,,Jacksonville (JAC)JAC DST,DST2,10,123,240,171.1,13.4,127.0,-47.0
175,,Los Angeles (LAR)LAR DST,DST3,9,137,230,170.0,9.6,114.0,-61.0
176,,Frank GoreF. Gore BUF,RB64,6,95,252,178.9,38.7,216.0,+40.0
177,,Chase EdmondsC. Edmonds ARI,RB65,12,106,255,186.4,34.5,257.0,+80.0
178,,Minnesota (MIN)MIN DST,DST4,12,127,235,173.4,10.3,140.0,-38.0
179,,T.J. HockensonT. Hockenson DET,TE19,5,55,352,201.6,60.6,149.0,-30.0
180,,Baltimore (BAL)BAL DST,DST5,8,119,290,176.3,22.1,151.0,-29.0
181,,Malcolm BrownM. Brown LAR,RB66,9,99,252,186.6,35.2,233.0,+52.0
182,,Devin FunchessD. Funchess IND,WR67,6,161,289,203.3,28.5,174.0,-8.0
183,,Los Angeles (LAC)LAC DST,DST6,12,132,347,175.1,21.0,148.0,-35.0
184,,Cleveland (CLE)CLE DST,DST7,7,130,248,175.8,13.2,154.0,-30.0
185,,Andy DaltonA. Dalton CIN,QB26,9,155,290,198.4,21.3,223.0,+38.0
186,,Greg ZuerleinG. Zuerlein LAR,K1,9,136,240,179.9,10.5,123.0,-63.0
187,,New Orleans (NO)NO DST,DST8,9,133,241,179.5,13.4,178.0,-9.0
188,,Harrison ButkerH. Butker KC,K2,12,118,216,181.7,7.9,145.0,-43.0
189,,Justin TuckerJ. Tucker BAL,K3,8,138,281,182.3,14.1,128.0,-61.0
190,,Stephen GostkowskiS. Gostkowski NE,K4,10,140,243,184.6,10.1,162.0,-28.0
191,,Houston (HOU)HOU DST,DST9,10,146,314,182.3,22.4,176.0,-15.0
192,,Denver (DEN)DEN DST,DST10,10,132,290,184.6,20.1,165.0,-27.0
193,,Wil LutzW. Lutz NO,K5,9,157,244,185.4,7.4,157.0,-36.0
194,,Ty MontgomeryT. Montgomery NYJ,RB67,4,103,289,185.4,46.0,211.0,+17.0
195,,New England (NE)NE DST,DST11,10,148,241,188.9,18.6,175.0,-20.0
196,,Chris Herndon IVC. Herndon NYJ,TE20,4,105,360,217.1,47.0,219.0,+23.0
197,,N'Keal HarryN. Harry NE,WR68,10,66,344,190.0,62.5,168.0,-29.0
198,,Nick FolesN. Foles JAC,QB27,10,146,365,210.3,27.7,199.0,+1.0
199,,Zay JonesZ. Jones BUF,WR69,6,117,326,204.0,44.9,240.0,+41.0
200,,Ka'imi FairbairnK. Fairbairn HOU,K6,10,143,326,192.2,24.5,173.0,-27.0
201,,Marquise BrownM. Brown BAL,WR70,8,81,322,205.5,46.0,184.0,-17.0
202,,Trey QuinnT. Quinn WAS,WR71,10,103,349,201.8,51.2,276.0,+74.0
Tier 11,
203,,Mason CrosbyM. Crosby GB,K7,11,159,278,193.3,17.4,204.0,+1.0
204,,Buffalo (BUF)BUF DST,DST12,6,151,330,193.2,28.5,202.0,-2.0
205,,Marcus MariotaM. Mariota TEN,QB28,11,112,289,215.8,23.0,209.0,+4.0
206,,Jake ElliottJ. Elliott PHI,K8,10,160,273,193.3,15.1,203.0,-3.0
207,,Noah FantN. Fant DEN,TE21,10,82,348,227.4,52.6,190.0,-17.0
208,,Jack DoyleJ. Doyle IND,TE22,6,192,354,226.7,29.3,181.0,-27.0
209,,Mecole HardmanM. Hardman KC,WR72,12,109,349,214.2,47.6,164.0,-45.0
210,,Dallas (DAL)DAL DST,DST13,8,133,313,200.5,29.4,171.0,-39.0
211,,Brett MaherB. Maher DAL,K9,8,161,281,200.9,24.0,193.0,-18.0
212,,Dallas GoedertD. Goedert PHI,TE23,10,109,344,225.2,48.4,198.0,-14.0
213,,Michael BadgleyM. Badgley LAC,K10,12,164,309,205.2,29.1,206.0,-7.0
214,,Philadelphia (PHI)PHI DST,DST14,10,125,313,206.3,24.3,170.0,-44.0
215,,Robbie GouldR. Gould SF,K11,4,163,309,204.3,30.8,183.0,-32.0
216,,Randall CobbR. Cobb DAL,WR73,8,117,328,219.5,38.7,210.0,-6.0
217,,Rex BurkheadR. Burkhead NE,RB68,10,95,272,194.7,35.2,253.0,+36.0
218,,T.J. YeldonT. Yeldon BUF,RB69,6,106,313,201.6,35.8,247.0,+29.0
219,,Matt PraterM. Prater DET,K12,5,162,353,210.3,35.7,213.0,-6.0
220,,Taylor GabrielT. Gabriel CHI,WR74,6,115,340,214.5,42.1,248.0,+28.0
221,,Robert FosterR. Foster BUF,WR75,6,58,351,213.1,61.6,271.0,+50.0
222,,Ted GinnT. Ginn NO,WR76,9,136,346,229.1,40.5,205.0,-17.0
223,,Joe FlaccoJ. Flacco DEN,QB29,10,159,366,231.2,25.4,227.0,+4.0
224,,Ryquell ArmsteadR. Armstead JAC,RB70,10,127,294,209.3,32.1,263.0,+39.0
225,,Parris CampbellP. Campbell IND,WR77,6,191,295,228.0,26.1,226.0,+1.0
226,,Marqise LeeM. Lee JAC,WR78,10,104,349,226.7,45.9,242.0,+16.0
227,,Darren WallerD. Waller OAK,TE24,6,90,334,220.7,62.3,189.0,-38.0
228,,Seattle (SEA)SEA DST,DST15,11,129,318,221.5,31.0,185.0,-43.0
229,,Cole BeasleyC. Beasley BUF,WR79,6,102,349,223.3,57.1,194.0,-35.0
230,,A.J. BrownA. Brown TEN,WR80,11,80,301,223.5,37.2,250.0,+20.0
231,,Gus EdwardsG. Edwards BAL,RB71,8,91,322,211.6,33.3,266.0,+35.0
232,,D.J. CharkD. Chark JAC,WR81,10,81,297,228.5,38.7,313.0,+81.0
233,,Pittsburgh (PIT)PIT DST,DST16,7,168,302,226.1,31.0,200.0,-33.0
234,,Tyler EifertT. Eifert CIN,TE25,9,116,357,248.5,47.3,208.0,-26.0
235,,Eli ManningE. Manning NYG,QB30,11,160,390,243.4,24.8,245.0,+10.0
236,,Andy IsabellaA. Isabella ARI,WR82,12,117,385,233.4,44.4,244.0,+8.0
237,,Rashard HigginsR. Higgins CLE,WR83,7,100,327,233.6,47.2,258.0,+21.0
238,,Nelson AgholorN. Agholor PHI,WR84,10,101,341,233.7,34.7,238.0,0.0
239,,David MooreD. Moore SEA,WR85,11,108,321,229.4,38.0,287.0,+48.0
240,,Tennessee (TEN)TEN DST,DST17,11,173,307,231.6,28.7,217.0,-23.0
241,,Ryan FitzpatrickR. Fitzpatrick MIA,QB31,5,155,409,243.1,26.8,283.0,+42.0
242,,Mike GesickiM. Gesicki MIA,TE26,5,120,351,252.6,45.7,251.0,+9.0
243,,Adam VinatieriA. Vinatieri IND,K13,6,179,342,238.8,37.4,197.0,-46.0
244,,Jason MyersJ. Myers SEA,K14,11,181,324,247.6,35.6,220.0,-24.0
245,,Indianapolis (IND)IND DST,DST18,6,171,313,246.3,38.5,222.0,-23.0
246,,Kansas City (KC)KC DST,DST19,12,170,329,249.3,39.1,192.0,-54.0
Tier 12,
247,,Paul RichardsonP. Richardson WAS,WR86,10,141,376,242.5,45.4,272.0,+25.0
248,,John RossJ. Ross CIN,WR87,9,136,320,238.7,43.4,290.0,+42.0
249,,Dwayne HaskinsD. Haskins WAS,QB32,10,161,395,250.3,28.1,260.0,+11.0
250,,Dare OgunbowaleD. Ogunbowale TB,RB72,7,77,379,177.6,51.4,241.0,-9.0
251,,Case KeenumC. Keenum WAS,QB33,10,162,412,256.7,28.8,320.0,+69.0
252,,Willie SneadW. Snead BAL,WR88,8,111,345,242.7,39.3,262.0,+10.0
253,,Josh RosenJ. Rosen MIA,QB34,5,163,403,255.2,27.6,286.0,+33.0
254,,Danny AmendolaD. Amendola DET,WR89,5,146,390,248.2,42.2,280.0,+26.0
255,,Miles BoykinM. Boykin BAL,WR90,8,114,365,236.2,60.2,267.0,+12.0
256,,Theo RiddickT. Riddick DEN,RB73,10,111,337,219.2,34.1,341.0,+85.0
257,,Gerald EverettG. Everett LAR,TE27,9,126,344,269.5,40.6,289.0,+32.0
258,,Benny Snell Jr.B. Snell PIT,RB74,7,78,336,237.8,31.0,301.0,+43.0
259,,Antonio CallawayA. Callaway CLE,WR91,7,131,368,252.3,49.0,274.0,+15.0
260,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR92,10,121,369,253.7,46.8,252.0,-8.0
261,,Corey ClementC. Clement PHI,RB75,10,155,343,237.8,28.5,434.0,+173.0
262,,Carolina (CAR)CAR DST,DST20,7,173,323,269.0,32.4,230.0,-32.0
263,,Jason WittenJ. Witten DAL,TE28,8,131,354,278.8,44.8,195.0,-68.0
264,,Dexter WilliamsD. Williams GB,RB76,11,129,348,237.2,36.6,339.0,+75.0
265,,Dontrell HilliardD. Hilliard CLE,RB77,7,102,384,220.9,44.1,265.0,0.0
266,,Daniel JonesD. Jones NYG,QB35,11,165,358,258.9,27.0,256.0,-10.0
267,,Atlanta (ATL)ATL DST,DST21,9,174,318,276.1,36.1,239.0,-28.0
268,,Aldrick RosasA. Rosas NYG,K15,11,145,341,271.7,31.1,221.0,-47.0
269,,Green Bay (GB)GB DST,DST22,11,137,330,277.0,39.0,218.0,-51.0
270,,Chris BoswellC. Boswell PIT,K16,7,180,332,278.9,35.0,246.0,-24.0
271,,Terry McLaurinT. McLaurin WAS,WR93,10,100,348,252.7,54.2,358.0,+87.0
272,,Elijah McGuireE. McGuire CLE,RB78,7,77,365,222.5,55.6,407.0,+135.0
273,,Phillip DorsettP. Dorsett NE,WR94,10,163,372,271.0,37.5,259.0,-14.0
274,,Josh ReynoldsJ. Reynolds LAR,WR95,9,188,372,271.6,37.1,376.0,+102.0
275,,Chris ConleyC. Conley JAC,WR96,10,147,364,270.7,40.5,402.0,+127.0
276,,Devontae BookerD. Booker DEN,RB79,10,190,343,249.0,29.1,426.0,+150.0
277,,Keelan ColeK. Cole JAC,WR97,10,88,374,277.3,36.5,340.0,+63.0
278,,Jordan WilkinsJ. Wilkins IND,RB80,6,200,357,256.3,29.9,480.0,+202.0
279,,Wayne GallmanW. Gallman NYG,RB81,11,182,358,255.2,26.8,332.0,+53.0
280,,KeeSean JohnsonK. Johnson ARI,WR98,12,134,374,247.6,56.8,310.0,+30.0
281,,Cameron BrateC. Brate TB,TE29,7,161,390,295.6,40.5,319.0,+38.0
282,,Ian ThomasI. Thomas CAR,TE30,7,182,366,296.6,38.8,278.0,-4.0
283,,Dan BaileyD. Bailey MIN,K17,12,184,342,278.7,37.1,243.0,-40.0
284,,Ryan SuccopR. Succop TEN,K18,11,182,330,288.7,29.0,261.0,-23.0
285,,Breshad PerrimanB. Perriman TB,WR99,7,156,388,282.8,43.0,343.0,+58.0
286,,Brandon McManusB. McManus DEN,K19,10,183,344,294.1,34.0,228.0,-58.0
287,,Alfred BlueA. Blue JAC,RB82,10,168,378,252.2,32.8,321.0,+34.0
288,,Brian HillB. Hill ATL,RB83,9,145,336,238.8,38.8,323.0,+35.0
289,,Jalen HurdJ. Hurd SF,WR100,4,136,390,275.2,47.3,254.0,-35.0
