Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Saquon BarkleyS. Barkley NYG,RB1,11,1,5,1.8,0.9,1.0,0.0
2,,Ezekiel ElliottE. Elliott DAL,RB2,8,1,17,2.2,1.2,3.0,+1.0
3,,Christian McCaffreyC. McCaffrey CAR,RB3,7,1,6,3.0,1.1,2.0,-1.0
4,,Alvin KamaraA. Kamara NO,RB4,9,1,6,3.4,1.1,4.0,0.0
Tier 2,
5,,DeAndre HopkinsD. Hopkins HOU,WR1,10,5,34,8.2,2.2,5.0,0.0
6,,Travis KelceT. Kelce KC,TE1,12,8,17,8.8,2.0,13.0,+7.0
7,,Davante AdamsD. Adams GB,WR2,11,5,16,8.8,2.0,7.0,0.0
8,,David JohnsonD. Johnson ARI,RB5,12,3,40,8.8,5.5,6.0,-2.0
9,,Julio JonesJ. Jones ATL,WR3,9,5,16,10.4,2.0,11.0,+2.0
10,,Michael ThomasM. Thomas NO,WR4,9,7,28,12.0,2.5,10.0,0.0
11,,Melvin GordonM. Gordon LAC,RB6,12,3,57,12.1,7.3,8.0,-3.0
Tier 3,
12,,Le'Veon BellL. Bell NYJ,RB7,4,5,42,13.8,6.4,9.0,-3.0
13,,Odell Beckham Jr.O. Beckham CLE,WR5,7,7,32,13.8,3.4,14.0,+1.0
14,,Joe MixonJ. Mixon CIN,RB8,9,4,27,14.3,4.8,15.0,+1.0
15,,James ConnerJ. Conner PIT,RB9,7,3,40,15.0,5.4,12.0,-3.0
16,,JuJu Smith-SchusterJ. Smith-Schuster PIT,WR6,7,7,32,15.8,4.8,17.0,+1.0
17,,Todd GurleyT. Gurley LAR,RB10,9,1,59,18.6,9.6,16.0,-1.0
18,,Antonio BrownA. Brown OAK,WR7,6,12,33,19.0,4.3,19.0,+1.0
19,,Dalvin CookD. Cook MIN,RB11,12,5,44,20.2,7.0,18.0,-1.0
20,,Mike EvansM. Evans TB,WR8,7,13,35,21.8,4.1,20.0,0.0
Tier 4,
21,,Nick ChubbN. Chubb CLE,RB12,7,6,63,23.8,10.2,21.0,0.0
22,,George KittleG. Kittle SF,TE2,4,15,53,24.7,4.7,27.0,+5.0
23,,Keenan AllenK. Allen LAC,WR9,12,10,33,26.0,4.2,24.0,+1.0
24,,Zach ErtzZ. Ertz PHI,TE3,10,19,63,26.2,8.0,23.0,-1.0
25,,T.Y. HiltonT. Hilton IND,WR10,6,16,37,27.2,3.7,29.0,+4.0
26,,A.J. GreenA. Green CIN,WR11,9,10,35,29.0,3.7,34.0,+8.0
27,,Amari CooperA. Cooper DAL,WR12,8,13,55,29.6,4.0,30.0,+3.0
