Rank,WSID,Kickers (Team),Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Greg ZuerleinG. Zuerlein LAR,9,1,2,1.1,0.3,1.0,0.0
2,,Justin TuckerJ. Tucker BAL,8,1,5,2.4,1.0,2.0,0.0
3,,Harrison ButkerH. Butker KC,12,2,6,3.4,0.7,3.0,0.0
4,,Stephen GostkowskiS. Gostkowski NE,10,1,6,3.8,1.1,6.0,+2.0
5,,Wil LutzW. Lutz NO,9,2,13,4.8,1.1,4.0,-1.0
Tier 2,
6,,Ka'imi FairbairnK. Fairbairn FA,,3,19,7.4,3.8,5.0,-1.0
7,,Mason CrosbyM. Crosby GB,11,6,15,8.5,2.4,10.0,+3.0
8,,Jake ElliottJ. Elliott PHI,10,7,19,9.7,1.6,11.0,+3.0
9,,Matt PraterM. Prater DET,5,7,20,10.1,3.3,16.0,+7.0
10,,Brett MaherB. Maher DAL,8,7,14,10.2,2.1,9.0,-1.0
11,,Robbie GouldR. Gould SF,4,7,22,10.7,2.2,7.0,-4.0
12,,Michael BadgleyM. Badgley LAC,12,7,18,11.9,2.4,12.0,0.0
Tier 3,
13,,Adam VinatieriA. Vinatieri IND,6,5,25,12.8,2.3,8.0,-5.0
14,,Jason MyersJ. Myers SEA,11,7,31,14.9,3.1,14.0,0.0
15,,Aldrick RosasA. Rosas NYG,11,6,32,15.7,4.4,15.0,0.0
16,,Graham GanoG. Gano CAR,7,6,29,16.0,4.5,23.0,+7.0
17,,Dan BaileyD. Bailey MIN,12,14,28,17.7,3.0,17.0,0.0
18,,Chris BoswellC. Boswell PIT,7,13,24,18.7,2.4,24.0,+6.0
19,,Ryan SuccopR. Succop TEN,11,15,22,19.4,1.6,21.0,+2.0
Tier 4,
20,,Brandon McManusB. McManus DEN,10,14,23,19.7,1.9,25.0,+5.0
21,,Matt BryantM. Bryant FA,,6,24,15.3,5.4,19.0,-2.0
22,,Josh LamboJ. Lambo JAC,10,8,31,22.8,3.3,,
23,,Greg JosephG. Joseph CLE,7,7,27,21.5,2.5,18.0,-5.0
24,,Steven HauschkaS. Hauschka BUF,6,22,29,24.4,1.4,,
25,,Giorgio TavecchioG. Tavecchio ATL,9,11,30,21.9,5.4,13.0,-12.0
26,,Daniel CarlsonD. Carlson OAK,6,22,29,25.7,1.6,,
27,,Cairo SantosC. Santos TB,7,18,29,25.1,2.8,,
28,,Dustin HopkinsD. Hopkins WAS,10,20,30,26.8,1.9,,
Tier 5,
29,,Chandler CatanzaroC. Catanzaro NYJ,4,16,32,26.0,5.4,,
30,,Randy BullockR. Bullock CIN,9,23,31,27.2,2.6,22.0,-8.0
31,,Cody ParkeyC. Parkey FA,,20,28,25.9,2.2,,
32,,Matt GayM. Gay TB,7,20,32,24.4,4.8,,
33,,Eddy PineiroE. Pineiro CHI,6,8,32,25.4,8.9,,
34,,Sebastian JanikowskiS. Janikowski FA,,19,28,26.6,2.0,20.0,-14.0
35,,Austin SeibertA. Seibert CLE,7,12,20,16.0,4.0,,
36,,Jason SandersJ. Sanders MIA,5,28,33,30.8,1.7,,
37,,Zane GonzalezZ. Gonzalez ARI,12,18,33,30.0,3.3,,
38,,Chris BlewittC. Blewitt CHI,6,31,32,31.5,0.5,,
