Rank,WSID,Overall (Team),Pos,Bye,Best,Worst,Avg,Std Dev,ADP,vs. ADP,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
154,,Tony PollardT. Pollard DAL,RB58,8,70,336,145.6,51.4,146.0,-8.0
155,,Kyle RudolphK. Rudolph MIN,TE16,12,92,291,171.8,41.6,139.0,-16.0
156,,D.K. MetcalfD. Metcalf SEA,WR60,11,94,308,172.4,43.1,134.0,-22.0
Tier 10,
157,,Alexander MattisonA. Mattison MIN,RB59,12,83,305,168.7,40.4,164.0,+7.0
158,,Jimmy GrahamJ. Graham GB,TE17,11,52,291,184.5,46.8,159.0,+1.0
159,,N'Keal HarryN. Harry NE,WR61,10,66,349,179.3,55.9,131.0,-28.0
160,,Mike DavisM. Davis CHI,RB60,6,83,247,168.1,29.3,237.0,+77.0
161,,Jalen RichardJ. Richard OAK,RB61,6,78,237,166.4,35.7,201.0,+40.0
162,,Tre'Quan SmithT. Smith NO,WR62,9,87,268,178.6,33.7,190.0,+28.0
163,,Matthew StaffordM. Stafford DET,QB23,5,125,292,181.0,25.5,188.0,+25.0
164,,Albert WilsonA. Wilson MIA,WR63,5,112,271,177.5,39.6,217.0,+53.0
165,,Jamaal WilliamsJ. Williams GB,RB62,11,77,250,168.6,33.7,231.0,+66.0
166,,Marquise GoodwinM. Goodwin SF,WR64,4,124,372,181.3,49.4,196.0,+30.0
167,,Quincy EnunwaQ. Enunwa NYJ,WR65,4,117,304,178.7,40.4,285.0,+118.0
168,,Jacoby BrissettJ. Brissett IND,QB24,6,143,247,195.0,23.8,233.0,+65.0
169,,Deebo SamuelD. Samuel SF,WR66,4,81,285,180.1,45.2,180.0,+11.0
170,,Chicago (CHI)CHI DST,DST1,6,127,235,166.5,12.3,88.0,-82.0
171,,Carlos HydeC. Hyde KC,RB63,12,65,257,167.7,43.7,158.0,-13.0
172,,Jacksonville (JAC)JAC DST,DST2,10,125,269,171.6,15.7,130.0,-42.0
173,,Derek CarrD. Carr OAK,QB25,6,130,294,188.4,26.5,177.0,+4.0
174,,Los Angeles (LAR)LAR DST,DST3,9,134,237,170.6,11.1,109.0,-65.0
175,,Minnesota (MIN)MIN DST,DST4,12,129,242,173.4,11.0,144.0,-31.0
176,,Greg OlsenG. Olsen CAR,TE18,7,75,305,194.6,44.5,140.0,-36.0
177,,Chase EdmondsC. Edmonds ARI,RB64,12,103,258,186.8,35.3,257.0,+80.0
178,,Baltimore (BAL)BAL DST,DST5,8,116,303,177.0,23.6,153.0,-25.0
179,,Devante ParkerD. Parker MIA,WR67,5,88,275,180.9,39.8,207.0,+28.0
180,,Los Angeles (LAC)LAC DST,DST6,12,132,352,176.2,28.4,145.0,-35.0
181,,Devin FunchessD. Funchess IND,WR68,6,162,293,201.0,33.8,166.0,-15.0
182,,Houston (HOU)HOU DST,DST7,10,141,323,179.3,20.7,169.0,-13.0
183,,Cleveland (CLE)CLE DST,DST8,7,132,236,177.1,13.4,160.0,-23.0
184,,Greg ZuerleinG. Zuerlein LAR,K1,9,133,240,179.9,10.6,118.0,-66.0
185,,T.J. HockensonT. Hockenson DET,TE19,5,55,354,206.5,58.9,162.0,-23.0
186,,New Orleans (NO)NO DST,DST9,9,135,249,181.0,15.5,179.0,-7.0
187,,Harrison ButkerH. Butker KC,K2,12,115,223,182.0,8.2,148.0,-39.0
188,,Jerick McKinnonJ. McKinnon SF,RB65,4,65,363,179.6,56.2,167.0,-21.0
189,,Justin TuckerJ. Tucker BAL,K3,8,138,302,182.8,16.2,128.0,-61.0
190,,Stephen GostkowskiS. Gostkowski NE,K4,10,143,256,185.1,11.7,168.0,-22.0
191,,Denver (DEN)DEN DST,DST10,10,134,276,185.0,19.3,157.0,-34.0
192,,Wil LutzW. Lutz NO,K5,9,157,251,185.9,8.7,161.0,-31.0
193,,Andy DaltonA. Dalton CIN,QB26,9,146,295,199.9,22.8,221.0,+28.0
194,,Malcolm BrownM. Brown LAR,RB66,9,116,280,188.9,38.4,244.0,+50.0
195,,New England (NE)NE DST,DST11,10,148,248,191.4,18.7,175.0,-20.0
196,,Chris Herndon IVC. Herndon NYJ,TE20,4,112,389,215.0,50.5,178.0,-18.0
197,,Nick FolesN. Foles JAC,QB27,10,146,365,209.1,29.4,195.0,-2.0
198,,Buffalo (BUF)BUF DST,DST12,6,151,345,191.8,28.2,210.0,+12.0
199,,Mason CrosbyM. Crosby GB,K6,11,159,255,194.4,17.8,208.0,+9.0
Tier 11,
200,,Zay JonesZ. Jones BUF,WR69,6,110,358,204.7,47.7,245.0,+45.0
201,,Ka'imi FairbairnK. Fairbairn HOU,K7,10,146,332,194.4,28.6,174.0,-27.0
202,,Jake ElliottJ. Elliott PHI,K8,10,160,273,194.1,15.9,204.0,+2.0
203,,Marquise BrownM. Brown BAL,WR70,8,80,322,212.1,43.3,185.0,-18.0
204,,Marcus MariotaM. Mariota TEN,QB28,11,112,297,215.7,23.2,199.0,-5.0
205,,Robert FosterR. Foster BUF,WR71,6,124,339,203.2,57.2,266.0,+61.0
206,,Rex BurkheadR. Burkhead NE,RB67,10,95,272,186.9,35.5,259.0,+53.0
207,,Jack DoyleJ. Doyle IND,TE21,6,194,354,227.9,33.5,182.0,-25.0
208,,Dallas (DAL)DAL DST,DST13,8,130,312,202.4,31.5,172.0,-36.0
209,,Mecole HardmanM. Hardman KC,WR72,12,109,382,219.8,50.1,165.0,-44.0
210,,Noah FantN. Fant DEN,TE22,10,82,351,231.4,53.2,183.0,-27.0
211,,Trey QuinnT. Quinn WAS,WR73,10,103,349,206.9,49.8,292.0,+81.0
212,,Michael BadgleyM. Badgley LAC,K9,12,164,309,206.4,30.2,211.0,-1.0
213,,Philadelphia (PHI)PHI DST,DST14,10,122,314,209.3,26.1,171.0,-42.0
214,,Randall CobbR. Cobb DAL,WR74,8,110,340,216.0,39.4,209.0,-5.0
215,,Brett MaherB. Maher DAL,K10,8,161,281,205.5,27.7,194.0,-21.0
216,,Taylor GabrielT. Gabriel CHI,WR75,6,113,340,212.3,39.6,258.0,+42.0
217,,Dallas GoedertD. Goedert PHI,TE23,10,108,344,226.2,46.3,193.0,-24.0
218,,Matt PraterM. Prater DET,K11,5,162,353,208.3,34.8,200.0,-18.0
219,,Parris CampbellP. Campbell IND,WR76,6,191,296,222.9,25.7,197.0,-22.0
220,,Robbie GouldR. Gould SF,K12,4,163,313,209.1,33.8,184.0,-36.0
221,,Ty MontgomeryT. Montgomery NYJ,RB68,4,106,289,196.7,45.6,242.0,+21.0
222,,David MooreD. Moore SEA,WR77,11,109,336,220.2,43.0,272.0,+50.0
223,,Joe FlaccoJ. Flacco DEN,QB29,10,159,366,234.3,27.7,226.0,+3.0
224,,Andy IsabellaA. Isabella ARI,WR78,12,121,385,227.6,46.7,247.0,+23.0
225,,Marqise LeeM. Lee JAC,WR79,10,112,346,222.3,48.4,254.0,+29.0
226,,Gus EdwardsG. Edwards BAL,RB69,8,132,322,213.2,35.9,253.0,+27.0
227,,Ryquell ArmsteadR. Armstead JAC,RB70,10,127,294,211.2,35.9,271.0,+44.0
228,,Seattle (SEA)SEA DST,DST15,11,127,314,226.8,30.6,215.0,-13.0
229,,Pittsburgh (PIT)PIT DST,DST16,7,168,303,227.6,30.3,206.0,-23.0
230,,A.J. BrownA. Brown TEN,WR80,11,108,306,222.5,38.5,239.0,+9.0
231,,Frank GoreF. Gore BUF,RB71,6,140,272,211.8,29.8,268.0,+37.0
232,,Ted GinnT. Ginn NO,WR81,9,134,346,233.3,40.4,220.0,-12.0
233,,Nelson AgholorN. Agholor PHI,WR82,10,116,347,232.3,36.6,248.0,+15.0
234,,Adam VinatieriA. Vinatieri IND,K13,6,179,313,231.4,35.0,214.0,-20.0
235,,Cole BeasleyC. Beasley BUF,WR83,6,114,360,231.4,58.6,202.0,-33.0
236,,T.J. YeldonT. Yeldon BUF,RB72,6,110,320,214.8,33.7,261.0,+25.0
237,,Eli ManningE. Manning NYG,QB30,11,160,390,243.8,25.4,240.0,+3.0
238,,Tyler EifertT. Eifert CIN,TE24,9,116,351,249.3,51.9,205.0,-33.0
239,,Tennessee (TEN)TEN DST,DST17,11,170,307,232.0,29.9,223.0,-16.0
240,,D.J. CharkD. Chark JAC,WR84,10,81,396,236.3,45.9,307.0,+67.0
241,,Mike GesickiM. Gesicki MIA,TE25,5,135,357,252.5,50.2,260.0,+19.0
242,,Darren WallerD. Waller OAK,TE26,6,105,334,228.6,56.9,203.0,-39.0
243,,Elijah McGuireE. McGuire NYJ,RB73,4,114,329,211.9,47.1,299.0,+56.0
244,,Rashard HigginsR. Higgins CLE,WR85,7,100,328,237.0,53.3,264.0,+20.0
245,,Ryan FitzpatrickR. Fitzpatrick MIA,QB31,5,155,409,244.9,27.2,276.0,+31.0
246,,Indianapolis (IND)IND DST,DST18,6,173,318,245.7,40.1,219.0,-27.0
Tier 12,
247,,Kansas City (KC)KC DST,DST19,12,170,330,250.4,39.4,187.0,-60.0
248,,Dwayne HaskinsD. Haskins WAS,QB32,10,161,395,249.9,29.3,224.0,-24.0
249,,John RossJ. Ross CIN,WR86,9,148,352,238.6,42.9,284.0,+35.0
250,,Kenneth DixonK. Dixon BAL,RB74,8,102,358,221.7,45.8,338.0,+88.0
251,,Jason MyersJ. Myers SEA,K14,11,183,342,255.4,35.8,218.0,-33.0
252,,Paul RichardsonP. Richardson WAS,WR87,10,152,376,245.5,41.4,301.0,+49.0
253,,Josh RosenJ. Rosen MIA,QB33,5,163,403,254.7,28.5,274.0,+21.0
254,,Theo RiddickT. Riddick DEN,RB75,10,106,380,221.1,41.0,340.0,+86.0
255,,Danny AmendolaD. Amendola DET,WR88,5,124,396,250.9,51.6,267.0,+12.0
256,,Willie SneadW. Snead BAL,WR89,8,133,372,248.6,41.4,277.0,+21.0
257,,Graham GanoG. Gano CAR,K15,7,180,334,260.9,34.8,252.0,-5.0
258,,Gerald EverettG. Everett LAR,TE27,9,144,348,269.9,37.3,275.0,+17.0
259,,Antonio CallawayA. Callaway CLE,WR90,7,137,371,253.9,49.0,287.0,+28.0
260,,Benny Snell Jr.B. Snell PIT,RB76,7,78,335,240.8,34.7,288.0,+28.0
261,,Case KeenumC. Keenum WAS,QB34,10,162,412,262.7,29.5,352.0,+91.0
262,,Doug MartinD. Martin OAK,RB77,6,138,306,233.8,26.7,309.0,+47.0
263,,Josh DoctsonJ. Doctson WAS,WR91,10,154,369,255.4,43.3,311.0,+48.0
264,,Carolina (CAR)CAR DST,DST20,7,174,335,270.4,31.3,238.0,-26.0
265,,Corey ClementC. Clement PHI,RB78,10,182,357,241.0,29.2,337.0,+72.0
266,,J.J. Arcega-WhitesideJ. Arcega-Whiteside PHI,WR92,10,152,375,258.6,44.9,263.0,-3.0
267,,Miles BoykinM. Boykin BAL,WR93,8,113,372,251.2,62.3,290.0,+23.0
268,,Dexter WilliamsD. Williams GB,RB79,11,129,354,242.6,44.5,294.0,+26.0
269,,Green Bay (GB)GB DST,DST21,11,140,330,275.5,40.7,225.0,-44.0
270,,Atlanta (ATL)ATL DST,DST22,9,176,318,276.9,35.1,228.0,-42.0
271,,Aldrick RosasA. Rosas NYG,K16,11,148,332,275.1,29.5,222.0,-49.0
272,,Alfred BlueA. Blue JAC,RB80,10,162,329,250.5,31.8,303.0,+31.0
273,,Terry McLaurinT. McLaurin WAS,WR94,10,100,346,248.7,59.8,321.0,+48.0
274,,Josh ReynoldsJ. Reynolds LAR,WR95,9,196,361,271.7,36.4,345.0,+71.0
275,,Chris ConleyC. Conley JAC,WR96,10,149,382,268.1,45.5,366.0,+91.0
276,,Chris BoswellC. Boswell PIT,K17,7,180,333,283.1,36.0,229.0,-47.0
277,,Jason WittenJ. Witten DAL,TE28,8,131,353,286.0,46.1,198.0,-79.0
278,,Daniel JonesD. Jones NYG,QB35,11,165,359,264.0,27.2,250.0,-28.0
279,,Keelan ColeK. Cole JAC,WR97,10,88,369,276.9,40.5,378.0,+99.0
280,,Giorgio TavecchioG. Tavecchio ATL,K18,9,185,353,263.6,57.3,212.0,-68.0
281,,Devontae BookerD. Booker DEN,RB81,10,184,382,258.0,32.7,334.0,+53.0
282,,Jordan WilkinsJ. Wilkins IND,RB82,6,189,363,261.1,31.5,502.0,+220.0
283,,Cameron BrateC. Brate TB,TE29,7,152,390,297.2,40.2,316.0,+33.0
284,,Phillip DorsettP. Dorsett NE,WR98,10,194,381,279.5,41.5,256.0,-28.0
285,,Ryan SuccopR. Succop TEN,K19,11,182,339,291.8,30.6,269.0,-16.0
286,,Wayne GallmanW. Gallman NYG,RB83,11,171,359,265.7,30.4,310.0,+24.0
287,,Dontrell HilliardD. Hilliard CLE,RB84,7,102,384,225.6,53.4,300.0,+13.0
288,,Jalen HurdJ. Hurd SF,WR99,4,136,384,269.4,52.2,236.0,-52.0
289,,Ian ThomasI. Thomas CAR,TE30,7,173,371,298.1,40.6,270.0,-19.0
