Rank,WSID,Team DST,Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
1,,Chicago (CHI)CHI DST,6,1,1,1.0,0.0
2,,Jacksonville (JAC)JAC DST,10,2,7,3.4,1.4
Tier 2,
3,,Baltimore (BAL)BAL DST,8,2,13,4.4,2.3
4,,Los Angeles (LAR)LAR DST,9,2,9,4.4,1.8
5,,Minnesota (MIN)MIN DST,12,3,7,4.9,1.0
6,,Houston (HOU)HOU DST,10,3,9,6.3,1.6
7,,Cleveland (CLE)CLE DST,7,4,12,7.1,1.5
8,,Los Angeles (LAC)LAC DST,12,2,31,7.5,6.7
Tier 3,
9,,New Orleans (NO)NO DST,9,8,12,8.9,0.8
10,,Denver (DEN)DEN DST,10,9,21,10.3,0.9
11,,Buffalo (BUF)BUF DST,6,10,25,12.2,2.2
12,,Dallas (DAL)DAL DST,8,10,20,12.5,1.9
13,,New England (NE)NE DST,10,6,18,13.3,1.9
14,,Seattle (SEA)SEA DST,11,10,18,14.3,1.1
Tier 4,
15,,Tennessee (TEN)TEN DST,11,13,22,15.5,2.1
16,,Philadelphia (PHI)PHI DST,10,13,21,15.9,1.2
17,,Pittsburgh (PIT)PIT DST,7,11,22,17.6,1.7
18,,Kansas City (KC)KC DST,12,5,25,18.4,2.3
19,,Indianapolis (IND)IND DST,6,16,23,19.5,1.3
20,,Carolina (CAR)CAR DST,7,15,24,19.6,1.8
21,,Atlanta (ATL)ATL DST,9,9,25,20.7,2.6
Tier 5,
22,,Green Bay (GB)GB DST,11,14,27,21.1,3.9
23,,Arizona (ARI)ARI DST,12,17,26,22.2,1.9
24,,Detroit (DET)DET DST,5,23,28,24.4,1.6
25,,Washington (WAS)WAS DST,10,20,32,26.0,3.1
26,,New York (NYJ)NYJ DST,4,4,28,23.0,6.6
27,,New York (NYG)NYG DST,11,23,32,27.0,2.3
28,,Miami (MIA)MIA DST,5,24,29,27.6,0.7
29,,San Francisco (SF)SF DST,4,13,30,25.6,4.6
30,,Tampa Bay (TB)TB DST,7,24,31,28.4,1.7
31,,Cincinnati (CIN)CIN DST,9,26,31,29.2,1.7
32,,Oakland (OAK)OAK DST,6,31,32,31.5,0.5
