Rank,WSID,Tight Ends (Team),Bye,Best,Worst,Avg,Std Dev,Notes
&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp,&nbsp
Tier 1,
Tier 2,
1,,Travis KelceT. Kelce KC,,1,1,1.0,0.0
2,,Zach ErtzZ. Ertz PHI,,2,4,2.4,0.6
3,,George KittleG. Kittle SF,,2,3,2.7,0.4
Tier 3,
4,,O.J. HowardO. Howard TB,,2,8,4.7,0.8
5,,Hunter HenryH. Henry LAC,,4,11,5.7,1.1
6,,Evan EngramE. Engram NYG,,4,9,6.2,1.5
7,,Jared CookJ. Cook NO,,4,11,7.7,1.9
8,,Eric EbronE. Ebron IND,,5,13,7.7,1.2
9,,David NjokuD. Njoku CLE,,2,13,8.1,1.6
Tier 4,
10,,Delanie WalkerD. Walker TEN,,7,15,11.2,1.4
11,,Austin HooperA. Hooper ATL,,7,19,12.5,2.1
12,,Chris Herndon IVC. Herndon NYJ,,9,19,12.9,2.5
13,,Jack DoyleJ. Doyle IND,,9,19,13.3,1.9
14,,Trey BurtonT. Burton CHI,,7,17,13.6,2.4
15,,Vance McDonaldV. McDonald PIT,,7,22,15.4,2.9
16,,Greg OlsenG. Olsen CAR,,12,22,16.6,2.6
17,,Jordan ReedJ. Reed WAS,,11,20,16.9,2.0
18,,Kyle RudolphK. Rudolph MIN,,12,21,17.2,2.2
Tier 5,
19,,Jimmy GrahamJ. Graham GB,,13,24,19.1,1.8
20,,Dallas GoedertD. Goedert PHI,,12,29,21.8,2.7
21,,Mike GesickiM. Gesicki MIA,,13,29,22.3,2.6
22,,Gerald EverettG. Everett LAR,,14,35,22.4,3.9
23,,Mark AndrewsM. Andrews BAL,,14,36,24.5,4.7
24,,Hayden HurstH. Hurst BAL,,18,33,26.2,3.3
25,,Cameron BrateC. Brate TB,,22,34,26.6,3.3
26,,Tyler EifertT. Eifert CIN,,18,43,27.1,5.4
27,,Ian ThomasI. Thomas CAR,,22,36,27.8,3.3
28,,Ricky Seals-JonesR. Seals-Jones ARI,,15,33,28.8,2.6
Tier 6,
29,,Jake ButtJ. Butt DEN,,26,40,32.2,3.1
30,,Nick VannettN. Vannett SEA,,26,39,31.7,3.4
31,,Austin Seferian-JenkinsA. Seferian-Jenkins NE,,21,43,31.5,4.7
32,,Charles ClayC. Clay ARI,,26,50,34.3,5.8
33,,Luke WillsonL. Willson OAK,,30,46,35.6,4.3
34,,Jonnu SmithJ. Smith TEN,,28,38,33.6,2.5
35,,Jason WittenJ. Witten DAL,,18,42,31.8,7.8
36,,Jaylen SamuelsJ. Samuels PIT,,10,29,24.2,3.2
Tier 7,
37,,C.J. UzomahC. Uzomah CIN,,24,41,33.6,4.3
38,,Rob GronkowskiR. Gronkowski FA,,9,42,23.0,12.0
39,,Jesse JamesJ. James DET,,24,48,35.6,7.3
40,,Will DisslyW. Dissly SEA,,25,40,35.2,5.4
41,,Adam ShaheenA. Shaheen CHI,,34,41,37.7,2.4
42,,Blake JarwinB. Jarwin DAL,,27,43,36.8,4.2
43,,Jordan ThomasJ. Thomas HOU,,31,45,39.3,3.9
44,,T.J. HockensonT. Hockenson FA,,22,32,27.3,4.1
45,,Noah FantN. Fant FA,,26,31,29.0,2.2
46,,Tyler HigbeeT. Higbee LAR,,27,45,41.2,2.2
47,,Dan ArnoldD. Arnold NO,,38,44,41.5,2.3
48,,Geoff SwaimG. Swaim JAC,,26,49,40.0,10.0
49,,Vernon DavisV. Davis WAS,,42,49,45.0,2.7
50,,Ryan GriffinR. Griffin HOU,,41,50,45.3,3.3
"50

                                              googletag.cmd.push(function() { googletag.display('div-gpt-ad-1404326895972-0'); });"
Tier 8,
51,,Josh HillJ. Hill NO,,38,54,46.3,6.5
52,,Matt LaCosseM. LaCosse NE,,37,74,55.5,18.5
53,,Jason CroomJ. Croom BUF,,45,61,53.0,8.0
54,,Antonio GatesA. Gates FA,,48,57,52.0,3.7
55,,Tyler KroftT. Kroft BUF,,47,59,53.0,6.0
